corner,temp_c,vdd,terr,corner_id,twin_r,twin_f,ta_asrt,tb_asrt,tc_asrt,td_asrt,te_asrt,la_lvl,lb_lvl,lc_lvl,ld_lvl,le_lvl,va_lvl,te_deas,le_pre,iavg,lock_pass,verdict
mimcap_ss,-40.0,3.3,e4.0n,mimcap_ss_-40c_3.30v_e4.0n,1.19509e-09,1.18366e-09,not measured,8.55427e-07,not measured,not measured,8.55427e-07,-1.44177e-09,3.3,6.4475e-09,4.65951e-09,3.08974e-09,0.0542231,2.40464e-06,3.3,-0.000149556,1.0,PASS
mimcap_ss,-40.0,3.63,e4.0n,mimcap_ss_-40c_3.63v_e4.0n,1.14008e-09,1.12549e-09,not measured,7.58912e-07,not measured,not measured,7.58912e-07,9.54179e-09,3.63,9.4835e-09,5.89326e-09,3.7923e-09,0.0721862,2.40456e-06,3.63,-0.000170263,1.0,PASS
mimcap_ss,27.0,2.97,e4.0n,mimcap_ss_27c_2.97v_e4.0n,1.44862e-09,1.44175e-09,not measured,1.25792e-06,not measured,not measured,1.25792e-06,5.31863e-09,2.97,5.40213e-09,4.79199e-09,4.87896e-09,0.0311084,2.40503e-06,2.97,-0.00013515,1.0,PASS
mimcap_ss,27.0,3.3,e4.0n,mimcap_ss_27c_3.30v_e4.0n,1.36334e-09,1.34086e-09,not measured,1.08963e-06,not measured,not measured,1.08963e-06,3.45814e-09,3.3,3.60071e-09,4.34198e-09,5.44444e-09,0.0434211,2.40484e-06,3.3,-0.00015286,1.0,PASS
mimcap_ss,27.0,3.63,e4.0n,mimcap_ss_27c_3.63v_e4.0n,1.29009e-09,1.27562e-09,not measured,9.6477e-07,not measured,not measured,9.6477e-07,6.62059e-09,3.63,6.49529e-09,5.68474e-09,5.81983e-09,0.0579437,2.40478e-06,3.63,-0.000173188,1.0,PASS
mimcap_ss,125.0,2.97,e4.0n,mimcap_ss_125c_2.97v_e4.0n,1.70003e-09,1.68353e-09,not measured,1.65663e-06,not measured,not measured,1.65663e-06,5.26147e-08,2.97,5.26049e-08,5.15469e-08,4.72663e-08,0.0207524,2.40522e-06,2.97,-0.000164907,1.0,PASS
mimcap_ss,125.0,3.3,e4.0n,mimcap_ss_125c_3.30v_e4.0n,1.59119e-09,1.56686e-09,not measured,1.44026e-06,not measured,not measured,1.44026e-06,5.65496e-08,3.3,5.6596e-08,5.464e-08,4.9635e-08,0.0303225,2.40521e-06,3.3,-0.000178235,1.0,PASS
mimcap_ss,125.0,3.63,e4.0n,mimcap_ss_125c_3.63v_e4.0n,1.5037e-09,1.4804e-09,not measured,1.27323e-06,not measured,not measured,1.27323e-06,6.05852e-08,3.63,6.00534e-08,5.76802e-08,5.46947e-08,0.0420675,2.40504e-06,3.63,-0.000191292,1.0,PASS
all-slow,-40.0,2.97,e4.0n,all-slow_-40c_2.97v_e4.0n,1.47928e-09,1.4805e-09,not measured,1.16623e-06,not measured,not measured,1.16623e-06,7.03862e-09,2.97,7.06382e-09,5.4134e-09,2.02498e-09,0.028423,2.40525e-06,2.97,-0.000123688,1.0,PASS
all-slow,-40.0,3.3,e4.0n,all-slow_-40c_3.30v_e4.0n,1.3763e-09,1.36288e-09,not measured,9.86627e-07,not measured,not measured,9.86627e-07,4.04372e-09,3.3,3.94771e-09,3.99798e-09,6.58046e-09,0.0414014,2.40514e-06,3.3,-0.000142132,1.0,PASS
all-slow,-40.0,3.63,e4.0n,all-slow_-40c_3.63v_e4.0n,1.29989e-09,1.28724e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,6.51396e-09,3.63,6.00783e-09,5.17868e-09,7.08667e-09,0.0565194,2.40495e-06,3.63,-0.000161346,1.0,PASS
all-slow,27.0,2.97,e4.0n,all-slow_27c_2.97v_e4.0n,1.68393e-09,1.67751e-09,not measured,1.4699e-06,not measured,not measured,1.4699e-06,7.15934e-09,2.97,7.15907e-09,6.02711e-09,1.55706e-09,0.0197624,2.40552e-06,2.97,-0.000128879,1.0,PASS
all-slow,27.0,3.3,e4.0n,all-slow_27c_3.30v_e4.0n,1.5605e-09,1.55071e-09,not measured,1.25007e-06,not measured,not measured,1.25007e-06,9.78512e-09,3.3,9.79766e-09,7.1776e-09,1.27941e-09,0.0298248,2.40537e-06,3.3,-0.000146209,1.0,PASS
all-slow,27.0,3.63,e4.0n,all-slow_27c_3.63v_e4.0n,1.47034e-09,1.45349e-09,not measured,1.09104e-06,not measured,not measured,1.09104e-06,5.38387e-09,3.63,5.34592e-09,5.66991e-09,1.87789e-09,0.0422976,2.40523e-06,3.63,-0.000164515,1.0,PASS
all-slow,125.0,2.97,e4.0n,all-slow_125c_2.97v_e4.0n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,8.33306e-09,2.97,8.79104e-09,1.08103e-08,1.12261e-08,0.0141892,2.40564e-06,2.97,-0.000167906,1.0,PASS
all-slow,125.0,3.3,e4.0n,all-slow_125c_3.30v_e4.0n,1.82964e-09,1.81217e-09,not measured,1.63876e-06,not measured,not measured,1.63876e-06,1.51651e-08,3.3,1.51602e-08,1.31811e-08,1.2256e-08,0.0208571,2.40561e-06,3.3,-0.000171717,1.0,PASS
all-slow,125.0,3.63,e4.0n,all-slow_125c_3.63v_e4.0n,1.72644e-09,1.69409e-09,not measured,1.43281e-06,not measured,not measured,1.43281e-06,1.59633e-08,3.63,1.59458e-08,1.39864e-08,9.89182e-09,0.0294984,2.40557e-06,3.63,-0.000184448,1.0,PASS
all-fast,-40.0,2.97,e4.0n,all-fast_-40c_2.97v_e4.0n,1.12947e-09,1.1211e-09,not measured,8.56805e-07,not measured,not measured,8.56805e-07,7.54625e-09,2.97,7.64253e-09,5.2233e-09,-4.58089e-10,0.054373,2.40436e-06,2.97,-0.000137822,1.0,PASS
all-fast,-40.0,3.3,e4.0n,all-fast_-40c_3.30v_e4.0n,1.07083e-09,1.06319e-09,not measured,7.54742e-07,not measured,not measured,7.54742e-07,7.35068e-09,3.3,7.34266e-09,4.20666e-09,-1.70815e-09,0.0736592,2.40425e-06,3.3,-0.00015894,1.0,PASS
all-fast,-40.0,3.63,e4.0n,all-fast_-40c_3.63v_e4.0n,1.02779e-09,1.01474e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,9.01921e-09,3.63,2.90742e-09,4.00788e-09,-6.48643e-10,0.0957618,2.40414e-06,3.63,-0.000181232,1.0,PASS
all-fast,27.0,2.97,e4.0n,all-fast_27c_2.97v_e4.0n,1.27716e-09,1.27067e-09,not measured,1.09628e-06,not measured,not measured,1.09628e-06,1.16381e-09,2.97,1.21313e-09,4.22233e-09,7.92889e-09,0.0418853,2.40469e-06,2.97,-0.000142932,1.0,PASS
all-fast,27.0,3.3,e4.0n,all-fast_27c_3.30v_e4.0n,1.20434e-09,1.19818e-09,not measured,9.64828e-07,not measured,not measured,9.64828e-07,2.06903e-09,3.3,3.03227e-09,5.10352e-09,3.79221e-09,0.0564525,2.40463e-06,3.3,-0.000162729,1.0,PASS
all-fast,27.0,3.63,e4.0n,all-fast_27c_3.63v_e4.0n,1.15516e-09,1.13846e-09,not measured,8.64921e-07,not measured,not measured,8.64921e-07,1.10172e-08,3.63,1.10451e-08,7.58127e-09,4.65314e-09,0.0741658,2.40453e-06,3.63,-0.000184127,1.0,PASS
all-fast,125.0,2.97,e4.0n,all-fast_125c_2.97v_e4.0n,1.49383e-09,1.47663e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.86086e-07,2.97,4.86254e-07,4.85555e-07,4.87565e-07,0.0307885,2.40489e-06,2.97,-0.000174246,1.0,PASS
all-fast,125.0,3.3,e4.0n,all-fast_125c_3.30v_e4.0n,1.41081e-09,1.38613e-09,not measured,1.28244e-06,not measured,not measured,1.28244e-06,5.14129e-07,3.3,5.14194e-07,5.14526e-07,5.14431e-07,0.0420478,2.40484e-06,3.3,-0.000187357,1.0,PASS
all-fast,125.0,3.63,e4.0n,all-fast_125c_3.63v_e4.0n,1.34085e-09,1.31998e-09,not measured,1.14417e-06,not measured,not measured,1.14417e-06,5.53413e-07,3.63,5.53763e-07,5.55084e-07,5.56604e-07,0.0553897,2.40469e-06,3.63,-0.000201567,1.0,PASS
typical,27.0,3.3,e0.2n,typical_27c_3.30v_e0.2n,1.35635e-09,1.34269e-09,1.08959e-06,1.08959e-06,not measured,not measured,1.08959e-06,3.3,3.3,4.27485e-09,5.04578e-09,6.30771e-09,3.16828,2.40491e-06,3.3,-0.000125345,1.0,PASS
typical,27.0,3.3,e0.5n,typical_27c_3.30v_e0.5n,1.3495e-09,1.33769e-09,1.08959e-06,1.08959e-06,not measured,not measured,1.08959e-06,3.3,3.3,4.63673e-09,4.54315e-09,6.11249e-09,3.16828,2.40489e-06,3.3,-0.000135773,1.0,PASS
typical,27.0,3.3,e0.8n,typical_27c_3.30v_e0.8n,1.35298e-09,1.33939e-09,1.08964e-06,1.08964e-06,not measured,not measured,1.08964e-06,3.3,3.3,3.58722e-09,4.794e-09,6.08878e-09,3.16828,2.40485e-06,3.3,-0.000148337,1.0,PASS
typical,27.0,3.3,e1.0n,typical_27c_3.30v_e1.0n,1.35731e-09,1.34089e-09,1.08965e-06,1.08965e-06,not measured,not measured,1.08965e-06,3.3,3.3,5.46912e-09,5.30053e-09,6.08255e-09,3.16828,2.40486e-06,3.3,-0.000148868,1.0,PASS
typical,27.0,3.3,e1.2n,typical_27c_3.30v_e1.2n,1.36072e-09,1.34085e-09,1.08965e-06,1.08965e-06,not measured,not measured,1.08965e-06,3.3,3.3,3.09714e-09,4.1004e-09,6.07983e-09,3.16828,2.40485e-06,3.3,-0.000149262,1.0,PASS
typical,27.0,3.3,e1.5n,typical_27c_3.30v_e1.5n,1.36238e-09,1.34095e-09,not measured,1.08958e-06,not measured,not measured,1.08958e-06,5.3078e-09,3.3,4.1753e-09,4.57445e-09,6.00769e-09,0.186958,2.40489e-06,3.3,-0.00015262,1.0,PASS
typical,27.0,3.3,e2.0n,typical_27c_3.30v_e2.0n,1.36334e-09,1.34086e-09,not measured,1.08963e-06,not measured,not measured,1.08963e-06,4.34989e-09,3.3,4.41754e-09,4.78223e-09,4.54282e-09,0.063137,2.40484e-06,3.3,-0.000152708,1.0,PASS
typical,27.0,3.3,e3.0n,typical_27c_3.30v_e3.0n,1.36334e-09,1.34086e-09,not measured,1.08963e-06,not measured,not measured,1.08963e-06,5.10575e-09,3.3,5.31788e-09,5.18915e-09,8.76052e-09,0.0467712,2.40498e-06,3.3,-0.000153012,1.0,PASS
typical,27.0,3.3,e5.0n,typical_27c_3.30v_e5.0n,1.36334e-09,1.34086e-09,not measured,1.08963e-06,not measured,not measured,1.08963e-06,4.44527e-09,3.3,4.61152e-09,4.84443e-09,6.49311e-09,0.0407116,2.4049e-06,3.3,-0.000152862,1.0,PASS
typical,27.0,3.3,e10.0n,typical_27c_3.30v_e10.0n,1.36334e-09,1.34086e-09,not measured,1.08962e-06,not measured,not measured,1.08962e-06,4.28446e-09,3.3,4.28446e-09,4.68055e-09,6.06421e-09,0.0285163,2.4048e-06,3.3,-0.000152818,1.0,PASS
ss,125.0,2.97,e0.2n,ss_125c_2.97v_e0.2n,1.96448e-09,1.95831e-09,1.91255e-06,1.91255e-06,not measured,not measured,1.91255e-06,2.97,2.97,9.5624e-09,1.13537e-08,1.29544e-08,2.34821,2.40561e-06,2.97,-0.000163672,1.0,PASS
ss,125.0,2.97,e0.5n,ss_125c_2.97v_e0.5n,1.96187e-09,1.9546e-09,1.91255e-06,1.91255e-06,not measured,not measured,1.91255e-06,2.97,2.97,9.58703e-09,1.11645e-08,1.29318e-08,2.34821,2.40572e-06,2.97,-0.000167724,1.0,PASS
ss,125.0,2.97,e0.8n,ss_125c_2.97v_e0.8n,1.95721e-09,1.95502e-09,1.91255e-06,1.91255e-06,not measured,not measured,1.91255e-06,2.97,2.97,9.54514e-09,1.1146e-08,1.28968e-08,2.34821,2.40566e-06,2.97,-0.000174959,1.0,PASS
ss,125.0,2.97,e1.0n,ss_125c_2.97v_e1.0n,1.96603e-09,1.96013e-09,1.91255e-06,1.91255e-06,not measured,not measured,1.91255e-06,2.97,2.97,9.56293e-09,1.11127e-08,1.29124e-08,2.34821,2.40566e-06,2.97,-0.000181398,1.0,PASS
ss,125.0,2.97,e1.2n,ss_125c_2.97v_e1.2n,1.96775e-09,1.96003e-09,1.91255e-06,1.91255e-06,not measured,not measured,1.91255e-06,2.97,2.97,8.0702e-09,1.05279e-08,1.28989e-08,2.34821,2.40563e-06,2.97,-0.000184092,1.0,PASS
ss,125.0,2.97,e1.5n,ss_125c_2.97v_e1.5n,1.96711e-09,1.9574e-09,1.91255e-06,1.91255e-06,not measured,not measured,1.91255e-06,2.97,2.97,1.13752e-08,1.20915e-08,1.291e-08,2.34821,2.4057e-06,2.97,-0.000184932,1.0,PASS
ss,125.0,2.97,e2.0n,ss_125c_2.97v_e2.0n,1.96201e-09,1.95807e-09,1.91255e-06,1.91255e-06,not measured,not measured,1.91255e-06,2.97,2.97,1.09186e-08,1.18766e-08,1.28809e-08,2.34821,2.40564e-06,2.97,-0.000186093,1.0,PASS
ss,125.0,2.97,e3.0n,ss_125c_2.97v_e3.0n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,1.03381e-08,2.97,1.08745e-08,1.18527e-08,1.11643e-08,0.0221873,2.40563e-06,2.97,-0.000167926,1.0,PASS
ss,125.0,2.97,e5.0n,ss_125c_2.97v_e5.0n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,9.3303e-09,2.97,9.78907e-09,1.13054e-08,1.33772e-08,0.0122381,2.40562e-06,2.97,-0.000167913,1.0,PASS
ss,125.0,2.97,e10.0n,ss_125c_2.97v_e10.0n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,9.54133e-09,2.97,9.54133e-09,1.11814e-08,1.28962e-08,0.00730993,2.40564e-06,2.97,-0.000167894,1.0,PASS
ff,125.0,2.97,e0.2n,ff_125c_2.97v_e0.2n,1.48878e-09,1.47028e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.85662e-07,4.85659e-07,4.86586e-07,2.64352,2.40483e-06,2.97,-0.000160209,1.0,PASS
ff,125.0,2.97,e0.5n,ff_125c_2.97v_e0.5n,1.48656e-09,1.46862e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.85652e-07,4.84665e-07,4.86583e-07,2.64352,2.4048e-06,2.97,-0.000168775,1.0,PASS
ff,125.0,2.97,e0.8n,ff_125c_2.97v_e0.8n,1.48833e-09,1.47423e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.87462e-07,4.8591e-07,4.86649e-07,2.64352,2.40487e-06,2.97,-0.000181904,1.0,PASS
ff,125.0,2.97,e1.0n,ff_125c_2.97v_e1.0n,1.49158e-09,1.47174e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.836e-07,4.84753e-07,4.86649e-07,2.64352,2.40488e-06,2.97,-0.000183867,1.0,PASS
ff,125.0,2.97,e1.2n,ff_125c_2.97v_e1.2n,1.49219e-09,1.47231e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.87116e-07,4.85958e-07,4.8665e-07,2.64352,2.40487e-06,2.97,-0.000184223,1.0,PASS
ff,125.0,2.97,e1.5n,ff_125c_2.97v_e1.5n,1.49122e-09,1.47058e-09,1.45757e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.86819e-07,4.85871e-07,4.86641e-07,2.64346,2.40489e-06,2.97,-0.000185543,1.0,PASS
ff,125.0,2.97,e2.0n,ff_125c_2.97v_e2.0n,1.49383e-09,1.47663e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.82965e-07,2.97,4.83285e-07,4.84159e-07,4.88332e-07,0.0643421,2.40486e-06,2.97,-0.000173875,1.0,PASS
ff,125.0,2.97,e3.0n,ff_125c_2.97v_e3.0n,1.49383e-09,1.47663e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.84996e-07,2.97,4.8514e-07,4.84963e-07,4.84368e-07,0.0347952,2.40486e-06,2.97,-0.000174175,1.0,PASS
ff,125.0,2.97,e5.0n,ff_125c_2.97v_e5.0n,1.49383e-09,1.47663e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.85397e-07,2.97,4.85548e-07,4.85186e-07,4.85926e-07,0.0286473,2.40493e-06,2.97,-0.000174263,1.0,PASS
ff,125.0,2.97,e10.0n,ff_125c_2.97v_e10.0n,1.49383e-09,1.47663e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.8577e-07,2.97,4.8577e-07,4.85302e-07,4.86579e-07,0.0196301,2.40486e-06,2.97,-0.000174231,1.0,PASS
ss,-40.0,3.63,e0.2n,ss_-40c_3.63v_e0.2n,1.2965e-09,1.28488e-09,8.60733e-07,8.60733e-07,not measured,not measured,8.60733e-07,3.63,3.63,5.13975e-09,5.04907e-09,6.73675e-09,3.58571,2.40493e-06,3.63,-0.000132056,1.0,PASS
ss,-40.0,3.63,e0.5n,ss_-40c_3.63v_e0.5n,1.29003e-09,1.27906e-09,8.6073e-07,8.6073e-07,not measured,not measured,8.6073e-07,3.63,3.63,4.23433e-09,5.35126e-09,6.86139e-09,3.58571,2.40495e-06,3.63,-0.000143141,1.0,PASS
ss,-40.0,3.63,e0.8n,ss_-40c_3.63v_e0.8n,1.29618e-09,1.27918e-09,8.6073e-07,8.6073e-07,not measured,not measured,8.6073e-07,3.63,3.63,5.47117e-09,5.48581e-09,6.85946e-09,3.58571,2.40499e-06,3.63,-0.000156377,1.0,PASS
ss,-40.0,3.63,e1.0n,ss_-40c_3.63v_e1.0n,1.29955e-09,1.28109e-09,8.6073e-07,8.6073e-07,not measured,not measured,8.6073e-07,3.63,3.63,5.68349e-09,5.00593e-09,6.72304e-09,3.58571,2.40495e-06,3.63,-0.000156662,1.0,PASS
ss,-40.0,3.63,e1.2n,ss_-40c_3.63v_e1.2n,1.29921e-09,1.28703e-09,8.6073e-07,8.6073e-07,not measured,not measured,8.6073e-07,3.63,3.63,6.83915e-09,5.85572e-09,6.66685e-09,3.58571,2.4049e-06,3.63,-0.000157517,1.0,PASS
ss,-40.0,3.63,e1.5n,ss_-40c_3.63v_e1.5n,1.29989e-09,1.28745e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,7.06468e-09,3.63,5.2264e-09,4.94908e-09,6.75303e-09,0.153934,2.40489e-06,3.63,-0.000161193,1.0,PASS
ss,-40.0,3.63,e2.0n,ss_-40c_3.63v_e2.0n,1.29989e-09,1.28724e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,6.66168e-09,3.63,6.21013e-09,5.26972e-09,7.04777e-09,0.0747061,2.40483e-06,3.63,-0.000161121,1.0,PASS
ss,-40.0,3.63,e3.0n,ss_-40c_3.63v_e3.0n,1.29989e-09,1.28724e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,4.54358e-09,3.63,3.95358e-09,4.17233e-09,5.79677e-09,0.0603057,2.40495e-06,3.63,-0.00016128,1.0,PASS
ss,-40.0,3.63,e5.0n,ss_-40c_3.63v_e5.0n,1.29989e-09,1.28724e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,5.26957e-09,3.63,4.7268e-09,4.5476e-09,6.60456e-09,0.0531277,2.40494e-06,3.63,-0.000161343,1.0,PASS
ss,-40.0,3.63,e10.0n,ss_-40c_3.63v_e10.0n,1.29989e-09,1.28724e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,5.16034e-09,3.63,5.16034e-09,4.76105e-09,6.76855e-09,0.0375981,2.40501e-06,3.63,-0.000161269,1.0,PASS
ff,-40.0,3.63,e0.2n,ff_-40c_3.63v_e0.2n,1.02292e-09,1.01157e-09,6.79576e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,1.86858e-09,3.66716e-09,-2.96308e-10,3.61732,2.40402e-06,3.63,-0.000148281,1.0,PASS
ff,-40.0,3.63,e0.5n,ff_-40c_3.63v_e0.5n,1.01985e-09,1.00587e-09,6.79576e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,3.02704e-09,3.63753e-09,-2.81374e-10,3.61732,2.40408e-06,3.63,-0.000169062,1.0,PASS
ff,-40.0,3.63,e0.8n,ff_-40c_3.63v_e0.8n,1.02438e-09,1.0056e-09,6.79576e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,2.10702e-09,4.63632e-09,-2.36391e-10,3.61732,2.40414e-06,3.63,-0.000175397,1.0,PASS
ff,-40.0,3.63,e1.0n,ff_-40c_3.63v_e1.0n,1.02506e-09,1.01061e-09,6.79576e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,2.38274e-09,3.74437e-09,-3.3892e-10,3.61732,2.40407e-06,3.63,-0.000176884,1.0,PASS
ff,-40.0,3.63,e1.2n,ff_-40c_3.63v_e1.2n,1.02779e-09,1.01474e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,1.35866e-09,3.63,3.95868e-09,4.50294e-09,-9.90814e-10,0.279636,2.40411e-06,3.63,-0.00018109,1.0,PASS
ff,-40.0,3.63,e1.5n,ff_-40c_3.63v_e1.5n,1.02779e-09,1.01474e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,1.62761e-09,3.63,1.80544e-09,3.0127e-09,-2.73923e-09,0.141062,2.40405e-06,3.63,-0.000181371,1.0,PASS
ff,-40.0,3.63,e2.0n,ff_-40c_3.63v_e2.0n,1.02779e-09,1.01474e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,3.9861e-09,3.63,3.89921e-09,4.57257e-09,4.64645e-10,0.110654,2.40414e-06,3.63,-0.000181163,1.0,PASS
ff,-40.0,3.63,e3.0n,ff_-40c_3.63v_e3.0n,1.02779e-09,1.01474e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,8.07992e-09,3.63,2.03345e-09,3.45534e-09,-1.33427e-09,0.101533,2.40404e-06,3.63,-0.000181217,1.0,PASS
ff,-40.0,3.63,e5.0n,ff_-40c_3.63v_e5.0n,1.02779e-09,1.01474e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,8.6115e-09,3.63,2.51976e-09,3.74616e-09,4.6926e-10,0.0901949,2.40413e-06,3.63,-0.00018123,1.0,PASS
ff,-40.0,3.63,e10.0n,ff_-40c_3.63v_e10.0n,1.02779e-09,1.01474e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,2.64045e-09,3.63,2.64045e-09,3.82887e-09,-1.79189e-10,0.0648182,2.40413e-06,3.63,-0.000181251,1.0,PASS
ff,-40.0,3.63,e1.02n,ff_-40c_3.63v_e1.02n,1.02545e-09,1.0125e-09,6.79584e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,2.51743e-09,3.90371e-09,-1.48488e-10,3.61731,2.40413e-06,3.63,-0.000177371,1.0,PASS
ff,-40.0,3.63,e1.04n,ff_-40c_3.63v_e1.04n,1.02596e-09,1.01251e-09,9.10693e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,2.19832e-09,3.84497e-09,-1.2352e-10,3.23705,2.40412e-06,3.63,-0.0001788,1.0,PASS
ff,-40.0,3.63,e1.06n,ff_-40c_3.63v_e1.06n,1.02692e-09,1.01349e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,-1.01206e-08,3.63,2.9944e-09,4.44368e-09,-5.11951e-11,1.66432,2.40413e-06,3.63,-0.000358117,1.0,PASS
ff,-40.0,3.63,e1.08n,ff_-40c_3.63v_e1.08n,1.02834e-09,1.01421e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,5.03578e-10,3.63,3.04596e-09,4.55737e-09,-3.89147e-12,0.562024,2.40409e-06,3.63,-0.000183178,1.0,PASS
ff,-40.0,3.63,e1.1n,ff_-40c_3.63v_e1.1n,1.02779e-09,1.01474e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,1.43703e-09,3.63,3.2174e-09,4.1884e-09,-3.78937e-11,0.470747,2.40405e-06,3.63,-0.000181869,1.0,PASS
ff,-40.0,3.63,e1.12n,ff_-40c_3.63v_e1.12n,1.02779e-09,1.01473e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,-1.08496e-09,3.63,2.85063e-09,4.45437e-09,-5.36617e-11,0.48216,2.40403e-06,3.63,-0.000181272,1.0,PASS
ff,-40.0,3.63,e1.14n,ff_-40c_3.63v_e1.14n,1.02779e-09,1.01471e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,8.37171e-10,3.63,2.46404e-09,4.15257e-09,1.42295e-11,0.375917,2.40405e-06,3.63,-0.000180819,1.0,PASS
ff,-40.0,3.63,e1.16n,ff_-40c_3.63v_e1.16n,1.02779e-09,1.01473e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,6.02273e-09,3.63,4.30002e-09,4.95477e-09,-8.13387e-11,0.313086,2.40408e-06,3.63,-0.000180864,1.0,PASS
ff,-40.0,3.63,e1.18n,ff_-40c_3.63v_e1.18n,1.02779e-09,1.01471e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,3.66217e-09,3.63,5.0041e-09,5.12459e-09,-3.01225e-10,0.293484,2.40405e-06,3.63,-0.000181001,1.0,PASS
ss,125.0,2.97,e2.1n,ss_125c_2.97v_e2.1n,1.96513e-09,1.96004e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,5.66948e-09,2.97,7.85125e-09,1.03413e-08,1.289e-08,0.132149,2.4057e-06,2.97,-0.000167622,1.0,PASS
ss,125.0,2.97,e2.2n,ss_125c_2.97v_e2.2n,1.96418e-09,1.95996e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,1.28418e-08,2.97,9.6159e-09,1.12306e-08,1.29195e-08,0.088995,2.40562e-06,2.97,-0.000167417,1.0,PASS
ss,125.0,2.97,e2.3n,ss_125c_2.97v_e2.3n,1.96625e-09,1.9603e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,7.47973e-09,2.97,8.06531e-09,1.05233e-08,1.29403e-08,0.0591088,2.40571e-06,2.97,-0.000167674,1.0,PASS
ss,125.0,2.97,e2.4n,ss_125c_2.97v_e2.4n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,7.57113e-09,2.97,8.0254e-09,1.05261e-08,1.2881e-08,0.0472855,2.40563e-06,2.97,-0.000167779,1.0,PASS
ss,125.0,2.97,e2.5n,ss_125c_2.97v_e2.5n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,9.06186e-09,2.97,9.74321e-09,1.1282e-08,1.13734e-08,0.0390283,2.4057e-06,2.97,-0.000167713,1.0,PASS
ss,125.0,2.97,e2.6n,ss_125c_2.97v_e2.6n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,9.22019e-09,2.97,1.00522e-08,1.14086e-08,1.06548e-08,0.0335767,2.40562e-06,2.97,-0.0001678,1.0,PASS
ss,125.0,2.97,e2.7n,ss_125c_2.97v_e2.7n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,8.06487e-09,2.97,8.80594e-09,1.07996e-08,1.32658e-08,0.03003,2.4057e-06,2.97,-0.000167851,1.0,PASS
ss,125.0,2.97,e2.8n,ss_125c_2.97v_e2.8n,1.96714e-09,1.96018e-09,not measured,1.91255e-06,not measured,not measured,1.91255e-06,7.86185e-09,2.97,8.36304e-09,1.05892e-08,1.42735e-08,0.0267559,2.40563e-06,2.97,-0.00016792,1.0,PASS
