corner,temp_c,vdd,band,corner_id,r3k_cg,r3k_off,ru_cg,ru_off,rsh_ratio,ibias_a_lo_ua,ibias_a_mid_ua,ibias_a_hi_ua,ibias_b_lo_ua,ibias_b_mid_ua,ibias_b_hi_ua,ibias_ratio_mid,ibias_a_100m_ua,ibias_b_100m_ua,ibias_ratio_100m,itail_a_lo_ua,itail_a_mid_ua,itail_a_hi_ua,itail_b_lo_ua,itail_b_mid_ua,itail_b_hi_ua,itail_ratio_mid,ihead_a_mid_ua,ihead_b_mid_ua,vbn_a_mid,vbn_b_mid,vbp_a_mid,vbp_b_mid,iring_a_mid_ua,iring_b_mid_ua,itail_a_100m_ua,itail_b_100m_ua,iring_a_100m_ua,iring_b_100m_ua,ivco_a_100m_ua,ivco_b_100m_ua,verdict
ss,125.0,3.3,band0,ss_125c_3.30v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,50.298882623,63.275804251,77.619636341,626.80667588,705.50639613,796.97688959,11.149702552,132.18609324,1251.787847,9.4698906391,1.9304777581,2.9501442915,4.0575582627,17.108937228,22.800745288,29.361260808,7.7286881709,3.2594196888,23.850911601,0.72731645393,0.92858290613,2.4440405995,2.2172824114,14.750721458,114.00372644,33.592288552,263.01692907,167.96144276,1315.0846454,300.147536,2566.8724923,PASS
ss,125.0,3.3,band7,ss_125c_3.30v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,173.97299939,253.91636272,341.50698759,1713.8047161,2054.3516977,2300.1677964,8.0906629085,132.18609355,1251.787847,9.4698906175,57.650452203,88.679525887,122.55607145,516.9050736,671.84747149,757.40313775,7.5761283652,90.048655698,524.61258993,1.2164821783,2.5978181434,1.8977796183,0.82157257595,443.39762943,3359.2373574,33.592288654,263.01692907,167.96144327,1315.0846454,300.14753681,2566.8724924,PASS
ss,125.0,3.63,band0,ss_125c_3.63v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,51.258496971,64.30871834,78.728897216,739.45903395,818.4105522,910.28707227,12.72627683,134.79381597,1417.119971,10.51324173,2.0081852323,3.0526141179,4.1843792289,19.311509259,25.066093961,31.710470428,8.2113536114,3.4386221799,26.462533921,0.72884378895,0.94145625759,2.7702058622,2.5304571968,15.26307059,125.33046981,34.464556185,288.41906363,172.32278092,1442.0953182,307.11659689,2859.2152892,PASS
ss,125.0,3.63,band7,ss_125c_3.63v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,178.13577424,259.08338155,347.75717018,1980.316496,2348.297631,2655.2781938,9.0638682302,134.79381604,1417.1199711,10.513241725,59.263362184,90.774271508,125.15985863,582.21959151,746.10230731,872.05176143,8.2193147344,92.92487297,619.81529881,1.2222166163,2.739263276,2.2186595806,0.97919216709,453.87135754,3730.5115366,34.464556201,288.41906366,172.322781,1442.0953183,307.11659704,2859.2152894,PASS
fs,-40.0,2.97,band0,fs_-40c_2.97v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,26.523289889,37.290437928,48.950141387,706.04525591,795.53627941,894.73545849,21.333519358,86.860219521,1335.4997829,15.375275244,1.3111121335,2.1576805018,3.0564682474,16.051697948,22.487978193,29.566035673,10.422292909,2.3732732952,23.288841076,0.68034391176,0.82858681935,1.9869612324,1.8143237217,10.788402509,112.43989097,24.291829584,260.51137261,121.45914792,1302.5568631,208.31936744,2638.056646,PASS
fs,-40.0,2.97,band7,fs_-40c_2.97v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,111.04251173,177.64943432,249.16767561,1774.1106331,2239.6688691,2667.4056291,12.607238958,86.860219668,1335.4997829,15.375275218,39.618345791,65.601282658,93.401089137,497.64099104,693.95901912,901.38490517,10.578436747,66.460306568,603.94389577,0.95651579081,1.8925522333,1.646040764,0.66867765277,328.00641329,3469.7950956,24.291829622,260.51137263,121.45914811,1302.5568631,208.31936778,2638.0566461,PASS
fs,-40.0,3.3,band0,fs_-40c_3.30v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,27.236130091,38.097034092,49.847496961,850.8887637,940.76411624,1041.3960879,24.69389386,89.234479132,1529.7990284,17.143586686,1.3868934987,2.2657059882,3.1947435239,18.159975588,24.699581028,31.962692356,10.90149435,2.5602100173,25.922633753,0.6816265754,0.83633382934,2.3136271767,2.1319054973,11.328529941,123.49790514,25.167585078,284.51819249,125.83792539,1422.5909624,215.07240452,2952.3899908,PASS
fs,-40.0,3.3,band7,fs_-40c_3.30v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,114.77293618,182.61753189,255.34072739,2054.0871637,2557.3534739,3035.8805095,14.003877106,89.234478976,1529.7990283,17.143586716,41.138387992,67.703636058,96.064886747,558.92829445,758.55841379,975.2094495,11.204101551,69.366802085,703.43093541,0.96037098741,1.9702905754,1.9680844799,0.87063028638,338.51818029,3792.792069,25.167585054,284.51819245,125.83792527,1422.5909622,215.07240425,2952.3899906,PASS
fs,-40.0,3.63,band0,fs_-40c_3.63v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,28.021208446,38.978178031,50.821089417,1000.1396744,1090.3275154,1191.3718498,27.972767596,91.76575278,1727.0314262,18.819999552,1.468258068,2.3803230071,3.3403259421,20.263294671,26.893334401,34.26011363,11.298186977,2.7637470055,28.586937681,0.68297230876,0.84359838941,2.6401725597,2.4499808338,11.901615036,134.46667201,26.084276874,307.98979309,130.42138437,1539.9489655,222.18713715,3266.9803917,PASS
fs,-40.0,3.63,band7,fs_-40c_3.63v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,118.73722234,187.78767752,261.65738967,2333.7116314,2854.6935814,3386.2112923,15.201708755,91.765752648,1727.0314264,18.819999581,42.733793737,69.871171648,98.773641644,618.94084548,821.1985235,1042.2463016,11.753037828,72.339131439,782.27778529,0.96434215915,2.0450200933,2.2900423452,1.1048821052,349.35585824,4105.9926175,26.084276783,307.98979314,130.42138391,1539.9489657,222.18713656,3266.9803921,PASS
fs,27.0,2.97,band0,fs_27c_2.97v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,32.837119252,44.94985634,58.022786984,653.30942723,741.57759063,837.94381539,16.497885667,101.74921346,1288.2757626,12.661284729,1.5038207337,2.4620695065,3.4760010523,16.483102331,22.866513181,29.775644674,9.2875173184,2.6972400313,23.692727584,0.61768219052,0.78551780067,2.0531167408,1.8560463995,12.310347532,114.3325659,27.833474854,264.14289283,139.16737427,1320.7144642,240.91658773,2608.9902267,PASS
fs,27.0,2.97,band7,fs_27c_2.97v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,128.92468409,203.78449103,283.85814925,1720.7008196,2128.5772163,2506.4739368,10.445236561,101.74921361,1288.2757627,12.661284712,45.028064129,74.226849789,105.34652243,504.56124939,694.15256765,879.34307946,9.3517718942,75.05953311,543.57169622,0.96074230327,2.0316131528,1.6356455004,0.64603423798,371.13424895,3470.7628383,27.833474913,264.14289286,139.16737457,1320.7144643,240.91658818,2608.990227,PASS
fs,27.0,3.3,band0,fs_27c_3.30v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,33.56991136,45.771259377,58.932228547,784.23945716,872.87778638,971.99897617,19.070434117,104.10015156,1470.0807782,14.121792872,1.576950508,2.5654878142,3.6080727668,18.618742664,25.094846412,32.275508232,9.7817055586,2.8756025543,26.305455473,0.61898045929,0.79488000739,2.3796259739,2.1719955251,12.827439071,125.47423206,28.687799996,288.7114547,143.43899998,1443.5572735,247.53915154,2913.6380518,PASS
fs,27.0,3.3,band7,fs_27c_3.30v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,132.60446177,208.67009489,289.96169298,1998.3284713,2444.0954248,2867.5828702,11.712724941,104.10015147,1470.0807781,14.121792883,46.515771908,76.284027133,107.96962376,567.25938877,760.7100939,966.03715737,9.9720757082,77.930041021,651.11156384,0.96502426775,2.1229411286,1.9572596308,0.81262585178,381.42013567,3803.5504695,28.687799956,288.71145464,143.43899978,1443.5572732,247.53915125,2913.6380514,PASS
fs,27.0,3.63,band0,fs_27c_3.63v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,34.380464329,46.672108176,59.922013006,919.95762172,1008.8798002,1108.4283071,21.616332315,106.62109588,1655.5322038,15.527248056,1.6563486476,2.676138263,3.7479824506,20.76459558,27.319710279,34.597005473,10.20863184,3.0715600801,28.959745364,0.6203748041,0.80374616648,2.705937118,2.4884404932,13.380691315,136.59855139,29.588103129,312.94503457,147.94051565,1564.7251728,254.56161153,3220.2573766,PASS
fs,27.0,3.63,band7,fs_27c_3.63v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,136.5437525,213.75804925,296.17656044,2272.2491483,2753.8137492,3209.13288,12.882854044,106.62109577,1655.5322037,15.527248072,48.09014889,78.408348865,110.62741716,629.28431118,825.64306051,1037.4746689,10.530040135,80.850149045,751.08188656,0.96946668238,2.2112009982,2.278794961,0.99966210483,392.04174433,4128.2153025,29.588103077,312.94503455,147.94051538,1564.7251728,254.56161116,3220.2573765,PASS
fs,125.0,2.97,band0,fs_125c_2.97v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,45.276331838,59.05031456,73.864415134,594.14179526,680.03484749,771.20297626,11.516193479,126.22420934,1228.4122667,9.7319862262,1.807331417,2.9058530364,4.0638967587,16.86139228,23.120415623,29.701557013,7.9564986024,3.1754969285,24.008884191,0.53115979411,0.7227978837,2.1501604199,1.923680775,14.529265182,115.60207811,32.94069325,265.55357946,164.70346625,1327.7678973,290.92767559,2556.180164,PASS
fs,125.0,2.97,band7,fs_125c_2.97v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,159.50858327,244.51609638,335.0264269,1627.6776799,1988.6849514,2255.351637,8.1331453466,126.22420933,1228.4122667,9.7319862273,53.53966652,86.689158598,121.84669019,506.34485395,680.41046547,786.44477245,7.8488530339,87.501334121,474.74169629,0.97628252415,2.2141716544,1.6206328354,0.65012854432,433.44579299,3402.0523273,32.940693274,265.55357942,164.70346637,1327.7678971,290.9276757,2556.1801639,PASS
fs,125.0,3.3,band0,fs_125c_3.30v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,46.133328597,59.990047684,74.89027825,708.54638048,794.8004186,890.82760302,13.248871259,128.70332585,1394.6874469,10.836452265,1.88055688,3.0071960531,4.1923088787,19.002423823,25.343702132,32.339748679,8.4276853535,3.3493708074,26.580060675,0.53254706112,0.73420451717,2.4764345454,2.2375270661,15.035980265,126.71851066,33.801610986,290.37883584,169.00805493,1451.8941792,297.71138078,2846.5816261,PASS
fs,125.0,3.3,band7,fs_125c_3.30v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,163.37893704,249.57149451,341.3545841,1898.4508041,2283.7177865,2629.0938758,9.1505553991,128.70332562,1394.6874468,10.836452284,55.066294887,88.777877885,124.52169485,569.64695593,751.12420222,908.35293881,8.4607136386,90.444204012,573.94606595,0.98129676025,2.3278329438,1.941419974,0.79804472565,443.88938942,3755.6210111,33.801610941,290.37883584,169.00805471,1451.8941792,297.71138033,2846.581626,PASS
fs,125.0,3.63,band0,fs_125c_3.63v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,47.066821251,61.006877365,75.992504866,827.83102973,914.34112094,1010.8567358,14.987508957,131.36063258,1564.8471586,11.912603707,1.9616115861,3.1172750941,4.3298590731,21.167076373,27.575861576,34.664428438,8.846143104,3.5440630093,29.202249623,0.53408462735,0.74510667867,2.8023746043,2.5518822659,15.58637547,137.87930788,34.716616836,315.0415645,173.58308418,1575.2078225,304.94371675,3140.0549811,PASS
fs,125.0,3.63,band7,fs_125c_3.63v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,167.53351322,254.81121644,347.71849864,2170.0702696,2578.9351033,2974.4166364,10.120963823,131.36063262,1564.8471587,11.912603704,56.695899766,90.93326407,127.20949257,632.77583603,818.26153606,1006.5007721,8.9984841568,93.411498321,672.70721968,0.98652921987,2.4343479202,2.2621732624,0.95842570931,454.66632035,4091.3076803,34.716616875,315.04156451,173.58308437,1575.2078226,304.94371699,3140.0549812,PASS
sf,-40.0,2.97,band0,sf_-40c_2.97v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,28.167947665,38.413766286,49.817827345,689.03997952,771.8466134,869.12469862,20.092968954,88.920154312,1281.9315685,14.416659287,1.3526329106,2.1401268731,3.0026929636,15.015426619,20.930467613,27.831053913,9.7800125202,2.430926207,22.137560366,0.84204806042,0.99046526611,2.1665144754,2.010635125,10.700634365,104.65233807,24.442909244,244.39611763,122.21454622,1221.9805882,211.13470053,2503.9121566,PASS
sf,-40.0,2.97,band7,sf_-40c_2.97v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,117.99431833,181.45868669,251.54973054,1708.8831268,2175.6495142,2641.1892444,11.989778797,88.920154263,1281.9315685,14.416659295,41.659122678,66.250953793,93.334908184,470.08671585,650.44216392,844.69899565,9.8178535807,68.174565811,616.67377162,1.1362515484,2.1115954508,1.8436682241,0.92571264458,331.25476897,3252.2108196,24.442909208,244.39611767,122.21454604,1221.9805884,211.1347003,2503.9121568,PASS
sf,-40.0,3.3,band0,sf_-40c_3.30v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,28.965480119,39.299287453,50.789344744,833.8029528,916.93823995,1014.6423626,23.332184866,91.389230059,1481.4201761,16.210008282,1.42926236,2.2460577247,3.1369769422,17.323714373,23.330201302,30.339613592,10.387177963,2.6188260662,24.977832711,0.84339547726,0.99992793661,2.4933838926,2.3278386211,11.230288623,116.65100651,25.31932431,270.9503007,126.59662155,1354.7515035,217.98585161,2836.1716796,PASS
sf,-40.0,3.3,band7,sf_-40c_3.30v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,121.92512174,186.54321955,257.78125711,2001.9979194,2481.2645528,3001.9584639,13.301285133,91.389230237,1481.4201761,16.21000825,43.229595009,68.368311633,95.995007661,538.50106189,722.05349015,928.52342721,10.561230384,71.088532053,697.05922578,1.1405324927,2.2101103348,2.1663918325,1.1610014754,341.84155817,3610.2674507,25.319324365,270.95030071,126.59662183,1354.7515035,217.98585206,2836.1716797,PASS
sf,-40.0,3.63,band0,sf_-40c_3.63v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,29.857154542,40.284751357,51.864069285,983.41843564,1066.8420558,1164.8867288,26.482528001,94.090207294,1684.7449513,17.905635451,1.5124644372,2.3600212691,3.28035655,19.642839775,25.730727422,32.833968259,10.902752343,2.8279321409,27.886904711,0.84484074864,1.0088274727,2.8200583827,2.6454859003,11.800106345,128.65363711,26.254700354,297.15271984,131.27350177,1485.7635992,225.36370907,3170.5085505,PASS
sf,-40.0,3.63,band7,sf_-40c_3.63v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,126.19535149,191.9737626,264.32225801,2297.3255275,2784.3377658,3333.3877011,14.503741179,94.090207294,1684.7449513,17.905635451,44.905018162,70.594870657,98.752112796,605.95521742,791.98385379,1003.8000687,11.218716692,74.140544005,772.73484119,1.1450521528,2.3054035452,2.4888291454,1.4054023176,352.97435328,3959.9192689,26.254700354,297.15271984,131.27350177,1485.7635992,225.36370907,3170.5085505,PASS
sf,27.0,2.97,band0,sf_27c_2.97v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,35.056777718,46.615626106,59.396772645,635.21961612,717.44677004,813.14816595,15.390692563,104.54526766,1233.9368187,11.802895017,1.5575068222,2.4533747718,3.4278077132,15.388982446,21.296596111,28.118205844,8.6805311428,2.7632354254,22.502589593,0.78050810104,0.94834038007,2.2338401931,2.0558021392,12.266873859,106.48298056,28.075489731,247.66368772,140.37744866,1238.3184386,244.92271632,2472.2552573,PASS
sf,27.0,2.97,band7,sf_27c_2.97v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,137.23518073,208.74822157,287.17623435,1662.8782814,2090.6720683,2433.4821977,10.015280861,104.54526762,1233.9368187,11.802895021,47.425046411,75.133952784,105.42697181,474.88154115,648.74348374,786.75170109,8.634491594,77.111415377,582.8611826,1.1472978503,2.2567957911,1.8377578815,0.86498103604,375.66976392,3243.7174187,28.075489717,247.66368771,140.37744859,1238.3184385,244.92271621,2472.2552573,PASS
sf,27.0,3.3,band0,sf_27c_3.30v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,35.882084861,47.523805817,60.387866229,765.5701973,848.09355849,944.21988853,17.845657433,107.0134636,1419.1193005,13.261128579,1.6322978453,2.5558355317,3.5571667238,17.682920339,23.671206069,30.593511469,9.2616311871,2.944041178,25.280490691,0.78188765048,0.95951937237,2.5605253094,2.3714949582,12.779177658,118.35603035,28.93999613,274.22114276,144.69998065,1371.1057138,251.71344425,2790.2250143,PASS
sf,27.0,3.3,band7,sf_27c_3.30v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,141.1552326,213.79018188,293.36895723,1942.6856292,2397.9272052,2827.6958755,11.216264396,107.01346348,1419.1193004,13.261128593,48.982088894,77.228170676,108.06873697,543.18486058,721.44042314,903.81042623,9.3416743764,80.00587529,676.76149558,1.1521011921,2.3708789075,2.1600399681,1.065468621,386.14085338,3607.2021157,28.939996128,274.22114273,144.69998064,1371.1057137,251.71344412,2790.2250141,PASS
sf,27.0,3.63,band0,sf_27c_3.63v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,36.816537377,48.545963011,61.496154303,900.82411512,983.59700549,1080.0430611,20.261149321,109.74386388,1608.5227105,14.657062852,1.7146951992,2.6673226019,3.696597374,19.999160465,26.057792327,33.064418777,9.7692691199,3.1480680232,28.134644324,0.78340664126,0.97012351603,2.886915464,2.6876294416,13.33661301,130.28896164,29.872378534,300.59217761,149.36189267,1502.9608881,259.10575655,3111.4835986,PASS
sf,27.0,3.63,band7,sf_27c_3.63v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,145.46711409,219.20123575,299.86424745,2225.3170245,2695.9234962,3181.4695975,12.298851724,109.74386394,1608.5227103,14.657062842,50.663839894,79.440849643,110.80499817,611.02925696,792.21101614,991.64278106,9.9723381573,83.028478864,759.88438175,1.1572263777,2.4806941532,2.4820060359,1.2867914375,397.20424821,3961.0550807,29.872378556,300.59217759,149.36189278,1502.9608879,259.10575672,3111.4835983,PASS
sf,125.0,2.97,band0,sf_125c_2.97v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,49.190775819,62.364157767,76.840298865,576.34263864,656.82695226,749.45597483,10.532122549,131.160465,1175.8796624,8.9651989445,1.885888441,2.9163705531,4.029676874,15.734937293,21.559643481,28.203796714,7.3926282991,3.2639102425,22.80366348,0.69603992085,0.88715753619,2.3327009036,2.1281346462,14.581852765,107.79821741,33.398076855,249.07097548,166.99038428,1245.3548774,298.15084928,2421.2345398,PASS
sf,125.0,2.97,band7,sf_125c_2.97v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,171.26195651,252.61227251,341.19301086,1593.3593618,1933.7602022,2154.2635355,7.6550524764,131.16046487,1175.8796623,8.9651989523,56.703546078,88.204122974,122.37512309,475.46274411,618.11189231,679.99444388,7.0077437592,90.314197179,513.75528482,1.174818628,2.4139012883,1.8285154371,0.86141921049,441.02061487,3090.5594616,33.398076836,249.07097548,166.99038418,1245.3548774,298.15084905,2421.2345397,PASS
sf,125.0,3.3,band0,sf_125c_3.30v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,50.169414778,63.419438591,77.975389792,690.02694705,770.77356169,863.84636609,12.15358538,133.80953625,1343.7808621,10.042489495,1.9621555323,3.0183861908,4.1570417952,17.987540275,23.881679492,30.619243217,7.9120688946,3.4429646618,25.49354782,0.69753641748,0.90046148911,2.6591043534,2.4419123339,15.091930954,119.40839746,34.28400465,275.2720415,171.42002325,1376.3602075,305.2295595,2720.1410696,PASS
sf,125.0,3.3,band7,sf_125c_3.30v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,175.46187404,257.90530003,347.66809517,1860.1558714,2249.0172084,2525.6295399,8.7203217931,133.80953667,1343.7808623,10.042489465,58.333511501,90.365461928,125.10313665,542.80071598,706.26640037,803.42100554,7.8156674607,93.307279744,614.71320856,1.1805310963,2.578610297,2.1499617852,1.0222505594,451.82730964,3531.3320018,34.284004784,275.27204155,171.42002392,1376.3602078,305.22956059,2720.1410701,PASS
sf,125.0,3.63,band0,sf_125c_3.63v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,51.262364978,64.591880572,79.230555911,808.556475,889.5117068,982.88600445,13.771261944,136.74360178,1516.1672606,11.087665097,2.0480322158,3.1313315283,4.2963160665,20.274743949,26.22758631,33.039658124,8.3758573862,3.6499619593,28.26862122,0.69923764419,0.91320600177,2.9850439576,2.7561167563,15.656657641,131.13793155,35.250428316,301.45507835,176.25214158,1507.2753917,312.99574336,3023.4426524,PASS
sf,125.0,3.63,band7,sf_125c_3.63v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,180.10423842,263.56704306,354.39566837,2128.2404058,2546.8980816,2896.578353,9.6631887355,136.74360188,1516.1672609,11.08766509,60.1144073,92.65124512,127.91009674,610.11161876,780.5102354,921.12091012,8.4241742719,96.408700148,709.41519909,1.1866725631,2.7133607858,2.4710933152,1.2033112269,463.2562256,3902.551177,35.250428334,301.4550784,176.25214167,1507.275392,312.99574355,3023.4426529,PASS
res_ff,-40.0,2.97,band0,res_ff_-40c_2.97v_band0,15419.428204,88011.177772,1805.7751331,9961.2768613,8.5389525642,38.943303326,52.811857845,68.067170226,785.12187023,890.3565083,1011.0366728,16.85902645,119.43510182,1529.9038099,12.809498939,1.7812869109,2.8449627241,3.9961324019,18.899865217,26.404119346,34.946875334,9.2810071368,3.1523882438,27.503694417,0.77473577466,0.92840585414,2.0630449691,1.8897099966,14.22481362,132.02059673,32.375179186,307.25468871,161.87589593,1536.2734436,281.31099774,3066.1772535,PASS
res_ff,-40.0,2.97,band7,res_ff_-40c_2.97v_band7,15419.428204,88011.177772,1805.7751331,9961.2768613,8.5389525642,156.09074319,241.43716447,334.58301962,2048.4126012,2567.0526459,3007.0015984,10.632384006,119.43510186,1529.90381,12.809498934,54.534332863,87.634627302,123.650882,587.50203722,811.38557831,1008.7269145,9.2587325729,88.953064552,687.43887695,1.0967335324,2.185615263,1.6830673296,0.69698192272,438.17313651,4056.9278916,32.375179202,307.25468874,161.87589601,1536.2734437,281.31099787,3066.1772537,PASS
res_ff,-40.0,3.3,band0,res_ff_-40c_3.30v_band0,15419.428204,88011.177772,1805.7751331,9961.2768613,8.5389525642,39.870337132,53.846815817,69.208411373,947.93785853,1053.603359,1175.0419803,19.566678976,122.39570364,1757.9378037,14.362741105,1.8766934513,2.9768211869,4.1629260874,21.635628274,29.253352873,37.944312451,9.8270440299,3.3820943894,30.837239013,0.77602781655,0.93800012643,2.3898105285,2.2056740239,14.884105934,146.26676436,33.447903784,338.77178259,167.23951892,1693.8589129,289.63522256,3451.7967167,PASS
res_ff,-40.0,3.3,band7,res_ff_-40c_3.30v_band7,15419.428204,88011.177772,1805.7751331,9961.2768613,8.5389525642,160.83317838,247.62022237,342.21929154,2390.7500263,2955.1435638,3477.6017316,11.934177005,122.3957038,1757.9378036,14.362741085,56.452834017,90.232080405,126.92636672,668.4410797,897.36161279,1137.5958581,9.9450395997,92.530408082,813.1087175,1.1012377757,2.2944786438,2.0048436976,0.87634927732,451.16040202,4486.808064,33.447903832,338.77178253,167.23951916,1693.8589127,289.63522296,3451.7967162,PASS
res_ff,-40.0,3.63,band0,res_ff_-40c_3.63v_band0,15419.428204,88011.177772,1805.7751331,9961.2768613,8.5389525642,40.886460953,54.973914863,70.443846435,1116.2345782,1222.2537071,1344.1521133,22.233339397,125.55571961,1990.2011584,15.851138958,1.9790810617,3.116789502,4.3385955673,24.384908786,32.100944444,40.907584085,10.299362348,3.6332007145,34.231740649,0.77739215002,0.94706646995,2.7164205281,2.5221381068,15.58394751,160.50472222,34.572268905,369.88499006,172.86134453,1849.4249503,298.41706413,3839.6261088,PASS
res_ff,-40.0,3.63,band7,res_ff_-40c_3.63v_band7,15419.428204,88011.177772,1805.7751331,9961.2768613,8.5389525642,165.86937682,254.04647998,350.00706435,2733.8637086,3328.2572672,3908.6607344,13.100977693,125.55571939,1990.2011585,15.851138986,58.465152675,92.906190386,130.24533219,748.45993763,981.0023972,1235.169478,10.559063859,96.176776502,922.8203702,1.1058844699,2.3997643566,2.3265322754,1.0818771592,464.53095193,4905.011986,34.572268822,369.88499011,172.86134411,1849.4249505,298.4170635,3839.6261091,PASS
res_ff,27.0,2.97,band0,res_ff_27c_2.97v_band0,13658.195993,78006.631306,1778.03851,9860.9052345,7.6816086468,50.963185163,66.546482001,83.60990762,719.94037972,823.49950828,941.60597565,12.374801545,143.63575752,1466.5273805,10.210043835,2.0821238413,3.2850080354,4.5807415852,19.273500469,26.696128588,35.092043115,8.1266554907,3.6174445182,27.807119476,0.71570665092,0.88890510457,2.1257028155,1.9303750762,16.425040177,133.48064294,37.48550577,309.33980336,187.42752885,1546.6990168,331.06328637,3013.2263973,PASS
res_ff,27.0,2.97,band7,res_ff_27c_2.97v_band7,13658.195993,78006.631306,1778.03851,9860.9052345,7.6816086468,186.57366799,282.31150796,386.24110128,1963.6671536,2409.5472586,2720.6279638,8.5350656655,143.63575758,1466.5273804,10.21004383,63.13971867,100.25670711,140.41931034,589.9882119,795.6847499,905.01517105,7.9364740056,101.48584903,609.3881871,1.1213243922,2.3338435447,1.6581796021,0.68404483789,501.28353557,3978.4237495,37.485505743,309.33980333,187.42752872,1546.6990167,331.06328629,3013.226397,PASS
res_ff,27.0,3.3,band0,res_ff_27c_3.30v_band0,13658.195993,78006.631306,1778.03851,9860.9052345,7.6816086468,51.98897518,67.674060706,84.840452908,865.24107476,969.21218715,1088.3527514,14.321767854,146.68470531,1677.5705532,11.436574452,2.176331833,3.4134020321,4.7422108684,21.997664729,29.522591879,38.077666559,8.649022764,3.8397721269,31.075032734,0.71703455308,0.90033995724,2.4523021496,2.2446553145,17.067010161,147.61295939,38.555561831,340.96533849,192.77780916,1704.8266925,339.46251446,3382.3972457,PASS
res_ff,27.0,3.3,band7,res_ff_27c_3.30v_band7,13658.195993,78006.631306,1778.03851,9860.9052345,7.6816086468,191.44170004,288.60238233,394.03018079,2299.8846597,2786.9677476,3183.0874628,9.6567731877,146.68470518,1677.5705534,11.436574463,65.076191308,102.86637001,143.72511633,671.07417984,888.59690211,1055.2677521,8.6383616142,105.11254187,733.49728354,1.1264373633,2.468136941,1.9793082568,0.83801013492,514.33185006,4442.9845105,38.555561784,340.96533854,192.77780892,1704.8266927,339.46251411,3382.3972461,PASS
res_ff,27.0,3.63,band0,res_ff_27c_3.63v_band0,13658.195993,78006.631306,1778.03851,9860.9052345,7.6816086468,53.101910762,68.890355438,86.160810394,1016.0397836,1120.3334021,1239.9408318,16.262558017,149.93237339,1893.0983288,12.62634804,2.2783559324,3.5505824494,4.9130422362,24.745737361,32.357428919,41.020449677,9.1132734926,4.0850462319,34.408986044,0.71846344388,0.91121368266,2.7786696785,2.5594565111,17.752912247,161.7871446,39.680813799,372.34616789,198.404069,1861.7308395,348.33644238,3754.8291683,PASS
