# campaign: devchar-passives (capacitor C-V curves)
# generated_utc: 2026-07-31T03:36:45Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: sim/devchar-passives/tb_cap_cv.sp
# corners: mimcap_{typical,ff,ss} + moscap_{typical,ff,ss} (swept together) x temp{-40,27,125}C; C-V sweep 0..3.63V covers the control range at every supply corner
device,corner_section,temp_c,v_v,c_f,density_ff_um2
cap_mim_1f0fF,typical,27,3.2897,9.27924e-13,1.0310
cap_mim_1f0fF,typical,27,3.4712,9.27924e-13,1.0310
cap_mim_1f0fF,typical,125,0.0227,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,0.2042,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,0.3857,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,0.5672,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,0.7487,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,0.9302,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,1.1117,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,1.2932,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,1.4747,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,1.6562,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,1.8377,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,2.0192,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,2.2007,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,2.3822,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,2.5637,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,2.7452,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,2.9267,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,3.1082,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,3.2897,9.29062e-13,1.0323
cap_mim_1f0fF,typical,125,3.4712,9.29062e-13,1.0323
cap_mim_1f5_m2m3_noshield,ff,-40,0.0227,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,0.2042,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,0.3857,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,0.5672,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,0.7487,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,0.9302,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,1.1117,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,1.2932,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,1.4747,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,1.6562,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,1.8377,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,2.0192,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,2.2007,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,2.3822,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,2.5637,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,2.7452,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,2.9267,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,3.1082,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,3.2897,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,-40,3.4712,1.15298e-12,1.2811
cap_mim_1f5_m2m3_noshield,ff,27,0.0227,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,0.2042,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,0.3857,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,0.5672,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,0.7487,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,0.9302,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,1.1117,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,1.2932,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,1.4747,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,1.6562,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,1.8377,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,2.0192,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,2.2007,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,2.3822,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,2.5637,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,2.7452,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,2.9267,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,3.1082,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,3.2897,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,27,3.4712,1.15646e-12,1.2850
cap_mim_1f5_m2m3_noshield,ff,125,0.0227,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,0.2042,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,0.3857,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,0.5672,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,0.7487,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,0.9302,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,1.1117,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,1.2932,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,1.4747,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,1.6562,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,1.8377,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,2.0192,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,2.2007,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,2.3822,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,2.5637,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,2.7452,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,2.9267,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,3.1082,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,3.2897,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ff,125,3.4712,1.16026e-12,1.2892
cap_mim_1f5_m2m3_noshield,ss,-40,0.0227,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,0.2042,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,0.3857,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,0.5672,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,0.7487,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,0.9302,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,1.1117,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,1.2932,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,1.4747,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,1.6562,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,1.8377,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,2.0192,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,2.2007,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,2.3822,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,2.5637,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,2.7452,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,2.9267,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,3.1082,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,3.2897,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,-40,3.4712,1.57596e-12,1.7511
cap_mim_1f5_m2m3_noshield,ss,27,0.0227,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,0.2042,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,0.3857,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,0.5672,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,0.7487,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,0.9302,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,1.1117,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,1.2932,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,1.4747,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,1.6562,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,1.8377,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,2.0192,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,2.2007,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,2.3822,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,2.5637,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,2.7452,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,2.9267,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,3.1082,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,3.2897,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,27,3.4712,1.58072e-12,1.7564
cap_mim_1f5_m2m3_noshield,ss,125,0.0227,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,0.2042,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,0.3857,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,0.5672,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,0.7487,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,0.9302,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,1.1117,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,1.2932,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,1.4747,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,1.6562,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,1.8377,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,2.0192,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,2.2007,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,2.3822,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,2.5637,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,2.7452,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,2.9267,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,3.1082,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,3.2897,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,ss,125,3.4712,1.58592e-12,1.7621
cap_mim_1f5_m2m3_noshield,typical,-40,0.0227,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,0.2042,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,0.3857,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,0.5672,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,0.7487,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,0.9302,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,1.1117,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,1.2932,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,1.4747,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,1.6562,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,1.8377,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,2.0192,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,2.2007,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,2.3822,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,2.5637,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,2.7452,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,2.9267,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,3.1082,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,3.2897,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,-40,3.4712,1.36447e-12,1.5161
cap_mim_1f5_m2m3_noshield,typical,27,0.0227,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,0.2042,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,0.3857,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,0.5672,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,0.7487,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,0.9302,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,1.1117,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,1.2932,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,1.4747,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,1.6562,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,1.8377,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,2.0192,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,2.2007,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,2.3822,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,2.5637,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,2.7452,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,2.9267,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,3.1082,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,3.2897,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,27,3.4712,1.36859e-12,1.5207
cap_mim_1f5_m2m3_noshield,typical,125,0.0227,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,0.2042,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,0.3857,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,0.5672,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,0.7487,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,0.9302,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,1.1117,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,1.2932,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,1.4747,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,1.6562,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,1.8377,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,2.0192,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,2.2007,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,2.3822,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,2.5637,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,2.7452,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,2.9267,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,3.1082,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,3.2897,1.37309e-12,1.5257
cap_mim_1f5_m2m3_noshield,typical,125,3.4712,1.37309e-12,1.5257
cap_mim_1f5fF,ff,-40,0.0227,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,0.2042,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,0.3857,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,0.5672,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,0.7487,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,0.9302,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,1.1117,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,1.2932,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,1.4747,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,1.6562,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,1.8377,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,2.0192,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,2.2007,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,2.3822,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,2.5637,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,2.7452,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,2.9267,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,3.1082,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,3.2897,1.15298e-12,1.2811
cap_mim_1f5fF,ff,-40,3.4712,1.15298e-12,1.2811
cap_mim_1f5fF,ff,27,0.0227,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,0.2042,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,0.3857,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,0.5672,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,0.7487,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,0.9302,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,1.1117,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,1.2932,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,1.4747,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,1.6562,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,1.8377,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,2.0192,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,2.2007,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,2.3822,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,2.5637,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,2.7452,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,2.9267,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,3.1082,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,3.2897,1.15646e-12,1.2850
cap_mim_1f5fF,ff,27,3.4712,1.15646e-12,1.2850
cap_mim_1f5fF,ff,125,0.0227,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,0.2042,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,0.3857,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,0.5672,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,0.7487,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,0.9302,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,1.1117,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,1.2932,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,1.4747,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,1.6562,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,1.8377,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,2.0192,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,2.2007,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,2.3822,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,2.5637,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,2.7452,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,2.9267,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,3.1082,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,3.2897,1.16026e-12,1.2892
cap_mim_1f5fF,ff,125,3.4712,1.16026e-12,1.2892
cap_mim_1f5fF,ss,-40,0.0227,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,0.2042,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,0.3857,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,0.5672,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,0.7487,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,0.9302,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,1.1117,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,1.2932,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,1.4747,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,1.6562,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,1.8377,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,2.0192,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,2.2007,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,2.3822,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,2.5637,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,2.7452,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,2.9267,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,3.1082,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,3.2897,1.57596e-12,1.7511
cap_mim_1f5fF,ss,-40,3.4712,1.57596e-12,1.7511
cap_mim_1f5fF,ss,27,0.0227,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,0.2042,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,0.3857,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,0.5672,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,0.7487,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,0.9302,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,1.1117,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,1.2932,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,1.4747,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,1.6562,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,1.8377,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,2.0192,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,2.2007,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,2.3822,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,2.5637,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,2.7452,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,2.9267,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,3.1082,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,3.2897,1.58072e-12,1.7564
cap_mim_1f5fF,ss,27,3.4712,1.58072e-12,1.7564
cap_mim_1f5fF,ss,125,0.0227,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,0.2042,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,0.3857,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,0.5672,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,0.7487,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,0.9302,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,1.1117,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,1.2932,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,1.4747,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,1.6562,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,1.8377,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,2.0192,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,2.2007,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,2.3822,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,2.5637,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,2.7452,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,2.9267,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,3.1082,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,3.2897,1.58592e-12,1.7621
cap_mim_1f5fF,ss,125,3.4712,1.58592e-12,1.7621
cap_mim_1f5fF,typical,-40,0.0227,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,0.2042,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,0.3857,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,0.5672,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,0.7487,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,0.9302,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,1.1117,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,1.2932,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,1.4747,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,1.6562,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,1.8377,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,2.0192,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,2.2007,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,2.3822,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,2.5637,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,2.7452,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,2.9267,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,3.1082,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,3.2897,1.36447e-12,1.5161
cap_mim_1f5fF,typical,-40,3.4712,1.36447e-12,1.5161
cap_mim_1f5fF,typical,27,0.0227,1.36859e-12,1.5207
cap_mim_1f5fF,typical,27,0.2042,1.36859e-12,1.5207
cap_mim_1f5fF,typical,27,0.3857,1.36859e-12,1.5207
cap_mim_1f5fF,typical,27,0.5672,1.36859e-12,1.5207
cap_mim_1f5fF,typical,27,0.7487,1.36859e-12,1.5207
cap_mim_1f5fF,typical,27,0.9302,1.36859e-12,1.5207
cap_mim_1f5fF,typical,27,1.1117,1.36859e-12,1.5207
