corner,temp_c,vdd,band,corner_id,tp1,tp2,tp3,tp4,tp5,tp6,tp7,f1,f2,f3,f4,f5,f6,f7,i1,i2,i3,i4,i5,i6,i7,sw1hi,sw1lo,sw7hi,sw7lo,k1,k2,k3,k4,k5,k6,k7,kvco_min,kvco_max,kvco_mean,kvco_over_f_max,fine_ratio,verdict
ff,125.0,2.97,band5,ff_125c_2.97v_band5,6.70177e-08,5.45457e-08,4.54427e-08,3.86198e-08,3.336e-08,2.92141e-08,2.58744e-08,59685700.0,73333000.0,88022900.0,103574000.0,119904000.0,136920000.0,154593000.0,0.00015192,0.000175907,0.000201512,0.000224941,0.000251163,0.000277372,0.00030267,2.98137,-0.0570251,3.03248,-0.0880412,45491000.00000001,47228666.66666667,50401666.66666666,53135166.66666666,55576666.66666668,57814999.99999999,58909999.99999995,45491000.00000001,58909999.99999995,52726277.77777777,0.7621758645705756,2.5901179009377455,PASS
ff,125.0,2.97,band6,ff_125c_2.97v_band6,3.8455e-08,3.09905e-08,2.5598e-08,2.16117e-08,1.85908e-08,1.6254e-08,1.44022e-08,104018000.0,129072000.0,156262000.0,185085000.0,215160000.0,246093000.0,277735000.0,0.000209788,0.000245347,0.00028331,0.000320503,0.000359094,0.000396932,0.000436228,2.98589,-0.0180916,2.99847,-0.0298282,83513333.33333336,87073333.33333334,93354999.99999999,98163333.33333331,101680000.00000003,104291666.66666666,105473333.33333324,83513333.33333336,105473333.33333324,96509444.44444443,0.8028738615752404,2.670066719221673,PASS
ff,125.0,2.97,band7,ff_125c_2.97v_band7,2.19051e-08,1.75721e-08,1.45169e-08,1.23105e-08,1.06742e-08,9.42672e-09,8.45608e-09,182606000.0,227634000.0,275541000.0,324927000.0,374737000.0,424326000.0,473032000.0,0.000309603,0.000365298,0.000424482,0.00048091,0.000539541,0.000595632,0.000651113,2.9934,-0.0263703,3.01004,-0.0386696,150093333.33333337,154891666.6666667,162154999.99999997,165326666.66666666,165665000.00000003,163824999.99999997,162353333.3333332,150093333.33333337,165665000.00000003,161347777.77777776,0.8219518161141111,2.590451573332749,PASS
ff,125.0,3.3,band0,ff_125c_3.30v_band0,9.5492e-07,7.94526e-07,6.76688e-07,5.87279e-07,5.17914e-07,4.61806e-07,4.16749e-07,4188830.0,5034450.0,5911140.0,6811070.0,7723290.0,8661650.0,9598090.0,6.94542e-05,7.49261e-05,8.11047e-05,8.74295e-05,9.27483e-05,9.85019e-05,0.000105355,3.34919,-0.0433325,3.36247,-0.0563773,2818733.333333334,2870516.666666667,2961033.333333333,3020249.9999999995,3084300.0000000005,3124666.666666666,3121466.6666666637,2818733.333333334,3124666.666666666,3005144.444444444,0.6729166219047643,2.2913534328201433,PASS
ff,125.0,3.3,band1,ff_125c_3.30v_band1,5.92567e-07,4.9277e-07,4.18979e-07,3.63061e-07,3.19324e-07,2.84639e-07,2.56149e-07,6750300.0,8117370.0,9547020.0,11017400.0,12526400.0,14052900.0,15615900.0,7.87947e-05,8.62948e-05,9.4897e-05,0.00010294,0.000111272,0.000119487,0.000129415,3.36991,-0.0671296,3.38093,-0.0949767,4556900.000000001,4661200.0,4833383.333333333,4965633.333333333,5059166.666666668,5149166.666666666,5209999.999999995,4556900.000000001,5209999.999999995,4925333.333333333,0.6750662933499253,2.3133638504955334,PASS
ff,125.0,3.3,band2,ff_125c_3.30v_band2,3.59604e-07,2.98144e-07,2.52713e-07,2.18525e-07,1.9183e-07,1.70378e-07,1.53122e-07,11123400.0,13416300.0,15828200.0,18304500.0,20851800.0,23477200.0,26123000.0,8.84968e-05,9.69832e-05,0.000107142,0.000117237,0.000127411,0.000136413,0.000148092,3.38604,-0.0852846,3.41099,-0.122318,7643000.000000002,7841333.333333334,8146999.999999999,8372666.666666665,8621166.666666668,8785333.333333332,8819333.333333325,7643000.000000002,8819333.333333325,8333111.11111111,0.687110056277757,2.3484725893162164,PASS
ff,125.0,3.3,band3,ff_125c_3.30v_band3,2.20445e-07,1.82186e-07,1.54053e-07,1.32717e-07,1.16117e-07,1.03052e-07,9.22535e-08,18145100.0,21955600.0,25965200.0,30139300.0,34448100.0,38815500.0,43358800.0,0.000108403,0.000122925,0.000136873,0.000150686,0.000165778,0.00018036,0.000194989,3.4008,-0.0991976,3.43532,-0.143911,12701666.66666667,13033500.0,13639499.999999998,14138166.666666664,14460333.333333336,14851166.666666664,15144333.333333319,12701666.66666667,15144333.333333319,14007611.111111108,0.7000053274254024,2.3895597158461515,PASS
ff,125.0,3.3,band4,ff_125c_3.30v_band4,1.25889e-07,1.03779e-07,8.74497e-08,7.51393e-08,6.55696e-08,5.79887e-08,5.17904e-08,31774000.0,38543400.0,45740600.0,53234500.0,61003900.0,68978900.0,77234500.0,0.000122202,0.000137211,0.000153851,0.000170396,0.000187042,0.000205254,0.000222387,3.40398,-0.102999,3.43928,-0.169569,22564666.66666667,23277666.666666668,24485166.666666664,25438833.33333333,26240666.66666667,27050999.999999996,27518666.66666664,22564666.66666667,27518666.66666664,25255833.33333333,0.710161347852542,2.4307452634229243,PASS
ff,125.0,3.3,band5,ff_125c_3.30v_band5,7.58619e-08,6.21487e-08,5.20907e-08,4.45062e-08,3.8632e-08,3.39626e-08,3.01631e-08,52727400.0,64361800.0,76789200.0,89875100.0,103541000.0,117776000.0,132613000.0,0.000162163,0.000186468,0.000210981,0.000236752,0.000262232,0.00028905,0.00031466,3.30922,-0.0873277,3.39912,-0.150611,38781333.33333334,40103000.0,42522166.66666666,44586333.33333333,46501500.00000001,48453333.33333333,49456666.66666662,38781333.33333334,49456666.66666662,44380888.88888888,0.7355062706170481,2.5150680670770793,PASS
ff,125.0,3.3,band6,ff_125c_3.30v_band6,4.40384e-08,3.57504e-08,2.96952e-08,2.51629e-08,2.16825e-08,1.89555e-08,1.67766e-08,90829800.0,111887000.0,134702000.0,158964000.0,184481000.0,211020000.0,238427000.0,0.00022244,0.000258743,0.00029486,0.000334241,0.000373392,0.000413147,0.000452262,3.31186,-0.0140881,3.32239,-0.0519615,70190666.66666669,73120333.33333334,78461666.66666666,82964999.99999999,86760000.00000001,89909999.99999999,91356666.66666658,70190666.66666669,91356666.66666658,81998444.44444443,0.7727713445000065,2.6249865132368453,PASS
ff,125.0,3.3,band7,ff_125c_3.30v_band7,2.54311e-08,2.04548e-08,1.68829e-08,1.42638e-08,1.22958e-08,1.07824e-08,9.59601e-09,157288000.0,195554000.0,236927000.0,280430000.0,325313000.0,370974000.0,416840000.0,0.000322824,0.000382488,0.000440542,0.000501823,0.000560203,0.000621045,0.000681071,3.31783,-0.0212489,3.33256,-0.0346681,127553333.33333336,132731666.66666667,141459999.99999997,147309999.99999997,150906666.6666667,152544999.99999997,152886666.66666654,127553333.33333336,152886666.66666654,144195555.55555552,0.8109540036959804,2.6501703880779206,PASS
ff,125.0,3.63,band0,ff_125c_3.63v_band0,1.00854e-06,8.44337e-07,7.21442e-07,6.28449e-07,5.55166e-07,4.96512e-07,4.49958e-07,3966140.0,4737450.0,5544450.0,6364870.0,7205050.0,8056200.0,8889730.0,7.68276e-05,8.32457e-05,8.62852e-05,9.3337e-05,9.87871e-05,0.000105791,0.000112204,3.68092,-0.0493659,3.7022,-0.0594782,2571033.333333334,2630516.666666667,2712366.666666666,2767666.666666666,2818883.333333334,2807799.9999999995,2778433.3333333307,2571033.333333334,2818883.333333334,2735327.7777777775,0.6482457334671328,2.2414060018052817,PASS
ff,125.0,3.63,band1,ff_125c_3.63v_band1,6.32024e-07,5.28289e-07,4.51043e-07,3.91947e-07,3.46138e-07,3.08931e-07,2.7901e-07,6328880.0,7571610.0,8868340.0,10205500.0,11556100.0,12947900.0,14336400.0,8.60161e-05,9.4592e-05,0.000101726,0.000110128,0.000117856,0.000128187,0.000136629,3.70236,-0.0663615,3.71218,-0.0885307,4142433.3333333344,4232433.333333334,4389816.666666666,4479599.999999999,4570666.666666668,4633833.333333333,4628333.333333329,4142433.3333333344,4633833.333333333,4448622.222222222,0.6545286580458682,2.2652349230827573,PASS
ff,125.0,3.63,band2,ff_125c_3.63v_band2,3.85702e-07,3.21391e-07,2.73716e-07,2.37441e-07,2.08891e-07,1.86408e-07,1.68524e-07,10370700.0,12445900.0,14613700.0,16846300.0,19148700.0,21458300.0,23735500.0,9.50935e-05,0.000105061,0.000115034,0.00012509,0.000135239,0.000146109,0.000155574,3.72346,-0.09505,3.7313,-0.107528,6917333.333333335,7071666.666666667,7333999.999999999,7558333.333333332,7686666.666666668,7644666.666666665,7590666.6666666595,6917333.333333335,7686666.666666668,7424888.888888888,0.6670073701228784,2.2887076089367158,PASS
ff,125.0,3.63,band3,ff_125c_3.63v_band3,2.38856e-07,1.98454e-07,1.68452e-07,1.45811e-07,1.27891e-07,1.13771e-07,1.02234e-07,16746500.0,20155800.0,23745600.0,27432700.0,31276700.0,35158500.0,39126100.0,0.000115948,0.000130441,0.000145092,0.000159954,0.000175582,0.000190578,0.000205852,3.7297,-0.0942177,3.7485,-0.124608,11364333.333333336,11665166.666666668,12128166.666666664,12551833.333333332,12876333.333333336,13082333.333333332,13225333.33333332,11364333.333333336,13225333.33333332,12433111.11111111,0.6786094606833271,2.336374764876243,PASS
ff,125.0,3.63,band4,ff_125c_3.63v_band4,1.3681e-07,1.13413e-07,9.6019e-08,8.2871e-08,7.26256e-08,6.44459e-08,5.77385e-08,29237600.0,35269300.0,41658400.0,48267800.0,55077000.0,62067500.0,69277900.0,0.00013076,0.000147205,0.000163832,0.000181022,0.000198834,0.000216477,0.000234782,3.72597,-0.116427,3.77768,-0.144435,20105666.66666667,20701333.333333336,21664166.666666664,22364333.33333333,22999500.000000004,23668166.666666664,24034666.666666646,20105666.66666667,24034666.666666646,22244611.11111111,0.6876647422041027,2.369479711056995,PASS
ff,125.0,3.63,band5,ff_125c_3.63v_band5,8.3373e-08,6.87297e-08,5.79286e-08,4.9734e-08,4.33509e-08,3.82859e-08,3.41485e-08,47977100.0,58199000.0,69050600.0,80427900.0,92270300.0,104477000.0,117135000.0,0.000171433,0.00019644,0.000223433,0.000247259,0.000274757,0.000300664,0.000329592,3.68569,-0.0984929,3.70975,-0.119828,34073000.00000001,35122500.0,37048166.666666664,38699499.99999999,40081833.33333334,41441166.666666664,42193333.3333333,34073000.00000001,42193333.3333333,38421055.55555555,0.7101929879046464,2.4414772881228752,PASS
ff,125.0,3.63,band6,ff_125c_3.63v_band6,4.88629e-08,3.99529e-08,3.33929e-08,2.84469e-08,2.46169e-08,2.15842e-08,1.91308e-08,81861800.0,100118000.0,119786000.0,140613000.0,162490000.0,185320000.0,209087000.0,0.000233722,0.000270933,0.000310836,0.000348988,0.000390877,0.000430239,0.000471083,3.63912,-0.0114043,3.64818,-0.0963498,60854000.000000015,63207000.0,67491666.66666666,71173333.33333333,74511666.66666669,77661666.66666666,79223333.33333327,60854000.000000015,79223333.33333327,70680666.66666666,0.7433748097403187,2.5541461340942906,PASS
ff,125.0,3.63,band7,ff_125c_3.63v_band7,2.86434e-08,2.31852e-08,1.92078e-08,1.62482e-08,1.39952e-08,1.22431e-08,1.08576e-08,139648000.0,172524000.0,208249000.0,246181000.0,285811000.0,326715000.0,368404000.0,0.000342993,0.000397232,0.000459232,0.000521909,0.000581535,0.000643972,0.000707145,3.64395,-0.016998,3.65603,-0.0305944,109586666.66666669,114335000.0,122761666.66666664,129269999.99999999,134223333.33333337,137654999.99999997,138963333.33333322,109586666.66666669,138963333.33333322,127086666.66666664,0.7847349526428354,2.638090054995417,PASS
ss,-40.0,2.97,band0,ss_-40c_2.97v_band0,8.84198e-07,7.49087e-07,6.39423e-07,5.53522e-07,4.86123e-07,4.32818e-07,3.89463e-07,4523870.0,5339840.0,6255640.0,7226450.0,8228380.0,9241760.0,10270500.0,3.52702e-05,3.90104e-05,4.30226e-05,4.71399e-05,5.14378e-05,5.59488e-05,6.04338e-05,3.0132,-0.0524865,3.03066,-0.0607982,2719900.0000000005,2886283.3333333335,3144349.9999999995,3287899.9999999995,3358850.000000001,3403533.333333333,3429133.33333333,2719900.0000000005,3429133.33333333,3192572.2222222215,0.6012330150954825,2.270290702429557,PASS
ss,-40.0,2.97,band1,ss_-40c_2.97v_band1,5.39642e-07,4.56047e-07,3.88273e-07,3.36072e-07,2.94343e-07,2.61532e-07,2.34419e-07,7412320.0,8771020.0,10302000.0,11902200.0,13589600.0,15294500.0,17063400.0,4.24944e-05,4.73431e-05,5.30377e-05,5.89281e-05,6.43064e-05,7.08613e-05,7.73553e-05,3.05582,-0.0600368,3.047,-0.0912895,4529000.000000001,4816133.333333334,5218633.333333333,5479333.333333332,5653833.333333335,5789666.666666666,5896333.333333328,4529000.000000001,5896333.333333328,5361711.11111111,0.6110097783150216,2.302032292183824,PASS
ss,-40.0,2.97,band2,ss_-40c_2.97v_band2,3.15124e-07,2.65835e-07,2.259e-07,1.94983e-07,1.70458e-07,1.51174e-07,1.35409e-07,12693400.0,15046900.0,17706900.0,20514600.0,23466100.0,26459600.0,29540200.0,4.85677e-05,5.48993e-05,6.12682e-05,6.84273e-05,7.55805e-05,8.29249e-05,9.00732e-05,3.06246,-0.0986797,3.07965,-0.112155,7845000.000000002,8355833.333333334,9112833.333333332,9598666.666666666,9908333.333333336,10123499.999999998,10268666.666666657,7845000.000000002,10268666.666666657,9359333.333333332,0.6180377203901242,2.327209415916933,PASS
ss,-40.0,2.97,band3,ss_-40c_2.97v_band3,1.89787e-07,1.5941e-07,1.35118e-07,1.16146e-07,1.01482e-07,8.96903e-08,8.00801e-08,21076300.0,25092600.0,29603700.0,34439500.0,39415800.0,44597900.0,49950000.0,6.39013e-05,7.26264e-05,8.26645e-05,9.26231e-05,0.000103123,0.000113863,0.000124924,3.0871,-0.113042,3.09926,-0.13165,13387666.66666667,14212333.333333334,15578166.666666664,16353499.999999998,16930666.66666667,17556999.999999996,17840333.333333317,13387666.66666667,17840333.333333317,16040944.444444442,0.6352000430183035,2.3699605718271233,PASS
ss,-40.0,2.97,band4,ss_-40c_2.97v_band4,1.12086e-07,9.39002e-08,7.93038e-08,6.80734e-08,5.92443e-08,5.23384e-08,4.66803e-08,35686900.0,42598400.0,50438900.0,58760100.0,67517100.0,76425700.0,85689300.0,7.0107e-05,8.00004e-05,9.08568e-05,0.000102481,0.000114555,0.000126473,0.000138685,3.07961,-0.121915,3.12388,-0.164668,23038333.33333334,24586666.666666668,26936166.666666664,28463666.666666664,29442666.66666667,30286999.999999996,30878666.666666638,23038333.33333334,30878666.666666638,27779111.11111111,0.645568355148061,2.401141595375334,PASS
ss,-40.0,2.97,band5,ss_-40c_2.97v_band5,6.61735e-08,5.5261e-08,4.65687e-08,3.992e-08,3.47669e-08,3.07066e-08,2.7435e-08,60447200.0,72383800.0,85894600.0,100200000.0,115052000.0,130265000.0,145799000.0,9.91499e-05,0.000114305,0.000131223,0.00014817,0.000166564,0.000183939,0.000202528,3.03729,-0.114697,3.06137,-0.157369,39788666.66666668,42412333.333333336,46360333.33333333,48595666.66666666,50108333.33333334,51244999.99999999,51779999.999999955,39788666.66666668,51779999.999999955,47417666.66666666,0.6582383744270484,2.4120058497333208,PASS
ss,-40.0,2.97,band6,ss_-40c_2.97v_band6,3.73398e-08,3.1233e-08,2.64169e-08,2.2761e-08,1.99461e-08,1.77346e-08,1.5963e-08,107124000.0,128070000.0,151418000.0,175739000.0,200541000.0,225547000.0,250579000.0,0.000142982,0.000166875,0.000191355,0.000217542,0.00024354,0.00027041,0.000296545,3.02534,-0.0641692,3.03441,-0.0668631,69820000.00000001,73823333.33333334,79448333.33333333,81871666.66666666,83013333.33333336,83396666.66666666,83439999.99999993,69820000.00000001,83439999.99999993,79697222.22222221,0.651768044509167,2.3391490235614802,PASS
ss,-40.0,2.97,band7,ss_-40c_2.97v_band7,2.21469e-08,1.86589e-08,1.59212e-08,1.38481e-08,1.22574e-08,1.10079e-08,1.00086e-08,180612000.0,214375000.0,251237000.0,288849000.0,326334000.0,363376000.0,399658000.0,0.0002154,0.000250912,0.000289077,0.000329805,0.000367514,0.000407734,0.000448574,3.03229,-0.0431167,3.0428,-0.051653,112543333.33333336,117708333.33333334,124123333.33333331,125161666.66666664,124211666.6666667,122206666.66666664,120939999.9999999,112543333.33333336,125161666.66666664,121692222.22222221,0.6231221255139933,2.212798706619715,PASS
ss,-40.0,3.3,band0,ss_-40c_3.30v_band0,9.97715e-07,8.48596e-07,7.28081e-07,6.33612e-07,5.59518e-07,4.99655e-07,4.66954e-07,4009160.0,4713670.0,5493900.0,6313010.0,7149020.0,8005520.0,8566160.0,3.88647e-05,4.25297e-05,4.68506e-05,5.14736e-05,5.51172e-05,5.97806e-05,6.4351e-05,3.36466,-0.0479651,3.37444,-0.0492964,2348366.666666667,2474566.666666667,2665566.666666666,2758533.333333333,2820850.0000000005,2361899.9999999995,1868799.9999999984,1868799.9999999984,2820850.0000000005,2531666.6666666665,0.5857502984831403,2.1366470781909426,PASS
ss,-40.0,3.3,band1,ss_-40c_3.30v_band1,6.16778e-07,5.24377e-07,4.48857e-07,3.90242e-07,3.44096e-07,3.06553e-07,2.76044e-07,6485320.0,7628100.0,8911530.0,10250000.0,11624600.0,13048300.0,14490400.0,4.64875e-05,5.12102e-05,5.70552e-05,6.25571e-05,6.90211e-05,7.48546e-05,8.11074e-05,3.37664,-0.0646042,3.39069,-0.102707,3809266.6666666674,4043683.3333333335,4369833.333333333,4521783.333333333,4663833.333333334,4776333.333333333,4806999.999999995,3809266.6666666674,4806999.999999995,4447266.666666666,0.5873675727129375,2.234338475202457,PASS
ss,-40.0,3.3,band2,ss_-40c_3.30v_band2,3.64739e-07,3.0959e-07,2.64791e-07,2.29732e-07,2.02029e-07,1.79689e-07,1.61584e-07,10966700.0,12920300.0,15106300.0,17411600.0,19799200.0,22260600.0,24754900.0,5.30888e-05,5.87529e-05,6.64155e-05,7.2701e-05,8.02438e-05,8.77895e-05,9.47018e-05,3.3886,-0.0863939,3.39931,-0.14231,6512000.000000002,6899333.333333334,7485499.999999999,7821499.999999999,8081666.666666669,8259499.999999999,8314333.333333326,6512000.000000002,8314333.333333326,7660111.11111111,0.5937975872413763,2.257278853255765,PASS
ss,-40.0,3.3,band3,ss_-40c_3.30v_band3,2.23374e-07,1.89049e-07,1.61063e-07,1.39341e-07,1.22119e-07,1.08406e-07,9.70136e-08,17907200.0,21158600.0,24834900.0,28706500.0,32754900.0,36898300.0,41231300.0,6.88238e-05,7.72008e-05,8.72843e-05,9.77233e-05,0.000108677,0.000119528,0.000130776,3.39809,-0.122617,3.42806,-0.128899,10838000.000000002,11546166.666666668,12579833.333333332,13199999.999999998,13653000.000000004,14127333.333333332,14443333.33333332,10838000.000000002,14443333.33333332,12957833.333333332,0.6052314152966406,2.302498436383131,PASS
ss,-40.0,3.3,band4,ss_-40c_3.30v_band4,1.33316e-07,1.12337e-07,9.53958e-08,8.22343e-08,7.19119e-08,6.36116e-08,5.68214e-08,30003900.0,35607200.0,41930600.0,48641500.0,55623600.0,62881600.0,70396000.0,7.5439e-05,8.52428e-05,9.70599e-05,0.000108869,0.000121067,0.000132731,0.00014572,3.42774,-0.135337,3.45854,-0.167247,18677666.66666667,19877833.333333336,21723833.33333333,22821666.666666664,23733500.000000004,24620666.666666664,25047999.999999978,18677666.66666667,25047999.999999978,22440055.555555552,0.6225079628537181,2.3462283236512587,PASS
ss,-40.0,3.3,band5,ss_-40c_3.30v_band5,7.9857e-08,6.69615e-08,5.66063e-08,4.8564e-08,4.22698e-08,3.7238e-08,3.31789e-08,50089500.0,59735800.0,70663500.0,82365500.0,94630300.0,107417000.0,120558000.0,0.000105003,0.000120592,0.000137712,0.000155947,0.000173834,0.0001921,0.000210827,3.39966,-0.120864,3.45492,-0.153997,32154333.33333334,34290000.0,37716166.666666664,39944666.666666664,41752500.00000001,43212833.33333333,43803333.33333329,32154333.33333334,43803333.33333329,39149166.666666664,0.6419375983655924,2.406851735393645,PASS
ss,-40.0,3.3,band6,ss_-40c_3.30v_band6,4.50748e-08,3.76324e-08,3.16872e-08,2.71248e-08,2.35927e-08,2.08047e-08,1.85746e-08,88741400.0,106291000.0,126234000.0,147466000.0,169544000.0,192264000.0,215347000.0,0.000150742,0.000175098,0.000201564,0.000227979,0.000255674,0.000283706,0.000312096,3.34712,-0.0871482,3.359,-0.0998392,58498666.66666668,62487666.66666667,68624999.99999999,72183333.33333333,74663333.33333334,76338333.33333333,76943333.33333327,58498666.66666668,76943333.33333327,70336444.44444443,0.6592037838784004,2.4266802191536305,PASS
ss,-40.0,3.3,band7,ss_-40c_3.30v_band7,2.63049e-08,2.19403e-08,1.85015e-08,1.5904e-08,1.39167e-08,1.23608e-08,1.11209e-08,152063000.0,182313000.0,216199000.0,251509000.0,287423000.0,323603000.0,359683000.0,0.000226561,0.000263405,0.000305105,0.000345849,0.000389062,0.00043213,0.000473834,3.35559,-0.0415879,3.36906,-0.0498511,100833333.33333336,106893333.33333334,115326666.66666666,118706666.66666664,120156666.66666669,120433333.33333331,120266666.66666655,100833333.33333336,120433333.33333331,115344444.44444443,0.6631023545065753,2.365355148852778,PASS
ss,-40.0,3.63,band0,ss_-40c_3.63v_band0,1.08434e-06,9.26544e-07,7.98481e-07,6.97916e-07,6.17985e-07,5.53371e-07,5.00228e-07,3688890.0,4317120.0,5009510.0,5731350.0,6472650.0,7228420.0,7996350.0,4.27584e-05,4.71799e-05,5.11752e-05,5.54043e-05,5.96648e-05,6.44504e-05,6.95176e-05,3.67378,-0.0634628,3.71866,-0.0508851,2094100.0000000005,2201033.3333333335,2357049.9999999995,2438566.6666666665,2495116.6666666674,2539499.9999999995,2559766.666666664,2094100.0000000005,2559766.666666664,2393033.333333333,0.5676775398561629,2.1676845880468107,PASS
ss,-40.0,3.63,band1,ss_-40c_3.63v_band1,6.77715e-07,5.78548e-07,4.98081e-07,4.34864e-07,3.84358e-07,3.43737e-07,3.10141e-07,5902190.0,6913860.0,8030820.0,9198280.0,10407000.0,11636800.0,12897300.0,5.04442e-05,5.62201e-05,6.22421e-05,6.68672e-05,7.36045e-05,8.02338e-05,8.65031e-05,3.68984,-0.0581814,3.72738,-0.110067,3372233.333333334,3547716.666666667,3807366.666666666,3960299.9999999995,4064200.000000001,4150499.9999999995,4201666.666666663,3372233.333333334,4201666.666666663,3886172.2222222215,0.5713528933045757,2.1851719446510534,PASS
ss,-40.0,3.63,band2,ss_-40c_3.63v_band2,4.0425e-07,3.44381e-07,2.9623e-07,2.58205e-07,2.28015e-07,2.03644e-07,1.83649e-07,9894870.0,11615000.0,13503000.0,15491600.0,17542700.0,19642100.0,21780700.0,5.81795e-05,6.41971e-05,7.12776e-05,7.81017e-05,8.68184e-05,9.323e-05,0.000101697,3.7121,-0.103747,3.72733,-0.135173,5733766.666666668,6013550.0,6460999.999999999,6732833.333333332,6917500.000000002,7063333.333333332,7128666.66666666,5733766.666666668,7128666.66666666,6603238.888888888,0.579468620271582,2.2012113347623568,PASS
ss,-40.0,3.63,band3,ss_-40c_3.63v_band3,2.50913e-07,2.13336e-07,1.82703e-07,1.58835e-07,1.39813e-07,1.2466e-07,1.12054e-07,15941800.0,18749800.0,21893500.0,25183300.0,28609700.0,32087200.0,35697000.0,7.4441e-05,8.34594e-05,9.39863e-05,0.000104485,0.000115773,0.00012637,0.000138545,3.73614,-0.106678,3.74687,-0.125916,9360000.000000002,9919500.0,10722499.999999998,11193666.666666664,11506500.000000002,11812166.666666664,12032666.666666657,9360000.000000002,12032666.666666657,10975111.11111111,0.5871357061310518,2.2392076177094182,PASS
ss,-40.0,3.63,band4,ss_-40c_3.63v_band4,1.50829e-07,1.27785e-07,1.09191e-07,9.46086e-08,8.30309e-08,7.37073e-08,6.61439e-08,26520100.0,31302700.0,36633100.0,42279500.0,48174800.0,54268700.0,60474200.0,8.13987e-05,9.27097e-05,0.000103329,0.000115452,0.000128598,0.000141591,0.000153313,3.75069,-0.133325,3.79229,-0.17028,15942000.000000004,16855000.0,18294666.666666664,19236166.666666664,19982000.000000004,20498999.999999996,20684999.99999998,15942000.000000004,20684999.99999998,18863388.888888884,0.6011289550190234,2.2803156850841435,PASS
ss,-40.0,3.63,band5,ss_-40c_3.63v_band5,9.17751e-08,7.73959e-08,6.57954e-08,5.67508e-08,4.96357e-08,4.38847e-08,3.91779e-08,43584800.0,51682300.0,60794500.0,70483600.0,80587200.0,91148000.0,102098000.0,0.000113177,0.000127592,0.000145139,0.000164,0.000181947,0.000201983,0.000220732,3.73066,-0.138226,3.81011,-0.189355,26991666.66666667,28682833.333333336,31335499.999999996,32987833.33333333,34440666.66666667,35851333.33333333,36499999.99999997,26991666.66666667,36499999.99999997,32507333.33333333,0.6192908231004082,2.3425139039298104,PASS
ss,-40.0,3.63,band6,ss_-40c_3.63v_band6,5.24093e-08,4.39896e-08,3.71878e-08,3.19112e-08,2.77697e-08,2.44694e-08,2.17815e-08,76322400.0,90930600.0,107562000.0,125348000.0,144042000.0,163469000.0,183642000.0,0.000160563,0.000184738,0.000210813,0.000238858,0.000266405,0.000295182,0.000325398,3.69525,-0.111138,3.73336,-0.124012,48694000.00000001,52066000.0,57362333.33333333,60799999.99999999,63535000.000000015,65999999.99999999,67243333.33333327,48694000.00000001,67243333.33333327,59621999.99999999,0.6380040459943609,2.4061350272004023,PASS
ss,-40.0,3.63,band7,ss_-40c_3.63v_band7,3.08959e-08,2.57621e-08,2.16682e-08,1.85281e-08,1.61053e-08,1.41989e-08,1.26793e-08,129467000.0,155267000.0,184602000.0,215889000.0,248366000.0,281712000.0,315475000.0,0.000238937,0.000277116,0.000319212,0.000361852,0.000406219,0.000450997,0.00049602,3.67788,-0.0576938,3.69333,-0.0795394,86000000.00000001,91891666.66666667,101036666.66666666,106273333.33333331,109705000.00000003,111848333.33333331,112543333.33333324,86000000.00000001,112543333.33333324,103337777.77777776,0.6642619354739047,2.4367213266701166,PASS
ss,27.0,2.97,band0,ss_27c_2.97v_band0,8.34684e-07,7.05846e-07,6.03146e-07,5.23415e-07,4.60854e-07,4.09938e-07,3.6869e-07,4792230.0,5666960.0,6631890.0,7642120.0,8679550.0,9757580.0,10849200.0,4.28753e-05,4.72399e-05,5.18273e-05,5.6376e-05,6.16454e-05,6.64332e-05,7.1486e-05,3.02178,-0.0585242,3.04532,-0.102892,2915766.6666666674,3066100.0,3291933.333333333,3412766.666666666,3525766.6666666674,3616083.333333333,3638733.33333333,2915766.6666666674,3638733.33333333,3364983.333333333,0.6084362951416495,2.263914711939953,PASS
ss,27.0,2.97,band1,ss_27c_2.97v_band1,5.08331e-07,4.28946e-07,3.65701e-07,3.16477e-07,2.77741e-07,2.46803e-07,2.21668e-07,7868890.0,9325180.0,10937900.0,12639100.0,14401900.0,16207300.0,18045000.0,5.10833e-05,5.66399e-05,6.30713e-05,6.97479e-05,7.66053e-05,8.34849e-05,9.03557e-05,3.04854,-0.0765525,3.05371,-0.0938279,4854300.000000001,5115016.666666667,5523199.999999999,5773333.333333332,5947000.000000001,6071833.333333332,6125666.666666661,4854300.000000001,6125666.666666661,5653394.444444444,0.6168976818839761,2.2932078094877424,PASS
ss,27.0,2.97,band2,ss_27c_2.97v_band2,2.99814e-07,2.52307e-07,2.14294e-07,1.84957e-07,1.61887e-07,1.43542e-07,1.28436e-07,13341600.0,15853700.0,18665900.0,21626600.0,24708600.0,27866300.0,31144000.0,5.79248e-05,6.46508e-05,7.25552e-05,8.03734e-05,8.86334e-05,9.62866e-05,0.00010536,3.07804,-0.101701,3.09557,-0.127971,8373666.666666669,8873833.333333334,9621499.999999998,10071166.666666666,10399500.000000002,10725666.666666664,10925666.666666657,8373666.666666669,10925666.666666657,9890222.22222222,0.6276358657632269,2.3343527013251784,PASS
