# campaign: devchar-cp
# generated_utc: 2026-07-31T03:24:39Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: sim/devchar-cp/tb_cp_mirror.sp
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 points, 6 stacks each
# stacks: n_simple/n_casc/n_ws (CP sink) and p_simple/p_casc/p_ws (CP source);
#   _casc = self-biased cascode, _ws = wide-swing (low-voltage) cascode
# sizing: NMOS W=5um, PMOS W=15um, L=1um, cascode-bias diode at W/4; Iref=20uA
# vcomp_i1pct/i5pct: output voltage where |Iout| first reaches 99%/95% of isat
# vcomp_ro50: output voltage where ro falls to 50% of its mid-rail value
# headroom_*: same boundary as distance from the stack's own rail
#   (ground for n_*, Vdd for p_*)
# vth_ref/vdsat_ref: operating point of the polarity's reference mirror device
stack,process,temp_c,vdd_v,iref_a,isat_a,iout_mid_a,gain_mid,ro_30pct_ohm,ro_50pct_ohm,ro_70pct_ohm,vcomp_i1pct_v,vcomp_i5pct_v,vcomp_ro50_v,headroom_i1pct_v,headroom_ro50_v,vth_ref_v,vdsat_ref_v
n_ws,ss,125,3.63,2e-05,2.03847e-05,2.0042e-05,1.0021,1.62906e+07,2.43191e+07,1.68294e+07,0.5300,0.4100,0.8900,0.5300,0.8900,0.690942,0.293509
n_ws,typical,-40,2.97,2e-05,2.01381e-05,2.00216e-05,1.00108,2.08572e+07,2.81334e+07,2.71186e+07,0.3400,0.2600,0.6400,0.3400,0.6400,0.758657,0.177967
n_ws,typical,-40,3.30,2e-05,2.02743e-05,2.00272e-05,1.00136,2.26296e+07,2.91971e+07,1.96232e+07,0.3400,0.2600,0.6500,0.3400,0.6500,0.758657,0.177967
n_ws,typical,-40,3.63,2e-05,2.05401e-05,2.0033e-05,1.00165,2.40906e+07,2.97265e+07,1.13804e+07,0.3400,0.2600,0.6600,0.3400,0.6600,0.758657,0.177967
n_ws,typical,27,2.97,2e-05,2.01348e-05,2.00278e-05,1.00139,1.6415e+07,2.41196e+07,2.5455e+07,0.4100,0.3100,0.7200,0.4100,0.7200,0.687506,0.222226
n_ws,typical,27,3.30,2e-05,2.02514e-05,2.00343e-05,1.00171,1.8315e+07,2.52717e+07,2.05529e+07,0.4100,0.3200,0.7400,0.4100,0.7400,0.687506,0.222226
n_ws,typical,27,3.63,2e-05,2.04852e-05,2.00409e-05,1.00204,1.98708e+07,2.61335e+07,1.30523e+07,0.4200,0.3200,0.7500,0.4200,0.7500,0.687506,0.222226
n_ws,typical,125,2.97,2e-05,2.01359e-05,2.00387e-05,1.00193,1.17918e+07,2.03231e+07,2.33372e+07,0.5100,0.4000,0.8200,0.5100,0.8200,0.583434,0.285784
n_ws,typical,125,3.30,2e-05,2.02287e-05,2.00463e-05,1.00231,1.39198e+07,2.15936e+07,2.11551e+07,0.5200,0.4000,0.8500,0.5200,0.8500,0.583434,0.285784
n_ws,typical,125,3.63,2e-05,2.04216e-05,2.0054e-05,1.0027,1.56531e+07,2.26757e+07,1.53622e+07,0.5200,0.4000,0.8700,0.5200,0.8700,0.583434,0.285784
p_casc,ff,-40,2.97,2e-05,2.00005e-05,1.9999e-05,0.999952,1.06952e+09,4.79616e+08,2.36404e+06,2.3100,2.7200,1.6500,0.6600,1.3200,0.732849,0.198865
p_casc,ff,-40,3.30,2e-05,2.00007e-05,1.99993e-05,0.999967,1.25e+09,6.77966e+08,3.21989e+06,2.6400,3.0500,1.9200,0.6600,1.3800,0.732849,0.198865
p_casc,ff,-40,3.63,2e-05,2.00013e-05,1.99995e-05,0.999977,1.42857e+09,8.29876e+08,6.11546e+06,2.9700,3.3800,2.2000,0.6600,1.4300,0.732849,0.198865
p_casc,ff,27,2.97,2e-05,2.00006e-05,1.99991e-05,0.999954,1.0101e+09,4.73934e+08,2.58598e+06,2.3400,2.6900,1.6500,0.6300,1.3200,0.663862,0.231038
p_casc,ff,27,3.30,2e-05,2.00008e-05,1.99994e-05,0.999969,1.17647e+09,6.53595e+08,3.66488e+06,2.6700,3.0200,1.9300,0.6300,1.3700,0.663862,0.231038
p_casc,ff,27,3.63,2e-05,2.00015e-05,1.99996e-05,0.99998,1.3245e+09,7.96813e+08,7.25768e+06,3.0000,3.3500,2.2100,0.6300,1.4200,0.663862,0.231038
p_casc,ff,125,2.97,2e-05,2.00008e-05,1.99992e-05,0.999959,9.47867e+08,4.75059e+08,2.96485e+06,2.3700,2.6500,1.6600,0.6000,1.3100,0.562955,0.273951
p_casc,ff,125,3.30,2e-05,2.0001e-05,1.99995e-05,0.999974,1.08696e+09,6.36943e+08,4.49853e+06,2.7000,2.9800,1.9400,0.6000,1.3600,0.562955,0.273951
p_casc,ff,125,3.63,2e-05,2.00017e-05,1.99997e-05,0.999986,1.22699e+09,7.60456e+08,9.8121e+06,3.0300,3.3100,2.2300,0.6000,1.4000,0.562955,0.273951
p_casc,fs,-40,2.97,2e-05,2.00001e-05,1.9998e-05,0.999899,9.66184e+08,8.51426e+07,2.07656e+06,2.1600,2.7000,1.5300,0.8100,1.4400,0.940442,0.208933
p_casc,fs,-40,3.30,2e-05,2.00003e-05,1.99988e-05,0.999939,1.19048e+09,4.25532e+08,2.3792e+06,2.4900,3.0300,1.7600,0.8100,1.5400,0.940442,0.208933
p_casc,fs,-40,3.63,2e-05,2.00005e-05,1.99991e-05,0.999954,1.38889e+09,6.62252e+08,2.79104e+06,2.8200,3.3600,2.0300,0.8100,1.6000,0.940442,0.208933
p_casc,fs,27,2.97,2e-05,2.00001e-05,1.9998e-05,0.999898,9.30233e+08,8.39983e+07,2.18962e+06,2.1900,2.6800,1.5300,0.7800,1.4400,0.871448,0.242743
p_casc,fs,27,3.30,2e-05,2.00003e-05,1.99988e-05,0.99994,1.13636e+09,4.19287e+08,2.53756e+06,2.5200,3.0100,1.7600,0.7800,1.5400,0.871448,0.242743
p_casc,fs,27,3.63,2e-05,2.00006e-05,1.99991e-05,0.999955,1.3245e+09,6.51466e+08,3.02952e+06,2.8500,3.3400,2.0300,0.7800,1.6000,0.871448,0.242743
p_casc,fs,125,2.97,2e-05,2.00002e-05,1.99981e-05,0.999904,9.00901e+08,9.64785e+07,2.3558e+06,2.2300,2.6400,1.5400,0.7400,1.4300,0.770533,0.288123
p_casc,fs,125,3.30,2e-05,2.00004e-05,1.99989e-05,0.999943,1.08108e+09,4.29185e+08,2.78695e+06,2.5600,2.9700,1.7600,0.7400,1.5400,0.770533,0.288123
p_casc,fs,125,3.63,2e-05,2.00007e-05,1.99992e-05,0.999958,1.25e+09,6.49351e+08,3.42665e+06,2.8900,3.3000,2.0400,0.7400,1.5900,0.770533,0.288123
p_casc,sf,-40,2.97,2e-05,2.00004e-05,1.99989e-05,0.999946,1.04712e+09,4.31034e+08,2.26747e+06,2.2900,2.7100,1.6200,0.6800,1.3500,0.765412,0.201087
p_casc,sf,-40,3.30,2e-05,2.00006e-05,1.99992e-05,0.999962,1.23457e+09,6.43087e+08,2.90546e+06,2.6200,3.0400,1.8900,0.6800,1.4100,0.765412,0.201087
p_casc,sf,-40,3.63,2e-05,2.00011e-05,1.99995e-05,0.999973,1.41844e+09,8.06452e+08,4.59982e+06,2.9500,3.3700,2.1700,0.6800,1.4600,0.765412,0.201087
p_casc,sf,27,2.97,2e-05,2.00005e-05,1.9999e-05,0.999948,9.95025e+08,4.2735e+08,2.45456e+06,2.3100,2.6900,1.6200,0.6600,1.3500,0.696424,0.233648
p_casc,sf,27,3.30,2e-05,2.00007e-05,1.99993e-05,0.999964,1.16279e+09,6.26959e+08,3.24739e+06,2.6400,3.0200,1.9000,0.6600,1.4000,0.696424,0.233648
p_casc,sf,27,3.63,2e-05,2.00012e-05,1.99995e-05,0.999975,1.3245e+09,7.75194e+08,5.34645e+06,2.9700,3.3500,2.1800,0.6600,1.4500,0.696424,0.233648
p_casc,sf,125,2.97,2e-05,2.00007e-05,1.99991e-05,0.999953,9.43396e+08,4.34783e+08,2.76346e+06,2.3400,2.6500,1.6300,0.6300,1.3400,0.595515,0.277129
p_casc,sf,125,3.30,2e-05,2.00009e-05,1.99994e-05,0.999969,1.0929e+09,6.15385e+08,3.86071e+06,2.6700,2.9800,1.9100,0.6300,1.3900,0.595515,0.277129
p_casc,sf,125,3.63,2e-05,2.00015e-05,1.99996e-05,0.99998,1.22699e+09,7.49064e+08,6.8526e+06,3.0000,3.3100,2.2000,0.6300,1.4300,0.595515,0.277129
p_casc,ss,-40,2.97,2e-05,2e-05,1.99972e-05,0.999861,9.13242e+08,3.96747e+07,2.03302e+06,2.1400,2.7000,1.5300,0.8300,1.4400,0.972992,0.210847
p_casc,ss,-40,3.30,2e-05,2.00002e-05,1.99986e-05,0.999932,1.14286e+09,3.43643e+08,2.31535e+06,2.4600,3.0300,1.7400,0.8400,1.5600,0.972992,0.210847
p_casc,ss,-40,3.63,2e-05,2.00004e-05,1.9999e-05,0.999949,1.35135e+09,6.00601e+08,2.67426e+06,2.7900,3.3600,2.0100,0.8400,1.6200,0.972992,0.210847
p_casc,ss,27,2.97,2e-05,2.00001e-05,1.99972e-05,0.999858,8.77193e+08,4e+07,2.13108e+06,2.1600,2.6700,1.5400,0.8100,1.4300,0.903997,0.244996
p_casc,ss,27,3.30,2e-05,2.00003e-05,1.99986e-05,0.999932,1.08696e+09,3.34448e+08,2.45059e+06,2.4900,3.0000,1.7400,0.8100,1.5600,0.903997,0.244996
p_casc,ss,27,3.63,2e-05,2.00005e-05,1.9999e-05,0.999949,1.27389e+09,5.88235e+08,2.87121e+06,2.8200,3.3300,2.0100,0.8100,1.6200,0.903997,0.244996
p_casc,ss,125,2.97,2e-05,2.00002e-05,1.99974e-05,0.999868,8.47458e+08,4.75285e+07,2.27154e+06,2.2000,2.6300,1.5400,0.7700,1.4300,0.80308,0.290862
p_casc,ss,125,3.30,2e-05,2.00004e-05,1.99987e-05,0.999934,1.03627e+09,3.41297e+08,2.65767e+06,2.5300,2.9600,1.7400,0.7700,1.5600,0.80308,0.290862
p_casc,ss,125,3.63,2e-05,2.00006e-05,1.9999e-05,0.999951,1.20482e+09,5.84795e+08,3.18954e+06,2.8600,3.2900,2.0100,0.7700,1.6200,0.80308,0.290862
p_casc,typical,-40,2.97,2e-05,2.00002e-05,1.99986e-05,0.999931,1.02564e+09,2.78164e+08,2.14606e+06,2.2300,2.7100,1.5600,0.7400,1.4100,0.852929,0.205069
p_casc,typical,-40,3.30,2e-05,2.00004e-05,1.9999e-05,0.999952,1.22699e+09,5.61798e+08,2.5393e+06,2.5600,3.0400,1.8200,0.7400,1.4800,0.852929,0.205069
p_casc,typical,-40,3.63,2e-05,2.00007e-05,1.99993e-05,0.999964,1.41844e+09,7.5188e+08,3.22857e+06,2.8900,3.3700,2.1000,0.7400,1.5300,0.852929,0.205069
p_casc,typical,27,2.97,2e-05,2.00003e-05,1.99986e-05,0.999932,9.80392e+08,2.75482e+08,2.28689e+06,2.2500,2.6800,1.5600,0.7200,1.4100,0.783939,0.238274
p_casc,typical,27,3.30,2e-05,2.00005e-05,1.99991e-05,0.999953,1.16959e+09,5.54017e+08,2.75752e+06,2.5800,3.0100,1.8200,0.7200,1.4800,0.783939,0.238274
p_casc,typical,27,3.63,2e-05,2.00008e-05,1.99993e-05,0.999965,1.34228e+09,7.35294e+08,3.60757e+06,2.9100,3.3400,2.1100,0.7200,1.5200,0.783939,0.238274
p_casc,typical,125,2.97,2e-05,2.00004e-05,1.99987e-05,0.999937,9.38967e+08,2.91545e+08,2.50504e+06,2.2900,2.6400,1.5700,0.6800,1.4000,0.683027,0.282745
p_casc,typical,125,3.30,2e-05,2.00007e-05,1.99991e-05,0.999957,1.11111e+09,5.58659e+08,3.12217e+06,2.6200,2.9700,1.8300,0.6800,1.4700,0.683027,0.282745
p_casc,typical,125,3.63,2e-05,2.0001e-05,1.99994e-05,0.999969,1.26582e+09,7.19424e+08,4.28293e+06,2.9500,3.3000,2.1200,0.6800,1.5100,0.683027,0.282745
p_simple,ff,-40,2.97,2e-05,2.05833e-05,2.02004e-05,1.01002,3.9077e+06,3.04192e+06,1.99448e+06,2.0100,2.7200,2.3100,0.9600,0.6600,0.732849,0.198865
p_simple,ff,-40,3.30,2e-05,2.06774e-05,2.0254e-05,1.0127,4.18279e+06,3.30497e+06,2.19e+06,2.2200,3.0400,2.5800,1.0800,0.7200,0.732849,0.198865
p_simple,ff,-40,3.63,2e-05,2.0826e-05,2.03008e-05,1.01504,4.37474e+06,3.53957e+06,2.37702e+06,2.4300,3.3600,2.8500,1.2000,0.7800,0.732849,0.198865
p_simple,ff,27,2.97,2e-05,2.0574e-05,2.02097e-05,1.01049,4.09391e+06,3.17279e+06,2.07734e+06,2.0200,2.7000,2.3000,0.9500,0.6700,0.663862,0.231038
p_simple,ff,27,3.30,2e-05,2.06612e-05,2.02611e-05,1.01305,4.39377e+06,3.4506e+06,2.28123e+06,2.2400,3.0200,2.5800,1.0600,0.7200,0.663862,0.231038
p_simple,ff,27,3.63,2e-05,2.07983e-05,2.03058e-05,1.01529,4.61467e+06,3.69973e+06,2.47623e+06,2.4500,3.3500,2.8500,1.1800,0.7800,0.663862,0.231038
p_simple,ff,125,2.97,2e-05,2.05715e-05,2.02273e-05,1.01136,4.31518e+06,3.33639e+06,2.18718e+06,2.0500,2.6700,2.3000,0.9200,0.6700,0.562955,0.273951
p_simple,ff,125,3.30,2e-05,2.06513e-05,2.02761e-05,1.01381,4.64188e+06,3.62943e+06,2.4018e+06,2.2600,3.0000,2.5700,1.0400,0.7300,0.562955,0.273951
p_simple,ff,125,3.63,2e-05,2.0775e-05,2.03187e-05,1.01593,4.8968e+06,3.89378e+06,2.6061e+06,2.4800,3.3200,2.8500,1.1500,0.7800,0.562955,0.273951
p_simple,fs,-40,2.97,2e-05,2.04789e-05,2.01028e-05,1.00514,3.95194e+06,3.0604e+06,1.99535e+06,2.0000,2.7100,2.3000,0.9700,0.6700,0.940442,0.208933
p_simple,fs,-40,3.30,2e-05,2.05652e-05,2.0156e-05,1.0078,4.24394e+06,3.32978e+06,2.19332e+06,2.2200,3.0300,2.5700,1.0800,0.7300,0.940442,0.208933
p_simple,fs,-40,3.63,2e-05,2.06961e-05,2.02024e-05,1.01012,4.47017e+06,3.57098e+06,2.38299e+06,2.4300,3.3500,2.8500,1.2000,0.7800,0.940442,0.208933
p_simple,fs,27,2.97,2e-05,2.04705e-05,2.0112e-05,1.0056,4.13334e+06,3.18944e+06,2.07876e+06,2.0200,2.6900,2.3000,0.9500,0.6700,0.871448,0.242743
p_simple,fs,27,3.30,2e-05,2.05508e-05,2.0163e-05,1.00815,4.4487e+06,3.47283e+06,2.28493e+06,2.2400,3.0100,2.5700,1.0600,0.7300,0.871448,0.242743
p_simple,fs,27,3.63,2e-05,2.06712e-05,2.02075e-05,1.01037,4.70289e+06,3.72773e+06,2.48222e+06,2.4500,3.3400,2.8400,1.1800,0.7900,0.871448,0.242743
p_simple,fs,125,2.97,2e-05,2.0467e-05,2.01277e-05,1.00639,4.35284e+06,3.35419e+06,2.19089e+06,2.0500,2.6600,2.2900,0.9200,0.6800,0.770533,0.288123
p_simple,fs,125,3.30,2e-05,2.05406e-05,2.01762e-05,1.00881,4.69329e+06,3.65203e+06,2.40813e+06,2.2600,2.9900,2.5700,1.0400,0.7300,0.770533,0.288123
p_simple,fs,125,3.63,2e-05,2.06491e-05,2.02185e-05,1.01093,4.97934e+06,3.92126e+06,2.61469e+06,2.4800,3.3100,2.8400,1.1500,0.7900,0.770533,0.288123
p_simple,sf,-40,2.97,2e-05,2.05654e-05,2.01835e-05,1.00918,3.90793e+06,3.03799e+06,1.98991e+06,2.0000,2.7100,2.3100,0.9700,0.6600,0.765412,0.201087
p_simple,sf,-40,3.30,2e-05,2.06571e-05,2.02372e-05,1.01186,4.18743e+06,3.3018e+06,2.18529e+06,2.2200,3.0400,2.5800,1.0800,0.7200,0.765412,0.201087
p_simple,sf,-40,3.63,2e-05,2.07999e-05,2.0284e-05,1.0142,4.39039e+06,3.53738e+06,2.37225e+06,2.4300,3.3600,2.8500,1.2000,0.7800,0.765412,0.201087
p_simple,sf,27,2.97,2e-05,2.05561e-05,2.01925e-05,1.00963,4.09274e+06,3.16867e+06,2.07361e+06,2.0200,2.7000,2.3000,0.9500,0.6700,0.696424,0.233648
p_simple,sf,27,3.30,2e-05,2.06411e-05,2.02439e-05,1.0122,4.39647e+06,3.44691e+06,2.27723e+06,2.2400,3.0200,2.5700,1.0600,0.7300,0.696424,0.233648
p_simple,sf,27,3.63,2e-05,2.07728e-05,2.02887e-05,1.01444,4.62802e+06,3.69672e+06,2.472e+06,2.4500,3.3400,2.8500,1.1800,0.7800,0.696424,0.233648
p_simple,sf,125,2.97,2e-05,2.0553e-05,2.02094e-05,1.01047,4.31369e+06,3.33322e+06,2.18517e+06,2.0500,2.6700,2.3000,0.9200,0.6700,0.595515,0.277129
p_simple,sf,125,3.30,2e-05,2.06309e-05,2.02583e-05,1.01291,4.6435e+06,3.62647e+06,2.39955e+06,2.2600,3.0000,2.5700,1.0400,0.7300,0.595515,0.277129
p_simple,sf,125,3.63,2e-05,2.07496e-05,2.03008e-05,1.01504,4.90822e+06,3.89105e+06,2.60352e+06,2.4800,3.3200,2.8500,1.1500,0.7800,0.595515,0.277129
p_simple,ss,-40,2.97,2e-05,2.04658e-05,2.0089e-05,1.00445,3.9384e+06,3.03965e+06,1.97007e+06,2.0000,2.7100,2.2900,0.9700,0.6800,0.972992,0.210847
p_simple,ss,-40,3.30,2e-05,2.05507e-05,2.01426e-05,1.00713,4.23469e+06,3.31087e+06,2.16852e+06,2.2100,3.0300,2.5600,1.0900,0.7400,0.972992,0.210847
p_simple,ss,-40,3.63,2e-05,2.06778e-05,2.01892e-05,1.00946,4.46947e+06,3.55391e+06,2.35885e+06,2.4300,3.3500,2.8400,1.2000,0.7900,0.972992,0.210847
p_simple,ss,27,2.97,2e-05,2.04584e-05,2.00985e-05,1.00492,4.11142e+06,3.16066e+06,2.0461e+06,2.0200,2.6900,2.2900,0.9500,0.6800,0.903997,0.244996
p_simple,ss,27,3.30,2e-05,2.05374e-05,2.015e-05,1.0075,4.43095e+06,3.44572e+06,2.25256e+06,2.2300,3.0100,2.5600,1.0700,0.7400,0.903997,0.244996
p_simple,ss,27,3.63,2e-05,2.06545e-05,2.01947e-05,1.00974,4.69351e+06,3.7024e+06,2.45038e+06,2.4500,3.3300,2.8300,1.1800,0.8000,0.903997,0.244996
p_simple,ss,125,2.97,2e-05,2.04561e-05,2.01146e-05,1.00573,4.31863e+06,3.31356e+06,2.14719e+06,2.0400,2.6600,2.2900,0.9300,0.6800,0.80308,0.290862
p_simple,ss,125,3.30,2e-05,2.05287e-05,2.01637e-05,1.00818,4.66298e+06,3.61304e+06,2.36446e+06,2.2500,2.9800,2.5600,1.0500,0.7400,0.80308,0.290862
p_simple,ss,125,3.63,2e-05,2.06341e-05,2.02064e-05,1.01032,4.95712e+06,3.88395e+06,2.57132e+06,2.4800,3.3100,2.8300,1.1500,0.8000,0.80308,0.290862
p_simple,typical,-40,2.97,2e-05,2.05198e-05,2.01413e-05,1.00707,3.9343e+06,3.05455e+06,1.9993e+06,2.0100,2.7100,2.3000,0.9600,0.6700,0.852929,0.205069
p_simple,typical,-40,3.30,2e-05,2.06086e-05,2.01947e-05,1.00973,4.21985e+06,3.32088e+06,2.19575e+06,2.2200,3.0300,2.5800,1.0800,0.7200,0.852929,0.205069
p_simple,typical,-40,3.63,2e-05,2.07451e-05,2.02412e-05,1.01206,4.43469e+06,3.55897e+06,2.38388e+06,2.4300,3.3600,2.8500,1.2000,0.7800,0.852929,0.205069
p_simple,typical,27,2.97,2e-05,2.05106e-05,2.01502e-05,1.00751,4.11972e+06,3.187e+06,2.08546e+06,2.0200,2.6900,2.3000,0.9500,0.6700,0.783939,0.238274
p_simple,typical,27,3.30,2e-05,2.0593e-05,2.02013e-05,1.01007,4.42899e+06,3.46741e+06,2.29019e+06,2.2400,3.0200,2.5700,1.0600,0.7300,0.783939,0.238274
p_simple,typical,27,3.63,2e-05,2.07187e-05,2.02458e-05,1.01229,4.67202e+06,3.71941e+06,2.48599e+06,2.4600,3.3400,2.8500,1.1700,0.7800,0.783939,0.238274
p_simple,typical,125,2.97,2e-05,2.05066e-05,2.0166e-05,1.0083,4.34377e+06,3.35576e+06,2.20143e+06,2.0500,2.6700,2.3000,0.9200,0.6700,0.683027,0.282745
p_simple,typical,125,3.30,2e-05,2.05821e-05,2.02146e-05,1.01073,4.67858e+06,3.65083e+06,2.41712e+06,2.2600,2.9900,2.5700,1.0400,0.7300,0.683027,0.282745
p_simple,typical,125,3.63,2e-05,2.06953e-05,2.02569e-05,1.01284,4.95393e+06,3.91734e+06,2.62219e+06,2.4800,3.3200,2.8500,1.1500,0.7800,0.683027,0.282745
p_ws,ff,-40,2.97,2e-05,2.00784e-05,2.00283e-05,1.00141,3.0021e+07,2.19804e+07,1.24463e+07,2.5800,2.6800,2.1600,0.3900,0.8100,0.732849,0.198865
p_ws,ff,-40,3.30,2e-05,2.00932e-05,2.00356e-05,1.00178,3.27011e+07,2.43962e+07,1.42349e+07,2.9000,3.0100,2.4300,0.4000,0.8700,0.732849,0.198865
p_ws,ff,-40,3.63,2e-05,2.01262e-05,2.00419e-05,1.00209,3.46861e+07,2.6564e+07,1.59324e+07,3.2300,3.3400,2.7000,0.4000,0.9300,0.732849,0.198865
p_ws,ff,27,2.97,2e-05,2.00777e-05,2.00302e-05,1.00151,3.13873e+07,2.27505e+07,1.25376e+07,2.5300,2.6400,2.1400,0.4400,0.8300,0.663862,0.231038
p_ws,ff,27,3.30,2e-05,2.00904e-05,2.00373e-05,1.00186,3.43348e+07,2.53325e+07,1.44886e+07,2.8600,2.9700,2.4100,0.4400,0.8900,0.663862,0.231038
p_ws,ff,27,3.63,2e-05,2.01179e-05,2.00433e-05,1.00217,3.67444e+07,2.76587e+07,1.63119e+07,3.1800,3.3000,2.6800,0.4500,0.9500,0.663862,0.231038
p_ws,ff,125,2.97,2e-05,2.00793e-05,2.00343e-05,1.00171,3.28515e+07,2.35905e+07,1.23503e+07,2.4600,2.5800,2.1100,0.5100,0.8600,0.562955,0.273951
p_ws,ff,125,3.30,2e-05,2.00898e-05,2.00411e-05,1.00205,3.60815e+07,2.63435e+07,1.4637e+07,2.7900,2.9100,2.3800,0.5100,0.9200,0.562955,0.273951
p_ws,ff,125,3.63,2e-05,2.01113e-05,2.00469e-05,1.00234,3.89408e+07,2.88392e+07,1.66667e+07,3.1200,3.2400,2.6600,0.5100,0.9700,0.562955,0.273951
p_ws,fs,-40,2.97,2e-05,2.00623e-05,2.00137e-05,1.00068,3.0774e+07,2.23414e+07,1.24332e+07,2.5600,2.6600,2.1500,0.4100,0.8200,0.940442,0.208933
p_ws,fs,-40,3.30,2e-05,2.00757e-05,2.00209e-05,1.00104,3.36361e+07,2.48633e+07,1.42908e+07,2.8900,2.9900,2.4200,0.4100,0.8800,0.940442,0.208933
p_ws,fs,-40,3.63,2e-05,2.01053e-05,2.0027e-05,1.00135,3.59002e+07,2.71407e+07,1.60527e+07,3.2100,3.3200,2.6800,0.4200,0.9500,0.940442,0.208933
p_ws,fs,27,2.97,2e-05,2.00615e-05,2.00152e-05,1.00076,3.20256e+07,2.30256e+07,1.2427e+07,2.5100,2.6200,2.1300,0.4600,0.8400,0.871448,0.242743
p_ws,fs,27,3.30,2e-05,2.00731e-05,2.00222e-05,1.00111,3.51432e+07,2.57069e+07,1.44676e+07,2.8400,2.9500,2.3900,0.4600,0.9100,0.871448,0.242743
p_ws,fs,27,3.63,2e-05,2.00974e-05,2.00281e-05,1.00141,3.78143e+07,2.81294e+07,1.63586e+07,3.1600,3.2800,2.6700,0.4700,0.9600,0.871448,0.242743
p_ws,fs,125,2.97,2e-05,2.00623e-05,2.0018e-05,1.0009,3.32613e+07,2.37051e+07,1.19839e+07,2.4400,2.5600,2.0900,0.5300,0.8800,0.770533,0.288123
p_ws,fs,125,3.30,2e-05,2.0072e-05,2.00248e-05,1.00124,3.66233e+07,2.65393e+07,1.44363e+07,2.7700,2.8900,2.3600,0.5300,0.9400,0.770533,0.288123
p_ws,fs,125,3.63,2e-05,2.00909e-05,2.00306e-05,1.00153,3.96904e+07,2.91121e+07,1.65659e+07,3.0900,3.2200,2.6400,0.5400,0.9900,0.770533,0.288123
p_ws,sf,-40,2.97,2e-05,2.00755e-05,2.00256e-05,1.00128,3.01023e+07,2.19974e+07,1.2417e+07,2.5700,2.6700,2.1600,0.4000,0.8100,0.765412,0.201087
p_ws,sf,-40,3.30,2e-05,2.009e-05,2.0033e-05,1.00165,3.28192e+07,2.4426e+07,1.42136e+07,2.9000,3.0000,2.4300,0.4000,0.8700,0.765412,0.201087
p_ws,sf,-40,3.63,2e-05,2.01222e-05,2.00392e-05,1.00196,3.48736e+07,2.6617e+07,1.59185e+07,3.2300,3.3300,2.7000,0.4000,0.9300,0.765412,0.201087
p_ws,sf,27,2.97,2e-05,2.00748e-05,2.00275e-05,1.00137,3.14564e+07,2.27609e+07,1.25016e+07,2.5200,2.6300,2.1400,0.4500,0.8300,0.696424,0.233648
p_ws,sf,27,3.30,2e-05,2.00872e-05,2.00345e-05,1.00173,3.44412e+07,2.5355e+07,1.44634e+07,2.8500,2.9600,2.4100,0.4500,0.8900,0.696424,0.233648
p_ws,sf,27,3.63,2e-05,2.01138e-05,2.00406e-05,1.00203,3.6914e+07,2.7697e+07,1.62959e+07,3.1800,3.2900,2.6800,0.4500,0.9500,0.696424,0.233648
p_ws,sf,125,2.97,2e-05,2.0076e-05,2.00312e-05,1.00156,3.28947e+07,2.35905e+07,1.22812e+07,2.4600,2.5800,2.1000,0.5100,0.8700,0.595515,0.277129
p_ws,sf,125,3.30,2e-05,2.00864e-05,2.0038e-05,1.0019,3.61468e+07,2.63574e+07,1.45964e+07,2.7800,2.9100,2.3800,0.5200,0.9200,0.595515,0.277129
p_ws,sf,125,3.63,2e-05,2.01072e-05,2.00438e-05,1.00219,3.90625e+07,2.886e+07,1.66431e+07,3.1100,3.2400,2.6500,0.5200,0.9800,0.595515,0.277129
p_ws,ss,-40,2.97,2e-05,2.00602e-05,2.00117e-05,1.00058,3.07929e+07,2.22445e+07,1.22444e+07,2.5600,2.6600,2.1400,0.4100,0.8300,0.972992,0.210847
p_ws,ss,-40,3.30,2e-05,2.00734e-05,2.00189e-05,1.00094,3.37041e+07,2.47985e+07,1.41153e+07,2.8800,2.9900,2.4100,0.4200,0.8900,0.972992,0.210847
p_ws,ss,-40,3.63,2e-05,2.01023e-05,2.00251e-05,1.00125,3.6036e+07,2.71039e+07,1.58907e+07,3.2100,3.3200,2.6800,0.4200,0.9500,0.972992,0.210847
p_ws,ss,27,2.97,2e-05,2.00596e-05,2.00132e-05,1.00066,3.19642e+07,2.28493e+07,1.21662e+07,2.5000,2.6200,2.1200,0.4700,0.8500,0.903997,0.244996
p_ws,ss,27,3.30,2e-05,2.00709e-05,2.00202e-05,1.00101,3.51309e+07,2.55591e+07,1.42157e+07,2.8300,2.9500,2.3900,0.4700,0.9100,0.903997,0.244996
p_ws,ss,27,3.63,2e-05,2.00947e-05,2.00262e-05,1.00131,3.78644e+07,2.80112e+07,1.61199e+07,3.1600,3.2800,2.6600,0.4700,0.9700,0.903997,0.244996
