corner,temp_c,vdd,trim,corner_id,twin_r,twin_f,verdict
fs,125.0,3.63,c6,fs_125c_3.63v_c6,1.70258e-09,1.65038e-09,PASS
fs,125.0,3.63,c7,fs_125c_3.63v_c7,1.79195e-09,1.73662e-09,PASS
sf,-40.0,2.97,c0,sf_-40c_2.97v_c0,1.01386e-09,1.01596e-09,PASS
sf,-40.0,2.97,c1,sf_-40c_2.97v_c1,1.07837e-09,1.078e-09,PASS
sf,-40.0,2.97,c2,sf_-40c_2.97v_c2,1.13708e-09,1.13398e-09,PASS
sf,-40.0,2.97,c3,sf_-40c_2.97v_c3,1.20512e-09,1.19978e-09,PASS
sf,-40.0,2.97,c4,sf_-40c_2.97v_c4,1.26406e-09,1.25573e-09,PASS
sf,-40.0,2.97,c5,sf_-40c_2.97v_c5,1.33455e-09,1.32449e-09,PASS
sf,-40.0,2.97,c6,sf_-40c_2.97v_c6,1.3992e-09,1.38685e-09,PASS
sf,-40.0,2.97,c7,sf_-40c_2.97v_c7,1.47119e-09,1.45786e-09,PASS
sf,-40.0,3.3,c0,sf_-40c_3.30v_c0,9.52762e-10,9.49185e-10,PASS
sf,-40.0,3.3,c1,sf_-40c_3.30v_c1,1.01417e-09,1.00839e-09,PASS
sf,-40.0,3.3,c2,sf_-40c_3.30v_c2,1.07045e-09,1.06212e-09,PASS
sf,-40.0,3.3,c3,sf_-40c_3.30v_c3,1.13505e-09,1.12489e-09,PASS
sf,-40.0,3.3,c4,sf_-40c_3.30v_c4,1.19162e-09,1.17881e-09,PASS
sf,-40.0,3.3,c5,sf_-40c_3.30v_c5,1.2584e-09,1.24437e-09,PASS
sf,-40.0,3.3,c6,sf_-40c_3.30v_c6,1.32008e-09,1.30426e-09,PASS
sf,-40.0,3.3,c7,sf_-40c_3.30v_c7,1.38815e-09,1.3718e-09,PASS
sf,-40.0,3.63,c0,sf_-40c_3.63v_c0,9.06565e-10,8.99519e-10,PASS
sf,-40.0,3.63,c1,sf_-40c_3.63v_c1,9.6561e-10,9.56652e-10,PASS
sf,-40.0,3.63,c2,sf_-40c_3.63v_c2,1.02006e-09,1.0088e-09,PASS
sf,-40.0,3.63,c3,sf_-40c_3.63v_c3,1.08201e-09,1.0693e-09,PASS
sf,-40.0,3.63,c4,sf_-40c_3.63v_c4,1.13672e-09,1.12179e-09,PASS
sf,-40.0,3.63,c5,sf_-40c_3.63v_c5,1.20062e-09,1.18483e-09,PASS
sf,-40.0,3.63,c6,sf_-40c_3.63v_c6,1.25999e-09,1.24282e-09,PASS
sf,-40.0,3.63,c7,sf_-40c_3.63v_c7,1.32503e-09,1.30749e-09,PASS
sf,27.0,2.97,c0,sf_27c_2.97v_c0,1.15167e-09,1.15364e-09,PASS
sf,27.0,2.97,c1,sf_27c_2.97v_c1,1.22497e-09,1.22443e-09,PASS
sf,27.0,2.97,c2,sf_27c_2.97v_c2,1.29211e-09,1.28875e-09,PASS
sf,27.0,2.97,c3,sf_27c_2.97v_c3,1.36941e-09,1.36383e-09,PASS
sf,27.0,2.97,c4,sf_27c_2.97v_c4,1.43654e-09,1.42805e-09,PASS
sf,27.0,2.97,c5,sf_27c_2.97v_c5,1.51665e-09,1.50651e-09,PASS
sf,27.0,2.97,c6,sf_27c_2.97v_c6,1.59048e-09,1.57816e-09,PASS
sf,27.0,2.97,c7,sf_27c_2.97v_c7,1.67235e-09,1.65919e-09,PASS
sf,27.0,3.3,c0,sf_27c_3.30v_c0,1.07966e-09,1.07605e-09,PASS
sf,27.0,3.3,c1,sf_27c_3.30v_c1,1.14913e-09,1.14332e-09,PASS
sf,27.0,3.3,c2,sf_27c_3.30v_c2,1.21307e-09,1.2047e-09,PASS
sf,27.0,3.3,c3,sf_27c_3.30v_c3,1.28614e-09,1.27598e-09,PASS
sf,27.0,3.3,c4,sf_27c_3.30v_c4,1.35011e-09,1.33746e-09,PASS
sf,27.0,3.3,c5,sf_27c_3.30v_c5,1.42569e-09,1.41187e-09,PASS
sf,27.0,3.3,c6,sf_27c_3.30v_c6,1.49574e-09,1.48022e-09,PASS
sf,27.0,3.3,c7,sf_27c_3.30v_c7,1.57288e-09,1.55684e-09,PASS
sf,27.0,3.63,c0,sf_27c_3.63v_c0,1.02466e-09,1.0176e-09,PASS
sf,27.0,3.63,c1,sf_27c_3.63v_c1,1.09119e-09,1.08223e-09,PASS
sf,27.0,3.63,c2,sf_27c_3.63v_c2,1.15271e-09,1.14149e-09,PASS
sf,27.0,3.63,c3,sf_27c_3.63v_c3,1.22254e-09,1.20989e-09,PASS
sf,27.0,3.63,c4,sf_27c_3.63v_c4,1.28405e-09,1.26934e-09,PASS
sf,27.0,3.63,c5,sf_27c_3.63v_c5,1.35614e-09,1.34057e-09,PASS
sf,27.0,3.63,c6,sf_27c_3.63v_c6,1.42324e-09,1.40637e-09,PASS
sf,27.0,3.63,c7,sf_27c_3.63v_c7,1.49671e-09,1.47945e-09,PASS
sf,125.0,2.97,c0,sf_125c_2.97v_c0,1.35149e-09,1.3496e-09,PASS
sf,125.0,2.97,c1,sf_125c_2.97v_c1,1.4374e-09,1.43318e-09,PASS
sf,125.0,2.97,c2,sf_125c_2.97v_c2,1.51704e-09,1.51016e-09,PASS
sf,125.0,2.97,c3,sf_125c_2.97v_c3,1.60761e-09,1.59876e-09,PASS
sf,125.0,2.97,c4,sf_125c_2.97v_c4,1.6869e-09,1.67556e-09,PASS
sf,125.0,2.97,c5,sf_125c_2.97v_c5,1.78078e-09,1.76809e-09,PASS
sf,125.0,2.97,c6,sf_125c_2.97v_c6,1.86815e-09,1.85364e-09,PASS
sf,125.0,2.97,c7,sf_125c_2.97v_c7,1.9642e-09,1.94907e-09,PASS
sf,125.0,3.3,c0,sf_125c_3.30v_c0,1.26413e-09,1.25776e-09,PASS
sf,125.0,3.3,c1,sf_125c_3.30v_c1,1.34518e-09,1.33682e-09,PASS
sf,125.0,3.3,c2,sf_125c_3.30v_c2,1.42058e-09,1.40987e-09,PASS
sf,125.0,3.3,c3,sf_125c_3.30v_c3,1.50586e-09,1.49358e-09,PASS
sf,125.0,3.3,c4,sf_125c_3.30v_c4,1.58092e-09,1.56656e-09,PASS
sf,125.0,3.3,c5,sf_125c_3.30v_c5,1.66917e-09,1.65383e-09,PASS
sf,125.0,3.3,c6,sf_125c_3.30v_c6,1.7516e-09,1.73485e-09,PASS
sf,125.0,3.3,c7,sf_125c_3.30v_c7,1.84177e-09,1.82458e-09,PASS
sf,125.0,3.63,c0,sf_125c_3.63v_c0,1.19599e-09,1.18691e-09,PASS
sf,125.0,3.63,c1,sf_125c_3.63v_c1,1.27329e-09,1.2625e-09,PASS
sf,125.0,3.63,c2,sf_125c_3.63v_c2,1.34541e-09,1.33256e-09,PASS
sf,125.0,3.63,c3,sf_125c_3.63v_c3,1.42659e-09,1.41246e-09,PASS
sf,125.0,3.63,c4,sf_125c_3.63v_c4,1.49833e-09,1.48249e-09,PASS
sf,125.0,3.63,c5,sf_125c_3.63v_c5,1.58221e-09,1.56559e-09,PASS
sf,125.0,3.63,c6,sf_125c_3.63v_c6,1.66077e-09,1.64303e-09,PASS
sf,125.0,3.63,c7,sf_125c_3.63v_c7,1.74634e-09,1.72824e-09,PASS
res_ff,-40.0,2.97,c0,res_ff_-40c_2.97v_c0,1.01403e-09,1.01485e-09,PASS
res_ff,-40.0,2.97,c1,res_ff_-40c_2.97v_c1,1.08005e-09,1.07697e-09,PASS
res_ff,-40.0,2.97,c2,res_ff_-40c_2.97v_c2,1.14005e-09,1.13257e-09,PASS
res_ff,-40.0,2.97,c3,res_ff_-40c_2.97v_c3,1.20943e-09,1.19849e-09,PASS
res_ff,-40.0,2.97,c4,res_ff_-40c_2.97v_c4,1.26928e-09,1.25377e-09,PASS
res_ff,-40.0,2.97,c5,res_ff_-40c_2.97v_c5,1.34096e-09,1.32275e-09,PASS
res_ff,-40.0,2.97,c6,res_ff_-40c_2.97v_c6,1.40653e-09,1.38478e-09,PASS
res_ff,-40.0,2.97,c7,res_ff_-40c_2.97v_c7,1.47962e-09,1.45621e-09,PASS
res_ff,-40.0,3.3,c0,res_ff_-40c_3.30v_c0,9.51843e-10,9.46164e-10,PASS
res_ff,-40.0,3.3,c1,res_ff_-40c_3.30v_c1,1.01451e-09,1.00541e-09,PASS
res_ff,-40.0,3.3,c2,res_ff_-40c_3.30v_c2,1.07184e-09,1.05879e-09,PASS
res_ff,-40.0,3.3,c3,res_ff_-40c_3.30v_c3,1.13756e-09,1.12165e-09,PASS
res_ff,-40.0,3.3,c4,res_ff_-40c_3.30v_c4,1.19475e-09,1.17494e-09,PASS
res_ff,-40.0,3.3,c5,res_ff_-40c_3.30v_c5,1.26249e-09,1.24062e-09,PASS
res_ff,-40.0,3.3,c6,res_ff_-40c_3.30v_c6,1.32487e-09,1.30018e-09,PASS
res_ff,-40.0,3.3,c7,res_ff_-40c_3.30v_c7,1.39378e-09,1.36793e-09,PASS
res_ff,-40.0,3.63,c0,res_ff_-40c_3.63v_c0,9.04981e-10,8.95233e-10,PASS
res_ff,-40.0,3.63,c1,res_ff_-40c_3.63v_c1,9.6511e-10,9.52346e-10,PASS
res_ff,-40.0,3.63,c2,res_ff_-40c_3.63v_c2,1.02043e-09,1.00415e-09,PASS
res_ff,-40.0,3.63,c3,res_ff_-40c_3.63v_c3,1.08333e-09,1.06464e-09,PASS
res_ff,-40.0,3.63,c4,res_ff_-40c_3.63v_c4,1.13847e-09,1.1165e-09,PASS
res_ff,-40.0,3.63,c5,res_ff_-40c_3.63v_c5,1.20318e-09,1.17953e-09,PASS
res_ff,-40.0,3.63,c6,res_ff_-40c_3.63v_c6,1.26308e-09,1.23713e-09,PASS
res_ff,-40.0,3.63,c7,res_ff_-40c_3.63v_c7,1.32881e-09,1.3018e-09,PASS
res_ff,27.0,2.97,c0,res_ff_27c_2.97v_c0,1.1539e-09,1.15269e-09,PASS
res_ff,27.0,2.97,c1,res_ff_27c_2.97v_c1,1.22926e-09,1.2237e-09,PASS
res_ff,27.0,2.97,c2,res_ff_27c_2.97v_c2,1.29821e-09,1.28778e-09,PASS
res_ff,27.0,2.97,c3,res_ff_27c_2.97v_c3,1.37732e-09,1.36306e-09,PASS
res_ff,27.0,2.97,c4,res_ff_27c_2.97v_c4,1.44574e-09,1.42664e-09,PASS
res_ff,27.0,2.97,c5,res_ff_27c_2.97v_c5,1.52742e-09,1.50537e-09,PASS
res_ff,27.0,2.97,c6,res_ff_27c_2.97v_c6,1.60254e-09,1.57673e-09,PASS
res_ff,27.0,2.97,c7,res_ff_27c_2.97v_c7,1.68583e-09,1.65816e-09,PASS
res_ff,27.0,3.3,c0,res_ff_27c_3.30v_c0,1.08046e-09,1.07299e-09,PASS
res_ff,27.0,3.3,c1,res_ff_27c_3.30v_c1,1.15165e-09,1.14039e-09,PASS
res_ff,27.0,3.3,c2,res_ff_27c_3.30v_c2,1.21708e-09,1.20152e-09,PASS
res_ff,27.0,3.3,c3,res_ff_27c_3.30v_c3,1.29169e-09,1.27294e-09,PASS
res_ff,27.0,3.3,c4,res_ff_27c_3.30v_c4,1.3566e-09,1.33378e-09,PASS
res_ff,27.0,3.3,c5,res_ff_27c_3.30v_c5,1.43351e-09,1.40834e-09,PASS
res_ff,27.0,3.3,c6,res_ff_27c_3.30v_c6,1.50457e-09,1.47634e-09,PASS
res_ff,27.0,3.3,c7,res_ff_27c_3.30v_c7,1.58286e-09,1.55316e-09,PASS
res_ff,27.0,3.63,c0,res_ff_27c_3.63v_c0,1.02447e-09,1.01305e-09,PASS
res_ff,27.0,3.63,c1,res_ff_27c_3.63v_c1,1.09248e-09,1.07774e-09,PASS
res_ff,27.0,3.63,c2,res_ff_27c_3.63v_c2,1.15524e-09,1.13671e-09,PASS
res_ff,27.0,3.63,c3,res_ff_27c_3.63v_c3,1.22638e-09,1.20514e-09,PASS
res_ff,27.0,3.63,c4,res_ff_27c_3.63v_c4,1.28857e-09,1.26391e-09,PASS
res_ff,27.0,3.63,c5,res_ff_27c_3.63v_c5,1.3618e-09,1.33515e-09,PASS
res_ff,27.0,3.63,c6,res_ff_27c_3.63v_c6,1.42973e-09,1.40052e-09,PASS
res_ff,27.0,3.63,c7,res_ff_27c_3.63v_c7,1.50418e-09,1.4736e-09,PASS
res_ff,125.0,2.97,c0,res_ff_125c_2.97v_c0,1.35635e-09,1.34723e-09,PASS
res_ff,125.0,2.97,c1,res_ff_125c_2.97v_c1,1.44511e-09,1.4311e-09,PASS
res_ff,125.0,2.97,c2,res_ff_125c_2.97v_c2,1.52726e-09,1.5079e-09,PASS
res_ff,125.0,2.97,c3,res_ff_125c_2.97v_c3,1.62041e-09,1.59674e-09,PASS
res_ff,125.0,2.97,c4,res_ff_125c_2.97v_c4,1.70142e-09,1.6728e-09,PASS
res_ff,125.0,2.97,c5,res_ff_125c_2.97v_c5,1.79758e-09,1.76556e-09,PASS
res_ff,125.0,2.97,c6,res_ff_125c_2.97v_c6,1.88683e-09,1.85077e-09,PASS
res_ff,125.0,2.97,c7,res_ff_125c_2.97v_c7,1.9849e-09,1.94648e-09,PASS
res_ff,125.0,3.3,c0,res_ff_125c_3.30v_c0,1.26694e-09,1.25316e-09,PASS
res_ff,125.0,3.3,c1,res_ff_125c_3.30v_c1,1.35034e-09,1.33236e-09,PASS
res_ff,125.0,3.3,c2,res_ff_125c_3.30v_c2,1.42775e-09,1.40516e-09,PASS
res_ff,125.0,3.3,c3,res_ff_125c_3.30v_c3,1.51515e-09,1.48896e-09,PASS
res_ff,125.0,3.3,c4,res_ff_125c_3.30v_c4,1.59144e-09,1.56114e-09,PASS
res_ff,125.0,3.3,c5,res_ff_125c_3.30v_c5,1.68156e-09,1.64846e-09,PASS
res_ff,125.0,3.3,c6,res_ff_125c_3.30v_c6,1.76545e-09,1.72903e-09,PASS
res_ff,125.0,3.3,c7,res_ff_125c_3.30v_c7,1.85729e-09,1.81882e-09,PASS
res_ff,125.0,3.63,c0,res_ff_125c_3.63v_c0,1.19722e-09,1.18065e-09,PASS
res_ff,125.0,3.63,c1,res_ff_125c_3.63v_c1,1.27647e-09,1.25624e-09,PASS
res_ff,125.0,3.63,c2,res_ff_125c_3.63v_c2,1.35019e-09,1.32596e-09,PASS
res_ff,125.0,3.63,c3,res_ff_125c_3.63v_c3,1.43312e-09,1.40581e-09,PASS
res_ff,125.0,3.63,c4,res_ff_125c_3.63v_c4,1.50571e-09,1.47496e-09,PASS
res_ff,125.0,3.63,c5,res_ff_125c_3.63v_c5,1.59113e-09,1.55796e-09,PASS
res_ff,125.0,3.63,c6,res_ff_125c_3.63v_c6,1.67083e-09,1.63484e-09,PASS
res_ff,125.0,3.63,c7,res_ff_125c_3.63v_c7,1.75778e-09,1.71994e-09,PASS
res_ss,-40.0,2.97,c0,res_ss_-40c_2.97v_c0,1.01403e-09,1.01485e-09,PASS
res_ss,-40.0,2.97,c1,res_ss_-40c_2.97v_c1,1.08005e-09,1.07697e-09,PASS
res_ss,-40.0,2.97,c2,res_ss_-40c_2.97v_c2,1.14005e-09,1.13257e-09,PASS
res_ss,-40.0,2.97,c3,res_ss_-40c_2.97v_c3,1.20943e-09,1.19849e-09,PASS
res_ss,-40.0,2.97,c4,res_ss_-40c_2.97v_c4,1.26928e-09,1.25377e-09,PASS
res_ss,-40.0,2.97,c5,res_ss_-40c_2.97v_c5,1.34096e-09,1.32275e-09,PASS
res_ss,-40.0,2.97,c6,res_ss_-40c_2.97v_c6,1.40653e-09,1.38478e-09,PASS
res_ss,-40.0,2.97,c7,res_ss_-40c_2.97v_c7,1.47962e-09,1.45621e-09,PASS
res_ss,-40.0,3.3,c0,res_ss_-40c_3.30v_c0,9.51843e-10,9.46164e-10,PASS
res_ss,-40.0,3.3,c1,res_ss_-40c_3.30v_c1,1.01451e-09,1.00541e-09,PASS
res_ss,-40.0,3.3,c2,res_ss_-40c_3.30v_c2,1.07184e-09,1.05879e-09,PASS
res_ss,-40.0,3.3,c3,res_ss_-40c_3.30v_c3,1.13756e-09,1.12165e-09,PASS
res_ss,-40.0,3.3,c4,res_ss_-40c_3.30v_c4,1.19475e-09,1.17494e-09,PASS
res_ss,-40.0,3.3,c5,res_ss_-40c_3.30v_c5,1.26249e-09,1.24062e-09,PASS
res_ss,-40.0,3.3,c6,res_ss_-40c_3.30v_c6,1.32487e-09,1.30018e-09,PASS
res_ss,-40.0,3.3,c7,res_ss_-40c_3.30v_c7,1.39378e-09,1.36793e-09,PASS
res_ss,-40.0,3.63,c0,res_ss_-40c_3.63v_c0,9.04981e-10,8.95233e-10,PASS
res_ss,-40.0,3.63,c1,res_ss_-40c_3.63v_c1,9.6511e-10,9.52346e-10,PASS
res_ss,-40.0,3.63,c2,res_ss_-40c_3.63v_c2,1.02043e-09,1.00415e-09,PASS
res_ss,-40.0,3.63,c3,res_ss_-40c_3.63v_c3,1.08333e-09,1.06464e-09,PASS
res_ss,-40.0,3.63,c4,res_ss_-40c_3.63v_c4,1.13847e-09,1.1165e-09,PASS
res_ss,-40.0,3.63,c5,res_ss_-40c_3.63v_c5,1.20318e-09,1.17953e-09,PASS
res_ss,-40.0,3.63,c6,res_ss_-40c_3.63v_c6,1.26308e-09,1.23713e-09,PASS
res_ss,-40.0,3.63,c7,res_ss_-40c_3.63v_c7,1.32881e-09,1.3018e-09,PASS
res_ss,27.0,2.97,c0,res_ss_27c_2.97v_c0,1.1539e-09,1.15269e-09,PASS
res_ss,27.0,2.97,c1,res_ss_27c_2.97v_c1,1.22926e-09,1.2237e-09,PASS
res_ss,27.0,2.97,c2,res_ss_27c_2.97v_c2,1.29821e-09,1.28778e-09,PASS
res_ss,27.0,2.97,c3,res_ss_27c_2.97v_c3,1.37732e-09,1.36306e-09,PASS
res_ss,27.0,2.97,c4,res_ss_27c_2.97v_c4,1.44574e-09,1.42664e-09,PASS
res_ss,27.0,2.97,c5,res_ss_27c_2.97v_c5,1.52742e-09,1.50537e-09,PASS
res_ss,27.0,2.97,c6,res_ss_27c_2.97v_c6,1.60254e-09,1.57673e-09,PASS
res_ss,27.0,2.97,c7,res_ss_27c_2.97v_c7,1.68583e-09,1.65816e-09,PASS
res_ss,27.0,3.3,c0,res_ss_27c_3.30v_c0,1.08046e-09,1.07299e-09,PASS
res_ss,27.0,3.3,c1,res_ss_27c_3.30v_c1,1.15165e-09,1.14039e-09,PASS
res_ss,27.0,3.3,c2,res_ss_27c_3.30v_c2,1.21708e-09,1.20152e-09,PASS
res_ss,27.0,3.3,c3,res_ss_27c_3.30v_c3,1.29169e-09,1.27294e-09,PASS
res_ss,27.0,3.3,c4,res_ss_27c_3.30v_c4,1.3566e-09,1.33378e-09,PASS
res_ss,27.0,3.3,c5,res_ss_27c_3.30v_c5,1.43351e-09,1.40834e-09,PASS
res_ss,27.0,3.3,c6,res_ss_27c_3.30v_c6,1.50457e-09,1.47634e-09,PASS
res_ss,27.0,3.3,c7,res_ss_27c_3.30v_c7,1.58286e-09,1.55316e-09,PASS
res_ss,27.0,3.63,c0,res_ss_27c_3.63v_c0,1.02447e-09,1.01305e-09,PASS
res_ss,27.0,3.63,c1,res_ss_27c_3.63v_c1,1.09248e-09,1.07774e-09,PASS
res_ss,27.0,3.63,c2,res_ss_27c_3.63v_c2,1.15524e-09,1.13671e-09,PASS
res_ss,27.0,3.63,c3,res_ss_27c_3.63v_c3,1.22638e-09,1.20514e-09,PASS
res_ss,27.0,3.63,c4,res_ss_27c_3.63v_c4,1.28857e-09,1.26391e-09,PASS
res_ss,27.0,3.63,c5,res_ss_27c_3.63v_c5,1.3618e-09,1.33515e-09,PASS
res_ss,27.0,3.63,c6,res_ss_27c_3.63v_c6,1.42973e-09,1.40052e-09,PASS
res_ss,27.0,3.63,c7,res_ss_27c_3.63v_c7,1.50418e-09,1.4736e-09,PASS
res_ss,125.0,2.97,c0,res_ss_125c_2.97v_c0,1.35635e-09,1.34723e-09,PASS
res_ss,125.0,2.97,c1,res_ss_125c_2.97v_c1,1.44511e-09,1.4311e-09,PASS
res_ss,125.0,2.97,c2,res_ss_125c_2.97v_c2,1.52726e-09,1.5079e-09,PASS
res_ss,125.0,2.97,c3,res_ss_125c_2.97v_c3,1.62041e-09,1.59674e-09,PASS
res_ss,125.0,2.97,c4,res_ss_125c_2.97v_c4,1.70142e-09,1.6728e-09,PASS
res_ss,125.0,2.97,c5,res_ss_125c_2.97v_c5,1.79758e-09,1.76556e-09,PASS
res_ss,125.0,2.97,c6,res_ss_125c_2.97v_c6,1.88683e-09,1.85077e-09,PASS
res_ss,125.0,2.97,c7,res_ss_125c_2.97v_c7,1.9849e-09,1.94648e-09,PASS
res_ss,125.0,3.3,c0,res_ss_125c_3.30v_c0,1.26694e-09,1.25316e-09,PASS
res_ss,125.0,3.3,c1,res_ss_125c_3.30v_c1,1.35034e-09,1.33236e-09,PASS
res_ss,125.0,3.3,c2,res_ss_125c_3.30v_c2,1.42775e-09,1.40516e-09,PASS
res_ss,125.0,3.3,c3,res_ss_125c_3.30v_c3,1.51515e-09,1.48896e-09,PASS
res_ss,125.0,3.3,c4,res_ss_125c_3.30v_c4,1.59144e-09,1.56114e-09,PASS
res_ss,125.0,3.3,c5,res_ss_125c_3.30v_c5,1.68156e-09,1.64846e-09,PASS
res_ss,125.0,3.3,c6,res_ss_125c_3.30v_c6,1.76545e-09,1.72903e-09,PASS
res_ss,125.0,3.3,c7,res_ss_125c_3.30v_c7,1.85729e-09,1.81882e-09,PASS
res_ss,125.0,3.63,c0,res_ss_125c_3.63v_c0,1.19722e-09,1.18065e-09,PASS
res_ss,125.0,3.63,c1,res_ss_125c_3.63v_c1,1.27647e-09,1.25624e-09,PASS
res_ss,125.0,3.63,c2,res_ss_125c_3.63v_c2,1.35019e-09,1.32596e-09,PASS
res_ss,125.0,3.63,c3,res_ss_125c_3.63v_c3,1.43312e-09,1.40581e-09,PASS
res_ss,125.0,3.63,c4,res_ss_125c_3.63v_c4,1.50571e-09,1.47496e-09,PASS
res_ss,125.0,3.63,c5,res_ss_125c_3.63v_c5,1.59113e-09,1.55796e-09,PASS
res_ss,125.0,3.63,c6,res_ss_125c_3.63v_c6,1.67083e-09,1.63484e-09,PASS
res_ss,125.0,3.63,c7,res_ss_125c_3.63v_c7,1.75778e-09,1.71994e-09,PASS
moscap_ff,-40.0,2.97,c0,moscap_ff_-40c_2.97v_c0,1.01403e-09,1.01485e-09,PASS
moscap_ff,-40.0,2.97,c1,moscap_ff_-40c_2.97v_c1,1.08005e-09,1.07697e-09,PASS
moscap_ff,-40.0,2.97,c2,moscap_ff_-40c_2.97v_c2,1.14005e-09,1.13257e-09,PASS
moscap_ff,-40.0,2.97,c3,moscap_ff_-40c_2.97v_c3,1.20943e-09,1.19849e-09,PASS
moscap_ff,-40.0,2.97,c4,moscap_ff_-40c_2.97v_c4,1.26928e-09,1.25377e-09,PASS
moscap_ff,-40.0,2.97,c5,moscap_ff_-40c_2.97v_c5,1.34096e-09,1.32275e-09,PASS
moscap_ff,-40.0,2.97,c6,moscap_ff_-40c_2.97v_c6,1.40653e-09,1.38478e-09,PASS
moscap_ff,-40.0,2.97,c7,moscap_ff_-40c_2.97v_c7,1.47962e-09,1.45621e-09,PASS
moscap_ff,-40.0,3.3,c0,moscap_ff_-40c_3.30v_c0,9.51843e-10,9.46164e-10,PASS
moscap_ff,-40.0,3.3,c1,moscap_ff_-40c_3.30v_c1,1.01451e-09,1.00541e-09,PASS
moscap_ff,-40.0,3.3,c2,moscap_ff_-40c_3.30v_c2,1.07184e-09,1.05879e-09,PASS
moscap_ff,-40.0,3.3,c3,moscap_ff_-40c_3.30v_c3,1.13756e-09,1.12165e-09,PASS
moscap_ff,-40.0,3.3,c4,moscap_ff_-40c_3.30v_c4,1.19475e-09,1.17494e-09,PASS
moscap_ff,-40.0,3.3,c5,moscap_ff_-40c_3.30v_c5,1.26249e-09,1.24062e-09,PASS
moscap_ff,-40.0,3.3,c6,moscap_ff_-40c_3.30v_c6,1.32487e-09,1.30018e-09,PASS
moscap_ff,-40.0,3.3,c7,moscap_ff_-40c_3.30v_c7,1.39378e-09,1.36793e-09,PASS
moscap_ff,-40.0,3.63,c0,moscap_ff_-40c_3.63v_c0,9.04981e-10,8.95233e-10,PASS
moscap_ff,-40.0,3.63,c1,moscap_ff_-40c_3.63v_c1,9.6511e-10,9.52346e-10,PASS
moscap_ff,-40.0,3.63,c2,moscap_ff_-40c_3.63v_c2,1.02043e-09,1.00415e-09,PASS
moscap_ff,-40.0,3.63,c3,moscap_ff_-40c_3.63v_c3,1.08333e-09,1.06464e-09,PASS
moscap_ff,-40.0,3.63,c4,moscap_ff_-40c_3.63v_c4,1.13847e-09,1.1165e-09,PASS
moscap_ff,-40.0,3.63,c5,moscap_ff_-40c_3.63v_c5,1.20318e-09,1.17953e-09,PASS
moscap_ff,-40.0,3.63,c6,moscap_ff_-40c_3.63v_c6,1.26308e-09,1.23713e-09,PASS
moscap_ff,-40.0,3.63,c7,moscap_ff_-40c_3.63v_c7,1.32881e-09,1.3018e-09,PASS
moscap_ff,27.0,2.97,c0,moscap_ff_27c_2.97v_c0,1.1539e-09,1.15269e-09,PASS
moscap_ff,27.0,2.97,c1,moscap_ff_27c_2.97v_c1,1.22926e-09,1.2237e-09,PASS
moscap_ff,27.0,2.97,c2,moscap_ff_27c_2.97v_c2,1.29821e-09,1.28778e-09,PASS
moscap_ff,27.0,2.97,c3,moscap_ff_27c_2.97v_c3,1.37732e-09,1.36306e-09,PASS
moscap_ff,27.0,2.97,c4,moscap_ff_27c_2.97v_c4,1.44574e-09,1.42664e-09,PASS
moscap_ff,27.0,2.97,c5,moscap_ff_27c_2.97v_c5,1.52742e-09,1.50537e-09,PASS
moscap_ff,27.0,2.97,c6,moscap_ff_27c_2.97v_c6,1.60254e-09,1.57673e-09,PASS
moscap_ff,27.0,2.97,c7,moscap_ff_27c_2.97v_c7,1.68583e-09,1.65816e-09,PASS
moscap_ff,27.0,3.3,c0,moscap_ff_27c_3.30v_c0,1.08046e-09,1.07299e-09,PASS
moscap_ff,27.0,3.3,c1,moscap_ff_27c_3.30v_c1,1.15165e-09,1.14039e-09,PASS
moscap_ff,27.0,3.3,c2,moscap_ff_27c_3.30v_c2,1.21708e-09,1.20152e-09,PASS
moscap_ff,27.0,3.3,c3,moscap_ff_27c_3.30v_c3,1.29169e-09,1.27294e-09,PASS
moscap_ff,27.0,3.3,c4,moscap_ff_27c_3.30v_c4,1.3566e-09,1.33378e-09,PASS
moscap_ff,27.0,3.3,c5,moscap_ff_27c_3.30v_c5,1.43351e-09,1.40834e-09,PASS
moscap_ff,27.0,3.3,c6,moscap_ff_27c_3.30v_c6,1.50457e-09,1.47634e-09,PASS
moscap_ff,27.0,3.3,c7,moscap_ff_27c_3.30v_c7,1.58286e-09,1.55316e-09,PASS
moscap_ff,27.0,3.63,c0,moscap_ff_27c_3.63v_c0,1.02447e-09,1.01305e-09,PASS
moscap_ff,27.0,3.63,c1,moscap_ff_27c_3.63v_c1,1.09248e-09,1.07774e-09,PASS
moscap_ff,27.0,3.63,c2,moscap_ff_27c_3.63v_c2,1.15524e-09,1.13671e-09,PASS
moscap_ff,27.0,3.63,c3,moscap_ff_27c_3.63v_c3,1.22638e-09,1.20514e-09,PASS
moscap_ff,27.0,3.63,c4,moscap_ff_27c_3.63v_c4,1.28857e-09,1.26391e-09,PASS
moscap_ff,27.0,3.63,c5,moscap_ff_27c_3.63v_c5,1.3618e-09,1.33515e-09,PASS
moscap_ff,27.0,3.63,c6,moscap_ff_27c_3.63v_c6,1.42973e-09,1.40052e-09,PASS
moscap_ff,27.0,3.63,c7,moscap_ff_27c_3.63v_c7,1.50418e-09,1.4736e-09,PASS
