# campaign: mc-cp-mismatch (dc)
# record_id: 20260923-095854-1655e11
# generated_utc: 2026-09-23T09:58:58Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /home/ubuntu/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: 3 corners x N=100 mismatch samples/corner
corner,seed,vctrl_v,iup_a,idn_a,mism_pct
ss_125c_2.97v,14,0.9,5.35644e-06,5.29819e-06,1.0934
ss_125c_2.97v,14,1.65,5.35109e-06,5.32239e-06,0.5378
ss_125c_2.97v,14,2.4,5.33581e-06,5.33289e-06,0.0547
ss_125c_2.97v,15,0.9,5.21272e-06,5.44133e-06,-4.2915
ss_125c_2.97v,15,1.65,5.20793e-06,5.47033e-06,-4.9147
ss_125c_2.97v,15,2.4,5.19456e-06,5.48285e-06,-5.4000
ss_125c_2.97v,16,0.9,5.37652e-06,5.5589e-06,-3.3356
ss_125c_2.97v,16,1.65,5.37109e-06,5.58708e-06,-3.9421
ss_125c_2.97v,16,2.4,5.35579e-06,5.59916e-06,-4.4431
ss_125c_2.97v,17,0.9,5.33874e-06,5.13994e-06,3.7944
ss_125c_2.97v,17,1.65,5.33354e-06,5.16052e-06,3.2975
ss_125c_2.97v,17,2.4,5.31882e-06,5.16944e-06,2.8485
ss_125c_2.97v,18,0.9,5.38968e-06,5.44223e-06,-0.9703
ss_125c_2.97v,18,1.65,5.38443e-06,5.46809e-06,-1.5418
ss_125c_2.97v,18,2.4,5.3699e-06,5.47934e-06,-2.0175
ss_125c_2.97v,19,0.9,5.30441e-06,5.23809e-06,1.2581
ss_125c_2.97v,19,1.65,5.29951e-06,5.26124e-06,0.7248
ss_125c_2.97v,19,2.4,5.28586e-06,5.27119e-06,0.2779
ss_125c_2.97v,20,0.9,5.29835e-06,5.32804e-06,-0.5588
ss_125c_2.97v,20,1.65,5.29361e-06,5.35493e-06,-1.1517
ss_125c_2.97v,20,2.4,5.28012e-06,5.36653e-06,-1.6232
ss_125c_2.97v,21,0.9,5.24482e-06,5.64148e-06,-7.2873
ss_125c_2.97v,21,1.65,5.23973e-06,5.67181e-06,-7.9197
ss_125c_2.97v,21,2.4,5.22552e-06,5.68464e-06,-8.4164
ss_125c_2.97v,22,0.9,5.41864e-06,5.37676e-06,0.7759
ss_125c_2.97v,22,1.65,5.41326e-06,5.40276e-06,0.1942
ss_125c_2.97v,22,2.4,5.39805e-06,5.41376e-06,-0.2906
ss_125c_2.97v,23,0.9,5.31937e-06,5.27735e-06,0.7931
ss_125c_2.97v,23,1.65,5.31391e-06,5.30305e-06,0.2046
ss_125c_2.97v,23,2.4,5.29875e-06,5.31415e-06,-0.2902
ss_125c_2.97v,24,0.9,5.25308e-06,5.5193e-06,-4.9426
ss_125c_2.97v,24,1.65,5.24795e-06,5.54841e-06,-5.5660
ss_125c_2.97v,24,2.4,5.23352e-06,5.56114e-06,-6.0700
ss_125c_2.97v,25,0.9,5.36256e-06,5.13122e-06,4.4091
ss_125c_2.97v,25,1.65,5.35728e-06,5.15153e-06,3.9158
ss_125c_2.97v,25,2.4,5.34251e-06,5.16038e-06,3.4682
ss_125c_2.97v,26,0.9,5.34488e-06,5.28013e-06,1.2188
ss_125c_2.97v,26,1.65,5.33977e-06,5.30569e-06,0.6403
ss_125c_2.97v,26,2.4,5.3255e-06,5.31644e-06,0.1703
ss_125c_2.97v,27,0.9,5.3693e-06,5.32249e-06,0.8756
ss_125c_2.97v,27,1.65,5.36399e-06,5.34626e-06,0.3311
ss_125c_2.97v,27,2.4,5.34926e-06,5.35637e-06,-0.1328
ss_125c_2.97v,28,0.9,5.29782e-06,5.47894e-06,-3.3613
ss_125c_2.97v,28,1.65,5.29288e-06,5.50678e-06,-3.9612
ss_125c_2.97v,28,2.4,5.27887e-06,5.51875e-06,-4.4432
ss_125c_2.97v,29,0.9,5.38477e-06,5.59107e-06,-3.7592
ss_125c_2.97v,29,1.65,5.37935e-06,5.61719e-06,-4.3257
ss_125c_2.97v,29,2.4,5.36411e-06,5.62819e-06,-4.8048
ss_125c_2.97v,30,0.9,5.34515e-06,5.19614e-06,2.8272
ss_125c_2.97v,30,1.65,5.33965e-06,5.22006e-06,2.2650
ss_125c_2.97v,30,2.4,5.32445e-06,5.23024e-06,1.7852
ss_125c_2.97v,31,0.9,5.29308e-06,5.52067e-06,-4.2093
ss_125c_2.97v,31,1.65,5.28813e-06,5.54743e-06,-4.7861
ss_125c_2.97v,31,2.4,5.27435e-06,5.55902e-06,-5.2554
ss_125c_2.97v,32,0.9,5.23837e-06,5.2725e-06,-0.6494
ss_125c_2.97v,32,1.65,5.23352e-06,5.29779e-06,-1.2206
ss_125c_2.97v,32,2.4,5.21986e-06,5.30877e-06,-1.6889
ss_125c_2.97v,33,0.9,5.36825e-06,5.60136e-06,-4.2501
ss_125c_2.97v,33,1.65,5.3629e-06,5.62703e-06,-4.8068
ss_125c_2.97v,33,2.4,5.34777e-06,5.63804e-06,-5.2845
ss_125c_2.97v,34,0.9,5.29478e-06,5.32126e-06,-0.4989
ss_125c_2.97v,34,1.65,5.28968e-06,5.34342e-06,-1.0108
ss_125c_2.97v,34,2.4,5.27542e-06,5.3528e-06,-1.4561
ss_125c_2.97v,35,0.9,5.33738e-06,5.27835e-06,1.1121
ss_125c_2.97v,35,1.65,5.33205e-06,5.30211e-06,0.5631
ss_125c_2.97v,35,2.4,5.31709e-06,5.31225e-06,0.0911
ss_125c_2.97v,36,0.9,5.32392e-06,5.2562e-06,1.2801
ss_125c_2.97v,36,1.65,5.31895e-06,5.27884e-06,0.7570
ss_125c_2.97v,36,2.4,5.30495e-06,5.28858e-06,0.3091
ss_125c_2.97v,37,0.9,5.27706e-06,5.19962e-06,1.4783
ss_125c_2.97v,37,1.65,5.27187e-06,5.22058e-06,0.9777
ss_125c_2.97v,37,2.4,5.25729e-06,5.22956e-06,0.5289
ss_125c_2.97v,38,0.9,5.32178e-06,5.31507e-06,0.1262
ss_125c_2.97v,38,1.65,5.31655e-06,5.3389e-06,-0.4195
ss_125c_2.97v,38,2.4,5.30168e-06,5.34917e-06,-0.8918
ss_125c_2.97v,39,0.9,5.29443e-06,5.2023e-06,1.7554
ss_125c_2.97v,39,1.65,5.28928e-06,5.22452e-06,1.2319
ss_125c_2.97v,39,2.4,5.27488e-06,5.23413e-06,0.7755
ss_125c_2.97v,40,0.9,5.3247e-06,5.23808e-06,1.6401
ss_125c_2.97v,40,1.65,5.31946e-06,5.26196e-06,1.0868
ss_125c_2.97v,40,2.4,5.30489e-06,5.27239e-06,0.6145
ss_125c_2.97v,41,0.9,5.30702e-06,5.53259e-06,-4.1620
ss_125c_2.97v,41,1.65,5.30209e-06,5.56297e-06,-4.8022
ss_125c_2.97v,41,2.4,5.28794e-06,5.57599e-06,-5.3029
ss_125c_2.97v,42,0.9,5.29278e-06,5.19313e-06,1.9006
ss_125c_2.97v,42,1.65,5.28786e-06,5.21617e-06,1.3650
ss_125c_2.97v,42,2.4,5.274e-06,5.22623e-06,0.9099
ss_125c_2.97v,43,0.9,5.43642e-06,5.32024e-06,2.1602
ss_125c_2.97v,43,1.65,5.43081e-06,5.34326e-06,1.6252
ss_125c_2.97v,43,2.4,5.4151e-06,5.35323e-06,1.1491
ss_125c_2.97v,44,0.9,5.32329e-06,5.27475e-06,0.9160
ss_125c_2.97v,44,1.65,5.31841e-06,5.29938e-06,0.3585
ss_125c_2.97v,44,2.4,5.30471e-06,5.31005e-06,-0.1006
ss_125c_2.97v,45,0.9,5.18225e-06,5.38941e-06,-3.9192
ss_125c_2.97v,45,1.65,5.17745e-06,5.4164e-06,-4.5111
ss_125c_2.97v,45,2.4,5.16411e-06,5.42813e-06,-4.9852
ss_125c_2.97v,46,0.9,5.34566e-06,5.1542e-06,3.6469
ss_125c_2.97v,46,1.65,5.34016e-06,5.17818e-06,3.0800
ss_125c_2.97v,46,2.4,5.32493e-06,5.18844e-06,2.5965
ss_125c_2.97v,47,0.9,5.17564e-06,5.53678e-06,-6.7425
ss_125c_2.97v,47,1.65,5.17091e-06,5.56173e-06,-7.2828
ss_125c_2.97v,47,2.4,5.15763e-06,5.57206e-06,-7.7249
ss_125c_2.97v,48,0.9,5.30878e-06,5.36404e-06,-1.0355
ss_125c_2.97v,48,1.65,5.30366e-06,5.38888e-06,-1.5940
ss_125c_2.97v,48,2.4,5.28944e-06,5.39971e-06,-2.0632
ss_125c_2.97v,49,0.9,5.31657e-06,4.96772e-06,6.7841
ss_125c_2.97v,49,1.65,5.31123e-06,4.99268e-06,6.1831
ss_125c_2.97v,49,2.4,5.29636e-06,5.0035e-06,5.6867
ss_125c_2.97v,50,0.9,5.29653e-06,5.49053e-06,-3.5969
ss_125c_2.97v,50,1.65,5.29092e-06,5.51514e-06,-4.1499
ss_125c_2.97v,50,2.4,5.2752e-06,5.52561e-06,-4.6369
ss_125c_2.97v,51,0.9,5.29792e-06,5.42102e-06,-2.2969
ss_125c_2.97v,51,1.65,5.29281e-06,5.44855e-06,-2.8998
ss_125c_2.97v,51,2.4,5.27856e-06,5.46037e-06,-3.3860
ss_125c_2.97v,52,0.9,5.30754e-06,5.26306e-06,0.8416
ss_125c_2.97v,52,1.65,5.30268e-06,5.28575e-06,0.3198
ss_125c_2.97v,52,2.4,5.28892e-06,5.29557e-06,-0.1257
ss_125c_2.97v,53,0.9,5.30423e-06,5.26425e-06,0.7566
ss_125c_2.97v,53,1.65,5.2994e-06,5.28843e-06,0.2072
ss_125c_2.97v,53,2.4,5.2857e-06,5.29879e-06,-0.2473
ss_125c_2.97v,54,0.9,5.28186e-06,5.32815e-06,-0.8726
ss_125c_2.97v,54,1.65,5.27684e-06,5.35471e-06,-1.4649
ss_125c_2.97v,54,2.4,5.2627e-06,5.36629e-06,-1.9492
ss_125c_2.97v,55,0.9,5.35837e-06,5.18357e-06,3.3163
ss_125c_2.97v,55,1.65,5.35314e-06,5.20711e-06,2.7657
ss_125c_2.97v,55,2.4,5.33849e-06,5.21735e-06,2.2952
ss_125c_2.97v,56,0.9,5.27785e-06,5.46467e-06,-3.4781
ss_125c_2.97v,56,1.65,5.27269e-06,5.48924e-06,-4.0244
ss_125c_2.97v,56,2.4,5.25821e-06,5.49975e-06,-4.4904
ss_125c_2.97v,57,0.9,5.38931e-06,5.45929e-06,-1.2901
ss_125c_2.97v,57,1.65,5.38418e-06,5.48312e-06,-1.8209
ss_125c_2.97v,57,2.4,5.36967e-06,5.49337e-06,-2.2774
ss_125c_2.97v,58,0.9,5.31266e-06,5.72363e-06,-7.4476
ss_125c_2.97v,58,1.65,5.30753e-06,5.7524e-06,-8.0447
ss_125c_2.97v,58,2.4,5.29306e-06,5.76439e-06,-8.5251
ss_125c_2.97v,59,0.9,5.36777e-06,5.55171e-06,-3.3690
ss_125c_2.97v,59,1.65,5.36244e-06,5.57846e-06,-3.9489
ss_125c_2.97v,59,2.4,5.34745e-06,5.59004e-06,-4.4359
ss_125c_2.97v,60,0.9,5.37377e-06,5.3746e-06,-0.0154
ss_125c_2.97v,60,1.65,5.3685e-06,5.40101e-06,-0.6037
ss_125c_2.97v,60,2.4,5.35386e-06,5.41267e-06,-1.0925
ss_125c_2.97v,61,0.9,5.41637e-06,5.3579e-06,1.0854
ss_125c_2.97v,61,1.65,5.41096e-06,5.3808e-06,0.5589
ss_125c_2.97v,61,2.4,5.39566e-06,5.3907e-06,0.0920
ss_125c_2.97v,62,0.9,5.34047e-06,5.34172e-06,-0.0234
ss_125c_2.97v,62,1.65,5.3352e-06,5.36518e-06,-0.5604
ss_125c_2.97v,62,2.4,5.32028e-06,5.37527e-06,-1.0283
ss_125c_2.97v,63,0.9,5.36225e-06,5.40672e-06,-0.8259
ss_125c_2.97v,63,1.65,5.35686e-06,5.43301e-06,-1.4115
ss_125c_2.97v,63,2.4,5.34183e-06,5.4443e-06,-1.9000
ss_125c_2.97v,64,0.9,5.37788e-06,5.2827e-06,1.7856
ss_125c_2.97v,64,1.65,5.37269e-06,5.30774e-06,1.2162
ss_125c_2.97v,64,2.4,5.35815e-06,5.31859e-06,0.7411
ss_125c_2.97v,65,0.9,5.40001e-06,5.38874e-06,0.2089
ss_125c_2.97v,65,1.65,5.39448e-06,5.41143e-06,-0.3137
ss_125c_2.97v,65,2.4,5.37873e-06,5.4213e-06,-0.7883
ss_125c_2.97v,66,0.9,5.33886e-06,5.26893e-06,1.3185
ss_125c_2.97v,66,1.65,5.3336e-06,5.29201e-06,0.7828
ss_125c_2.97v,66,2.4,5.31866e-06,5.30209e-06,0.3120
ss_125c_2.97v,67,0.9,5.40684e-06,5.28937e-06,2.1965
ss_125c_2.97v,67,1.65,5.40144e-06,5.31309e-06,1.6492
ss_125c_2.97v,67,2.4,5.38632e-06,5.32325e-06,1.1778
ss_125c_2.97v,68,0.9,5.41577e-06,5.32584e-06,1.6744
ss_125c_2.97v,68,1.65,5.41031e-06,5.35051e-06,1.1114
ss_125c_2.97v,68,2.4,5.39501e-06,5.36101e-06,0.6322
ss_125c_2.97v,69,0.9,5.37942e-06,5.23292e-06,2.7609
ss_125c_2.97v,69,1.65,5.37404e-06,5.25797e-06,2.1834
ss_125c_2.97v,69,2.4,5.35884e-06,5.26885e-06,1.6935
ss_125c_2.97v,70,0.9,5.35416e-06,5.24836e-06,1.9958
ss_125c_2.97v,70,1.65,5.34888e-06,5.27126e-06,1.4618
ss_125c_2.97v,70,2.4,5.33388e-06,5.28111e-06,0.9943
ss_125c_2.97v,71,0.9,5.36922e-06,5.4256e-06,-1.0446
ss_125c_2.97v,71,1.65,5.36381e-06,5.45206e-06,-1.6319
ss_125c_2.97v,71,2.4,5.34843e-06,5.46325e-06,-2.1240
ss_125c_2.97v,72,0.9,5.27938e-06,5.37503e-06,-1.7955
ss_125c_2.97v,72,1.65,5.27409e-06,5.40179e-06,-2.3923
ss_125c_2.97v,72,2.4,5.25924e-06,5.41336e-06,-2.8881
ss_125c_2.97v,73,0.9,5.22753e-06,5.36939e-06,-2.6774
ss_125c_2.97v,73,1.65,5.22269e-06,5.39714e-06,-3.2854
ss_125c_2.97v,73,2.4,5.20925e-06,5.40891e-06,-3.7607
ss_125c_2.97v,74,0.9,5.20202e-06,5.34574e-06,-2.7251
ss_125c_2.97v,74,1.65,5.19718e-06,5.36929e-06,-3.2577
ss_125c_2.97v,74,2.4,5.18383e-06,5.37948e-06,-3.7043
ss_125c_2.97v,75,0.9,5.36463e-06,5.55457e-06,-3.4790
ss_125c_2.97v,75,1.65,5.35933e-06,5.5822e-06,-4.0738
ss_125c_2.97v,75,2.4,5.34434e-06,5.59407e-06,-4.5661
ss_125c_2.97v,76,0.9,5.25451e-06,5.45435e-06,-3.7322
ss_125c_2.97v,76,1.65,5.24954e-06,5.48221e-06,-4.3361
ss_125c_2.97v,76,2.4,5.23557e-06,5.49449e-06,-4.8261
ss_125c_2.97v,77,0.9,5.26947e-06,5.52963e-06,-4.8182
ss_125c_2.97v,77,1.65,5.26449e-06,5.55396e-06,-5.3514
ss_125c_2.97v,77,2.4,5.25051e-06,5.56424e-06,-5.8019
ss_125c_2.97v,78,0.9,5.3699e-06,5.31255e-06,1.0737
ss_125c_2.97v,78,1.65,5.36472e-06,5.33774e-06,0.5042
ss_125c_2.97v,78,2.4,5.35012e-06,5.34852e-06,0.0299
ss_125c_2.97v,79,0.9,5.24557e-06,5.25236e-06,-0.1294
ss_125c_2.97v,79,1.65,5.24031e-06,5.27664e-06,-0.6909
ss_125c_2.97v,79,2.4,5.22546e-06,5.28695e-06,-1.1699
ss_125c_2.97v,80,0.9,5.41653e-06,5.5876e-06,-3.1092
ss_125c_2.97v,80,1.65,5.41115e-06,5.61862e-06,-3.7620
ss_125c_2.97v,80,2.4,5.39589e-06,5.63206e-06,-4.2831
ss_125c_2.97v,81,0.9,5.42024e-06,5.28862e-06,2.4582
ss_125c_2.97v,81,1.65,5.41496e-06,5.31126e-06,1.9336
ss_125c_2.97v,81,2.4,5.4e-06,5.32105e-06,1.4728
ss_125c_2.97v,82,0.9,5.37723e-06,5.44981e-06,-1.3407
ss_125c_2.97v,82,1.65,5.37187e-06,5.47796e-06,-1.9556
ss_125c_2.97v,82,2.4,5.35666e-06,5.49002e-06,-2.4590
ss_125c_2.97v,83,0.9,5.25661e-06,5.37169e-06,-2.1655
ss_125c_2.97v,83,1.65,5.25171e-06,5.39425e-06,-2.6778
ss_125c_2.97v,83,2.4,5.23793e-06,5.40382e-06,-3.1177
ss_125c_2.97v,84,0.9,5.34406e-06,5.29198e-06,0.9793
ss_125c_2.97v,84,1.65,5.33893e-06,5.3177e-06,0.3984
ss_125c_2.97v,84,2.4,5.32452e-06,5.32886e-06,-0.0815
ss_125c_2.97v,85,0.9,5.35215e-06,5.34061e-06,0.2158
ss_125c_2.97v,85,1.65,5.34694e-06,5.36391e-06,-0.3169
ss_125c_2.97v,85,2.4,5.33224e-06,5.37381e-06,-0.7766
ss_125c_2.97v,86,0.9,5.29607e-06,5.29026e-06,0.1098
ss_125c_2.97v,86,1.65,5.29058e-06,5.31532e-06,-0.4665
ss_125c_2.97v,86,2.4,5.2753e-06,5.32609e-06,-0.9582
ss_125c_2.97v,87,0.9,5.33775e-06,5.34273e-06,-0.0933
ss_125c_2.97v,87,1.65,5.33294e-06,5.36809e-06,-0.6569
ss_125c_2.97v,87,2.4,5.31919e-06,5.37893e-06,-1.1168
ss_125c_2.97v,88,0.9,5.3941e-06,5.47785e-06,-1.5407
ss_125c_2.97v,88,1.65,5.38893e-06,5.50426e-06,-2.1175
ss_125c_2.97v,88,2.4,5.37425e-06,5.51556e-06,-2.5953
ss_125c_2.97v,89,0.9,5.31385e-06,5.41295e-06,-1.8477
ss_125c_2.97v,89,1.65,5.30862e-06,5.44042e-06,-2.4523
ss_125c_2.97v,89,2.4,5.29399e-06,5.45199e-06,-2.9406
ss_125c_2.97v,90,0.9,5.18902e-06,5.46819e-06,-5.2391
ss_125c_2.97v,90,1.65,5.18441e-06,5.49351e-06,-5.7895
ss_125c_2.97v,90,2.4,5.17137e-06,5.50429e-06,-6.2370
ss_125c_2.97v,91,0.9,5.27902e-06,5.33625e-06,-1.0783
ss_125c_2.97v,91,1.65,5.27376e-06,5.35952e-06,-1.6130
ss_125c_2.97v,91,2.4,5.25916e-06,5.36966e-06,-2.0793
ss_125c_2.97v,92,0.9,5.41547e-06,5.22395e-06,3.6002
ss_125c_2.97v,92,1.65,5.40979e-06,5.24919e-06,3.0134
ss_125c_2.97v,92,2.4,5.39383e-06,5.26012e-06,2.5101
ss_125c_2.97v,93,0.9,5.20956e-06,5.29466e-06,-1.6203
ss_125c_2.97v,93,1.65,5.20496e-06,5.3219e-06,-2.2217
ss_125c_2.97v,93,2.4,5.19181e-06,5.33358e-06,-2.6939
ss_125c_2.97v,94,0.9,5.22457e-06,5.30701e-06,-1.5656
ss_125c_2.97v,94,1.65,5.21973e-06,5.33068e-06,-2.1032
ss_125c_2.97v,94,2.4,5.20619e-06,5.34109e-06,-2.5580
ss_125c_2.97v,95,0.9,5.3838e-06,5.56168e-06,-3.2503
ss_125c_2.97v,95,1.65,5.37847e-06,5.58983e-06,-3.8540
ss_125c_2.97v,95,2.4,5.36346e-06,5.6017e-06,-4.3454
ss_125c_2.97v,96,0.9,5.25344e-06,5.30909e-06,-1.0537
ss_125c_2.97v,96,1.65,5.2481e-06,5.33365e-06,-1.6169
ss_125c_2.97v,96,2.4,5.23323e-06,5.3444e-06,-2.1020
ss_125c_2.97v,97,0.9,5.32998e-06,5.32256e-06,0.1393
ss_125c_2.97v,97,1.65,5.325e-06,5.34617e-06,-0.3968
ss_125c_2.97v,97,2.4,5.31092e-06,5.35645e-06,-0.8536
ss_125c_2.97v,98,0.9,5.26034e-06,5.30823e-06,-0.9063
ss_125c_2.97v,98,1.65,5.25537e-06,5.33243e-06,-1.4556
ss_125c_2.97v,98,2.4,5.24129e-06,5.34288e-06,-1.9197
ss_125c_2.97v,99,0.9,5.3844e-06,5.44039e-06,-1.0345
ss_125c_2.97v,99,1.65,5.37893e-06,5.46516e-06,-1.5904
ss_125c_2.97v,99,2.4,5.3637e-06,5.47578e-06,-2.0680
ss_125c_2.97v,100,0.9,5.38569e-06,5.49275e-06,-1.9683
ss_125c_2.97v,100,1.65,5.38039e-06,5.51891e-06,-2.5418
ss_125c_2.97v,100,2.4,5.3655e-06,5.53054e-06,-3.0294
typical_27c_3.30v,1,0.9,5.33332e-06,5.16066e-06,3.2906
typical_27c_3.30v,1,1.65,5.32812e-06,5.18315e-06,2.7584
typical_27c_3.30v,1,2.4,5.31536e-06,5.20288e-06,2.1388
typical_27c_3.30v,2,0.9,5.30606e-06,5.10457e-06,3.8709
typical_27c_3.30v,2,1.65,5.30102e-06,5.13036e-06,3.2721
typical_27c_3.30v,2,2.4,5.28872e-06,5.15294e-06,2.6007
typical_27c_3.30v,3,0.9,5.24533e-06,5.1837e-06,1.1819
typical_27c_3.30v,3,1.65,5.24003e-06,5.20682e-06,0.6358
typical_27c_3.30v,3,2.4,5.22695e-06,5.22719e-06,-0.0046
typical_27c_3.30v,4,0.9,5.17262e-06,5.1757e-06,-0.0595
typical_27c_3.30v,4,1.65,5.16764e-06,5.20612e-06,-0.7419
typical_27c_3.30v,4,2.4,5.15549e-06,5.23263e-06,-1.4852
typical_27c_3.30v,5,0.9,5.25814e-06,5.14535e-06,2.1683
typical_27c_3.30v,5,1.65,5.25333e-06,5.17159e-06,1.5682
typical_27c_3.30v,5,2.4,5.24143e-06,5.19439e-06,0.9015
typical_27c_3.30v,6,0.9,5.24113e-06,5.33915e-06,-1.8529
typical_27c_3.30v,6,1.65,5.23595e-06,5.36538e-06,-2.4418
typical_27c_3.30v,6,2.4,5.22316e-06,5.38842e-06,-3.1147
typical_27c_3.30v,7,0.9,5.2351e-06,5.09091e-06,2.7928
typical_27c_3.30v,7,1.65,5.23022e-06,5.11609e-06,2.2062
typical_27c_3.30v,7,2.4,5.2183e-06,5.13799e-06,1.5509
typical_27c_3.30v,8,0.9,5.06588e-06,5.19008e-06,-2.4220
typical_27c_3.30v,8,1.65,5.06131e-06,5.21266e-06,-2.9463
typical_27c_3.30v,8,2.4,5.05006e-06,5.23275e-06,-3.5533
typical_27c_3.30v,9,0.9,5.35402e-06,5.31649e-06,0.7034
typical_27c_3.30v,9,1.65,5.34915e-06,5.34557e-06,0.0669
typical_27c_3.30v,9,2.4,5.33704e-06,5.37106e-06,-0.6354
typical_27c_3.30v,10,0.9,5.27981e-06,5.19402e-06,1.6382
typical_27c_3.30v,10,1.65,5.27504e-06,5.21878e-06,1.0723
typical_27c_3.30v,10,2.4,5.26299e-06,5.24052e-06,0.4279
typical_27c_3.30v,11,0.9,5.21296e-06,5.41138e-06,-3.7352
typical_27c_3.30v,11,1.65,5.20819e-06,5.44299e-06,-4.4089
typical_27c_3.30v,11,2.4,5.19613e-06,5.4706e-06,-5.1463
typical_27c_3.30v,12,0.9,5.31607e-06,5.44863e-06,-2.4629
typical_27c_3.30v,12,1.65,5.31123e-06,5.47678e-06,-3.0691
typical_27c_3.30v,12,2.4,5.29914e-06,5.50126e-06,-3.7428
typical_27c_3.30v,13,0.9,5.23268e-06,5.37058e-06,-2.6011
typical_27c_3.30v,13,1.65,5.22799e-06,5.39395e-06,-3.1249
typical_27c_3.30v,13,2.4,5.21642e-06,5.41435e-06,-3.7237
typical_27c_3.30v,14,0.9,5.28012e-06,5.10637e-06,3.3457
typical_27c_3.30v,14,1.65,5.27497e-06,5.13054e-06,2.7760
typical_27c_3.30v,14,2.4,5.262e-06,5.15191e-06,2.1143
typical_27c_3.30v,15,0.9,5.10062e-06,5.30853e-06,-3.9948
typical_27c_3.30v,15,1.65,5.09612e-06,5.34002e-06,-4.6741
typical_27c_3.30v,15,2.4,5.08505e-06,5.36734e-06,-5.4014
typical_27c_3.30v,16,0.9,5.30555e-06,5.44256e-06,-2.5495
typical_27c_3.30v,16,1.65,5.30033e-06,5.47251e-06,-3.1966
typical_27c_3.30v,16,2.4,5.28736e-06,5.49848e-06,-3.9148
typical_27c_3.30v,17,0.9,5.25788e-06,4.88566e-06,7.3391
typical_27c_3.30v,17,1.65,5.25292e-06,4.90458e-06,6.8588
typical_27c_3.30v,17,2.4,5.24052e-06,4.92162e-06,6.2762
typical_27c_3.30v,18,0.9,5.32128e-06,5.29123e-06,0.5663
typical_27c_3.30v,18,1.65,5.31627e-06,5.31777e-06,-0.0282
typical_27c_3.30v,18,2.4,5.30407e-06,5.34113e-06,-0.6963
typical_27c_3.30v,19,0.9,5.21565e-06,5.02955e-06,3.6329
typical_27c_3.30v,19,1.65,5.21103e-06,5.05214e-06,3.0963
typical_27c_3.30v,19,2.4,5.19969e-06,5.07207e-06,2.4849
typical_27c_3.30v,20,0.9,5.20776e-06,5.15981e-06,0.9250
typical_27c_3.30v,20,1.65,5.2033e-06,5.18805e-06,0.2935
typical_27c_3.30v,20,2.4,5.19211e-06,5.21266e-06,-0.3950
typical_27c_3.30v,21,0.9,5.14132e-06,5.55891e-06,-7.8053
typical_27c_3.30v,21,1.65,5.13648e-06,5.59228e-06,-8.4968
typical_27c_3.30v,21,2.4,5.1246e-06,5.62084e-06,-9.2363
typical_27c_3.30v,22,0.9,5.35802e-06,5.2104e-06,2.7936
typical_27c_3.30v,22,1.65,5.35286e-06,5.23718e-06,2.1847
typical_27c_3.30v,22,2.4,5.33996e-06,5.26034e-06,1.5022
typical_27c_3.30v,23,0.9,5.23398e-06,5.09333e-06,2.7238
typical_27c_3.30v,23,1.65,5.22874e-06,5.1198e-06,2.1054
typical_27c_3.30v,23,2.4,5.21591e-06,5.14298e-06,1.4081
typical_27c_3.30v,24,0.9,5.15046e-06,5.39753e-06,-4.6847
typical_27c_3.30v,24,1.65,5.14557e-06,5.42899e-06,-5.3604
typical_27c_3.30v,24,2.4,5.13347e-06,5.45649e-06,-6.1005
typical_27c_3.30v,25,0.9,5.2898e-06,4.87489e-06,8.1638
typical_27c_3.30v,25,1.65,5.28475e-06,4.89356e-06,7.6867
typical_27c_3.30v,25,2.4,5.27229e-06,4.91044e-06,7.1071
typical_27c_3.30v,26,0.9,5.26663e-06,5.09268e-06,3.3583
typical_27c_3.30v,26,1.65,5.26177e-06,5.11887e-06,2.7532
typical_27c_3.30v,26,2.4,5.24982e-06,5.14147e-06,2.0854
typical_27c_3.30v,27,0.9,5.29616e-06,5.13372e-06,3.1149
typical_27c_3.30v,27,1.65,5.29108e-06,5.15712e-06,2.5643
typical_27c_3.30v,27,2.4,5.27867e-06,5.17762e-06,1.9328
typical_27c_3.30v,28,0.9,5.20628e-06,5.34228e-06,-2.5786
typical_27c_3.30v,28,1.65,5.2016e-06,5.37178e-06,-3.2190
typical_27c_3.30v,28,2.4,5.18991e-06,5.3974e-06,-3.9196
typical_27c_3.30v,29,0.9,5.31533e-06,5.47418e-06,-2.9445
typical_27c_3.30v,29,1.65,5.31013e-06,5.50099e-06,-3.5308
typical_27c_3.30v,29,2.4,5.29721e-06,5.52415e-06,-4.1943
typical_27c_3.30v,30,0.9,5.26558e-06,4.98143e-06,5.5460
typical_27c_3.30v,30,1.65,5.26029e-06,5.00517e-06,4.9705
typical_27c_3.30v,30,2.4,5.24742e-06,5.0259e-06,4.3125
typical_27c_3.30v,31,0.9,5.2018e-06,5.391e-06,-3.5722
typical_27c_3.30v,31,1.65,5.19712e-06,5.41875e-06,-4.1754
typical_27c_3.30v,31,2.4,5.18565e-06,5.44306e-06,-4.8437
