corner,temp_c,vdd,wc,corner_id,twin_r,twin_f,ctl_r,ctl_f,repl_err_pct,verdict
ss,-40.0,3.63,w08,ss_-40c_3.63v_w08,1.1098e-09,1.10086e-09,1.10979e-09,1.10085e-09,0.0009010713738712537,PASS
ss,-40.0,3.63,w09,ss_-40c_3.63v_w09,1.22885e-09,1.21859e-09,1.10979e-09,1.10085e-09,not measured,PASS
ss,-40.0,3.63,w095,ss_-40c_3.63v_w095,1.28837e-09,1.27746e-09,1.10979e-09,1.10085e-09,not measured,PASS
ss,-40.0,3.63,w10,ss_-40c_3.63v_w10,1.34788e-09,1.33632e-09,1.10979e-09,1.10085e-09,not measured,PASS
ss,-40.0,3.63,w11,ss_-40c_3.63v_w11,1.46678e-09,1.45394e-09,1.10979e-09,1.10085e-09,not measured,PASS
ss,-40.0,3.63,w12,ss_-40c_3.63v_w12,1.58567e-09,1.57155e-09,1.10979e-09,1.10085e-09,not measured,PASS
ss,-40.0,3.63,w16,ss_-40c_3.63v_w16,2.06115e-09,2.04194e-09,1.10979e-09,1.10084e-09,not measured,PASS
ss,-40.0,3.63,w24,ss_-40c_3.63v_w24,3.01194e-09,2.98256e-09,1.10979e-09,1.10084e-09,not measured,PASS
ss,-40.0,3.63,w25,ss_-40c_3.63v_w25,3.13078e-09,3.10013e-09,1.10979e-09,1.10084e-09,not measured,PASS
ss,-40.0,3.63,w26,ss_-40c_3.63v_w26,3.24962e-09,3.21771e-09,1.10979e-09,1.10084e-09,not measured,PASS
ss,27.0,2.97,w08,ss_27c_2.97v_w08,1.43412e-09,1.44186e-09,1.43411e-09,1.44185e-09,0.0006972965811608444,PASS
ss,27.0,2.97,w09,ss_27c_2.97v_w09,1.58708e-09,1.59552e-09,1.43411e-09,1.44186e-09,not measured,PASS
ss,27.0,2.97,w095,ss_27c_2.97v_w095,1.66355e-09,1.67233e-09,1.43411e-09,1.44185e-09,not measured,PASS
ss,27.0,2.97,w10,ss_27c_2.97v_w10,1.74001e-09,1.74914e-09,1.43411e-09,1.44185e-09,not measured,PASS
ss,27.0,2.97,w11,ss_27c_2.97v_w11,1.89279e-09,1.90264e-09,1.43411e-09,1.44184e-09,not measured,PASS
ss,27.0,2.97,w12,ss_27c_2.97v_w12,2.04555e-09,2.05613e-09,1.43411e-09,1.44183e-09,not measured,PASS
ss,27.0,2.97,w16,ss_27c_2.97v_w16,2.65652e-09,2.67001e-09,1.43411e-09,1.44184e-09,not measured,PASS
ss,27.0,2.97,w24,ss_27c_2.97v_w24,3.87823e-09,3.89755e-09,1.43411e-09,1.44185e-09,not measured,PASS
ss,27.0,2.97,w25,ss_27c_2.97v_w25,4.03093e-09,4.05098e-09,1.43411e-09,1.44185e-09,not measured,PASS
ss,27.0,2.97,w26,ss_27c_2.97v_w26,4.18364e-09,4.2044e-09,1.43411e-09,1.44185e-09,not measured,PASS
ss,27.0,3.3,w08,ss_27c_3.30v_w08,1.33307e-09,1.32955e-09,1.33306e-09,1.32954e-09,0.0007501537815316479,PASS
ss,27.0,3.3,w09,ss_27c_3.30v_w09,1.47569e-09,1.47153e-09,1.33306e-09,1.32953e-09,not measured,PASS
ss,27.0,3.3,w095,ss_27c_3.30v_w095,1.54698e-09,1.54252e-09,1.33306e-09,1.32953e-09,not measured,PASS
ss,27.0,3.3,w10,ss_27c_3.30v_w10,1.61827e-09,1.6135e-09,1.33306e-09,1.32953e-09,not measured,PASS
ss,27.0,3.3,w11,ss_27c_3.30v_w11,1.76074e-09,1.75537e-09,1.33306e-09,1.32953e-09,not measured,PASS
ss,27.0,3.3,w12,ss_27c_3.30v_w12,1.90318e-09,1.89723e-09,1.33306e-09,1.32953e-09,not measured,PASS
ss,27.0,3.3,w16,ss_27c_3.30v_w16,2.47289e-09,2.46457e-09,1.33306e-09,1.32952e-09,not measured,PASS
ss,27.0,3.3,w24,ss_27c_3.30v_w24,3.61211e-09,3.59911e-09,1.33306e-09,1.32954e-09,not measured,PASS
ss,27.0,3.3,w25,ss_27c_3.30v_w25,3.7545e-09,3.74092e-09,1.33306e-09,1.32954e-09,not measured,PASS
ss,27.0,3.3,w26,ss_27c_3.30v_w26,3.8969e-09,3.88272e-09,1.33306e-09,1.32954e-09,not measured,PASS
ss,27.0,3.63,w08,ss_27c_3.63v_w08,1.25703e-09,1.24625e-09,1.25702e-09,1.24624e-09,0.000795532290646051,PASS
ss,27.0,3.63,w09,ss_27c_3.63v_w09,1.39184e-09,1.37957e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,27.0,3.63,w095,ss_27c_3.63v_w095,1.45924e-09,1.44623e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,27.0,3.63,w10,ss_27c_3.63v_w10,1.52663e-09,1.51288e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,27.0,3.63,w11,ss_27c_3.63v_w11,1.66131e-09,1.6461e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,27.0,3.63,w12,ss_27c_3.63v_w12,1.79598e-09,1.77931e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,27.0,3.63,w16,ss_27c_3.63v_w16,2.33459e-09,2.3121e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,27.0,3.63,w24,ss_27c_3.63v_w24,3.41163e-09,3.37757e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,27.0,3.63,w25,ss_27c_3.63v_w25,3.54625e-09,3.51075e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,27.0,3.63,w26,ss_27c_3.63v_w26,3.68086e-09,3.64392e-09,1.25702e-09,1.24623e-09,not measured,PASS
ss,125.0,2.97,w08,ss_125c_2.97v_w08,1.6864e-09,1.68328e-09,1.68639e-09,1.68327e-09,0.0005929826434031147,PASS
ss,125.0,2.97,w09,ss_125c_2.97v_w09,1.86642e-09,1.86286e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,2.97,w095,ss_125c_2.97v_w095,1.95642e-09,1.95264e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,2.97,w10,ss_125c_2.97v_w10,2.04641e-09,2.04241e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,2.97,w11,ss_125c_2.97v_w11,2.22633e-09,2.2219e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,2.97,w12,ss_125c_2.97v_w12,2.40623e-09,2.40138e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,2.97,w16,ss_125c_2.97v_w16,3.12572e-09,3.1192e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,2.97,w24,ss_125c_2.97v_w24,4.56448e-09,4.55461e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,2.97,w25,ss_125c_2.97v_w25,4.74431e-09,4.73402e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,2.97,w26,ss_125c_2.97v_w26,4.92414e-09,4.91344e-09,1.68639e-09,1.68327e-09,not measured,PASS
ss,125.0,3.3,w08,ss_125c_3.30v_w08,1.56527e-09,1.55279e-09,1.56526e-09,1.55278e-09,0.0006388714973792846,PASS
ss,125.0,3.3,w09,ss_125c_3.30v_w09,1.7328e-09,1.71876e-09,1.56526e-09,1.55278e-09,not measured,PASS
ss,125.0,3.3,w095,ss_125c_3.30v_w095,1.81656e-09,1.80174e-09,1.56526e-09,1.55278e-09,not measured,PASS
ss,125.0,3.3,w10,ss_125c_3.30v_w10,1.9003e-09,1.88472e-09,1.56526e-09,1.55277e-09,not measured,PASS
ss,125.0,3.3,w11,ss_125c_3.30v_w11,2.06775e-09,2.05062e-09,1.56526e-09,1.55277e-09,not measured,PASS
ss,125.0,3.3,w12,ss_125c_3.30v_w12,2.23518e-09,2.21652e-09,1.56526e-09,1.55277e-09,not measured,PASS
ss,125.0,3.3,w16,ss_125c_3.30v_w16,2.9048e-09,2.88002e-09,1.56526e-09,1.55277e-09,not measured,PASS
ss,125.0,3.3,w24,ss_125c_3.30v_w24,4.24382e-09,4.20682e-09,1.56526e-09,1.55276e-09,not measured,PASS
ss,125.0,3.3,w25,ss_125c_3.30v_w25,4.41118e-09,4.37266e-09,1.56526e-09,1.55277e-09,not measured,PASS
ss,125.0,3.3,w26,ss_125c_3.30v_w26,4.57855e-09,4.5385e-09,1.56526e-09,1.55277e-09,not measured,PASS
ss,125.0,3.63,w08,ss_125c_3.63v_w08,1.47212e-09,1.45372e-09,1.47211e-09,1.45371e-09,0.0006792970634046223,PASS
ss,125.0,3.63,w09,ss_125c_3.63v_w09,1.63003e-09,1.60934e-09,1.47211e-09,1.4537e-09,not measured,PASS
ss,125.0,3.63,w095,ss_125c_3.63v_w095,1.70897e-09,1.68714e-09,1.47211e-09,1.4537e-09,not measured,PASS
ss,125.0,3.63,w10,ss_125c_3.63v_w10,1.78791e-09,1.76495e-09,1.47211e-09,1.4537e-09,not measured,PASS
ss,125.0,3.63,w11,ss_125c_3.63v_w11,1.94574e-09,1.92051e-09,1.47211e-09,1.4537e-09,not measured,PASS
ss,125.0,3.63,w12,ss_125c_3.63v_w12,2.10355e-09,2.07606e-09,1.47211e-09,1.4537e-09,not measured,PASS
ss,125.0,3.63,w16,ss_125c_3.63v_w16,2.73472e-09,2.69823e-09,1.47211e-09,1.4537e-09,not measured,PASS
ss,125.0,3.63,w24,ss_125c_3.63v_w24,3.99685e-09,3.9424e-09,1.47211e-09,1.4537e-09,not measured,PASS
ss,125.0,3.63,w25,ss_125c_3.63v_w25,4.15461e-09,4.09792e-09,1.47211e-09,1.4537e-09,not measured,PASS
ss,125.0,3.63,w26,ss_125c_3.63v_w26,4.31236e-09,4.25343e-09,1.47211e-09,1.4537e-09,not measured,PASS
fs,-40.0,2.97,w08,fs_-40c_2.97v_w08,1.10587e-09,1.10478e-09,1.10586e-09,1.10477e-09,0.0009042735970272716,PASS
fs,-40.0,2.97,w09,fs_-40c_2.97v_w09,1.22528e-09,1.22307e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,2.97,w095,fs_-40c_2.97v_w095,1.28498e-09,1.28221e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,2.97,w10,fs_-40c_2.97v_w10,1.34468e-09,1.34134e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,2.97,w11,fs_-40c_2.97v_w11,1.46391e-09,1.45945e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,2.97,w12,fs_-40c_2.97v_w12,1.58313e-09,1.57758e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,2.97,w16,fs_-40c_2.97v_w16,2.05996e-09,2.04997e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,2.97,w24,fs_-40c_2.97v_w24,3.01353e-09,2.99461e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,2.97,w25,fs_-40c_2.97v_w25,3.13272e-09,3.11269e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,2.97,w26,fs_-40c_2.97v_w26,3.25191e-09,3.23076e-09,1.10586e-09,1.10477e-09,not measured,PASS
fs,-40.0,3.3,w08,fs_-40c_3.30v_w08,1.03754e-09,1.02837e-09,1.03753e-09,1.02836e-09,0.0009638275519627375,PASS
fs,-40.0,3.3,w09,fs_-40c_3.30v_w09,1.14986e-09,1.13866e-09,1.03753e-09,1.02836e-09,not measured,PASS
fs,-40.0,3.3,w095,fs_-40c_3.30v_w095,1.20601e-09,1.19379e-09,1.03753e-09,1.02836e-09,not measured,PASS
fs,-40.0,3.3,w10,fs_-40c_3.30v_w10,1.26216e-09,1.24894e-09,1.03753e-09,1.02836e-09,not measured,PASS
fs,-40.0,3.3,w11,fs_-40c_3.30v_w11,1.37433e-09,1.35909e-09,1.03753e-09,1.02836e-09,not measured,PASS
fs,-40.0,3.3,w12,fs_-40c_3.30v_w12,1.48648e-09,1.46926e-09,1.03753e-09,1.02836e-09,not measured,PASS
fs,-40.0,3.3,w16,fs_-40c_3.30v_w16,1.93508e-09,1.90984e-09,1.03753e-09,1.02835e-09,not measured,PASS
fs,-40.0,3.3,w24,fs_-40c_3.30v_w24,2.83217e-09,2.79088e-09,1.03753e-09,1.02835e-09,not measured,PASS
fs,-40.0,3.3,w25,fs_-40c_3.30v_w25,2.94431e-09,2.90101e-09,1.03753e-09,1.02835e-09,not measured,PASS
fs,-40.0,3.3,w26,fs_-40c_3.30v_w26,3.05644e-09,3.01114e-09,1.03753e-09,1.02835e-09,not measured,PASS
fs,-40.0,3.63,w08,fs_-40c_3.63v_w08,9.86358e-10,9.72037e-10,9.86347e-10,9.72025e-10,0.001115226183076642,PASS
fs,-40.0,3.63,w09,fs_-40c_3.63v_w09,1.09335e-09,1.07642e-09,9.86348e-10,9.72027e-10,not measured,PASS
fs,-40.0,3.63,w095,fs_-40c_3.63v_w095,1.14684e-09,1.12861e-09,9.86348e-10,9.72023e-10,not measured,PASS
fs,-40.0,3.63,w10,fs_-40c_3.63v_w10,1.20034e-09,1.1808e-09,9.86348e-10,9.72023e-10,not measured,PASS
fs,-40.0,3.63,w11,fs_-40c_3.63v_w11,1.3072e-09,1.28508e-09,9.86348e-10,9.72023e-10,not measured,PASS
fs,-40.0,3.63,w12,fs_-40c_3.63v_w12,1.41407e-09,1.38936e-09,9.86348e-10,9.72023e-10,not measured,PASS
fs,-40.0,3.63,w16,fs_-40c_3.63v_w16,1.8415e-09,1.80645e-09,9.86347e-10,9.72021e-10,not measured,PASS
fs,-40.0,3.63,w24,fs_-40c_3.63v_w24,2.69629e-09,2.64058e-09,9.86347e-10,9.7202e-10,not measured,PASS
fs,-40.0,3.63,w25,fs_-40c_3.63v_w25,2.80314e-09,2.74484e-09,9.86347e-10,9.7202e-10,not measured,PASS
fs,-40.0,3.63,w26,fs_-40c_3.63v_w26,2.90998e-09,2.8491e-09,9.86347e-10,9.7202e-10,not measured,PASS
fs,27.0,2.97,w08,fs_27c_2.97v_w08,1.2582e-09,1.25283e-09,1.25819e-09,1.25282e-09,0.0007947925194196255,PASS
fs,27.0,2.97,w09,fs_27c_2.97v_w09,1.3941e-09,1.38711e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,2.97,w095,fs_27c_2.97v_w095,1.46205e-09,1.45423e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,2.97,w10,fs_27c_2.97v_w10,1.52999e-09,1.52136e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,2.97,w11,fs_27c_2.97v_w11,1.66574e-09,1.6555e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,2.97,w12,fs_27c_2.97v_w12,1.80148e-09,1.78963e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,2.97,w16,fs_27c_2.97v_w16,2.34441e-09,2.32609e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,2.97,w24,fs_27c_2.97v_w24,3.43014e-09,3.39887e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,2.97,w25,fs_27c_2.97v_w25,3.56586e-09,3.53295e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,2.97,w26,fs_27c_2.97v_w26,3.70157e-09,3.66704e-09,1.25819e-09,1.25282e-09,not measured,PASS
fs,27.0,3.3,w08,fs_27c_3.30v_w08,1.17753e-09,1.16452e-09,1.17752e-09,1.1645e-09,0.0008492424757013885,PASS
fs,27.0,3.3,w09,fs_27c_3.30v_w09,1.305e-09,1.28952e-09,1.17752e-09,1.1645e-09,not measured,PASS
fs,27.0,3.3,w095,fs_27c_3.30v_w095,1.36873e-09,1.35201e-09,1.17752e-09,1.1645e-09,not measured,PASS
fs,27.0,3.3,w10,fs_27c_3.30v_w10,1.43246e-09,1.41451e-09,1.17752e-09,1.1645e-09,not measured,PASS
fs,27.0,3.3,w11,fs_27c_3.30v_w11,1.55981e-09,1.53941e-09,1.17752e-09,1.1645e-09,not measured,PASS
fs,27.0,3.3,w12,fs_27c_3.30v_w12,1.68716e-09,1.66429e-09,1.17752e-09,1.1645e-09,not measured,PASS
fs,27.0,3.3,w16,fs_27c_3.30v_w16,2.19649e-09,2.1638e-09,1.17752e-09,1.16449e-09,not measured,PASS
fs,27.0,3.3,w24,fs_27c_3.30v_w24,3.21507e-09,3.16274e-09,1.17752e-09,1.16449e-09,not measured,PASS
fs,27.0,3.3,w25,fs_27c_3.30v_w25,3.34238e-09,3.2876e-09,1.17752e-09,1.1645e-09,not measured,PASS
fs,27.0,3.3,w26,fs_27c_3.30v_w26,3.4697e-09,3.41246e-09,1.17752e-09,1.1645e-09,not measured,PASS
fs,27.0,3.63,w08,fs_27c_3.63v_w08,1.11628e-09,1.0984e-09,1.11627e-09,1.09839e-09,0.0008958406120459912,PASS
fs,27.0,3.63,w09,fs_27c_3.63v_w09,1.23734e-09,1.21644e-09,1.11627e-09,1.09839e-09,not measured,PASS
fs,27.0,3.63,w095,fs_27c_3.63v_w095,1.29787e-09,1.27546e-09,1.11627e-09,1.09839e-09,not measured,PASS
fs,27.0,3.63,w10,fs_27c_3.63v_w10,1.3584e-09,1.33448e-09,1.11627e-09,1.09839e-09,not measured,PASS
fs,27.0,3.63,w11,fs_27c_3.63v_w11,1.47936e-09,1.45246e-09,1.11627e-09,1.09839e-09,not measured,PASS
fs,27.0,3.63,w12,fs_27c_3.63v_w12,1.60032e-09,1.57041e-09,1.11627e-09,1.09839e-09,not measured,PASS
fs,27.0,3.63,w16,fs_27c_3.63v_w16,2.08413e-09,2.04223e-09,1.11627e-09,1.09839e-09,not measured,PASS
fs,27.0,3.63,w24,fs_27c_3.63v_w24,3.05167e-09,2.98579e-09,1.11627e-09,1.09838e-09,not measured,PASS
fs,27.0,3.63,w25,fs_27c_3.63v_w25,3.17261e-09,3.10373e-09,1.11627e-09,1.09838e-09,not measured,PASS
fs,27.0,3.63,w26,fs_27c_3.63v_w26,3.29354e-09,3.22167e-09,1.11627e-09,1.09838e-09,not measured,PASS
fs,125.0,2.97,w08,fs_125c_2.97v_w08,1.47824e-09,1.46034e-09,1.47823e-09,1.46033e-09,0.0006764847148336717,PASS
fs,125.0,2.97,w09,fs_125c_2.97v_w09,1.63803e-09,1.61709e-09,1.47823e-09,1.46033e-09,not measured,PASS
fs,125.0,2.97,w095,fs_125c_2.97v_w095,1.71791e-09,1.69545e-09,1.47823e-09,1.46032e-09,not measured,PASS
fs,125.0,2.97,w10,fs_125c_2.97v_w10,1.7978e-09,1.77382e-09,1.47823e-09,1.46032e-09,not measured,PASS
fs,125.0,2.97,w11,fs_125c_2.97v_w11,1.95751e-09,1.9305e-09,1.47823e-09,1.46032e-09,not measured,PASS
fs,125.0,2.97,w12,fs_125c_2.97v_w12,2.11721e-09,2.08716e-09,1.47823e-09,1.46032e-09,not measured,PASS
fs,125.0,2.97,w16,fs_125c_2.97v_w16,2.75596e-09,2.71377e-09,1.47823e-09,1.46032e-09,not measured,PASS
fs,125.0,2.97,w24,fs_125c_2.97v_w24,4.03333e-09,3.96679e-09,1.47823e-09,1.46032e-09,not measured,PASS
fs,125.0,2.97,w25,fs_125c_2.97v_w25,4.193e-09,4.12341e-09,1.47823e-09,1.46032e-09,not measured,PASS
fs,125.0,2.97,w26,fs_125c_2.97v_w26,4.35266e-09,4.28003e-09,1.47823e-09,1.46032e-09,not measured,PASS
fs,125.0,3.3,w08,fs_125c_3.30v_w08,1.37995e-09,1.3567e-09,1.37994e-09,1.35668e-09,0.0007246691885066734,PASS
fs,125.0,3.3,w09,fs_125c_3.30v_w09,1.52938e-09,1.50251e-09,1.37994e-09,1.35668e-09,not measured,PASS
fs,125.0,3.3,w095,fs_125c_3.30v_w095,1.60409e-09,1.57541e-09,1.37994e-09,1.35668e-09,not measured,PASS
fs,125.0,3.3,w10,fs_125c_3.30v_w10,1.6788e-09,1.64831e-09,1.37994e-09,1.35668e-09,not measured,PASS
fs,125.0,3.3,w11,fs_125c_3.30v_w11,1.82817e-09,1.79407e-09,1.37994e-09,1.35668e-09,not measured,PASS
fs,125.0,3.3,w12,fs_125c_3.30v_w12,1.97754e-09,1.93982e-09,1.37994e-09,1.35668e-09,not measured,PASS
fs,125.0,3.3,w16,fs_125c_3.30v_w16,2.57495e-09,2.52278e-09,1.37994e-09,1.35667e-09,not measured,PASS
fs,125.0,3.3,w24,fs_125c_3.30v_w24,3.76965e-09,3.68856e-09,1.37994e-09,1.35667e-09,not measured,PASS
fs,125.0,3.3,w25,fs_125c_3.30v_w25,3.91898e-09,3.83428e-09,1.37994e-09,1.35668e-09,not measured,PASS
fs,125.0,3.3,w26,fs_125c_3.30v_w26,4.06831e-09,3.97999e-09,1.37994e-09,1.35668e-09,not measured,PASS
fs,125.0,3.63,w08,fs_125c_3.63v_w08,1.30345e-09,1.27704e-09,1.30344e-09,1.27703e-09,0.0007672006383175126,PASS
fs,125.0,3.63,w09,fs_125c_3.63v_w09,1.44482e-09,1.41443e-09,1.30344e-09,1.27703e-09,not measured,PASS
fs,125.0,3.63,w095,fs_125c_3.63v_w095,1.51549e-09,1.48312e-09,1.30344e-09,1.27703e-09,not measured,PASS
fs,125.0,3.63,w10,fs_125c_3.63v_w10,1.58617e-09,1.55181e-09,1.30344e-09,1.27703e-09,not measured,PASS
fs,125.0,3.63,w11,fs_125c_3.63v_w11,1.72748e-09,1.68917e-09,1.30344e-09,1.27703e-09,not measured,PASS
fs,125.0,3.63,w12,fs_125c_3.63v_w12,1.86878e-09,1.82651e-09,1.30344e-09,1.27703e-09,not measured,PASS
fs,125.0,3.63,w16,fs_125c_3.63v_w16,2.43396e-09,2.37584e-09,1.30344e-09,1.27702e-09,not measured,PASS
fs,125.0,3.63,w24,fs_125c_3.63v_w24,3.5642e-09,3.47443e-09,1.30344e-09,1.27702e-09,not measured,PASS
fs,125.0,3.63,w25,fs_125c_3.63v_w25,3.70548e-09,3.61175e-09,1.30344e-09,1.27702e-09,not measured,PASS
fs,125.0,3.63,w26,fs_125c_3.63v_w26,3.84676e-09,3.74907e-09,1.30344e-09,1.27702e-09,not measured,PASS
sf,-40.0,2.97,w08,sf_-40c_2.97v_w08,1.08542e-09,1.08885e-09,1.08541e-09,1.08883e-09,0.000921310841053518,PASS
sf,-40.0,2.97,w09,sf_-40c_2.97v_w09,1.2015e-09,1.20557e-09,1.08541e-09,1.08884e-09,not measured,PASS
sf,-40.0,2.97,w095,sf_-40c_2.97v_w095,1.25953e-09,1.26393e-09,1.08541e-09,1.08884e-09,not measured,PASS
sf,-40.0,2.97,w10,sf_-40c_2.97v_w10,1.31755e-09,1.32228e-09,1.08541e-09,1.08884e-09,not measured,PASS
sf,-40.0,2.97,w11,sf_-40c_2.97v_w11,1.43344e-09,1.43888e-09,1.08541e-09,1.08884e-09,not measured,PASS
sf,-40.0,2.97,w12,sf_-40c_2.97v_w12,1.54932e-09,1.55546e-09,1.08541e-09,1.08884e-09,not measured,PASS
sf,-40.0,2.97,w16,sf_-40c_2.97v_w16,2.01275e-09,2.02173e-09,1.08541e-09,1.08883e-09,not measured,PASS
sf,-40.0,2.97,w24,sf_-40c_2.97v_w24,2.93938e-09,2.95415e-09,1.08541e-09,1.08884e-09,not measured,PASS
sf,-40.0,2.97,w25,sf_-40c_2.97v_w25,3.0552e-09,3.0707e-09,1.08541e-09,1.08884e-09,not measured,PASS
sf,-40.0,2.97,w26,sf_-40c_2.97v_w26,3.17102e-09,3.18725e-09,1.08541e-09,1.08884e-09,not measured,PASS
sf,-40.0,3.3,w08,sf_-40c_3.30v_w08,1.02201e-09,1.01882e-09,1.022e-09,1.0188e-09,0.000978473581221701,PASS
sf,-40.0,3.3,w09,sf_-40c_3.30v_w09,1.13164e-09,1.12824e-09,1.022e-09,1.0188e-09,not measured,PASS
sf,-40.0,3.3,w095,sf_-40c_3.30v_w095,1.18644e-09,1.18295e-09,1.022e-09,1.01881e-09,not measured,PASS
sf,-40.0,3.3,w10,sf_-40c_3.30v_w10,1.24124e-09,1.23766e-09,1.022e-09,1.01881e-09,not measured,PASS
sf,-40.0,3.3,w11,sf_-40c_3.30v_w11,1.35071e-09,1.34698e-09,1.022e-09,1.01881e-09,not measured,PASS
sf,-40.0,3.3,w12,sf_-40c_3.30v_w12,1.46017e-09,1.45629e-09,1.022e-09,1.01881e-09,not measured,PASS
sf,-40.0,3.3,w16,sf_-40c_3.30v_w16,1.89794e-09,1.8935e-09,1.022e-09,1.0188e-09,not measured,PASS
sf,-40.0,3.3,w24,sf_-40c_3.30v_w24,2.77328e-09,2.76784e-09,1.022e-09,1.0188e-09,not measured,PASS
sf,-40.0,3.3,w25,sf_-40c_3.30v_w25,2.88269e-09,2.87712e-09,1.022e-09,1.0188e-09,not measured,PASS
sf,-40.0,3.3,w26,sf_-40c_3.30v_w26,2.9921e-09,2.9864e-09,1.022e-09,1.0188e-09,not measured,PASS
sf,-40.0,3.63,w08,sf_-40c_3.63v_w08,9.73987e-10,9.66693e-10,9.73976e-10,9.66682e-10,0.0011293912786342751,PASS
sf,-40.0,3.63,w09,sf_-40c_3.63v_w09,1.07871e-09,1.07069e-09,9.73976e-10,9.66689e-10,not measured,PASS
sf,-40.0,3.63,w095,sf_-40c_3.63v_w095,1.13107e-09,1.12268e-09,9.73976e-10,9.66689e-10,not measured,PASS
sf,-40.0,3.63,w10,sf_-40c_3.63v_w10,1.18343e-09,1.17468e-09,9.73976e-10,9.66685e-10,not measured,PASS
sf,-40.0,3.63,w11,sf_-40c_3.63v_w11,1.28803e-09,1.27858e-09,9.73973e-10,9.66685e-10,not measured,PASS
sf,-40.0,3.63,w12,sf_-40c_3.63v_w12,1.39262e-09,1.38248e-09,9.73972e-10,9.66685e-10,not measured,PASS
sf,-40.0,3.63,w16,sf_-40c_3.63v_w16,1.81093e-09,1.79804e-09,9.73973e-10,9.6668e-10,not measured,PASS
sf,-40.0,3.63,w24,sf_-40c_3.63v_w24,2.6474e-09,2.62914e-09,9.73973e-10,9.6668e-10,not measured,PASS
sf,-40.0,3.63,w25,sf_-40c_3.63v_w25,2.75196e-09,2.73301e-09,9.73973e-10,9.6668e-10,not measured,PASS
sf,-40.0,3.63,w26,sf_-40c_3.63v_w26,2.85651e-09,2.83691e-09,9.73973e-10,9.6668e-10,not measured,PASS
sf,27.0,2.97,w08,sf_27c_2.97v_w08,1.23169e-09,1.23492e-09,1.23168e-09,1.23491e-09,0.0008118991945861741,PASS
sf,27.0,2.97,w09,sf_27c_2.97v_w09,1.36345e-09,1.36737e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,2.97,w095,sf_27c_2.97v_w095,1.42932e-09,1.43358e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,2.97,w10,sf_27c_2.97v_w10,1.49518e-09,1.49979e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,2.97,w11,sf_27c_2.97v_w11,1.62679e-09,1.63212e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,2.97,w12,sf_27c_2.97v_w12,1.75838e-09,1.76443e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,2.97,w16,sf_27c_2.97v_w16,2.28465e-09,2.29365e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,2.97,w24,sf_27c_2.97v_w24,3.33698e-09,3.35199e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,2.97,w25,sf_27c_2.97v_w25,3.46851e-09,3.48427e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,2.97,w26,sf_27c_2.97v_w26,3.60003e-09,3.61655e-09,1.23168e-09,1.23491e-09,not measured,PASS
sf,27.0,3.3,w08,sf_27c_3.30v_w08,1.15689e-09,1.1536e-09,1.15688e-09,1.15359e-09,0.000864393886995971,PASS
