# campaign: cp-compliance (switching)
# record_id: 20260731-194124-afa338c
# generated_utc: 2026-07-31T19:41:55Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points; DC bench run at all 4 Icp trim codes (180 runs), switching bench run at Vctrl {0.9, 1.65, 2.4} V at the nominal trim code (135 runs)
# Both polarities driven from the SAME control edge, one instance each, at the
# nominal trim code (b1 b0 = 1 0).
# iup_ss/idn_ss: steady-state current late in the 5 ns control pulse (A)
# qup/qdn: charge delivered over the switching event, including the tail-node
#   charge-sharing transient (C).  Sign convention: qup > 0 (sourced into the
#   control node), qdn < 0 (sunk out of it).
# wup/wdn: effective pulse width each polarity presents to the loop, q/i_ss (s)
# wskew: wup - wdn, the effective UP/DN TIMING mismatch (s) -- the quantity
#   that turns charge-pump asymmetry into static phase error
# ton_*/toff_*: 50%-of-i_ss crossing referenced to the 50% control edge (s)
process,temp_c,vdd_v,vctrl_v,iup_ss_a,idn_ss_a,qup_c,qdn_c,wup_s,wdn_s,wskew_s,ton_up_s,ton_dn_s,toff_up_s,toff_dn_s
typical,-40,3.63,2.4,5.08475E-06,-5.07098E-06,2.06242E-14,-2.26256E-14,4.05609E-09,4.46178E-09,-4.05695E-10,-9.99902E-11,-1.37091E-11,-9.9952E-11,1.39116E-11
typical,27,2.97,0.9,5.03626E-06,-5.21994E-06,2.16167E-14,-2.40971E-14,4.29221E-09,4.61635E-09,-3.24139E-10,-9.99684E-11,9.54269E-11,-9.99303E-11,3.19577E-11
typical,27,2.97,1.65,4.9709E-06,-5.11339E-06,2.16968E-14,-2.29667E-14,4.36476E-09,4.49149E-09,-1.26731E-10,-9.99879E-11,1.13925E-11,-9.99348E-11,2.49134E-11
typical,27,2.97,2.4,5.31315E-06,-5.22257E-06,2.27256E-14,-2.39239E-14,4.27724E-09,4.58087E-09,-3.0363E-10,-9.99855E-11,3.42904E-11,-9.99302E-11,2.52463E-11
typical,27,3.30,0.9,5.04122E-06,-5.20446E-06,2.16396E-14,-2.44151E-14,4.29254E-09,4.6912E-09,-3.98662E-10,-9.99695E-11,8.73313E-11,-9.99372E-11,2.98993E-11
typical,27,3.30,1.65,4.99382E-06,-5.09347E-06,2.18228E-14,-2.31598E-14,4.36996E-09,4.54695E-09,-1.76993E-10,-9.99891E-11,5.72233E-12,-9.99385E-11,2.1716E-11
typical,27,3.30,2.4,4.94337E-06,-5.12544E-06,2.0673E-14,-2.2729E-14,4.18197E-09,4.43454E-09,-2.52566E-10,-9.9989E-11,2.7367E-11,-9.99417E-11,1.91193E-11
typical,27,3.63,0.9,5.04599E-06,-5.18821E-06,2.16683E-14,-2.47424E-14,4.29416E-09,4.76897E-09,-4.74807E-10,-9.99712E-11,8.08997E-11,-9.99422E-11,2.94334E-11
typical,27,3.63,1.65,5.01281E-06,-5.08543E-06,2.19281E-14,-2.38162E-14,4.37442E-09,4.68321E-09,-3.08792E-10,-9.999E-11,1.26035E-12,-9.99436E-11,2.07271E-11
typical,27,3.63,2.4,4.87108E-06,-5.16467E-06,2.05602E-14,-2.31401E-14,4.22087E-09,4.48046E-09,-2.59596E-10,-9.99905E-11,-8.52684E-12,-9.99474E-11,1.58318E-11
typical,125,2.97,0.9,4.90598E-06,-5.15178E-06,2.16089E-14,-2.4422E-14,4.4046E-09,4.74049E-09,-3.3589E-10,-9.99762E-11,1.00112E-10,-9.99316E-11,3.79302E-11
typical,125,2.97,1.65,4.79371E-06,-5.10234E-06,2.15676E-14,-2.34706E-14,4.49914E-09,4.59996E-09,-1.00823E-10,-9.99882E-11,2.30591E-11,-9.99376E-11,2.79373E-11
typical,125,2.97,2.4,5.15627E-06,-5.33652E-06,2.2336E-14,-2.42796E-14,4.33181E-09,4.5497E-09,-2.17889E-10,-9.99862E-11,4.44344E-11,-9.99318E-11,2.67138E-11
typical,125,3.30,0.9,4.90618E-06,-5.10924E-06,2.15928E-14,-2.47344E-14,4.40115E-09,4.84112E-09,-4.39968E-10,-9.9976E-11,1.00054E-10,-9.99381E-11,3.64481E-11
typical,125,3.30,1.65,4.81121E-06,-5.07975E-06,2.16811E-14,-2.4012E-14,4.50638E-09,4.727E-09,-2.20618E-10,-9.99893E-11,2.1317E-11,-9.99434E-11,2.45347E-11
typical,125,3.30,2.4,4.64839E-06,-5.14673E-06,2.03648E-14,-2.29694E-14,4.38106E-09,4.46291E-09,-8.18568E-11,-9.99898E-11,1.99357E-11,-9.99443E-11,2.07409E-11
typical,125,3.63,0.9,4.90639E-06,-5.06453E-06,2.15943E-14,-2.50549E-14,4.40125E-09,4.94714E-09,-5.45885E-10,-9.9976E-11,1.00003E-10,-9.99434E-11,3.60442E-11
typical,125,3.63,1.65,4.82568E-06,-5.06072E-06,2.17724E-14,-2.47418E-14,4.51179E-09,4.889E-09,-3.77212E-10,-9.99903E-11,1.00017E-10,-9.99487E-11,2.2829E-11
typical,125,3.63,2.4,4.64027E-06,-5.14556E-06,2.06218E-14,-2.34974E-14,4.44409E-09,4.56654E-09,-1.22447E-10,-9.99908E-11,2.34877E-14,-9.99496E-11,1.74617E-11
