# campaign: cp-compliance (output I-V curves)
# record_id: 20260731-194124-afa338c
# generated_utc: 2026-07-31T19:41:55Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points; DC bench run at all 4 Icp trim codes (180 runs), switching bench run at Vctrl {0.9, 1.65, 2.4} V at the nominal trim code (135 runs)
# Complete output characteristic of both polarities at every corner and trim
# code, decimated from the 20 mV simulation grid to 100 mV.
process,temp_c,vdd_v,b1,b0,vout_v,iup_a,idn_a
fs,-40,3.63,0,0,2.8000,1.70932e-06,1.67685e-06
fs,-40,3.63,0,0,2.9000,1.70853e-06,1.67699e-06
fs,-40,3.63,0,0,3.0000,1.70765e-06,1.67711e-06
fs,-40,3.63,0,0,3.1000,1.70663e-06,1.67723e-06
fs,-40,3.63,0,0,3.2000,1.7054e-06,1.67735e-06
fs,-40,3.63,0,0,3.3000,1.70368e-06,1.67746e-06
fs,-40,3.63,0,0,3.4000,1.69985e-06,1.67758e-06
fs,-40,3.63,0,0,3.5000,1.64064e-06,1.6777e-06
fs,-40,3.63,0,0,3.6000,7.16219e-07,1.67781e-06
fs,-40,3.63,0,1,0.0000,3.43317e-06,-1.176e-11
fs,-40,3.63,0,1,0.1000,3.43316e-06,3.08896e-06
fs,-40,3.63,0,1,0.2000,3.43314e-06,3.28385e-06
fs,-40,3.63,0,1,0.3000,3.43312e-06,3.29109e-06
fs,-40,3.63,0,1,0.4000,3.4331e-06,3.29494e-06
fs,-40,3.63,0,1,0.5000,3.43308e-06,3.29809e-06
fs,-40,3.63,0,1,0.6000,3.43306e-06,3.30092e-06
fs,-40,3.63,0,1,0.7000,3.43304e-06,3.30356e-06
fs,-40,3.63,0,1,0.8000,3.43302e-06,3.30608e-06
fs,-40,3.63,0,1,0.9000,3.433e-06,3.30849e-06
fs,-40,3.63,0,1,1.0000,3.43298e-06,3.31083e-06
fs,-40,3.63,0,1,1.1000,3.43296e-06,3.31311e-06
fs,-40,3.63,0,1,1.2000,3.43293e-06,3.31533e-06
fs,-40,3.63,0,1,1.3000,3.4329e-06,3.3175e-06
fs,-40,3.63,0,1,1.4000,3.4328e-06,3.31963e-06
fs,-40,3.63,0,1,1.5000,3.43233e-06,3.32172e-06
fs,-40,3.63,0,1,1.6000,3.43161e-06,3.32378e-06
fs,-40,3.63,0,1,1.7000,3.43079e-06,3.32582e-06
fs,-40,3.63,0,1,1.8000,3.42992e-06,3.32785e-06
fs,-40,3.63,0,1,1.9000,3.42902e-06,3.32989e-06
fs,-40,3.63,0,1,2.0000,3.42808e-06,3.33198e-06
fs,-40,3.63,0,1,2.1000,3.4271e-06,3.33416e-06
fs,-40,3.63,0,1,2.2000,3.42608e-06,3.3365e-06
fs,-40,3.63,0,1,2.3000,3.42501e-06,3.33908e-06
fs,-40,3.63,0,1,2.4000,3.42389e-06,3.34199e-06
fs,-40,3.63,0,1,2.5000,3.42271e-06,3.34532e-06
fs,-40,3.63,0,1,2.6000,3.42146e-06,3.34898e-06
fs,-40,3.63,0,1,2.7000,3.42011e-06,3.3517e-06
fs,-40,3.63,0,1,2.8000,3.41867e-06,3.35233e-06
fs,-40,3.63,0,1,2.9000,3.41708e-06,3.3526e-06
fs,-40,3.63,0,1,3.0000,3.41531e-06,3.35283e-06
fs,-40,3.63,0,1,3.1000,3.41328e-06,3.35305e-06
fs,-40,3.63,0,1,3.2000,3.41082e-06,3.35327e-06
fs,-40,3.63,0,1,3.3000,3.4074e-06,3.35349e-06
fs,-40,3.63,0,1,3.4000,3.3996e-06,3.35371e-06
fs,-40,3.63,0,1,3.5000,3.27626e-06,3.35393e-06
fs,-40,3.63,0,1,3.6000,1.41363e-06,3.35415e-06
fs,-40,3.63,1,0,0.0000,5.14951e-06,-1.17602e-11
fs,-40,3.63,1,0,0.1000,5.14948e-06,4.62961e-06
fs,-40,3.63,1,0,0.2000,5.14946e-06,4.9257e-06
fs,-40,3.63,1,0,0.3000,5.14943e-06,4.9366e-06
fs,-40,3.63,1,0,0.4000,5.1494e-06,4.94239e-06
fs,-40,3.63,1,0,0.5000,5.14937e-06,4.94711e-06
fs,-40,3.63,1,0,0.6000,5.14934e-06,4.95136e-06
fs,-40,3.63,1,0,0.7000,5.14931e-06,4.95532e-06
fs,-40,3.63,1,0,0.8000,5.14928e-06,4.95909e-06
fs,-40,3.63,1,0,0.9000,5.14925e-06,4.96271e-06
fs,-40,3.63,1,0,1.0000,5.14922e-06,4.96622e-06
fs,-40,3.63,1,0,1.1000,5.14919e-06,4.96963e-06
fs,-40,3.63,1,0,1.2000,5.14915e-06,4.97296e-06
fs,-40,3.63,1,0,1.3000,5.14911e-06,4.97622e-06
fs,-40,3.63,1,0,1.4000,5.14896e-06,4.97941e-06
fs,-40,3.63,1,0,1.5000,5.14834e-06,4.98255e-06
fs,-40,3.63,1,0,1.6000,5.14731e-06,4.98563e-06
fs,-40,3.63,1,0,1.7000,5.14611e-06,4.98869e-06
fs,-40,3.63,1,0,1.8000,5.14483e-06,4.99173e-06
fs,-40,3.63,1,0,1.9000,5.14348e-06,4.99479e-06
fs,-40,3.63,1,0,2.0000,5.14208e-06,4.99792e-06
fs,-40,3.63,1,0,2.1000,5.14062e-06,5.00119e-06
fs,-40,3.63,1,0,2.2000,5.13909e-06,5.00469e-06
fs,-40,3.63,1,0,2.3000,5.13749e-06,5.00854e-06
fs,-40,3.63,1,0,2.4000,5.13582e-06,5.01287e-06
fs,-40,3.63,1,0,2.5000,5.13405e-06,5.0178e-06
fs,-40,3.63,1,0,2.6000,5.13217e-06,5.02303e-06
fs,-40,3.63,1,0,2.7000,5.13016e-06,5.0265e-06
fs,-40,3.63,1,0,2.8000,5.12799e-06,5.02727e-06
fs,-40,3.63,1,0,2.9000,5.12561e-06,5.02765e-06
fs,-40,3.63,1,0,3.0000,5.12295e-06,5.02798e-06
fs,-40,3.63,1,0,3.1000,5.1199e-06,5.0283e-06
fs,-40,3.63,1,0,3.2000,5.1162e-06,5.02862e-06
fs,-40,3.63,1,0,3.3000,5.11106e-06,5.02894e-06
fs,-40,3.63,1,0,3.4000,5.09915e-06,5.02925e-06
fs,-40,3.63,1,0,3.5000,4.90648e-06,5.02957e-06
fs,-40,3.63,1,0,3.6000,2.09271e-06,5.02989e-06
fs,-40,3.63,1,1,0.0000,6.86575e-06,-1.17603e-11
fs,-40,3.63,1,1,0.1000,6.86572e-06,6.16766e-06
fs,-40,3.63,1,1,0.2000,6.86568e-06,6.5675e-06
fs,-40,3.63,1,1,0.3000,6.86564e-06,6.5821e-06
fs,-40,3.63,1,1,0.4000,6.8656e-06,6.58982e-06
fs,-40,3.63,1,1,0.5000,6.86557e-06,6.59612e-06
fs,-40,3.63,1,1,0.6000,6.86553e-06,6.60178e-06
fs,-40,3.63,1,1,0.7000,6.86549e-06,6.60707e-06
fs,-40,3.63,1,1,0.8000,6.86545e-06,6.61209e-06
fs,-40,3.63,1,1,0.9000,6.86541e-06,6.61692e-06
fs,-40,3.63,1,1,1.0000,6.86536e-06,6.6216e-06
fs,-40,3.63,1,1,1.1000,6.86532e-06,6.62615e-06
fs,-40,3.63,1,1,1.2000,6.86527e-06,6.63058e-06
fs,-40,3.63,1,1,1.3000,6.86521e-06,6.63493e-06
fs,-40,3.63,1,1,1.4000,6.86502e-06,6.63918e-06
fs,-40,3.63,1,1,1.5000,6.86425e-06,6.64336e-06
fs,-40,3.63,1,1,1.6000,6.86295e-06,6.64748e-06
fs,-40,3.63,1,1,1.7000,6.86139e-06,6.65155e-06
fs,-40,3.63,1,1,1.8000,6.8597e-06,6.6556e-06
fs,-40,3.63,1,1,1.9000,6.85792e-06,6.65968e-06
fs,-40,3.63,1,1,2.0000,6.85605e-06,6.66384e-06
fs,-40,3.63,1,1,2.1000,6.85411e-06,6.66819e-06
fs,-40,3.63,1,1,2.2000,6.85208e-06,6.67285e-06
fs,-40,3.63,1,1,2.3000,6.84995e-06,6.67796e-06
fs,-40,3.63,1,1,2.4000,6.84772e-06,6.68371e-06
fs,-40,3.63,1,1,2.5000,6.84536e-06,6.69018e-06
fs,-40,3.63,1,1,2.6000,6.84286e-06,6.69687e-06
fs,-40,3.63,1,1,2.7000,6.84018e-06,6.70093e-06
fs,-40,3.63,1,1,2.8000,6.83728e-06,6.70184e-06
fs,-40,3.63,1,1,2.9000,6.83411e-06,6.70232e-06
fs,-40,3.63,1,1,3.0000,6.83057e-06,6.70276e-06
fs,-40,3.63,1,1,3.1000,6.8265e-06,6.70317e-06
fs,-40,3.63,1,1,3.2000,6.82155e-06,6.70359e-06
fs,-40,3.63,1,1,3.3000,6.81467e-06,6.704e-06
fs,-40,3.63,1,1,3.4000,6.7985e-06,6.70441e-06
fs,-40,3.63,1,1,3.5000,6.53104e-06,6.70482e-06
fs,-40,3.63,1,1,3.6000,2.754e-06,6.70523e-06
fs,27,2.97,0,0,0.0000,1.74439e-06,-1.02265e-11
fs,27,2.97,0,0,0.1000,1.74438e-06,1.51091e-06
fs,27,2.97,0,0,0.2000,1.74437e-06,1.71515e-06
fs,27,2.97,0,0,0.3000,1.74436e-06,1.72207e-06
fs,27,2.97,0,0,0.4000,1.74435e-06,1.72442e-06
fs,27,2.97,0,0,0.5000,1.74434e-06,1.72619e-06
fs,27,2.97,0,0,0.6000,1.74433e-06,1.72774e-06
fs,27,2.97,0,0,0.7000,1.74432e-06,1.72916e-06
fs,27,2.97,0,0,0.8000,1.74431e-06,1.73049e-06
fs,27,2.97,0,0,0.9000,1.7443e-06,1.73177e-06
fs,27,2.97,0,0,1.0000,1.74429e-06,1.73301e-06
fs,27,2.97,0,0,1.1000,1.74427e-06,1.73421e-06
fs,27,2.97,0,0,1.2000,1.74424e-06,1.73538e-06
fs,27,2.97,0,0,1.3000,1.74402e-06,1.73652e-06
fs,27,2.97,0,0,1.4000,1.74364e-06,1.73764e-06
fs,27,2.97,0,0,1.5000,1.74318e-06,1.73874e-06
fs,27,2.97,0,0,1.6000,1.7427e-06,1.73982e-06
fs,27,2.97,0,0,1.7000,1.74218e-06,1.74089e-06
fs,27,2.97,0,0,1.8000,1.74163e-06,1.74196e-06
fs,27,2.97,0,0,1.9000,1.74105e-06,1.74302e-06
fs,27,2.97,0,0,2.0000,1.74043e-06,1.74408e-06
fs,27,2.97,0,0,2.1000,1.73976e-06,1.74506e-06
fs,27,2.97,0,0,2.2000,1.73903e-06,1.74562e-06
fs,27,2.97,0,0,2.3000,1.73822e-06,1.74573e-06
fs,27,2.97,0,0,2.4000,1.7373e-06,1.74579e-06
fs,27,2.97,0,0,2.5000,1.7362e-06,1.74584e-06
fs,27,2.97,0,0,2.6000,1.73471e-06,1.74589e-06
fs,27,2.97,0,0,2.7000,1.73165e-06,1.74594e-06
fs,27,2.97,0,0,2.8000,1.6995e-06,1.74599e-06
fs,27,2.97,0,0,2.9000,1.21186e-06,1.74603e-06
fs,27,2.97,0,0,3.0000,-8.67407e-07,1.74608e-06
fs,27,2.97,0,0,3.1000,-5.80635e-06,1.74613e-06
fs,27,2.97,0,0,3.2000,-1.3844e-05,1.74618e-06
fs,27,2.97,0,0,3.3000,-2.48086e-05,1.74657e-06
fs,27,2.97,0,0,3.4000,-3.86051e-05,1.76137e-06
fs,27,2.97,0,0,3.5000,-5.55333e-05,2.2056e-06
fs,27,2.97,0,0,3.6000,-7.99087e-05,8.86984e-06
fs,27,2.97,0,1,0.0000,3.48846e-06,-1.03657e-11
fs,27,2.97,0,1,0.1000,3.48844e-06,3.01682e-06
fs,27,2.97,0,1,0.2000,3.48843e-06,3.43011e-06
fs,27,2.97,0,1,0.3000,3.48841e-06,3.4441e-06
fs,27,2.97,0,1,0.4000,3.48839e-06,3.44881e-06
fs,27,2.97,0,1,0.5000,3.48837e-06,3.45235e-06
fs,27,2.97,0,1,0.6000,3.48835e-06,3.45544e-06
fs,27,2.97,0,1,0.7000,3.48833e-06,3.45828e-06
fs,27,2.97,0,1,0.8000,3.48831e-06,3.46095e-06
fs,27,2.97,0,1,0.9000,3.48829e-06,3.46351e-06
fs,27,2.97,0,1,1.0000,3.48827e-06,3.46598e-06
fs,27,2.97,0,1,1.1000,3.48824e-06,3.46837e-06
fs,27,2.97,0,1,1.2000,3.48818e-06,3.4707e-06
fs,27,2.97,0,1,1.3000,3.48784e-06,3.47298e-06
fs,27,2.97,0,1,1.4000,3.48716e-06,3.47522e-06
fs,27,2.97,0,1,1.5000,3.48629e-06,3.47742e-06
fs,27,2.97,0,1,1.6000,3.48534e-06,3.47958e-06
fs,27,2.97,0,1,1.7000,3.48432e-06,3.48171e-06
fs,27,2.97,0,1,1.8000,3.48324e-06,3.48382e-06
fs,27,2.97,0,1,1.9000,3.48208e-06,3.48592e-06
fs,27,2.97,0,1,2.0000,3.48085e-06,3.48797e-06
fs,27,2.97,0,1,2.1000,3.47951e-06,3.48974e-06
fs,27,2.97,0,1,2.2000,3.47806e-06,3.49054e-06
fs,27,2.97,0,1,2.3000,3.47644e-06,3.49072e-06
fs,27,2.97,0,1,2.4000,3.4746e-06,3.49082e-06
fs,27,2.97,0,1,2.5000,3.4724e-06,3.49092e-06
fs,27,2.97,0,1,2.6000,3.46942e-06,3.49102e-06
fs,27,2.97,0,1,2.7000,3.46316e-06,3.49111e-06
fs,27,2.97,0,1,2.8000,3.39518e-06,3.4912e-06
fs,27,2.97,0,1,2.9000,2.39886e-06,3.4913e-06
fs,27,2.97,0,1,3.0000,-1.68364e-06,3.49139e-06
fs,27,2.97,0,1,3.1000,-1.09969e-05,3.49148e-06
fs,27,2.97,0,1,3.2000,-2.56815e-05,3.49158e-06
fs,27,2.97,0,1,3.3000,-4.52217e-05,3.492e-06
fs,27,2.97,0,1,3.4000,-6.9286e-05,3.50686e-06
fs,27,2.97,0,1,3.5000,-9.77901e-05,3.95116e-06
fs,27,2.97,0,1,3.6000,-0.000131826,1.06232e-05
fs,27,2.97,1,0,0.0000,5.23238e-06,-1.04685e-11
fs,27,2.97,1,0,0.1000,5.23235e-06,4.51768e-06
fs,27,2.97,1,0,0.2000,5.23232e-06,5.14486e-06
fs,27,2.97,1,0,0.3000,5.2323e-06,5.1661e-06
fs,27,2.97,1,0,0.4000,5.23227e-06,5.17317e-06
fs,27,2.97,1,0,0.5000,5.23224e-06,5.17849e-06
fs,27,2.97,1,0,0.6000,5.23221e-06,5.18312e-06
fs,27,2.97,1,0,0.7000,5.23218e-06,5.18738e-06
fs,27,2.97,1,0,0.8000,5.23215e-06,5.19139e-06
fs,27,2.97,1,0,0.9000,5.23212e-06,5.19522e-06
fs,27,2.97,1,0,1.0000,5.23208e-06,5.19892e-06
fs,27,2.97,1,0,1.1000,5.23204e-06,5.20251e-06
fs,27,2.97,1,0,1.2000,5.23195e-06,5.20601e-06
fs,27,2.97,1,0,1.3000,5.23152e-06,5.20943e-06
fs,27,2.97,1,0,1.4000,5.23057e-06,5.21278e-06
fs,27,2.97,1,0,1.5000,5.22933e-06,5.21607e-06
fs,27,2.97,1,0,1.6000,5.22792e-06,5.2193e-06
fs,27,2.97,1,0,1.7000,5.22641e-06,5.22249e-06
fs,27,2.97,1,0,1.8000,5.2248e-06,5.22564e-06
fs,27,2.97,1,0,1.9000,5.22307e-06,5.22875e-06
fs,27,2.97,1,0,2.0000,5.22122e-06,5.23175e-06
fs,27,2.97,1,0,2.1000,5.21922e-06,5.23418e-06
fs,27,2.97,1,0,2.2000,5.21704e-06,5.23516e-06
fs,27,2.97,1,0,2.3000,5.21462e-06,5.23539e-06
fs,27,2.97,1,0,2.4000,5.21186e-06,5.23555e-06
fs,27,2.97,1,0,2.5000,5.20854e-06,5.2357e-06
fs,27,2.97,1,0,2.6000,5.20405e-06,5.23584e-06
fs,27,2.97,1,0,2.7000,5.19446e-06,5.23598e-06
fs,27,2.97,1,0,2.8000,5.08662e-06,5.23611e-06
fs,27,2.97,1,0,2.9000,3.56107e-06,5.23625e-06
fs,27,2.97,1,0,3.0000,-2.45362e-06,5.23638e-06
fs,27,2.97,1,0,3.1000,-1.56791e-05,5.23652e-06
fs,27,2.97,1,0,3.2000,-3.59771e-05,5.23666e-06
fs,27,2.97,1,0,3.3000,-6.24513e-05,5.23713e-06
fs,27,2.97,1,0,3.4000,-9.45355e-05,5.25202e-06
fs,27,2.97,1,0,3.5000,-0.000131965,5.69639e-06
fs,27,2.97,1,0,3.6000,-0.000175059,1.23742e-05
fs,27,2.97,1,1,0.0000,6.97617e-06,-1.05838e-11
fs,27,2.97,1,1,0.1000,6.97614e-06,6.01343e-06
fs,27,2.97,1,1,0.2000,6.9761e-06,6.85941e-06
fs,27,2.97,1,1,0.3000,6.97606e-06,6.88807e-06
fs,27,2.97,1,1,0.4000,6.97602e-06,6.89752e-06
fs,27,2.97,1,1,0.5000,6.97598e-06,6.90461e-06
fs,27,2.97,1,1,0.6000,6.97595e-06,6.91079e-06
fs,27,2.97,1,1,0.7000,6.9759e-06,6.91646e-06
fs,27,2.97,1,1,0.8000,6.97586e-06,6.92181e-06
fs,27,2.97,1,1,0.9000,6.97582e-06,6.92692e-06
fs,27,2.97,1,1,1.0000,6.97577e-06,6.93185e-06
fs,27,2.97,1,1,1.1000,6.97572e-06,6.93664e-06
fs,27,2.97,1,1,1.2000,6.9756e-06,6.9413e-06
fs,27,2.97,1,1,1.3000,6.97507e-06,6.94585e-06
fs,27,2.97,1,1,1.4000,6.97388e-06,6.95031e-06
fs,27,2.97,1,1,1.5000,6.97228e-06,6.95469e-06
fs,27,2.97,1,1,1.6000,6.97045e-06,6.959e-06
fs,27,2.97,1,1,1.7000,6.96845e-06,6.96323e-06
fs,27,2.97,1,1,1.8000,6.96631e-06,6.96741e-06
fs,27,2.97,1,1,1.9000,6.96402e-06,6.97152e-06
fs,27,2.97,1,1,2.0000,6.96156e-06,6.97541e-06
fs,27,2.97,1,1,2.1000,6.9589e-06,6.97843e-06
fs,27,2.97,1,1,2.2000,6.95599e-06,6.97955e-06
fs,27,2.97,1,1,2.3000,6.95275e-06,6.97985e-06
fs,27,2.97,1,1,2.4000,6.94907e-06,6.98006e-06
fs,27,2.97,1,1,2.5000,6.94464e-06,6.98025e-06
fs,27,2.97,1,1,2.6000,6.93861e-06,6.98044e-06
fs,27,2.97,1,1,2.7000,6.92552e-06,6.98062e-06
fs,27,2.97,1,1,2.8000,6.77352e-06,6.9808e-06
fs,27,2.97,1,1,2.9000,4.69869e-06,6.98097e-06
fs,27,2.97,1,1,3.0000,-3.18152e-06,6.98115e-06
fs,27,2.97,1,1,3.1000,-1.99349e-05,6.98133e-06
fs,27,2.97,1,1,3.2000,-4.50538e-05,6.98151e-06
fs,27,2.97,1,1,3.3000,-7.72776e-05,6.98202e-06
fs,27,2.97,1,1,3.4000,-0.000115835,6.99696e-06
fs,27,2.97,1,1,3.5000,-0.000160346,7.44139e-06
fs,27,2.97,1,1,3.6000,-0.000210946,1.41237e-05
fs,27,3.30,0,0,0.0000,1.74559e-06,-1.14285e-11
fs,27,3.30,0,0,0.1000,1.74558e-06,1.51103e-06
fs,27,3.30,0,0,0.2000,1.74557e-06,1.71515e-06
fs,27,3.30,0,0,0.3000,1.74556e-06,1.72207e-06
fs,27,3.30,0,0,0.4000,1.74555e-06,1.72442e-06
fs,27,3.30,0,0,0.5000,1.74554e-06,1.72619e-06
fs,27,3.30,0,0,0.6000,1.74553e-06,1.72774e-06
fs,27,3.30,0,0,0.7000,1.74552e-06,1.72916e-06
fs,27,3.30,0,0,0.8000,1.74551e-06,1.73049e-06
fs,27,3.30,0,0,0.9000,1.7455e-06,1.73177e-06
fs,27,3.30,0,0,1.0000,1.74549e-06,1.73301e-06
fs,27,3.30,0,0,1.1000,1.74548e-06,1.73421e-06
fs,27,3.30,0,0,1.2000,1.74546e-06,1.73538e-06
fs,27,3.30,0,0,1.3000,1.74536e-06,1.73652e-06
fs,27,3.30,0,0,1.4000,1.74507e-06,1.73764e-06
fs,27,3.30,0,0,1.5000,1.74468e-06,1.73874e-06
fs,27,3.30,0,0,1.6000,1.74426e-06,1.73983e-06
fs,27,3.30,0,0,1.7000,1.74381e-06,1.7409e-06
fs,27,3.30,0,0,1.8000,1.74334e-06,1.74196e-06
fs,27,3.30,0,0,1.9000,1.74286e-06,1.74303e-06
fs,27,3.30,0,0,2.0000,1.74234e-06,1.74412e-06
fs,27,3.30,0,0,2.1000,1.7418e-06,1.74525e-06
fs,27,3.30,0,0,2.2000,1.74123e-06,1.74645e-06
fs,27,3.30,0,0,2.3000,1.74062e-06,1.74773e-06
fs,27,3.30,0,0,2.4000,1.73997e-06,1.74902e-06
fs,27,3.30,0,0,2.5000,1.73926e-06,1.74982e-06
fs,27,3.30,0,0,2.6000,1.73847e-06,1.74999e-06
fs,27,3.30,0,0,2.7000,1.73759e-06,1.75007e-06
fs,27,3.30,0,0,2.8000,1.73656e-06,1.75015e-06
fs,27,3.30,0,0,2.9000,1.73521e-06,1.75022e-06
fs,27,3.30,0,0,3.0000,1.73297e-06,1.7503e-06
fs,27,3.30,0,0,3.1000,1.72056e-06,1.75037e-06
fs,27,3.30,0,0,3.2000,1.46946e-06,1.75044e-06
fs,27,3.30,0,0,3.3000,-9.14689e-11,1.75051e-06
fs,27,3.30,0,0,3.4000,-4.00595e-06,1.75058e-06
fs,27,3.30,0,0,3.5000,-1.11712e-05,1.75066e-06
fs,27,3.30,0,0,3.6000,-2.13379e-05,1.75083e-06
fs,27,3.30,0,1,0.0000,3.49088e-06,-1.15677e-11
fs,27,3.30,0,1,0.1000,3.49087e-06,3.0173e-06
fs,27,3.30,0,1,0.2000,3.49085e-06,3.43012e-06
fs,27,3.30,0,1,0.3000,3.49083e-06,3.4441e-06
fs,27,3.30,0,1,0.4000,3.49081e-06,3.44881e-06
fs,27,3.30,0,1,0.5000,3.49079e-06,3.45235e-06
fs,27,3.30,0,1,0.6000,3.49077e-06,3.45544e-06
fs,27,3.30,0,1,0.7000,3.49075e-06,3.45828e-06
fs,27,3.30,0,1,0.8000,3.49073e-06,3.46095e-06
fs,27,3.30,0,1,0.9000,3.49071e-06,3.46351e-06
fs,27,3.30,0,1,1.0000,3.49069e-06,3.46598e-06
fs,27,3.30,0,1,1.1000,3.49067e-06,3.46837e-06
fs,27,3.30,0,1,1.2000,3.49064e-06,3.47071e-06
fs,27,3.30,0,1,1.3000,3.49049e-06,3.47299e-06
fs,27,3.30,0,1,1.4000,3.49e-06,3.47523e-06
fs,27,3.30,0,1,1.5000,3.48928e-06,3.47743e-06
fs,27,3.30,0,1,1.6000,3.48847e-06,3.47959e-06
fs,27,3.30,0,1,1.7000,3.48759e-06,3.48173e-06
fs,27,3.30,0,1,1.8000,3.48666e-06,3.48386e-06
fs,27,3.30,0,1,1.9000,3.48569e-06,3.48599e-06
fs,27,3.30,0,1,2.0000,3.48467e-06,3.48816e-06
fs,27,3.30,0,1,2.1000,3.48359e-06,3.4904e-06
fs,27,3.30,0,1,2.2000,3.48245e-06,3.49276e-06
fs,27,3.30,0,1,2.3000,3.48124e-06,3.49524e-06
fs,27,3.30,0,1,2.4000,3.47993e-06,3.49756e-06
fs,27,3.30,0,1,2.5000,3.47852e-06,3.49869e-06
fs,27,3.30,0,1,2.6000,3.47695e-06,3.49894e-06
fs,27,3.30,0,1,2.7000,3.47519e-06,3.4991e-06
fs,27,3.30,0,1,2.8000,3.47312e-06,3.49924e-06
fs,27,3.30,0,1,2.9000,3.47045e-06,3.49938e-06
fs,27,3.30,0,1,3.0000,3.46591e-06,3.49952e-06
fs,27,3.30,0,1,3.1000,3.43993e-06,3.49966e-06
fs,27,3.30,0,1,3.2000,2.92206e-06,3.49979e-06
fs,27,3.30,0,1,3.3000,-8.74467e-11,3.49993e-06
fs,27,3.30,0,1,3.4000,-7.66399e-06,3.50006e-06
fs,27,3.30,0,1,3.5000,-2.0927e-05,3.5002e-06
fs,27,3.30,0,1,3.6000,-3.92627e-05,3.50044e-06
fs,27,3.30,1,0,0.0000,5.23603e-06,-1.16705e-11
fs,27,3.30,1,0,0.1000,5.23601e-06,4.51875e-06
fs,27,3.30,1,0,0.2000,5.23598e-06,5.14491e-06
fs,27,3.30,1,0,0.3000,5.23595e-06,5.16611e-06
fs,27,3.30,1,0,0.4000,5.23593e-06,5.17318e-06
fs,27,3.30,1,0,0.5000,5.2359e-06,5.17849e-06
fs,27,3.30,1,0,0.6000,5.23587e-06,5.18313e-06
fs,27,3.30,1,0,0.7000,5.23584e-06,5.18738e-06
fs,27,3.30,1,0,0.8000,5.23581e-06,5.1914e-06
fs,27,3.30,1,0,0.9000,5.23578e-06,5.19523e-06
fs,27,3.30,1,0,1.0000,5.23575e-06,5.19893e-06
fs,27,3.30,1,0,1.1000,5.23571e-06,5.20252e-06
fs,27,3.30,1,0,1.2000,5.23566e-06,5.20602e-06
fs,27,3.30,1,0,1.3000,5.23547e-06,5.20945e-06
fs,27,3.30,1,0,1.4000,5.23481e-06,5.2128e-06
fs,27,3.30,1,0,1.5000,5.2338e-06,5.21609e-06
fs,27,3.30,1,0,1.6000,5.23261e-06,5.21934e-06
fs,27,3.30,1,0,1.7000,5.23131e-06,5.22254e-06
fs,27,3.30,1,0,1.8000,5.22994e-06,5.22573e-06
fs,27,3.30,1,0,1.9000,5.22849e-06,5.22892e-06
fs,27,3.30,1,0,2.0000,5.22696e-06,5.23216e-06
fs,27,3.30,1,0,2.1000,5.22535e-06,5.23551e-06
fs,27,3.30,1,0,2.2000,5.22365e-06,5.239e-06
fs,27,3.30,1,0,2.3000,5.22183e-06,5.24261e-06
fs,27,3.30,1,0,2.4000,5.21987e-06,5.24577e-06
fs,27,3.30,1,0,2.5000,5.21774e-06,5.24714e-06
fs,27,3.30,1,0,2.6000,5.2154e-06,5.24748e-06
fs,27,3.30,1,0,2.7000,5.21275e-06,5.24771e-06
fs,27,3.30,1,0,2.8000,5.20964e-06,5.24791e-06
fs,27,3.30,1,0,2.9000,5.20563e-06,5.24812e-06
fs,27,3.30,1,0,3.0000,5.19873e-06,5.24832e-06
fs,27,3.30,1,0,3.1000,5.15791e-06,5.24851e-06
fs,27,3.30,1,0,3.2000,4.35739e-06,5.24871e-06
fs,27,3.30,1,0,3.3000,-8.35493e-11,5.24891e-06
fs,27,3.30,1,0,3.4000,-1.10245e-05,5.2491e-06
fs,27,3.30,1,0,3.5000,-2.95589e-05,5.2493e-06
fs,27,3.30,1,0,3.6000,-5.46379e-05,5.24961e-06
fs,27,3.30,1,1,0.0000,6.98107e-06,-1.17848e-11
fs,27,3.30,1,1,0.1000,6.98104e-06,6.01535e-06
fs,27,3.30,1,1,0.2000,6.981e-06,6.8595e-06
fs,27,3.30,1,1,0.3000,6.98096e-06,6.88809e-06
fs,27,3.30,1,1,0.4000,6.98093e-06,6.89753e-06
fs,27,3.30,1,1,0.5000,6.98089e-06,6.90462e-06
fs,27,3.30,1,1,0.6000,6.98085e-06,6.9108e-06
fs,27,3.30,1,1,0.7000,6.98081e-06,6.91647e-06
fs,27,3.30,1,1,0.8000,6.98077e-06,6.92182e-06
fs,27,3.30,1,1,0.9000,6.98073e-06,6.92694e-06
fs,27,3.30,1,1,1.0000,6.98069e-06,6.93187e-06
fs,27,3.30,1,1,1.1000,6.98064e-06,6.93666e-06
fs,27,3.30,1,1,1.2000,6.98057e-06,6.94132e-06
