# campaign: cp-compliance (DC)
# record_id: 20260731-194124-afa338c
# generated_utc: 2026-07-31T19:41:54Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points; DC bench run at all 4 Icp trim codes (180 runs), switching bench run at Vctrl {0.9, 1.65, 2.4} V at the nominal trim code (135 runs)
# Vctrl window under test: 0.9 .. 2.4 V, nominal 1.65 V (DR-001 Decision 2)
# units: Icp in unit legs = 1 + b0 + 2*b1
# iup_*/idn_*: UP (source) and DN (sink) output current at the window's low,
#   mid and high point (A)
# mism_*_pct: 100*(iup-idn)/mean at that point; mism_absmax_pct is the largest
#   magnitude anywhere inside the window
# iup_flat_pct/idn_flat_pct: peak-to-peak variation of each polarity's current
#   across the window, as a percentage of its mid-window value
# satcasc_lo_v/satcasc_hi_v: smallest |vds|-|vdsat| among the two output
#   CASCODE devices at the low/high end of the window, with the device that
#   owns it.  Positive = in saturation.  This is the compliance verdict: the
#   cascode is the device whose operating point the output voltage moves.
# satmir_lo_v/satmir_hi_v: the same quantity for the two bottom MIRROR devices,
#   reported for context only.  A wide-swing cascode bias parks those at the
#   saturation boundary by construction (that is what buys the headroom), and
#   their bias does not move with the output voltage, so a margin near zero
#   there is the design working as intended.
process,temp_c,vdd_v,b1,b0,units,iup_lo_a,idn_lo_a,iup_mid_a,idn_mid_a,iup_hi_a,idn_hi_a,mism_lo_pct,mism_mid_pct,mism_hi_pct,mism_absmax_pct,iup_flat_pct,idn_flat_pct,satcasc_lo_v,satcasc_lo_dev,satcasc_hi_v,satcasc_hi_dev,satmir_lo_v,satmir_hi_v
sf,27,3.63,0,1,2,3.50388e-06,3.43642e-06,3.50018e-06,3.45312e-06,3.4931e-06,3.46981e-06,1.9441,1.3534,0.6689,1.9441,0.3081,0.9669,0.7215,ncasc,1.0477,pcasc,-0.0123,-0.0098
sf,27,3.63,1,0,3,5.25556e-06,5.1546e-06,5.25022e-06,5.17963e-06,5.23964e-06,5.20448e-06,1.9397,1.3535,0.6731,1.9397,0.3033,0.9631,0.7209,ncasc,1.0457,pcasc,-0.0123,-0.0098
sf,27,3.63,1,1,4,7.00714e-06,6.87276e-06,7.00023e-06,6.90613e-06,6.98615e-06,6.93903e-06,1.9362,1.3534,0.6767,1.9362,0.2998,0.9596,0.7204,ncasc,1.0438,pcasc,-0.0123,-0.0098
sf,125,2.97,0,0,1,1.78519e-06,1.78823e-06,1.78226e-06,1.79684e-06,1.77736e-06,1.8013e-06,-0.1705,-0.8148,-1.3381,-1.3381,0.4393,0.7273,0.6770,ncasc,0.3517,pcasc,-0.0273,-0.0254
sf,125,2.97,0,1,2,3.57003e-06,3.5764e-06,3.56447e-06,3.59357e-06,3.55468e-06,3.60174e-06,-0.1783,-0.8131,-1.3152,-1.3152,0.4306,0.7052,0.6759,ncasc,0.3496,pcasc,-0.0273,-0.0254
sf,125,2.97,1,0,3,5.3547e-06,5.36453e-06,5.34663e-06,5.39023e-06,5.33196e-06,5.40182e-06,-0.1835,-0.8121,-1.3018,-1.3018,0.4254,0.6917,0.6748,ncasc,0.3474,pcasc,-0.0273,-0.0255
sf,125,2.97,1,1,4,7.13924e-06,7.15264e-06,7.12876e-06,7.18683e-06,7.10919e-06,7.20165e-06,-0.1875,-0.8113,-1.2921,-1.2921,0.4216,0.6819,0.6738,ncasc,0.3452,pcasc,-0.0273,-0.0255
sf,125,3.30,0,0,1,1.78628e-06,1.78823e-06,1.7838e-06,1.79686e-06,1.77993e-06,1.80458e-06,-0.1094,-0.7293,-1.3756,-1.3756,0.3561,0.9097,0.6772,ncasc,0.6815,pcasc,-0.0273,-0.0250
sf,125,3.30,0,1,2,3.57222e-06,3.5764e-06,3.56755e-06,3.59362e-06,3.55983e-06,3.60831e-06,-0.1172,-0.7282,-1.3527,-1.3527,0.3474,0.8878,0.6762,ncasc,0.6792,pcasc,-0.0273,-0.0250
sf,125,3.30,1,0,3,5.358e-06,5.36455e-06,5.35125e-06,5.39034e-06,5.3397e-06,5.41161e-06,-0.1221,-0.7278,-1.3377,-1.3377,0.3421,0.8730,0.6753,ncasc,0.6769,pcasc,-0.0273,-0.0250
sf,125,3.30,1,1,4,7.14367e-06,7.15267e-06,7.13493e-06,7.18703e-06,7.11954e-06,7.2146e-06,-0.1259,-0.7276,-1.3264,-1.3264,0.3382,0.8617,0.6744,ncasc,0.6745,pcasc,-0.0273,-0.0251
sf,125,3.63,0,0,1,1.78731e-06,1.78823e-06,1.78515e-06,1.79686e-06,1.78184e-06,1.80529e-06,-0.0516,-0.6537,-1.3071,-1.3071,0.3063,0.9490,0.6773,ncasc,1.0113,pcasc,-0.0273,-0.0249
sf,125,3.63,0,1,2,3.57429e-06,3.57641e-06,3.57025e-06,3.59364e-06,3.56367e-06,3.61036e-06,-0.0593,-0.6528,-1.3016,-1.3016,0.2975,0.9446,0.6764,ncasc,1.0088,pcasc,-0.0273,-0.0249
sf,125,3.63,1,0,3,5.36112e-06,5.36456e-06,5.35532e-06,5.39038e-06,5.34547e-06,5.41529e-06,-0.0642,-0.6526,-1.2978,-1.2978,0.2923,0.9411,0.6756,ncasc,1.0064,pcasc,-0.0273,-0.0249
sf,125,3.63,1,1,4,7.14784e-06,7.15269e-06,7.14035e-06,7.1871e-06,7.12724e-06,7.2201e-06,-0.0679,-0.6526,-1.2944,-1.2944,0.2884,0.9378,0.6748,ncasc,1.0040,pcasc,-0.0273,-0.0249
ss,-40,2.97,0,0,1,1.71227e-06,1.6386e-06,1.71074e-06,1.64649e-06,1.7054e-06,1.6489e-06,4.3969,3.8272,3.3691,4.3969,0.4015,0.6252,0.7525,ncasc,0.4115,pcasc,-0.0076,-0.0085
ss,-40,2.97,0,1,2,3.42427e-06,3.27717e-06,3.42143e-06,3.2929e-06,3.4108e-06,3.29723e-06,4.3899,3.8285,3.3863,4.3899,0.3934,0.6090,0.7519,ncasc,0.4096,pcasc,-0.0076,-0.0085
ss,-40,2.97,1,0,3,5.13611e-06,4.91572e-06,5.13206e-06,4.93926e-06,5.11617e-06,4.94532e-06,4.3850,3.8287,3.3961,4.3850,0.3886,0.5992,0.7513,ncasc,0.4077,pcasc,-0.0076,-0.0085
ss,-40,2.97,1,1,4,6.84783e-06,6.55426e-06,6.84264e-06,6.58558e-06,6.82149e-06,6.59324e-06,4.3810,3.8286,3.4029,4.3810,0.3850,0.5919,0.7507,ncasc,0.4057,pcasc,-0.0076,-0.0085
ss,-40,3.30,0,0,1,1.71358e-06,1.6386e-06,1.71243e-06,1.64651e-06,1.7082e-06,1.65196e-06,4.4730,3.9251,3.3475,4.4730,0.3141,0.8109,0.7526,ncasc,0.7413,pcasc,-0.0074,-0.0081
ss,-40,3.30,0,1,2,3.42689e-06,3.27717e-06,3.4248e-06,3.29295e-06,3.4164e-06,3.30325e-06,4.4665,3.9254,3.3677,4.4665,0.3065,0.7918,0.7521,ncasc,0.7392,pcasc,-0.0074,-0.0081
ss,-40,3.30,1,0,3,5.14007e-06,4.91573e-06,5.13712e-06,4.93938e-06,5.12457e-06,4.95427e-06,4.4619,3.9247,3.3793,4.4619,0.3018,0.7803,0.7516,ncasc,0.7372,pcasc,-0.0074,-0.0081
ss,-40,3.30,1,1,4,6.85314e-06,6.55427e-06,6.84937e-06,6.58578e-06,6.83271e-06,6.60511e-06,4.4583,3.9238,3.3875,4.4583,0.2983,0.7719,0.7511,ncasc,0.7351,pcasc,-0.0074,-0.0081
ss,-40,3.63,0,0,1,1.71479e-06,1.6386e-06,1.71392e-06,1.64651e-06,1.7103e-06,1.65457e-06,4.5437,4.0121,3.3123,4.5437,0.2621,0.9696,0.7527,ncasc,1.0711,pcasc,-0.0072,-0.0078
ss,-40,3.63,0,1,2,3.42933e-06,3.27718e-06,3.42778e-06,3.29296e-06,3.4206e-06,3.30888e-06,4.5376,4.0120,3.3203,4.5376,0.2548,0.9628,0.7522,ncasc,1.0689,pcasc,-0.0072,-0.0078
ss,-40,3.63,1,0,3,5.14375e-06,4.91573e-06,5.14157e-06,4.9394e-06,5.13087e-06,4.96302e-06,4.5333,4.0110,3.3259,4.5333,0.2504,0.9572,0.7517,ncasc,1.0667,pcasc,-0.0072,-0.0078
ss,-40,3.63,1,1,4,6.85806e-06,6.55428e-06,6.8553e-06,6.58583e-06,6.84113e-06,6.617e-06,4.5299,4.0097,3.3308,4.5299,0.2470,0.9523,0.7513,ncasc,1.0645,pcasc,-0.0073,-0.0078
ss,27,2.97,0,0,1,1.74233e-06,1.71426e-06,1.74059e-06,1.7225e-06,1.73548e-06,1.72562e-06,1.6245,1.0448,0.5700,1.6245,0.3936,0.6595,0.7206,ncasc,0.3830,pcasc,-0.0124,-0.0107
ss,27,2.97,0,1,2,3.48435e-06,3.42847e-06,3.48113e-06,3.4449e-06,3.47095e-06,3.45055e-06,1.6168,1.0463,0.5894,1.6168,0.3849,0.6411,0.7198,ncasc,0.3807,pcasc,-0.0124,-0.0107
ss,27,2.97,1,0,3,5.2262e-06,5.14266e-06,5.22161e-06,5.16724e-06,5.20637e-06,5.1752e-06,1.6114,1.0467,0.6005,1.6114,0.3797,0.6298,0.7190,ncasc,0.3783,pcasc,-0.0124,-0.0107
ss,27,2.97,1,1,4,6.96793e-06,6.85683e-06,6.96203e-06,6.88953e-06,6.94175e-06,6.89964e-06,1.6072,1.0468,0.6084,1.6072,0.3759,0.6214,0.7182,ncasc,0.3760,pcasc,-0.0124,-0.0107
ss,27,3.30,0,0,1,1.74354e-06,1.71426e-06,1.74219e-06,1.72251e-06,1.73816e-06,1.72885e-06,1.6936,1.1361,0.5372,1.6936,0.3084,0.8473,0.7207,ncasc,0.7127,pcasc,-0.0124,-0.0103
ss,27,3.30,0,1,2,3.48678e-06,3.42847e-06,3.48433e-06,3.44495e-06,3.47633e-06,3.4569e-06,1.6864,1.1367,0.5605,1.6864,0.3001,0.8251,0.7201,ncasc,0.7102,pcasc,-0.0124,-0.0103
ss,27,3.30,1,0,3,5.22988e-06,5.14267e-06,5.22641e-06,5.16737e-06,5.21446e-06,5.18461e-06,1.6815,1.1362,0.5740,1.6815,0.2951,0.8116,0.7194,ncasc,0.7077,pcasc,-0.0124,-0.0103
ss,27,3.30,1,1,4,6.97286e-06,6.85685e-06,6.96843e-06,6.88975e-06,6.95256e-06,6.91209e-06,1.6777,1.1355,0.5838,1.6777,0.2913,0.8017,0.7187,ncasc,0.7052,pcasc,-0.0124,-0.0103
ss,27,3.63,0,0,1,1.74466e-06,1.71426e-06,1.7436e-06,1.72252e-06,1.74017e-06,1.7308e-06,1.7578,1.2169,0.5399,1.7578,0.2575,0.9604,0.7208,ncasc,1.0425,pcasc,-0.0124,-0.0100
ss,27,3.63,0,1,2,3.48904e-06,3.42848e-06,3.48715e-06,3.44497e-06,3.48034e-06,3.46136e-06,1.7511,1.2170,0.5467,1.7511,0.2496,0.9547,0.7202,ncasc,1.0398,pcasc,-0.0124,-0.0100
ss,27,3.63,1,0,3,5.23329e-06,5.14268e-06,5.23063e-06,5.1674e-06,5.22048e-06,5.19177e-06,1.7465,1.2162,0.5515,1.7465,0.2448,0.9500,0.7196,ncasc,1.0371,pcasc,-0.0124,-0.0100
ss,27,3.63,1,1,4,6.97742e-06,6.85686e-06,6.97405e-06,6.88981e-06,6.9606e-06,6.92203e-06,1.7429,1.2152,0.5557,1.7429,0.2412,0.9458,0.7190,ncasc,1.0345,pcasc,-0.0124,-0.0100
ss,125,2.97,0,0,1,1.77608e-06,1.78355e-06,1.77406e-06,1.79204e-06,1.76921e-06,1.7961e-06,-0.4196,-1.0084,-1.5088,-1.5088,0.3876,0.7005,0.6752,ncasc,0.3435,pcasc,-0.0274,-0.0255
ss,125,2.97,0,1,2,3.55181e-06,3.56704e-06,3.54807e-06,3.58396e-06,3.53841e-06,3.59136e-06,-0.4279,-1.0065,-1.4855,-1.4855,0.3777,0.6791,0.6741,ncasc,0.3406,pcasc,-0.0274,-0.0256
ss,125,2.97,1,0,3,5.32735e-06,5.3505e-06,5.32201e-06,5.37581e-06,5.30755e-06,5.38627e-06,-0.4336,-1.0058,-1.4723,-1.4723,0.3719,0.6655,0.6730,ncasc,0.3378,pcasc,-0.0274,-0.0256
ss,125,2.97,1,1,4,7.10275e-06,7.13392e-06,7.09589e-06,7.16759e-06,7.07664e-06,7.18093e-06,-0.4380,-1.0055,-1.4629,-1.4629,0.3679,0.6558,0.6718,ncasc,0.3349,pcasc,-0.0274,-0.0257
ss,125,3.30,0,0,1,1.77717e-06,1.78355e-06,1.77557e-06,1.79206e-06,1.77177e-06,1.79937e-06,-0.3583,-0.9244,-1.5458,-1.5458,0.3042,0.8828,0.6754,ncasc,0.6732,pcasc,-0.0274,-0.0251
ss,125,3.30,0,1,2,3.55401e-06,3.56705e-06,3.55108e-06,3.58402e-06,3.54354e-06,3.59783e-06,-0.3660,-0.9234,-1.5204,-1.5204,0.2951,0.8588,0.6744,ncasc,0.6701,pcasc,-0.0274,-0.0252
ss,125,3.30,1,0,3,5.33069e-06,5.35051e-06,5.32652e-06,5.37594e-06,5.31526e-06,5.39586e-06,-0.3712,-0.9235,-1.5049,-1.5049,0.2896,0.8434,0.6735,ncasc,0.6670,pcasc,-0.0274,-0.0252
ss,125,3.30,1,1,4,7.10723e-06,7.13396e-06,7.10191e-06,7.16783e-06,7.08695e-06,7.19359e-06,-0.3753,-0.9239,-1.4935,-1.4935,0.2857,0.8319,0.6725,ncasc,0.6640,pcasc,-0.0274,-0.0252
ss,125,3.63,0,0,1,1.77819e-06,1.78355e-06,1.77688e-06,1.79206e-06,1.77366e-06,1.80034e-06,-0.3011,-0.8504,-1.4931,-1.4931,0.2548,0.9370,0.6755,ncasc,1.0029,pcasc,-0.0274,-0.0250
ss,125,3.63,0,1,2,3.55607e-06,3.56705e-06,3.55371e-06,3.58404e-06,3.54732e-06,3.60045e-06,-0.3084,-0.8498,-1.4867,-1.4867,0.2461,0.9320,0.6746,ncasc,0.9996,pcasc,-0.0274,-0.0250
ss,125,3.63,1,0,3,5.33379e-06,5.35053e-06,5.33047e-06,5.37599e-06,5.32094e-06,5.40041e-06,-0.3133,-0.8502,-1.4823,-1.4823,0.2409,0.9278,0.6738,ncasc,0.9963,pcasc,-0.0274,-0.0250
ss,125,3.63,1,1,4,7.11139e-06,7.13398e-06,7.10717e-06,7.16791e-06,7.09454e-06,7.20021e-06,-0.3171,-0.8509,-1.4785,-1.4785,0.2371,0.9240,0.6729,ncasc,0.9931,pcasc,-0.0274,-0.0250
typical,-40,2.97,0,0,1,1.71651e-06,1.64777e-06,1.71435e-06,1.6559e-06,1.70897e-06,1.65944e-06,4.0864,3.4685,2.9403,4.0864,0.4402,0.7049,0.7552,ncasc,0.4153,pcasc,-0.0075,-0.0084
typical,-40,2.97,0,1,2,3.43276e-06,3.29551e-06,3.42867e-06,3.31173e-06,3.41793e-06,3.3183e-06,4.0797,3.4699,2.9583,4.0797,0.4323,0.6881,0.7547,ncasc,0.4136,pcasc,-0.0075,-0.0084
typical,-40,2.97,1,0,3,5.14886e-06,4.94323e-06,5.14295e-06,4.96752e-06,5.12687e-06,4.9769e-06,4.0750,3.4702,2.9685,4.0750,0.4275,0.6779,0.7541,ncasc,0.4120,pcasc,-0.0075,-0.0084
typical,-40,2.97,1,1,4,6.86485e-06,6.59094e-06,6.85719e-06,6.62329e-06,6.83577e-06,6.63534e-06,4.0713,3.4701,2.9758,4.0713,0.4240,0.6704,0.7536,ncasc,0.4103,pcasc,-0.0075,-0.0084
typical,-40,3.30,0,0,1,1.71781e-06,1.64777e-06,1.71607e-06,1.6559e-06,1.71177e-06,1.66283e-06,4.1620,3.5684,2.9001,4.1620,0.3521,0.9095,0.7552,ncasc,0.7451,pcasc,-0.0073,-0.0081
typical,-40,3.30,0,1,2,3.43537e-06,3.29551e-06,3.43211e-06,3.31175e-06,3.42354e-06,3.32493e-06,4.1557,3.5693,2.9225,4.1557,0.3446,0.8883,0.7548,ncasc,0.7434,pcasc,-0.0073,-0.0081
typical,-40,3.30,1,0,3,5.1528e-06,4.94324e-06,5.1481e-06,4.96758e-06,5.13529e-06,4.98673e-06,4.1513,3.5692,2.9354,4.1513,0.3400,0.8755,0.7543,ncasc,0.7416,pcasc,-0.0073,-0.0081
typical,-40,3.30,1,1,4,6.87012e-06,6.59095e-06,6.86406e-06,6.62339e-06,6.84702e-06,6.64832e-06,4.1478,3.5688,2.9447,4.1478,0.3365,0.8662,0.7539,ncasc,0.7399,pcasc,-0.0073,-0.0081
typical,-40,3.63,0,0,1,1.71903e-06,1.64777e-06,1.71759e-06,1.65591e-06,1.71389e-06,1.66427e-06,4.2329,3.6573,2.9376,4.2329,0.2992,0.9964,0.7553,ncasc,1.0750,pcasc,-0.0071,-0.0078
typical,-40,3.63,0,1,2,3.43782e-06,3.29551e-06,3.43516e-06,3.31176e-06,3.42779e-06,3.3284e-06,4.2269,3.6580,2.9421,4.2269,0.2920,0.9932,0.7549,ncasc,1.0731,pcasc,-0.0071,-0.0078
typical,-40,3.63,1,0,3,5.15648e-06,4.94324e-06,5.15268e-06,4.9676e-06,5.14167e-06,4.99246e-06,4.2228,3.6577,2.9447,4.2228,0.2875,0.9907,0.7544,ncasc,1.0712,pcasc,-0.0072,-0.0078
typical,-40,3.63,1,1,4,6.87505e-06,6.59096e-06,6.87016e-06,6.62342e-06,6.85553e-06,6.65643e-06,4.2195,3.6572,2.9470,4.2195,0.2842,0.9885,0.7540,ncasc,1.0694,pcasc,-0.0072,-0.0078
typical,27,2.97,0,0,1,1.74711e-06,1.72468e-06,1.74478e-06,1.73321e-06,1.73965e-06,1.73757e-06,1.2919,0.6655,0.1194,1.2919,0.4275,0.7438,0.7240,ncasc,0.3872,pcasc,-0.0122,-0.0106
typical,27,2.97,0,1,2,3.49391e-06,3.44932e-06,3.48953e-06,3.46633e-06,3.4793e-06,3.47443e-06,1.2845,0.6670,0.1399,1.2845,0.4189,0.7244,0.7233,ncasc,0.3852,pcasc,-0.0122,-0.0106
typical,27,2.97,1,0,3,5.24057e-06,5.17394e-06,5.23424e-06,5.19942e-06,5.21891e-06,5.21099e-06,1.2795,0.6674,0.1517,1.2795,0.4138,0.7126,0.7226,ncasc,0.3833,pcasc,-0.0122,-0.0106
typical,27,2.97,1,1,4,6.9871e-06,6.89854e-06,6.9789e-06,6.93247e-06,6.95848e-06,6.94734e-06,1.2755,0.6675,0.1602,1.2755,0.4101,0.7039,0.7219,ncasc,0.3813,pcasc,-0.0122,-0.0106
typical,27,3.30,0,0,1,1.7483e-06,1.72468e-06,1.74641e-06,1.73321e-06,1.74233e-06,1.74108e-06,1.3603,0.7582,0.0716,1.3603,0.3421,0.9462,0.7241,ncasc,0.7170,pcasc,-0.0122,-0.0102
typical,27,3.30,0,1,2,3.49633e-06,3.44932e-06,3.49278e-06,3.46636e-06,3.48466e-06,3.48138e-06,1.3534,0.7592,0.0943,1.3534,0.3339,0.9247,0.7235,ncasc,0.7149,pcasc,-0.0122,-0.0102
typical,27,3.30,1,0,3,5.2442e-06,5.17395e-06,5.23911e-06,5.19949e-06,5.22697e-06,5.2213e-06,1.3487,0.7592,0.1086,1.3487,0.3290,0.9106,0.7229,ncasc,0.7128,pcasc,-0.0122,-0.0102
typical,27,3.30,1,1,4,6.99197e-06,6.89856e-06,6.9854e-06,6.93259e-06,6.96925e-06,6.96095e-06,1.3450,0.7589,0.1191,1.3450,0.3253,0.9000,0.7223,ncasc,0.7107,pcasc,-0.0122,-0.0102
typical,27,3.63,0,0,1,1.74943e-06,1.72468e-06,1.74784e-06,1.73322e-06,1.74435e-06,1.74184e-06,1.4246,0.8404,0.1440,1.4246,0.2907,0.9898,0.7242,ncasc,1.0468,pcasc,-0.0122,-0.0099
typical,27,3.63,0,1,2,3.49859e-06,3.44933e-06,3.49565e-06,3.46637e-06,3.4887e-06,3.48352e-06,1.4180,0.8412,0.1485,1.4180,0.2828,0.9865,0.7236,ncasc,1.0446,pcasc,-0.0122,-0.0099
typical,27,3.63,1,0,3,5.24761e-06,5.17396e-06,5.24342e-06,5.19951e-06,5.23303e-06,5.22512e-06,1.4135,0.8409,0.1513,1.4135,0.2781,0.9840,0.7231,ncasc,1.0424,pcasc,-0.0122,-0.0099
typical,27,3.63,1,1,4,6.99653e-06,6.89857e-06,6.99115e-06,6.93263e-06,6.97734e-06,6.96663e-06,1.4100,0.8405,0.1536,1.4100,0.2745,0.9817,0.7225,ncasc,1.0401,pcasc,-0.0122,-0.0099
typical,125,2.97,0,0,1,1.78158e-06,1.7956e-06,1.77902e-06,1.80441e-06,1.77418e-06,1.80982e-06,-0.7840,-1.4167,-1.9887,-1.9887,0.4155,0.7883,0.6797,ncasc,0.3485,pcasc,-0.0272,-0.0251
typical,125,2.97,0,1,2,3.56281e-06,3.59109e-06,3.55801e-06,3.60867e-06,3.54836e-06,3.6187e-06,-0.7908,-1.4137,-1.9630,-1.9630,0.4060,0.7651,0.6787,ncasc,0.3460,pcasc,-0.0272,-0.0252
typical,125,2.97,1,0,3,5.34387e-06,5.38656e-06,5.33695e-06,5.41288e-06,5.32249e-06,5.42722e-06,-0.7958,-1.4127,-1.9485,-1.9485,0.4005,0.7511,0.6777,ncasc,0.3436,pcasc,-0.0272,-0.0252
typical,125,2.97,1,1,4,7.1248e-06,7.18201e-06,7.11584e-06,7.21704e-06,7.09658e-06,7.23547e-06,-0.7998,-1.4121,-1.9382,-1.9382,0.3965,0.7408,0.6768,ncasc,0.3412,pcasc,-0.0272,-0.0252
typical,125,3.30,0,0,1,1.78266e-06,1.7956e-06,1.78054e-06,1.80441e-06,1.77672e-06,1.81277e-06,-0.7234,-1.3318,-2.0088,-2.0088,0.3332,0.9520,0.6798,ncasc,0.6782,pcasc,-0.0272,-0.0248
typical,125,3.30,0,1,2,3.56499e-06,3.5911e-06,3.56105e-06,3.6087e-06,3.55344e-06,3.62493e-06,-0.7298,-1.3294,-1.9918,-1.9918,0.3242,0.9375,0.6790,ncasc,0.6756,pcasc,-0.0272,-0.0248
typical,125,3.30,1,0,3,5.34716e-06,5.38658e-06,5.34151e-06,5.41296e-06,5.33013e-06,5.43673e-06,-0.7344,-1.3288,-1.9801,-1.9801,0.3189,0.9265,0.6781,ncasc,0.6730,pcasc,-0.0272,-0.0248
typical,125,3.30,1,1,4,7.12922e-06,7.18203e-06,7.12192e-06,7.21718e-06,7.10679e-06,7.24824e-06,-0.7381,-1.3287,-1.9707,-1.9707,0.3149,0.9173,0.6773,ncasc,0.6704,pcasc,-0.0272,-0.0248
typical,125,3.63,0,0,1,1.78367e-06,1.7956e-06,1.78188e-06,1.80442e-06,1.77862e-06,1.81306e-06,-0.6662,-1.2569,-1.9182,-1.9182,0.2839,0.9680,0.6799,ncasc,1.0080,pcasc,-0.0272,-0.0247
typical,125,3.63,0,1,2,3.56704e-06,3.5911e-06,3.56372e-06,3.60872e-06,3.55723e-06,3.62592e-06,-0.6724,-1.2547,-1.9124,-1.9124,0.2752,0.9647,0.6791,ncasc,1.0052,pcasc,-0.0272,-0.0247
typical,125,3.63,1,0,3,5.35025e-06,5.38659e-06,5.34551e-06,5.41299e-06,5.33582e-06,5.43866e-06,-0.6768,-1.2544,-1.9090,-1.9090,0.2700,0.9621,0.6784,ncasc,1.0025,pcasc,-0.0272,-0.0248
typical,125,3.63,1,1,4,7.13336e-06,7.18205e-06,7.12727e-06,7.21724e-06,7.11438e-06,7.25131e-06,-0.6803,-1.2544,-1.9063,-1.9063,0.2662,0.9597,0.6776,ncasc,0.9998,pcasc,-0.0272,-0.0248
