corner,temp_c,vdd,band,rdiv,fcal,corner_id,tp1,tp2,tp3,tp4,tp5,tp6,tp7,f1,f2,f3,f4,f5,f6,f7,i1,i2,i3,i4,i5,i6,i7,jsettle,jstepon,jfrip,push_slope_hz_per_v,push_norm_pct_per_v,push_f_nom_hz,push_i_nom_a,push_nl_pct,quiet_f_hz,quiet_tj_pp_s,quiet_tj_rms_s,quiet_c2c_rms_s,quiet_tie_pp_s,quiet_tie_rms_s,step_f_pre_hz,step_f_post_hz,step_df_hz,step_kvdd_hz_per_v,step_tie_per_us_s,rip_f_hz,rip_tj_pp_s,rip_tj_rms_s,rip_c2c_rms_s,rip_tie_pp_s,rip_tie_rms_s,rip_tie_pp_pred_s,rip_tj_pp_pred_s,rip_tj_rms_pct,floor_margin_x,quiet_cycles,rip_cycles,verdict
fs,-40.0,3.3,band0,r16,f100,fs_-40c_3.30v_band0_r16_f100,5.6673e-07,5.91105e-07,6.13949e-07,6.3574e-07,6.53611e-07,6.7155e-07,6.89144e-07,7058040.0,6766990.0,6515200.0,6291880.0,6119850.0,5956370.0,5804300.0,5.0006e-05,5.20887e-05,5.32391e-05,5.53434e-05,5.60661e-05,5.83025e-05,5.85307e-05,1.06029e-06,6.71516e-06,353677.0,-1875912.3376623383,-29.81481429496968,6291880.0,5.53434e-05,1.272144187655952,6309902.220878965,5.503544539009768e-11,1.0344690302087195e-11,1.5973490843197426e-11,4.9749303607888803e-11,1.1354716928938948e-11,6309924.762014261,6138642.129184804,-171282.63282945752,-1712826.3282945752,-2.7144956443946645e-08,6311701.12003745,4.7046142761837125e-09,1.661036235297724e-09,5.848356590833675e-10,1.497675065337793e-08,4.679375323057859e-09,1.2215296531857082e-08,4.3019768714041416e-09,1.0483964266751433,412.10849661358554,72.0,72.0,PASS
fs,-40.0,3.3,band4,r16,f100,fs_-40c_3.30v_band4_r16_f100,7.30005e-08,7.72416e-08,8.13129e-08,8.52694e-08,8.91334e-08,9.26787e-08,9.59628e-08,54794100.0,51785600.0,49192700.0,46910100.0,44876600.0,43159900.0,41682800.0,0.000108604,0.000110707,0.000112291,0.000113943,0.000117821,0.000119238,0.000122776,1.4305e-07,9.05985e-07,2621460.0,-19773181.818181824,-42.151225041476835,46910100.0,0.000113943,1.6691044602944243,46871197.53560519,6.521456521791535e-12,1.220504493562723e-12,1.9041487334615994e-12,9.374663932498953e-12,2.1469075873497876e-12,46871604.1974192,45059677.987893626,-1811926.2095255703,-18119262.095255703,-3.8657226279132494e-08,46892939.511368826,1.032223209239446e-09,3.637737245780793e-10,1.290365884223907e-10,3.3738216131112465e-09,1.0221536247616867e-09,2.346990619157318e-09,8.247615531027571e-10,1.7058419262465216,476.1050875149528,72.0,72.0,PASS
fs,-40.0,3.3,band7,r16,f100,fs_-40c_3.30v_band7_r16_f100,1.43305e-08,1.51077e-08,1.59454e-08,1.68221e-08,1.77389e-08,1.86295e-08,1.95294e-08,279125000.0,264766000.0,250856000.0,237783000.0,225493000.0,214713000.0,204820000.0,0.000339958,0.000347267,0.000355054,0.000357181,0.000364198,0.000368272,0.000376511,3.18447e-08,2.01683e-07,11775900.0,-113111688.31168835,-47.56929145972939,237783000.0,0.000357181,1.0496965720846068,237783445.77101338,1.048242960114759e-12,2.5428126580333954e-13,4.199902201070151e-13,1.2917657859419438e-12,3.0782154804042744e-13,237783831.88671553,227537730.81773034,-10246101.068985194,-102461010.68985194,-4.308998213918354e-08,237847537.73400113,2.6856562899573223e-10,9.467976417183928e-11,2.963514988866476e-11,9.796994659708563e-10,3.013781245184565e-10,5.82375427039231e-10,1.8121552562042425e-10,2.251934878150787,979.0676657856172,81.0,81.0,PASS
fs,27.0,3.3,band0,r16,f100,fs_27c_3.30v_band0_r16_f100,5.36667e-07,5.59165e-07,5.81673e-07,6.0275e-07,6.20356e-07,6.38458e-07,6.54811e-07,7453410.0,7153520.0,6876720.0,6636250.0,6447910.0,6265100.0,6108630.0,5.7666e-05,6.03967e-05,6.1067e-05,6.20447e-05,6.37879e-05,6.57348e-05,6.87582e-05,7.95217e-07,5.03637e-06,471570.0,-2025970.7792207797,-30.528849564449494,6636250.0,6.20447e-05,1.1890051933374752,6651864.311206874,3.186860667462395e-11,5.760532264997743e-12,8.959859058239745e-12,3.573406252990681e-11,8.49750309263569e-12,6651900.667549712,6463733.219994676,-188167.44755503535,-1881674.4755503535,-2.8287771715080125e-08,6655524.028458559,4.666337799212751e-09,1.6375230720735383e-09,7.368371095504775e-10,1.1975638280501721e-08,3.6876075243723447e-09,9.547179219078102e-09,4.252631292658455e-09,1.089857415334071,433.96365781475123,56.0,56.0,PASS
fs,27.0,3.3,band4,r16,f100,fs_27c_3.30v_band4_r16_f100,6.68894e-08,7.0828e-08,7.45968e-08,7.82129e-08,8.18028e-08,8.51729e-08,8.82578e-08,59800200.0,56474800.0,53621600.0,51142400.0,48898100.0,46963300.0,45321800.0,0.000125756,0.000127054,0.000129008,0.00013154,0.000135449,0.000139616,0.00013998,1.07288e-07,6.79488e-07,3495280.0,-21812240.259740267,-42.650013021954905,51142400.0,0.00013154,1.6740163599227535,51129251.24578939,3.767238219764207e-12,7.805538296037751e-13,1.2072936202118223e-12,3.187945669212807e-12,7.947796043528996e-13,51129239.941207476,49142015.3653064,-1987224.5759010762,-19872245.759010762,-3.8866695029813606e-08,51176856.51282807,9.842155792735405e-10,3.438113433076548e-10,1.5117224454533796e-10,2.6398290823280994e-09,8.053304482128101e-10,1.7697653029128788e-09,7.601653747992395e-10,1.7595183783938522,1013.2751819524872,58.0,58.0,PASS
fs,27.0,3.3,band7,r16,f100,fs_27c_3.30v_band7_r16_f100,1.3061e-08,1.37124e-08,1.44067e-08,1.51462e-08,1.59132e-08,1.66977e-08,1.74818e-08,306256000.0,291706000.0,277649000.0,264093000.0,251364000.0,239554000.0,228809000.0,0.000387911,0.000391228,0.000400202,0.000405947,0.000408993,0.000414624,0.000418442,2.38835e-08,1.51262e-07,15701200.0,-117834415.58441563,-44.61853043602656,264093000.0,0.000405947,0.7805421358601455,264150800.135921,8.368936755726786e-13,1.8116892699294425e-13,2.73934830237545e-13,1.2568867834854975e-12,2.8204296581607546e-13,264151861.91297424,253756495.41300875,-10395366.499965489,-103953664.99965489,-3.935375062164157e-08,264222266.86421323,2.3046519607052033e-10,8.118095570253302e-11,3.01766718219815e-11,6.882215625951347e-10,2.163715402832824e-10,3.9891021811672033e-10,1.4898273557076413e-10,2.1449816141926554,767.1580805329554,67.0,67.0,PASS
fs,125.0,3.3,band0,r16,f100,fs_125c_3.30v_band0_r16_f100,5.04208e-07,5.2522e-07,5.4562e-07,5.63479e-07,5.82154e-07,5.99713e-07,6.14946e-07,7933240.0,7615850.0,7331110.0,7098760.0,6871040.0,6669860.0,6504630.0,7.38144e-05,7.73349e-05,7.72353e-05,8.0019e-05,8.15736e-05,8.45286e-05,8.45094e-05,5.89049e-07,3.73065e-06,636619.0,-2155155.8441558448,-30.35960990589687,7098760.0,8.0019e-05,1.0661419338427474,7091679.9693019185,9.473587592637276e-12,2.41047333487776e-12,2.8073641226942932e-12,1.5626611785360032e-11,3.624541442080721e-12,7091672.8502840875,6890603.370424859,-201069.47985922825,-2010694.7985922825,-2.8352898406921513e-08,7096686.550892149,4.431715765987003e-09,1.5499608027536031e-09,8.848271330849566e-10,9.003476099124187e-09,2.7856684429850827e-09,7.088226085845078e-09,3.9980470167093426e-09,1.0999585983311495,768.5574816840635,44.0,44.0,PASS
fs,125.0,3.3,band4,r16,f100,fs_125c_3.30v_band4_r16_f100,6.0221e-08,6.35884e-08,6.69691e-08,7.0079e-08,7.31708e-08,7.62618e-08,7.90719e-08,66422000.0,62904600.0,59729100.0,57078500.0,54666600.0,52450900.0,50586900.0,0.000153111,0.000155252,0.000157026,0.000160806,0.000164325,0.000165967,0.000166963,7.94723e-08,5.03325e-07,4718620.0,-23855584.41558442,-41.79434360675985,57078500.0,0.000160806,1.5039438167235775,57051590.53575866,1.941823818791729e-12,4.080319564252733e-13,6.808781376312749e-13,1.558769858968439e-12,3.217714552125076e-13,57051650.811612844,54867007.18013332,-2184643.631479524,-21846436.31479524,-3.829238243593191e-08,57103830.32938525,8.869726921291808e-10,3.129138139426106e-10,1.6535681857585207e-10,1.9935581292971136e-09,6.075912047823872e-10,1.2915700747869701e-09,6.711894012560931e-10,1.7868577339099663,1888.2694376389468,48.0,48.0,PASS
fs,125.0,3.3,band7,r16,f100,fs_125c_3.30v_band7_r16_f100,1.176e-08,1.22525e-08,1.27864e-08,1.33544e-08,1.39489e-08,1.45659e-08,1.51987e-08,340136000.0,326464000.0,312832000.0,299526000.0,286761000.0,274613000.0,263180000.0,0.000454313,0.000460744,0.000466621,0.0004763,0.000481946,0.000489376,0.000498934,1.76915e-08,1.12046e-07,21196600.0,-117091233.7662338,-39.09217689490522,299526000.0,0.0004763,0.44015973810048736,299590455.5093649,4.899466798093626e-13,1.2272133726525279e-13,1.8173641786235265e-13,1.3309081300496115e-12,3.559738667477271e-13,299593766.01110864,289530244.1575198,-10063521.85358882,-100635218.5358882,-3.359055826687553e-08,299583378.3174812,1.7068132144337491e-10,6.055147679606831e-11,2.600065303809345e-11,4.0202448651048623e-10,1.3492198771476465e-10,2.522179247765011e-10,1.1212282910843678e-10,1.8140215980678718,379.0221707774455,56.0,56.0,PASS
sf,-40.0,3.3,band0,r16,f100,sf_-40c_3.30v_band0_r16_f100,5.93427e-07,6.16874e-07,6.38259e-07,6.57903e-07,6.7656e-07,6.93254e-07,7.09429e-07,6740510.0,6484300.0,6267050.0,6079920.0,5912260.0,5769890.0,5638330.0,5.17825e-05,5.32396e-05,5.49547e-05,5.57113e-05,5.82498e-05,6.14375e-05,6.27241e-05,1.06029e-06,6.71516e-06,353677.0,-1652646.1038961045,-27.182036998778017,6079920.0,5.57113e-05,1.1130256883079201,6083225.845725205,4.554481694129392e-11,8.144644923826396e-12,1.069651354775557e-11,6.751531018284185e-11,1.680978311618004e-11,6083218.113807071,5931177.873939357,-152040.23986771423,-1520402.3986771423,-2.499338952233666e-08,6085519.265101788,4.52296268687531e-09,1.5915246091599482e-09,5.831769822213191e-10,1.3988333740178175e-08,4.3311495158797425e-09,1.124703170180606e-08,4.108569760357417e-09,0.9685253669926458,257.6564781321212,69.0,69.0,PASS
sf,-40.0,3.3,band4,r16,f100,sf_-40c_3.30v_band4_r16_f100,7.67309e-08,8.09435e-08,8.50648e-08,8.90195e-08,9.25002e-08,9.60273e-08,9.91874e-08,52130200.0,49417200.0,47023000.0,44934000.0,43243100.0,41654800.0,40327700.0,0.000110421,0.000116727,0.000113526,0.000117453,0.000121404,0.000124093,0.000127238,1.4305e-07,9.05985e-07,2621460.0,-17763701.2987013,-39.53287332243134,44934000.0,0.000117453,1.6364477424031532,44973365.03808767,6.834534144708589e-12,1.3629699212496083e-12,2.091475367795271e-12,5.840828471075988e-12,1.1099791499002435e-12,44973401.102876425,43362758.90817137,-1610642.1947050542,-16106421.947050542,-3.581321748427961e-08,44995195.39376025,1.0054328479815515e-09,3.540892603528654e-10,1.3103867814875294e-10,3.1647944053195153e-09,9.564707373384189e-10,2.1743056012452695e-09,7.963212486564919e-10,1.5932315456409223,861.7015350462927,69.0,69.0,PASS
sf,-40.0,3.3,band7,r16,f100,sf_-40c_3.30v_band7_r16_f100,1.45023e-08,1.53862e-08,1.63079e-08,1.72608e-08,1.82139e-08,1.9164e-08,2.00698e-08,275818000.0,259973000.0,245280000.0,231738000.0,219613000.0,208725000.0,199305000.0,0.000347871,0.000354187,0.000360028,0.000361918,0.000368486,0.000375265,0.000380491,3.18447e-08,2.01683e-07,11775900.0,-116137012.98701303,-50.115653447864844,231738000.0,0.000361918,1.4153606967473946,231695771.46303397,1.3203660538351564e-12,2.5916788543327873e-13,4.1248054451233517e-13,1.7108171709288987e-12,3.94541318572835e-13,231697208.83086827,221156941.12546524,-10540267.70540303,-105402677.0540303,-4.5491560984220124e-08,231881236.71926042,2.835266237455718e-10,9.942488055998831e-11,3.2132769017860004e-11,1.0059498620224024e-09,3.108089222067715e-10,6.148363790092684e-10,1.9634300148132912e-10,2.3054764264914844,787.7728074997399,79.0,78.0,PASS
sf,27.0,3.3,band0,r16,f100,sf_27c_3.30v_band0_r16_f100,5.59467e-07,5.82137e-07,6.01478e-07,6.22238e-07,6.3946e-07,6.56872e-07,6.71887e-07,7149660.0,6871240.0,6650280.0,6428400.0,6255270.0,6089460.0,5953380.0,6.16041e-05,6.22405e-05,6.38154e-05,6.68146e-05,6.77674e-05,6.84654e-05,7.02823e-05,7.95217e-07,5.03637e-06,471570.0,-1801107.1428571434,-28.017969368072045,6428400.0,6.68146e-05,1.087523445069663,6435285.5450035455,2.4619138366692753e-11,4.64937255634621e-12,6.8387956563824265e-12,2.657273289635617e-11,6.220640674738294e-12,6435283.132192205,6266972.559564886,-168310.57262731902,-1683105.7262731902,-2.6154338382619594e-08,6439088.250320438,4.4779101499640465e-09,1.5720911046196133e-09,7.306784332258126e-10,1.09782292502365e-08,3.431986316985522e-09,8.827089671081826e-09,4.064206381138641e-09,1.0122833360189432,551.709461522612,54.0,54.0,PASS
sf,27.0,3.3,band4,r16,f100,sf_27c_3.30v_band4_r16_f100,7.01496e-08,7.39277e-08,7.77245e-08,8.11753e-08,8.46402e-08,8.78337e-08,9.08136e-08,57021000.0,54106900.0,51463800.0,49276100.0,47258800.0,45540600.0,44046300.0,0.000126534,0.000130151,0.000132011,0.000134886,0.000139051,0.000141196,0.000142388,1.07288e-07,6.79488e-07,3495280.0,-19565487.012987018,-39.70583510664809,49276100.0,0.000134886,1.5183324167294083,49243467.78780406,3.734328057970588e-12,6.824041573665945e-13,1.12692730658512e-12,2.0383474294969725e-12,5.344750020980394e-13,49243555.908993945,47447534.14270194,-1796021.7662920058,-17960217.662920058,-3.647221922013915e-08,49284941.4651791,9.646556973628888e-10,3.367394194484107e-10,1.5370543662249992e-10,2.513557169910812e-09,7.590178546418363e-10,1.6607380129741622e-09,7.406522352231978e-10,1.6596182576533314,1420.1185306373013,56.0,56.0,PASS
sf,27.0,3.3,band7,r16,f100,sf_27c_3.30v_band7_r16_f100,1.31622e-08,1.38832e-08,1.46409e-08,1.54299e-08,1.62411e-08,1.70522e-08,1.7855e-08,303901000.0,288118000.0,273208000.0,259236000.0,246289000.0,234573000.0,224027000.0,0.000396131,0.00040107,0.000407206,0.000410968,0.000419991,0.00042401,0.00043116,2.38835e-08,1.51262e-07,15701200.0,-121308766.23376627,-46.794722273822416,259236000.0,0.000410968,1.0503529051299996,259246740.268199,1.0070314737856129e-12,2.3130827858053324e-13,3.3921466408685027e-13,2.6434661137990375e-12,6.813018981311497e-13,259250583.06080356,248173888.35037264,-11076694.71043092,-110766947.1043092,-4.272582371717574e-08,259352936.91791993,2.4355684079726554e-10,8.572950977946247e-11,3.275146860748325e-11,7.193152358183657e-10,2.2421692996172958e-10,4.330959951134293e-10,1.6481000684622558e-10,2.2234200141837133,329.10069761550574,66.0,66.0,PASS
sf,125.0,3.3,band0,r16,f100,sf_125c_3.30v_band0_r16_f100,5.21188e-07,5.41723e-07,5.60611e-07,5.78515e-07,5.99466e-07,6.11505e-07,6.25694e-07,7674770.0,7383850.0,7135080.0,6914260.0,6672600.0,6541240.0,6392900.0,7.86439e-05,8.04208e-05,8.19338e-05,8.38671e-05,8.45573e-05,8.70697e-05,8.7766e-05,5.89049e-07,3.73065e-06,636619.0,-1945879.8701298705,-28.14299534772876,6914260.0,8.38671e-05,1.0962489116695198,6913979.732118273,1.0703572229592089e-11,2.051082258547789e-12,2.810013202847264e-12,1.7420620165635472e-11,3.882478237767545e-12,6913954.608058034,6732748.119771791,-181206.48828624375,-1812064.8828624375,-2.620880502672845e-08,6918289.419762934,4.2117478409616735e-09,1.4826030103847174e-09,8.624669744671574e-10,8.216775532095673e-09,2.5912692009238e-09,6.552185396576668e-09,3.790683630047149e-09,1.0257076720453266,667.4265874092316,43.0,43.0,PASS
sf,125.0,3.3,band4,r16,f100,sf_125c_3.30v_band4_r16_f100,6.24913e-08,6.58593e-08,6.90676e-08,7.22375e-08,7.52617e-08,7.81229e-08,8.07837e-08,64008900.0,60735600.0,57914300.0,55372900.0,53147900.0,51201400.0,49515000.0,0.000158869,0.000160216,0.000164275,0.000166058,0.000167657,0.000168789,0.000175288,7.94723e-08,5.03325e-07,4718620.0,-21856006.4935065,-39.47058307133363,55372900.0,0.000166058,1.4651119952178908,55384000.1293636,3.0307956293562993e-12,7.257814312201066e-13,1.1684232090290633e-12,7.559552636585453e-12,2.3312043693767815e-12,55384872.72551808,53390036.82857681,-1994835.896941267,-19948358.96941267,-3.601770300759695e-08,55423651.85593072,8.754325575681113e-10,3.067755681468884e-10,1.670163649971915e-10,1.8833427767616258e-09,5.748062537089962e-10,1.2148648945164404e-09,6.503371081212249e-10,1.7002622286878493,246.57051147457463,47.0,47.0,PASS
sf,125.0,3.3,band7,r16,f100,sf_125c_3.30v_band7_r16_f100,1.17687e-08,1.23007e-08,1.28656e-08,1.34592e-08,1.40778e-08,1.4707e-08,1.53449e-08,339884000.0,325185000.0,310907000.0,297194000.0,284135000.0,271980000.0,260673000.0,0.000468651,0.000474624,0.000479929,0.0004903,0.000494257,0.000497629,0.000512559,1.76915e-08,1.12046e-07,21196600.0,-120394480.51948054,-40.51040078853561,297194000.0,0.0004903,0.6183671271963567,297278255.35527873,7.646730928971992e-13,1.7169620272706844e-13,2.63983688668144e-13,1.875273163925538e-12,4.805366345813863e-13,297283088.9599404,286644236.3277412,-10638852.632199168,-106388526.32199168,-3.578694189911616e-08,297310878.94971323,1.828875701545952e-10,6.42909784998425e-11,2.8243345316744045e-11,4.4266309175377977e-10,1.4301205692732817e-10,2.6871108150750435e-10,1.2038392695488526e-10,1.9114407326325287,297.60906169393604,56.0,56.0,PASS
all-slow,-40.0,3.3,band0,r16,f080,all-slow_-40c_3.30v_band0_r16_f080,6.96032e-07,7.28538e-07,7.6094e-07,7.88457e-07,8.18612e-07,8.40746e-07,8.64551e-07,5746860.0,5490450.0,5256650.0,5073200.0,4886320.0,4757680.0,4626680.0,3.7997e-05,3.90199e-05,4.00493e-05,4.10992e-05,4.35363e-05,4.45386e-05,4.49809e-05,1.32536e-06,8.39395e-06,282942.0,-1687146.1038961043,-33.256053455335966,5073200.0,4.10992e-05,1.387888455863307,5064371.907409014,8.148669163138777e-11,1.7150744212744776e-11,2.1619739087489294e-11,1.3523430873326153e-10,2.558383707201423e-11,5064376.34157971,4911272.875859826,-153103.46571988426,-1531034.6571988426,-3.023145504864422e-08,5066245.665071744,6.501041539811268e-09,2.3093060780356157e-09,8.12566856120782e-10,2.09268804349461e-08,6.5270323797679355e-09,1.7005215629369913e-08,5.969443411911435e-09,1.1699511907171767,255.12327808355835,72.0,72.0,PASS
all-slow,-40.0,3.3,band4,r16,f080,all-slow_-40c_3.30v_band4_r16_f080,8.66228e-08,9.28729e-08,9.86045e-08,1.04094e-07,1.09177e-07,1.14225e-07,1.1872e-07,46177200.0,43069600.0,40566100.0,38426900.0,36637800.0,35018600.0,33692800.0,8.35288e-05,8.52559e-05,8.60166e-05,9.00241e-05,9.11668e-05,9.35785e-05,9.62593e-05,1.78813e-07,1.13248e-06,2097170.0,-18663474.02597403,-48.56877350495104,38426900.0,9.00241e-05,2.4308771050636833,38432727.408524446,8.68871112838038e-12,1.6877808691936265e-12,2.822880213891966e-12,1.0169622061779668e-11,1.979228646734777e-12,38432603.36765129,36754304.46054691,-1678298.9071043804,-16782989.071043804,-4.3668624033858817e-08,38452095.05750379,1.4071816650631672e-09,4.964081896128079e-10,1.712841876486511e-10,4.719218144532912e-09,1.4259886268500857e-09,3.3140160033625807e-09,1.1362316972733596e-09,1.9087934894315053,720.4769540914859,74.0,74.0,PASS
all-slow,-40.0,3.3,band7,r16,f080,all-slow_-40c_3.30v_band7_r16_f080,1.73205e-08,1.81925e-08,1.91753e-08,2.02459e-08,2.13882e-08,2.25805e-08,2.37835e-08,230940000.0,219871000.0,208602000.0,197571000.0,187019000.0,177144000.0,168184000.0,0.000268123,0.000272328,0.000276402,0.000282879,0.000283952,0.00028986,0.000291838,3.98058e-08,2.52104e-07,9420730.0,-95878246.75324678,-48.52850203382419,197571000.0,0.000282879,0.6822682912544193,197539823.3332437,1.5734983714107292e-12,3.3850265758623807e-13,4.963808494832488e-13,2.24680084052953e-12,5.605899429582566e-13,197540647.37225395,188468782.74856055,-9071864.623693407,-90718646.23693407,-4.592404016272155e-08,197583395.18234062,3.4646570551280125e-10,1.2192856088652305e-10,3.6704257321925125e-11,1.3038022036995581e-09,4.033574146394491e-10,7.758494817663232e-10,2.3248087884417577e-10,2.4091059029655963,719.5231018789156,84.0,84.0,PASS
all-slow,27.0,3.3,band0,r16,f080,all-slow_27c_3.30v_band0_r16_f080,6.61387e-07,6.91628e-07,7.21688e-07,7.48453e-07,7.74928e-07,7.98172e-07,8.21247e-07,6047890.0,5783460.0,5542560.0,5344350.0,5161770.0,5011450.0,4870640.0,4.38852e-05,4.53496e-05,4.55604e-05,4.74034e-05,4.9024e-05,5.04757e-05,5.26894e-05,9.94021e-07,6.29547e-06,377256.0,-1771610.3896103902,-33.1492209456789,5344350.0,4.74034e-05,1.284908361166448,5340608.953264804,5.113387953517405e-11,7.370456357248903e-12,1.0399345037749968e-11,6.044279710933206e-11,1.2890191367692003e-11,5340586.416467387,5177591.542290528,-162994.87417685892,-1629948.7417685892,-3.052003309491889e-08,5344291.985492702,6.270320032244174e-09,2.1992593638821288e-09,9.898109740766921e-10,1.6194637142869762e-08,4.985127051925229e-09,1.2875590136717584e-08,5.714686203526062e-09,1.1753484192415038,386.73801728188147,56.0,56.0,PASS
all-slow,27.0,3.3,band4,r16,f080,all-slow_27c_3.30v_band4_r16_f080,8.03195e-08,8.567e-08,9.07516e-08,9.58716e-08,1.00436e-07,1.05214e-07,1.09256e-07,49801100.0,46690800.0,44076400.0,41722500.0,39826300.0,38017700.0,36611100.0,9.52625e-05,9.84301e-05,0.000100113,0.000101211,0.000103089,0.000107834,0.000108336,1.3411e-07,8.49361e-07,2796220.0,-19859188.311688315,-47.59827026589566,41722500.0,0.000101211,2.049964476173366,41757473.8227261,4.937429341958087e-12,9.04366081928747e-13,1.433053294689074e-12,4.748315817999373e-12,1.0217264284114503e-12,41757490.47935927,39959059.8953974,-1798430.5839618668,-17984305.839618668,-4.3068454624945215e-08,41785866.133597225,1.3151848499401906e-09,4.639110953052535e-10,1.9787848131705785e-10,3.627359546215061e-09,1.0949851066768746e-09,2.451366551667086e-09,1.0313955290340325e-09,1.9384926926315786,1071.700874351782,60.0,60.0,PASS
all-slow,27.0,3.3,band7,r16,f080,all-slow_27c_3.30v_band7_r16_f080,1.59493e-08,1.6696e-08,1.75229e-08,1.84276e-08,1.93902e-08,2.04029e-08,2.14223e-08,250795000.0,239579000.0,228273000.0,217066000.0,206289000.0,196051000.0,186721000.0,0.000300345,0.000306939,0.000311933,0.00031635,0.000319959,0.000326638,0.000330167,2.98544e-08,1.89078e-07,12561000.0,-97812337.66233769,-45.06110476184095,217066000.0,0.00031635,0.5409480460847522,217067700.131544,9.804194040572523e-13,2.3022342406725754e-13,3.507372774221686e-13,1.5487488451300036e-12,3.3482037551181386e-13,217068811.64632514,207790789.7378946,-9278021.908430547,-92780219.08430547,-4.2742307557049817e-08,217106639.51009056,3.042949300218953e-10,1.0741272020761715e-10,3.887821619902214e-11,9.24207182520339e-10,2.9396181397376696e-10,5.415718780702495e-10,1.9690873583217285e-10,2.3320014724913354,877.9687124011208,69.0,69.0,PASS
all-slow,125.0,3.3,band0,r16,f080,all-slow_125c_3.30v_band0_r16_f080,6.25938e-07,6.53153e-07,6.79278e-07,7.05383e-07,7.28898e-07,7.51899e-07,7.72898e-07,6390410.0,6124140.0,5888600.0,5670680.0,5487740.0,5319870.0,5175330.0,5.47464e-05,5.68212e-05,5.7803e-05,5.92456e-05,6.01029e-05,6.17459e-05,6.22764e-05,7.36312e-07,4.66331e-06,509295.0,-1835922.0779220783,-32.375695294428155,5670680.0,5.92456e-05,1.0961648338470542,5675987.715630774,2.0028727543086545e-11,3.4499464747224004e-12,4.750252981542673e-12,1.927534151832422e-11,4.307870681004213e-12,5675995.478343138,5505043.0262966715,-170952.45204646606,-1709524.5204646606,-3.011849686962194e-08,5680357.038101985,5.8837796646866e-09,2.056354806654063e-09,1.1734840592613685e-09,1.1946197783176e-08,3.6982230841706833e-09,9.412058259151843e-09,5.30630783043545e-09,1.1680829498812255,858.4805250719797,44.0,44.0,PASS
all-slow,125.0,3.3,band4,r16,f080,all-slow_125c_3.30v_band4_r16_f080,7.33348e-08,7.79584e-08,8.23703e-08,8.67301e-08,9.09264e-08,9.48767e-08,9.87313e-08,54544400.0,51309400.0,48561200.0,46120100.0,43991600.0,42160000.0,40514000.0,0.000116589,0.000118849,0.000120449,0.000123812,0.000125042,0.000126496,0.000127666,9.93404e-08,6.29156e-07,3774900.0,-21090779.220779225,-45.730124654498205,46120100.0,0.000123812,1.8245531000273394,46125195.23491802,2.249962951370391e-12,5.36531575559225e-13,7.454689570298548e-13,4.645785429738237e-12,1.4841435425127597e-12,46125523.12291956,44195356.83170029,-1930166.2912192717,-19301662.912192717,-4.1845949065457445e-08,46160213.52224002,1.1997823219590637e-09,4.20328567722242e-10,2.1931342494843095e-10,2.687984340954239e-09,8.177857607338253e-10,1.7642949444207059e-09,9.072318571370443e-10,1.9402456435556015,551.0152740005568,49.0,49.0,PASS
all-slow,125.0,3.3,band7,r16,f080,all-slow_125c_3.30v_band7_r16_f080,1.45898e-08,1.51772e-08,1.58307e-08,1.65413e-08,1.7298e-08,1.80892e-08,1.89057e-08,274165000.0,263554000.0,252673000.0,241819000.0,231241000.0,221127000.0,211577000.0,0.000352841,0.000359047,0.000364363,0.000372342,0.000376469,0.000379578,0.000386294,2.21143e-08,1.40058e-07,16957300.0,-95470779.22077924,-39.48026384228669,241819000.0,0.000372342,0.3202217951679537,241893603.08500558,9.468833168712545e-13,2.229847932405065e-13,3.4208038348248395e-13,1.9856975982407506e-12,4.677960612490383e-13,241896455.693231,233687008.0314977,-8209447.6617332995,-82094476.617333,-3.393785840394611e-08,241879698.02866426,2.400129520057252e-10,8.489821204872526e-11,3.6505947420539093e-11,5.805857743768305e-10,1.9205907794412682e-10,3.18531937303092e-10,1.4030242302499353e-10,2.053515389351917,410.5615541766635,57.0,57.0,PASS
all-fast,-40.0,3.3,band0,r16,f125,all-fast_-40c_3.30v_band0_r16_f125,4.49774e-07,4.65092e-07,4.81643e-07,4.95336e-07,5.08603e-07,5.21293e-07,5.31303e-07,8893350.0,8600450.0,8304910.0,8075330.0,7864680.0,7673220.0,7528660.0,7.32165e-05,7.45121e-05,7.5688e-05,7.95722e-05,8.2966e-05,8.55528e-05,8.86811e-05,8.48231e-07,5.37213e-06,442096.0,-2074272.727272728,-25.686538225344698,8075330.0,7.95722e-05,0.9757938242594646,8088847.054424263,4.683021995226721e-11,9.389316446586628e-12,1.459524022645441e-11,7.760592781636433e-11,1.8427073715160633e-11,8088869.489234429,7894282.045672357,-194587.44356207177,-1945874.4356207177,-2.4056197694999338e-08,8090588.979165256,3.2614385296765084e-09,1.1448631677448093e-09,3.9288227203988227e-10,1.0649318270642611e-08,3.3000182973980883e-09,8.66027603537956e-09,2.974004113834028e-09,0.9262617327608378,179.0853148149639,74.0,74.0,PASS
