bundle,res_sec,moscap_sec,mimcap_sec,temp_c,vctrl_v,r_ohm,c1_f,c2_f,ctot_f,fz_hz,fp3_hz,ph_peak_deg,fit_err_frac
rss-mff-xff,ss,ff,ff,125,1.8,92295.3,1.08681e-10,1.81757e-12,1.10498e-10,15866.8,964611,-14.6277,0.00123
rss-mff-xff,ss,ff,ff,125,2.25,92295.3,1.08767e-10,1.81757e-12,1.10585e-10,15854.2,964598,-14.6222,0.00123
rss-mff-xff,ss,ff,ff,125,2.7,92295.3,1.08789e-10,1.81757e-12,1.10607e-10,15850.9,964595,-14.6207,0.00123
rss-mff-xss,ss,ff,ss,-40,0.3,93340.2,9.91015e-11,2.21168e-12,1.01313e-10,17205.7,788160,-16.8210,0.00104
rss-mff-xss,ss,ff,ss,-40,0.9,93341.9,1.07054e-10,2.21168e-12,1.09265e-10,15927.3,786868,-16.2026,0.00104
rss-mff-xss,ss,ff,ss,-40,1.35,93342.3,1.08344e-10,2.21168e-12,1.10556e-10,15737.5,786675,-16.1096,0.00104
rss-mff-xss,ss,ff,ss,-40,1.8,93342.4,1.08681e-10,2.21168e-12,1.10892e-10,15688.8,786625,-16.0856,0.00104
rss-mff-xss,ss,ff,ss,-40,2.25,93342.4,1.08767e-10,2.21168e-12,1.10979e-10,15676.3,786613,-16.0795,0.00104
rss-mff-xss,ss,ff,ss,-40,2.7,93342.4,1.08789e-10,2.21168e-12,1.11001e-10,15673.1,786609,-16.0779,0.00104
rss-mff-xss,ss,ff,ss,27,0.3,92485.3,9.91015e-11,2.21438e-12,1.01316e-10,17364.7,794499,-16.8286,0.00103
rss-mff-xss,ss,ff,ss,27,0.9,92487,1.07054e-10,2.21438e-12,1.09268e-10,16074.5,793195,-16.2123,0.00103
rss-mff-xss,ss,ff,ss,27,1.35,92487.3,1.08344e-10,2.21438e-12,1.10558e-10,15883,793000,-16.1184,0.00103
rss-mff-xss,ss,ff,ss,27,1.8,92487.4,1.08681e-10,2.21438e-12,1.10895e-10,15833.8,792950,-16.0942,0.00103
rss-mff-xss,ss,ff,ss,27,2.25,92487.4,1.08767e-10,2.21438e-12,1.10981e-10,15821.2,792938,-16.0880,0.00103
rss-mff-xss,ss,ff,ss,27,2.7,92487.5,1.08789e-10,2.21438e-12,1.11004e-10,15818,792934,-16.0865,0.00103
rss-mff-xss,ss,ff,ss,125,0.3,92283.4,9.91015e-11,2.2163e-12,1.01318e-10,17402.7,795559,-16.8353,0.00102
rss-mff-xss,ss,ff,ss,125,0.9,92285.1,1.07054e-10,2.2163e-12,1.0927e-10,16109.7,794253,-16.2193,0.00102
rss-mff-xss,ss,ff,ss,125,1.35,92285.4,1.08344e-10,2.2163e-12,1.1056e-10,15917.8,794058,-16.1251,0.00102
rss-mff-xss,ss,ff,ss,125,1.8,92285.6,1.08681e-10,2.2163e-12,1.10897e-10,15868.4,794007,-16.1009,0.00102
rss-mff-xss,ss,ff,ss,125,2.25,92285.6,1.08767e-10,2.2163e-12,1.10983e-10,15855.8,793994,-16.0947,0.00102
rss-mff-xss,ss,ff,ss,125,2.7,92285.6,1.08789e-10,2.2163e-12,1.11006e-10,15852.6,793991,-16.0932,0.00102
rss-mff-xtyp,ss,ff,typical,-40,0.3,93344.4,9.91015e-11,2.01273e-12,1.01114e-10,17204.9,864327,-16.0752,0.00114
rss-mff-xtyp,ss,ff,typical,-40,0.9,93346.6,1.07054e-10,2.01273e-12,1.09066e-10,15926.5,863030,-15.4820,0.00114
rss-mff-xtyp,ss,ff,typical,-40,1.35,93346.9,1.08344e-10,2.01273e-12,1.10357e-10,15736.8,862837,-15.3938,0.00114
rss-mff-xtyp,ss,ff,typical,-40,1.8,93346.9,1.08681e-10,2.01273e-12,1.10693e-10,15688,862788,-15.3711,0.00114
rss-mff-xtyp,ss,ff,typical,-40,2.25,93347,1.08767e-10,2.01273e-12,1.1078e-10,15675.5,862775,-15.3653,0.00114
rss-mff-xtyp,ss,ff,typical,-40,2.7,93346.9,1.08789e-10,2.01273e-12,1.10802e-10,15672.4,862773,-15.3638,0.00114
rss-mff-xtyp,ss,ff,typical,27,0.3,92489.7,9.91015e-11,2.01518e-12,1.01117e-10,17363.9,871275,-16.0836,0.00112
rss-mff-xtyp,ss,ff,typical,27,0.9,92491.5,1.07054e-10,2.01518e-12,1.09069e-10,16073.7,869968,-15.4898,0.00112
rss-mff-xtyp,ss,ff,typical,27,1.35,92491.9,1.08344e-10,2.01518e-12,1.10359e-10,15882.2,869773,-15.4008,0.00112
rss-mff-xtyp,ss,ff,typical,27,1.8,92492,1.08681e-10,2.01518e-12,1.10696e-10,15833,869723,-15.3779,0.00112
rss-mff-xtyp,ss,ff,typical,27,2.25,92492,1.08767e-10,2.01518e-12,1.10782e-10,15820.4,869710,-15.3720,0.00112
rss-mff-xtyp,ss,ff,typical,27,2.7,92492,1.08789e-10,2.01518e-12,1.10804e-10,15817.2,869706,-15.3705,0.00112
rss-mff-xtyp,ss,ff,typical,125,0.3,92287.8,9.91015e-11,2.01694e-12,1.01118e-10,17401.9,872436,-16.0897,0.00112
rss-mff-xtyp,ss,ff,typical,125,0.9,92289.6,1.07054e-10,2.01694e-12,1.09071e-10,16108.9,871127,-15.4962,0.00112
rss-mff-xtyp,ss,ff,typical,125,1.35,92290,1.08344e-10,2.01694e-12,1.10361e-10,15917,870932,-15.4070,0.00112
rss-mff-xtyp,ss,ff,typical,125,1.8,92290,1.08681e-10,2.01694e-12,1.10698e-10,15867.7,870882,-15.3840,0.00112
rss-mff-xtyp,ss,ff,typical,125,2.25,92290.1,1.08767e-10,2.01694e-12,1.10784e-10,15855.1,870869,-15.3782,0.00112
rss-mff-xtyp,ss,ff,typical,125,2.7,92290.1,1.08789e-10,2.01694e-12,1.10806e-10,15851.8,870865,-15.3767,0.00112
rss-mss-xff,ss,ss,ff,-40,0.3,93354.8,1.21112e-10,1.81378e-12,1.22926e-10,14076.6,954014,-13.8643,0.00126
rss-mss-xff,ss,ss,ff,-40,0.9,93356.5,1.30831e-10,1.81378e-12,1.32645e-10,13030.6,952951,-13.3476,0.00126
rss-mss-xff,ss,ss,ff,-40,1.35,93356.8,1.32408e-10,1.81378e-12,1.34222e-10,12875.4,952792,-13.2704,0.00126
rss-mss-xff,ss,ss,ff,-40,1.8,93356.9,1.32819e-10,1.81378e-12,1.34633e-10,12835.5,952751,-13.2506,0.00126
rss-mss-xff,ss,ss,ff,-40,2.25,93356.9,1.32925e-10,1.81378e-12,1.34739e-10,12825.3,952741,-13.2455,0.00126
rss-mss-xff,ss,ss,ff,-40,2.7,93356.9,1.32952e-10,1.81378e-12,1.34766e-10,12822.7,952739,-13.2442,0.00126
rss-mss-xff,ss,ss,ff,27,0.3,92499.8,1.21112e-10,1.81599e-12,1.22928e-10,14206.7,961677,-13.8700,0.00124
rss-mss-xff,ss,ss,ff,27,0.9,92501.2,1.30831e-10,1.81599e-12,1.32647e-10,13151.1,960607,-13.3551,0.00124
rss-mss-xff,ss,ss,ff,27,1.35,92501.5,1.32408e-10,1.81599e-12,1.34224e-10,12994.4,960447,-13.2773,0.00124
rss-mss-xff,ss,ss,ff,27,1.8,92501.5,1.32819e-10,1.81599e-12,1.34635e-10,12954.2,960407,-13.2572,0.00124
rss-mss-xff,ss,ss,ff,27,2.25,92501.6,1.32925e-10,1.81599e-12,1.34741e-10,12943.9,960396,-13.2521,0.00124
rss-mss-xff,ss,ss,ff,27,2.7,92501.7,1.32952e-10,1.81599e-12,1.34768e-10,12941.2,960392,-13.2508,0.00124
rss-mss-xff,ss,ss,ff,125,0.3,92297.8,1.21112e-10,1.81757e-12,1.22929e-10,14237.8,962956,-13.8754,0.00124
rss-mss-xff,ss,ss,ff,125,0.9,92299.2,1.30831e-10,1.81757e-12,1.32648e-10,13179.9,961884,-13.3608,0.00124
rss-mss-xff,ss,ss,ff,125,1.35,92299.5,1.32408e-10,1.81757e-12,1.34225e-10,13022.9,961724,-13.2828,0.00124
rss-mss-xff,ss,ss,ff,125,1.8,92299.6,1.32819e-10,1.81757e-12,1.34637e-10,12982.5,961683,-13.2627,0.00124
rss-mss-xff,ss,ss,ff,125,2.25,92299.7,1.32925e-10,1.81757e-12,1.34743e-10,12972.2,961672,-13.2576,0.00124
rss-mss-xff,ss,ss,ff,125,2.7,92299.7,1.32952e-10,1.81757e-12,1.3477e-10,12969.6,961669,-13.2563,0.00124
rss-mss-xss,ss,ss,ss,-40,0.3,93344.9,1.21112e-10,2.21168e-12,1.23323e-10,14078.1,784994,-15.2631,0.00105
rss-mss-xss,ss,ss,ss,-40,0.9,93346.3,1.30831e-10,2.21168e-12,1.33042e-10,13032.1,783936,-14.7017,0.00105
rss-mss-xss,ss,ss,ss,-40,1.35,93346.7,1.32408e-10,2.21168e-12,1.3462e-10,12876.8,783778,-14.6156,0.00105
rss-mss-xss,ss,ss,ss,-40,1.8,93346.7,1.32819e-10,2.21168e-12,1.35031e-10,12836.9,783738,-14.5935,0.00105
rss-mss-xss,ss,ss,ss,-40,2.25,93346.8,1.32925e-10,2.21168e-12,1.35137e-10,12826.7,783727,-14.5879,0.00105
rss-mss-xss,ss,ss,ss,-40,2.7,93346.7,1.32952e-10,2.21168e-12,1.35164e-10,12824.1,783725,-14.5864,0.00105
rss-mss-xss,ss,ss,ss,27,0.3,92489.9,1.21112e-10,2.21438e-12,1.23326e-10,14208.2,791304,-15.2716,0.00103
rss-mss-xss,ss,ss,ss,27,0.9,92491.3,1.30831e-10,2.21438e-12,1.33045e-10,13152.5,790236,-14.7121,0.00103
rss-mss-xss,ss,ss,ss,27,1.35,92491.6,1.32408e-10,2.21438e-12,1.34622e-10,12995.8,790077,-14.6252,0.00103
rss-mss-xss,ss,ss,ss,27,1.8,92491.7,1.32819e-10,2.21438e-12,1.35034e-10,12955.6,790036,-14.6029,0.00103
rss-mss-xss,ss,ss,ss,27,2.25,92491.8,1.32925e-10,2.21438e-12,1.35139e-10,12945.3,790025,-14.5972,0.00103
rss-mss-xss,ss,ss,ss,27,2.7,92491.7,1.32952e-10,2.21438e-12,1.35166e-10,12942.6,790023,-14.5957,0.00103
rss-mss-xss,ss,ss,ss,125,0.3,92288,1.21112e-10,2.2163e-12,1.23328e-10,14239.3,792357,-15.2780,0.00102
rss-mss-xss,ss,ss,ss,125,0.9,92289.5,1.30831e-10,2.2163e-12,1.33047e-10,13181.3,791287,-14.7188,0.00102
rss-mss-xss,ss,ss,ss,125,1.35,92289.7,1.32408e-10,2.2163e-12,1.34624e-10,13024.3,791128,-14.6318,0.00102
rss-mss-xss,ss,ss,ss,125,1.8,92289.8,1.32819e-10,2.2163e-12,1.35036e-10,12983.9,791087,-14.6094,0.00102
rss-mss-xss,ss,ss,ss,125,2.25,92289.9,1.32925e-10,2.2163e-12,1.35141e-10,12973.6,791076,-14.6037,0.00102
rss-mss-xss,ss,ss,ss,125,2.7,92289.8,1.32952e-10,2.2163e-12,1.35168e-10,12970.9,791074,-14.6022,0.00102
rss-mss-xtyp,ss,ss,typical,-40,0.3,93349.5,1.21112e-10,2.01273e-12,1.23124e-10,14077.4,861155,-14.5826,0.00114
rss-mss-xtyp,ss,ss,typical,-40,0.9,93350.9,1.30831e-10,2.01273e-12,1.32843e-10,13031.4,860095,-14.0421,0.00114
rss-mss-xtyp,ss,ss,typical,-40,1.35,93351.3,1.32408e-10,2.01273e-12,1.34421e-10,12876.2,859937,-13.9606,0.00114
rss-mss-xtyp,ss,ss,typical,-40,1.8,93351.3,1.32819e-10,2.01273e-12,1.34832e-10,12836.3,859896,-13.9397,0.00114
rss-mss-xtyp,ss,ss,typical,-40,2.25,93351.5,1.32925e-10,2.01273e-12,1.34938e-10,12826,859885,-13.9343,0.00114
rss-mss-xtyp,ss,ss,typical,-40,2.7,93351.5,1.32952e-10,2.01273e-12,1.34965e-10,12823.4,859882,-13.9329,0.00114
rss-mss-xtyp,ss,ss,typical,27,0.3,92494.4,1.21112e-10,2.01518e-12,1.23127e-10,14207.5,868074,-14.5893,0.00112
rss-mss-xtyp,ss,ss,typical,27,0.9,92495.8,1.30831e-10,2.01518e-12,1.32846e-10,13151.9,867006,-14.0508,0.00112
rss-mss-xtyp,ss,ss,typical,27,1.35,92496.1,1.32408e-10,2.01518e-12,1.34423e-10,12995.2,866847,-13.9685,0.00112
rss-mss-xtyp,ss,ss,typical,27,1.8,92496.2,1.32819e-10,2.01518e-12,1.34834e-10,12954.9,866805,-13.9474,0.00112
rss-mss-xtyp,ss,ss,typical,27,2.25,92496.2,1.32925e-10,2.01518e-12,1.3494e-10,12944.6,866795,-13.9419,0.00112
rss-mss-xtyp,ss,ss,typical,27,2.7,92496.2,1.32952e-10,2.01518e-12,1.34967e-10,12942,866792,-13.9406,0.00112
rss-mss-xtyp,ss,ss,typical,125,0.3,92292.5,1.21112e-10,2.01694e-12,1.23129e-10,14238.6,869230,-14.5952,0.00112
rss-mss-xtyp,ss,ss,typical,125,0.9,92293.9,1.30831e-10,2.01694e-12,1.32848e-10,13180.7,868159,-14.0569,0.00112
rss-mss-xtyp,ss,ss,typical,125,1.35,92294.2,1.32408e-10,2.01694e-12,1.34425e-10,13023.6,867999,-13.9745,0.00112
rss-mss-xtyp,ss,ss,typical,125,1.8,92294.3,1.32819e-10,2.01694e-12,1.34836e-10,12983.3,867958,-13.9533,0.00112
rss-mss-xtyp,ss,ss,typical,125,2.25,92294.3,1.32925e-10,2.01694e-12,1.34942e-10,12973,867948,-13.9478,0.00112
rss-mss-xtyp,ss,ss,typical,125,2.7,92294.3,1.32952e-10,2.01694e-12,1.34969e-10,12970.3,867944,-13.9465,0.00112
rss-mtyp-xff,ss,typical,ff,-40,0.3,93352.4,1.10107e-10,1.81378e-12,1.1192e-10,15483.9,955446,-14.5223,0.00126
rss-mtyp-xff,ss,typical,ff,-40,0.9,93354.5,1.18942e-10,1.81378e-12,1.20756e-10,14333.4,954274,-13.9845,0.00126
rss-mtyp-xff,ss,typical,ff,-40,1.35,93354.7,1.20376e-10,1.81378e-12,1.2219e-10,14162.6,954101,-13.9046,0.00126
rss-mtyp-xff,ss,typical,ff,-40,1.8,93354.8,1.2075e-10,1.81378e-12,1.22564e-10,14118.8,954056,-13.8840,0.00126
rss-mtyp-xff,ss,typical,ff,-40,2.25,93354.8,1.20846e-10,1.81378e-12,1.2266e-10,14107.5,954045,-13.8788,0.00126
rss-mtyp-xff,ss,typical,ff,-40,2.7,93354.8,1.20871e-10,1.81378e-12,1.22684e-10,14104.7,954042,-13.8774,0.00126
rss-mtyp-xff,ss,typical,ff,27,0.3,92497.5,1.10107e-10,1.81599e-12,1.11923e-10,15627,963121,-14.5317,0.00124
rss-mtyp-xff,ss,typical,ff,27,0.9,92499.3,1.18942e-10,1.81599e-12,1.20758e-10,14465.9,961942,-13.9913,0.00124
rss-mtyp-xff,ss,typical,ff,27,1.35,92499.6,1.20376e-10,1.81599e-12,1.22192e-10,14293.6,961766,-13.9106,0.00124
rss-mtyp-xff,ss,typical,ff,27,1.8,92499.7,1.2075e-10,1.81599e-12,1.22566e-10,14249.3,961720,-13.8899,0.00124
rss-mtyp-xff,ss,typical,ff,27,2.25,92499.6,1.20846e-10,1.81599e-12,1.22662e-10,14237.9,961710,-13.8846,0.00124
rss-mtyp-xff,ss,typical,ff,27,2.7,92499.7,1.20871e-10,1.81599e-12,1.22687e-10,14235,961707,-13.8832,0.00124
rss-mtyp-xff,ss,typical,ff,125,0.3,92295.6,1.10107e-10,1.81757e-12,1.11924e-10,15661.2,964402,-14.5372,0.00123
rss-mtyp-xff,ss,typical,ff,125,0.9,92297.3,1.18942e-10,1.81757e-12,1.2076e-10,14497.6,963221,-13.9970,0.00124
rss-mtyp-xff,ss,typical,ff,125,1.35,92297.6,1.20376e-10,1.81757e-12,1.22194e-10,14324.8,963045,-13.9162,0.00124
rss-mtyp-xff,ss,typical,ff,125,1.8,92297.7,1.2075e-10,1.81757e-12,1.22568e-10,14280.5,963000,-13.8954,0.00124
rss-mtyp-xff,ss,typical,ff,125,2.25,92297.7,1.20846e-10,1.81757e-12,1.22664e-10,14269.1,962988,-13.8901,0.00124
rss-mtyp-xff,ss,typical,ff,125,2.7,92297.7,1.20871e-10,1.81757e-12,1.22688e-10,14266.2,962986,-13.8887,0.00124
rss-mtyp-xss,ss,typical,ss,-40,0.3,93342.8,1.10107e-10,2.21168e-12,1.12318e-10,15485.5,786419,-15.9858,0.00105
rss-mtyp-xss,ss,typical,ss,-40,0.9,93344.3,1.18942e-10,2.21168e-12,1.21154e-10,14334.9,785256,-15.3971,0.00105
rss-mtyp-xss,ss,typical,ss,-40,1.35,93344.7,1.20376e-10,2.21168e-12,1.22588e-10,14164.1,785082,-15.3080,0.00105
rss-mtyp-xss,ss,typical,ss,-40,1.8,93344.8,1.2075e-10,2.21168e-12,1.22962e-10,14120.3,785037,-15.2851,0.00105
rss-mtyp-xss,ss,typical,ss,-40,2.25,93344.8,1.20846e-10,2.21168e-12,1.23058e-10,14109,785026,-15.2793,0.00105
rss-mtyp-xss,ss,typical,ss,-40,2.7,93344.8,1.20871e-10,2.21168e-12,1.23082e-10,14106.2,785023,-15.2778,0.00105
rss-mtyp-xss,ss,typical,ss,27,0.3,92487.8,1.10107e-10,2.21438e-12,1.12321e-10,15628.7,792742,-15.9935,0.00103
rss-mtyp-xss,ss,typical,ss,27,0.9,92489.3,1.18942e-10,2.21438e-12,1.21157e-10,14467.5,791568,-15.4068,0.00103
rss-mtyp-xss,ss,typical,ss,27,1.35,92489.7,1.20376e-10,2.21438e-12,1.2259e-10,14295.1,791392,-15.3169,0.00103
rss-mtyp-xss,ss,typical,ss,27,1.8,92489.8,1.2075e-10,2.21438e-12,1.22964e-10,14250.8,791347,-15.2938,0.00103
rss-mtyp-xss,ss,typical,ss,27,2.25,92489.8,1.20846e-10,2.21438e-12,1.2306e-10,14239.5,791336,-15.2879,0.00103
rss-mtyp-xss,ss,typical,ss,27,2.7,92489.8,1.20871e-10,2.21438e-12,1.23085e-10,14236.6,791333,-15.2864,0.00103
rss-mtyp-xss,ss,typical,ss,125,0.3,92286,1.10107e-10,2.2163e-12,1.12323e-10,15662.8,793798,-16.0000,0.00102
rss-mtyp-xss,ss,typical,ss,125,0.9,92287.5,1.18942e-10,2.2163e-12,1.21159e-10,14499.1,792622,-15.4136,0.00102
rss-mtyp-xss,ss,typical,ss,125,1.35,92287.8,1.20376e-10,2.2163e-12,1.22592e-10,14326.3,792446,-15.3235,0.00102
rss-mtyp-xss,ss,typical,ss,125,1.8,92287.9,1.2075e-10,2.2163e-12,1.22966e-10,14282,792401,-15.3003,0.00102
rss-mtyp-xss,ss,typical,ss,125,2.25,92287.9,1.20846e-10,2.2163e-12,1.23062e-10,14270.6,792390,-15.2944,0.00102
rss-mtyp-xss,ss,typical,ss,125,2.7,92287.9,1.20871e-10,2.2163e-12,1.23087e-10,14267.7,792386,-15.2929,0.00102
rss-mtyp-xtyp,ss,typical,typical,-40,0.3,93347.2,1.10107e-10,2.01273e-12,1.12119e-10,15484.8,862582,-15.2766,0.00114
rss-mtyp-xtyp,ss,typical,typical,-40,0.9,93349,1.18942e-10,2.01273e-12,1.20955e-10,14334.2,861416,-14.7095,0.00114
rss-mtyp-xtyp,ss,typical,typical,-40,1.35,93349.3,1.20376e-10,2.01273e-12,1.22389e-10,14163.5,861242,-14.6251,0.00114
rss-mtyp-xtyp,ss,typical,typical,-40,1.8,93349.3,1.2075e-10,2.01273e-12,1.22763e-10,14119.6,861198,-14.6034,0.00114
rss-mtyp-xtyp,ss,typical,typical,-40,2.25,93349.4,1.20846e-10,2.01273e-12,1.22859e-10,14108.3,861186,-14.5979,0.00114
rss-mtyp-xtyp,ss,typical,typical,-40,2.7,93349.4,1.20871e-10,2.01273e-12,1.22883e-10,14105.5,861183,-14.5965,0.00114
rss-mtyp-xtyp,ss,typical,typical,27,0.3,92492.2,1.10107e-10,2.01518e-12,1.12122e-10,15627.9,869515,-15.2825,0.00112
rss-mtyp-xtyp,ss,typical,typical,27,0.9,92493.9,1.18942e-10,2.01518e-12,1.20957e-10,14466.7,868339,-14.7174,0.00112
rss-mtyp-xtyp,ss,typical,typical,27,1.35,92494.3,1.20376e-10,2.01518e-12,1.22391e-10,14294.4,868163,-14.6323,0.00112
rss-mtyp-xtyp,ss,typical,typical,27,1.8,92494.3,1.2075e-10,2.01518e-12,1.22765e-10,14250.1,868118,-14.6104,0.00112
rss-mtyp-xtyp,ss,typical,typical,27,2.25,92494.3,1.20846e-10,2.01518e-12,1.22861e-10,14238.8,868107,-14.6048,0.00112
rss-mtyp-xtyp,ss,typical,typical,27,2.7,92494.3,1.20871e-10,2.01518e-12,1.22886e-10,14235.9,868104,-14.6033,0.00112
rss-mtyp-xtyp,ss,typical,typical,125,0.3,92290.4,1.10107e-10,2.01694e-12,1.12124e-10,15662.1,870673,-15.2884,0.00112
rss-mtyp-xtyp,ss,typical,typical,125,0.9,92292,1.18942e-10,2.01694e-12,1.20959e-10,14498.4,869494,-14.7236,0.00112
rss-mtyp-xtyp,ss,typical,typical,125,1.35,92292.3,1.20376e-10,2.01694e-12,1.22393e-10,14325.7,869319,-14.6383,0.00112
rss-mtyp-xtyp,ss,typical,typical,125,1.8,92292.4,1.2075e-10,2.01694e-12,1.22767e-10,14281.3,869274,-14.6163,0.00112
rss-mtyp-xtyp,ss,typical,typical,125,2.25,92292.4,1.20846e-10,2.01694e-12,1.22863e-10,14269.9,869262,-14.6107,0.00112
rss-mtyp-xtyp,ss,typical,typical,125,2.7,92292.5,1.20871e-10,2.01694e-12,1.22888e-10,14267,869258,-14.6093,0.00112
rtyp-mff-xff,typical,ff,ff,-40,0.3,77822.5,9.91013e-11,1.81446e-12,1.00916e-10,20636.5,1.14775e+06,-15.2867,0.00089
rtyp-mff-xff,typical,ff,ff,-40,0.9,77824.2,1.07054e-10,1.81446e-12,1.08868e-10,19103.1,1.14619e+06,-14.7194,0.00089
rtyp-mff-xff,typical,ff,ff,-40,1.35,77824.5,1.08344e-10,1.81446e-12,1.10158e-10,18875.5,1.14596e+06,-14.6351,0.00089
rtyp-mff-xff,typical,ff,ff,-40,1.8,77824.5,1.08681e-10,1.81446e-12,1.10495e-10,18817.1,1.1459e+06,-14.6134,0.00089
rtyp-mff-xff,typical,ff,ff,-40,2.25,77824.5,1.08767e-10,1.81446e-12,1.10582e-10,18802.1,1.14589e+06,-14.6079,0.00089
rtyp-mff-xff,typical,ff,ff,-40,2.7,77824.5,1.08789e-10,1.81446e-12,1.10604e-10,18798.3,1.14588e+06,-14.6064,0.00089
rtyp-mff-xff,typical,ff,ff,27,0.3,77106.2,9.91013e-11,1.81666e-12,1.00918e-10,20828.2,1.15703e+06,-15.2929,0.00087
rtyp-mff-xff,typical,ff,ff,27,0.9,77107.6,1.07054e-10,1.81666e-12,1.0887e-10,19280.7,1.15547e+06,-14.7271,0.00087
rtyp-mff-xff,typical,ff,ff,27,1.35,77107.9,1.08344e-10,1.81666e-12,1.10161e-10,19050.9,1.15523e+06,-14.6420,0.00087
rtyp-mff-xff,typical,ff,ff,27,1.8,77108,1.08681e-10,1.81666e-12,1.10497e-10,18991.9,1.15517e+06,-14.6202,0.00087
rtyp-mff-xff,typical,ff,ff,27,2.25,77108,1.08767e-10,1.81666e-12,1.10584e-10,18976.8,1.15516e+06,-14.6146,0.00087
rtyp-mff-xff,typical,ff,ff,27,2.7,77107.9,1.08789e-10,1.81666e-12,1.10606e-10,18973,1.15515e+06,-14.6131,0.00087
rtyp-mff-xff,typical,ff,ff,125,0.3,76932.4,9.91013e-11,1.81824e-12,1.0092e-10,20875.2,1.15866e+06,-15.2988,0.00087
rtyp-mff-xff,typical,ff,ff,125,0.9,76933.8,1.07054e-10,1.81824e-12,1.08872e-10,19324.2,1.15709e+06,-14.7333,0.00087
rtyp-mff-xff,typical,ff,ff,125,1.35,76934.1,1.08344e-10,1.81824e-12,1.10162e-10,19094,1.15685e+06,-14.6480,0.00087
rtyp-mff-xff,typical,ff,ff,125,1.8,76934.2,1.08681e-10,1.81824e-12,1.10499e-10,19034.8,1.15679e+06,-14.6261,0.00087
rtyp-mff-xff,typical,ff,ff,125,2.25,76934.2,1.08767e-10,1.81824e-12,1.10585e-10,19019.7,1.15678e+06,-14.6205,0.00087
rtyp-mff-xff,typical,ff,ff,125,2.7,76934.2,1.08789e-10,1.81824e-12,1.10607e-10,19015.8,1.15677e+06,-14.6190,0.00087
rtyp-mff-xss,typical,ff,ss,-40,0.3,77817.1,9.91014e-11,2.21235e-12,1.01314e-10,20637.9,945104,-16.8188,0.00074
rtyp-mff-xss,typical,ff,ss,-40,0.9,77818.5,1.07054e-10,2.21235e-12,1.09266e-10,19104.5,943554,-16.2030,0.00074
rtyp-mff-xss,typical,ff,ss,-40,1.35,77818.7,1.08344e-10,2.21235e-12,1.10556e-10,18876.9,943323,-16.1090,0.00074
rtyp-mff-xss,typical,ff,ss,-40,1.8,77818.8,1.08681e-10,2.21235e-12,1.10893e-10,18818.4,943264,-16.0849,0.00074
rtyp-mff-xss,typical,ff,ss,-40,2.25,77818.8,1.08767e-10,2.21235e-12,1.10979e-10,18803.5,943249,-16.0787,0.00074
rtyp-mff-xss,typical,ff,ss,-40,2.7,77818.8,1.08789e-10,2.21235e-12,1.11002e-10,18799.6,943245,-16.0771,0.00074
rtyp-mff-xss,typical,ff,ss,27,0.3,77100.7,9.91013e-11,2.21504e-12,1.01316e-10,20829.7,952753,-16.8275,0.00073
rtyp-mff-xss,typical,ff,ss,27,0.9,77102.1,1.07054e-10,2.21504e-12,1.09269e-10,19282,951189,-16.2138,0.00073
rtyp-mff-xss,typical,ff,ss,27,1.35,77102.3,1.08344e-10,2.21504e-12,1.10559e-10,19052.3,950957,-16.1190,0.00073
rtyp-mff-xss,typical,ff,ss,27,1.8,77102.4,1.08681e-10,2.21504e-12,1.10896e-10,18993.3,950897,-16.0947,0.00073
rtyp-mff-xss,typical,ff,ss,27,2.25,77102.4,1.08767e-10,2.21504e-12,1.10982e-10,18978.2,950881,-16.0884,0.00073
rtyp-mff-xss,typical,ff,ss,27,2.7,77102.4,1.08789e-10,2.21504e-12,1.11004e-10,18974.3,950878,-16.0868,0.00073
rtyp-mff-xss,typical,ff,ss,125,0.3,76927,9.91013e-11,2.21697e-12,1.01318e-10,20876.7,954093,-16.8345,0.00072
rtyp-mff-xss,typical,ff,ss,125,0.9,76928.3,1.07054e-10,2.21697e-12,1.09271e-10,19325.6,952526,-16.2211,0.00073
rtyp-mff-xss,typical,ff,ss,125,1.35,76928.6,1.08344e-10,2.21697e-12,1.10561e-10,19095.3,952292,-16.1261,0.00073
rtyp-mff-xss,typical,ff,ss,125,1.8,76928.6,1.08681e-10,2.21697e-12,1.10898e-10,19036.2,952233,-16.1016,0.00073
rtyp-mff-xss,typical,ff,ss,125,2.25,76928.6,1.08767e-10,2.21697e-12,1.10984e-10,19021.1,952218,-16.0954,0.00073
rtyp-mff-xss,typical,ff,ss,125,2.7,76928.7,1.08789e-10,2.21697e-12,1.11006e-10,19017.2,952213,-16.0938,0.00073
rtyp-mff-xtyp,typical,ff,typical,-40,0.3,77819.6,9.91013e-11,2.0134e-12,1.01115e-10,20637.2,1.03642e+06,-16.0741,0.00081
rtyp-mff-xtyp,typical,ff,typical,-40,0.9,77821.1,1.07054e-10,2.0134e-12,1.09067e-10,19103.9,1.03487e+06,-15.4807,0.00081
rtyp-mff-xtyp,typical,ff,typical,-40,1.35,77821.4,1.08344e-10,2.0134e-12,1.10357e-10,18876.3,1.03463e+06,-15.3917,0.00081
rtyp-mff-xtyp,typical,ff,typical,-40,1.8,77821.4,1.08681e-10,2.0134e-12,1.10694e-10,18817.8,1.03458e+06,-15.3689,0.00081
