# campaign: supply-sensitivity (issue #511)
# question: CAN the band-selection rule keep the loop off the bottom of the
#   control window, where DR-012 Decision 4b measured the criterion is lost?
# sweep: f_out 10-200 MHz in 5 MHz steps x 5 bundles x 3 temperatures x 3 supplies
# band_rule: the lowest band reaching f at all three supplies inside DR-003
#   Decision 5's measured 0.9-2.7 V window
# t_sys_ns: sim/pfd-deadzone's MEASURED open-loop systematic term at that Vctrl,
#   interpolated on its 0.90/1.65/2.40 V grid (record 20260916-051356-8cedbba)
# over_ratified: |t_sys| > the ratified 1 ns Lock criterion, on the SYSTEMATIC
#   term alone -- before mc-cp-mismatch's 0.576 ns statistical term and the
#   0.239 ns divider retiming term are added
# budget_sum_ns / over_budget: DR-012 Decision 4a's summed budget at this point,
#   t_sys + 0.576 statistical + 0.239 retiming, graded against the
#   same ratified 1 ns. A worst-case linear sum, as the budget states it.
# NOTE: t_sys is measured OPEN LOOP at f_ref = 12.5 MHz. A cell at another f_out
#   runs at another f_ref under the Icp trim-code rule; DR-012 measured f_ref
#   moves this term by -6.4 % over a 2:1 change, so it is carried as the
#   operating-point term it is, not as a closed-loop prediction.
# NO SIMULATION WAS RUN. Every column is arithmetic on committed data.
fout_mhz,bundle,temp_c,vdd_v,band_rule,vctrl_rule_v,t_sys_ns,budget_sum_ns,over_ratified,over_budget,note
50,ff,27,2.97,4,1.631,0.1287,0.9437,no,no,
50,ff,27,3.30,4,1.887,0.2918,1.1068,no,yes,
50,ff,27,3.63,4,2.118,0.3560,1.1710,no,yes,
50,ff,125,2.97,4,1.439,0.3693,1.1843,no,yes,
50,ff,125,3.30,4,1.670,0.3764,1.1914,no,yes,
50,ff,125,3.63,4,1.876,0.5086,1.3236,no,yes,
50,ss,-40,2.97,4,1.485,0.1784,0.9934,no,no,
50,ss,-40,3.30,4,1.856,0.1590,0.9740,no,no,
50,ss,-40,3.63,4,2.192,0.1868,1.0018,no,yes,
50,ss,27,2.97,4,1.324,0.3820,1.1970,no,yes,
50,ss,27,3.30,4,1.661,0.1901,1.0051,no,yes,
50,ss,27,3.63,4,1.964,0.3668,1.1818,no,yes,
50,ss,125,2.97,4,1.121,0.6385,1.4535,no,yes,
50,ss,125,3.30,4,1.421,0.5467,1.3617,no,yes,
50,ss,125,3.63,4,1.691,0.4998,1.3148,no,yes,
50,fs,-40,2.97,4,1.619,0.0787,0.8937,no,no,
50,fs,-40,3.30,4,1.934,0.2071,1.0221,no,yes,
50,fs,-40,3.63,4,2.219,0.2489,1.0639,no,yes,
50,fs,27,2.97,4,1.466,0.2735,1.0885,no,yes,
50,fs,27,3.30,4,1.754,0.2172,1.0322,no,yes,
50,fs,27,3.63,4,2.014,0.4212,1.2362,no,yes,
50,fs,125,2.97,4,1.283,0.5709,1.3859,no,yes,
50,fs,125,3.30,4,1.540,0.4296,1.2446,no,yes,
50,fs,125,3.63,4,1.775,0.5001,1.3151,no,yes,
50,sf,-40,2.97,4,1.713,0.0587,0.8737,no,no,
50,sf,-40,3.30,4,2.036,0.2929,1.1079,no,yes,
50,sf,-40,3.63,4,2.319,0.1731,0.9881,no,no,
50,sf,27,2.97,4,1.538,0.2412,1.0562,no,yes,
50,sf,27,3.30,4,1.832,0.2734,1.0884,no,yes,
50,sf,27,3.63,4,2.095,0.3415,1.1565,no,yes,
50,sf,125,2.97,4,1.318,0.4726,1.2876,no,yes,
50,sf,125,3.30,4,1.584,0.3890,1.2040,no,yes,
50,sf,125,3.63,4,1.823,0.3515,1.1665,no,yes,
55,typical,-40,2.97,4,1.859,0.1257,0.9407,no,no,
55,typical,-40,3.30,4,2.212,0.2814,1.0964,no,yes,
55,typical,-40,3.63,4,2.531,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
55,typical,27,2.97,4,1.681,0.0424,0.8574,no,no,
55,typical,27,3.30,4,2.001,0.2516,1.0666,no,yes,
55,typical,27,3.63,4,2.293,0.2605,1.0755,no,yes,
55,typical,125,2.97,4,1.474,0.2711,1.0861,no,yes,
55,typical,125,3.30,4,1.759,0.3068,1.1218,no,yes,
55,typical,125,3.63,4,2.019,0.3897,1.2047,no,yes,
55,ff,-40,2.97,4,1.996,0.3348,1.1498,no,yes,
55,ff,-40,3.30,4,2.305,0.3420,1.1570,no,yes,
55,ff,-40,3.63,4,2.575,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
55,ff,27,2.97,4,1.819,0.2263,1.0413,no,yes,
55,ff,27,3.30,4,2.102,0.3250,1.1400,no,yes,
55,ff,27,3.63,4,2.354,0.2047,1.0197,no,yes,
55,ff,125,2.97,4,1.614,0.1401,0.9551,no,no,
55,ff,125,3.30,4,1.868,0.3930,1.2080,no,yes,
55,ff,125,3.63,4,2.097,0.3921,1.2071,no,yes,
55,ss,-40,2.97,4,1.665,0.0173,0.8323,no,no,
55,ss,-40,3.30,4,2.071,0.1901,1.0051,no,yes,
55,ss,-40,3.63,4,2.434,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
55,ss,27,2.97,4,1.499,0.1937,1.0087,no,yes,
55,ss,27,3.30,4,1.861,0.2117,1.0267,no,yes,
55,ss,27,3.63,4,2.192,0.2616,1.0766,no,yes,
55,ss,125,2.97,4,1.288,0.4419,1.2569,no,yes,
55,ss,125,3.30,4,1.607,0.2711,1.0861,no,yes,
55,ss,125,3.63,4,1.902,0.3980,1.2130,no,yes,
55,fs,-40,2.97,4,1.804,0.1290,0.9440,no,no,
55,fs,-40,3.30,4,2.149,0.2935,1.1085,no,yes,
55,fs,-40,3.63,4,2.463,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
55,fs,27,2.97,4,1.638,0.0635,0.8785,no,no,
55,fs,27,3.30,4,1.953,0.2601,1.0751,no,yes,
55,fs,27,3.63,4,2.240,0.3686,1.1836,no,yes,
55,fs,125,2.97,4,1.446,0.3667,1.1817,no,yes,
55,fs,125,3.30,4,1.725,0.2680,1.0830,no,yes,
55,fs,125,3.63,4,1.983,0.4159,1.2309,no,yes,
55,sf,-40,2.97,4,1.913,0.1602,0.9752,no,no,
55,sf,-40,3.30,4,2.270,0.3499,1.1649,no,yes,
55,sf,-40,3.63,4,2.585,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
55,sf,27,2.97,4,1.724,0.1490,0.9640,no,no,
55,sf,27,3.30,4,2.047,0.2963,1.1113,no,yes,
55,sf,27,3.63,4,2.336,0.2383,1.0533,no,yes,
55,sf,125,2.97,4,1.497,0.2251,1.0401,no,yes,
55,sf,125,3.30,4,1.785,0.2916,1.1066,no,yes,
55,sf,125,3.63,4,2.045,0.2251,1.0401,no,yes,
60,typical,-40,2.97,5,1.080,0.7058,1.5208,no,yes,
60,typical,-40,3.30,5,1.340,0.7082,1.5232,no,yes,
60,typical,-40,3.63,5,1.567,0.6977,1.5127,no,yes,
60,typical,27,2.97,4,1.857,0.1441,0.9591,no,no,
60,typical,27,3.30,4,2.203,0.2934,1.1084,no,yes,
60,typical,27,3.63,4,2.522,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
60,typical,125,2.97,4,1.637,0.0641,0.8791,no,no,
60,typical,125,3.30,4,1.946,0.2998,1.1148,no,yes,
60,typical,125,3.63,4,2.228,0.2842,1.0992,no,yes,
60,ff,-40,2.97,5,1.213,0.6459,1.4609,no,yes,
60,ff,-40,3.30,5,1.431,0.5493,1.3643,no,yes,
60,ff,-40,3.63,5,1.621,0.6628,1.4778,no,yes,
60,ff,27,2.97,4,2.003,0.3593,1.1743,no,yes,
60,ff,27,3.30,4,2.312,0.3574,1.1724,no,yes,
60,ff,27,3.63,4,2.589,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
60,ff,125,2.97,4,1.785,0.1884,1.0034,no,yes,
60,ff,125,3.30,4,2.062,0.4092,1.2242,no,yes,
60,ff,125,3.63,4,2.310,0.2795,1.0945,no,yes,
60,ss,-40,2.97,4,1.842,0.1201,0.9351,no,no,
60,ss,-40,3.30,4,2.278,0.2201,1.0351,no,yes,
60,ss,-40,3.63,4,2.678,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
60,ss,27,2.97,4,1.662,0.0364,0.8514,no,no,
60,ss,27,3.30,4,2.053,0.2326,1.0476,no,yes,
60,ss,27,3.63,4,2.415,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
60,ss,125,2.97,4,1.447,0.2544,1.0694,no,yes,
60,ss,125,3.30,4,1.789,0.2127,1.0277,no,yes,
60,ss,125,3.63,4,2.107,0.2988,1.1138,no,yes,
60,fs,-40,2.97,5,1.063,0.7113,1.5263,no,yes,
60,fs,-40,3.30,5,1.314,0.7014,1.5164,no,yes,
60,fs,-40,3.63,5,1.536,0.6701,1.4851,no,yes,
60,fs,27,2.97,4,1.807,0.1521,0.9671,no,no,
60,fs,27,3.30,4,2.148,0.3024,1.1174,no,yes,
60,fs,27,3.63,4,2.463,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
60,fs,125,2.97,4,1.603,0.1701,0.9851,no,no,
60,fs,125,3.30,4,1.904,0.2945,1.1095,no,yes,
60,fs,125,3.63,4,2.186,0.3335,1.1485,no,yes,
60,sf,-40,2.97,5,1.095,0.6794,1.4944,no,yes,
60,sf,-40,3.30,5,1.362,0.6304,1.4454,no,yes,
60,sf,-40,3.63,5,1.589,0.6326,1.4476,no,yes,
60,sf,27,2.97,4,1.906,0.2248,1.0398,no,yes,
60,sf,27,3.30,4,2.256,0.3187,1.1337,no,yes,
60,sf,27,3.63,4,2.573,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
60,sf,125,2.97,4,1.665,0.0226,0.8376,no,no,
60,sf,125,3.30,4,1.978,0.2853,1.1003,no,yes,
60,sf,125,3.63,4,2.262,0.1014,0.9164,no,no,
65,typical,-40,2.97,5,1.209,0.5492,1.3642,no,yes,
65,typical,-40,3.30,5,1.485,0.4916,1.3066,no,yes,
65,typical,-40,3.63,5,1.727,0.5413,1.3563,no,yes,
65,typical,27,2.97,5,1.059,0.7509,1.5659,no,yes,
65,typical,27,3.30,5,1.312,0.6906,1.5056,no,yes,
65,typical,27,3.63,5,1.537,0.7461,1.5611,no,yes,
65,typical,125,2.97,4,1.798,0.1384,0.9534,no,no,
65,typical,125,3.30,4,2.130,0.2929,1.1079,no,yes,
65,typical,125,3.63,4,2.435,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
65,ff,-40,2.97,5,1.340,0.4964,1.3114,no,yes,
65,ff,-40,3.30,5,1.577,0.3016,1.1166,no,yes,
65,ff,-40,3.63,5,1.786,0.5417,1.3567,no,yes,
65,ff,27,2.97,5,1.198,0.6723,1.4873,no,yes,
65,ff,27,3.30,5,1.414,0.6317,1.4467,no,yes,
65,ff,27,3.63,5,1.608,0.7230,1.5380,no,yes,
65,ff,125,2.97,4,1.950,0.3056,1.1206,no,yes,
65,ff,125,3.30,4,2.249,0.4250,1.2400,no,yes,
65,ff,125,3.63,4,2.520,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
65,ss,-40,2.97,5,1.015,0.6600,1.4750,no,yes,
65,ss,-40,3.30,5,1.345,0.5609,1.3759,no,yes,
65,ss,-40,3.63,5,1.630,0.3893,1.2043,no,yes,
65,ss,27,2.97,4,1.824,0.1190,0.9340,no,no,
65,ss,27,3.30,4,2.242,0.2530,1.0680,no,yes,
65,ss,27,3.63,4,2.631,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
65,ss,125,2.97,4,1.598,0.0755,0.8905,no,no,
65,ss,125,3.30,4,1.964,0.2183,1.0333,no,yes,
65,ss,125,3.63,4,2.307,0.2025,1.0175,no,yes,
65,fs,-40,2.97,5,1.185,0.5723,1.3873,no,yes,
65,fs,-40,3.30,5,1.451,0.4538,1.2688,no,yes,
65,fs,-40,3.63,5,1.690,0.4555,1.2705,no,yes,
65,fs,27,2.97,4,1.970,0.2601,1.0751,no,yes,
65,fs,27,3.30,4,2.339,0.3439,1.1589,no,yes,
65,fs,27,3.63,4,2.682,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
65,fs,125,2.97,4,1.757,0.1769,0.9919,no,no,
65,fs,125,3.30,4,2.081,0.3204,1.1354,no,yes,
65,fs,125,3.63,4,2.385,0.2530,1.0680,no,yes,
65,sf,-40,2.97,5,1.231,0.5191,1.3341,no,yes,
65,sf,-40,3.30,5,1.514,0.4033,1.2183,no,yes,
65,sf,-40,3.63,5,1.758,0.4757,1.2907,no,yes,
65,sf,27,2.97,5,1.067,0.7560,1.5710,no,yes,
65,sf,27,3.30,5,1.327,0.7250,1.5400,no,yes,
65,sf,27,3.63,5,1.554,0.6789,1.4939,no,yes,
65,sf,125,2.97,4,1.832,0.1159,0.9309,no,no,
65,sf,125,3.30,4,2.168,0.2792,1.0942,no,yes,
65,sf,125,3.63,4,2.475,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
70,typical,-40,2.97,5,1.327,0.4063,1.2213,no,yes,
70,typical,-40,3.30,5,1.622,0.2864,1.1014,no,yes,
70,typical,-40,3.63,5,1.884,0.4809,1.2959,no,yes,
70,typical,27,2.97,5,1.176,0.6070,1.4220,no,yes,
70,typical,27,3.30,5,1.442,0.4942,1.3092,no,yes,
70,typical,27,3.63,5,1.681,0.5499,1.3649,no,yes,
70,typical,125,2.97,4,1.951,0.2330,1.0480,no,yes,
70,typical,125,3.30,4,2.307,0.2862,1.1012,no,yes,
70,typical,125,3.63,4,2.637,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
70,ff,-40,2.97,5,1.467,0.3469,1.1619,no,yes,
70,ff,-40,3.30,5,1.721,0.1954,1.0104,no,yes,
70,ff,-40,3.63,5,1.946,0.4557,1.2707,no,yes,
70,ff,27,2.97,5,1.313,0.5285,1.3435,no,yes,
70,ff,27,3.30,5,1.546,0.4203,1.2353,no,yes,
70,ff,27,3.63,5,1.755,0.5893,1.4043,no,yes,
70,ff,125,2.97,5,1.127,0.7802,1.5952,no,yes,
70,ff,125,3.30,5,1.336,0.8370,1.6520,no,yes,
70,ff,125,3.63,5,1.526,0.8346,1.6496,no,yes,
70,ss,-40,2.97,5,1.140,0.5313,1.3463,no,yes,
70,ss,-40,3.30,5,1.483,0.3658,1.1808,no,yes,
70,ss,-40,3.63,5,1.785,0.3129,1.1279,no,yes,
70,ss,27,2.97,5,0.983,0.7497,1.5647,no,yes,
70,ss,27,3.30,5,1.295,0.7076,1.5226,no,yes,
70,ss,27,3.63,5,1.572,0.6280,1.4430,no,yes,
70,ss,125,2.97,4,1.746,0.0638,0.8788,no,no,
70,ss,125,3.30,4,2.137,0.2238,1.0388,no,yes,
70,ss,125,3.63,4,2.501,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
70,fs,-40,2.97,5,1.300,0.4418,1.2568,no,yes,
70,fs,-40,3.30,5,1.584,0.2121,1.0271,no,yes,
70,fs,-40,3.63,5,1.843,0.3958,1.2108,no,yes,
70,fs,27,2.97,5,1.157,0.6526,1.4676,no,yes,
70,fs,27,3.30,5,1.415,0.5630,1.3780,no,yes,
70,fs,27,3.63,5,1.650,0.5056,1.3206,no,yes,
70,fs,125,2.97,4,1.906,0.2692,1.0842,no,yes,
70,fs,125,3.30,4,2.253,0.3458,1.1608,no,yes,
70,fs,125,3.63,4,2.580,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
70,sf,-40,2.97,5,1.355,0.3733,1.1883,no,yes,
70,sf,-40,3.30,5,1.656,0.2000,1.0150,no,yes,
70,sf,-40,3.63,5,1.920,0.3884,1.2034,no,yes,
70,sf,27,2.97,5,1.193,0.6186,1.4336,no,yes,
70,sf,27,3.30,5,1.463,0.5263,1.3413,no,yes,
70,sf,27,3.63,5,1.705,0.5082,1.3232,no,yes,
70,sf,125,2.97,4,1.992,0.2056,1.0206,no,yes,
70,sf,125,3.30,4,2.353,0.2732,1.0882,no,yes,
70,sf,125,3.63,4,2.683,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
75,typical,-40,2.97,5,1.445,0.2634,1.0784,no,yes,
75,typical,-40,3.30,5,1.758,0.2517,1.0667,no,yes,
75,typical,-40,3.63,5,2.038,0.4217,1.2367,no,yes,
75,typical,27,2.97,5,1.285,0.4731,1.2881,no,yes,
75,typical,27,3.30,5,1.567,0.3040,1.1190,no,yes,
75,typical,27,3.63,5,1.825,0.4820,1.2970,no,yes,
75,typical,125,2.97,5,1.083,0.7677,1.5827,no,yes,
75,typical,125,3.30,5,1.336,0.7744,1.5894,no,yes,
75,typical,125,3.63,5,1.566,0.7114,1.5264,no,yes,
75,ff,-40,2.97,5,1.589,0.2036,1.0186,no,yes,
75,ff,-40,3.30,5,1.862,0.2308,1.0458,no,yes,
75,ff,-40,3.63,5,2.105,0.3700,1.1850,no,yes,
75,ff,27,2.97,5,1.427,0.3848,1.1998,no,yes,
75,ff,27,3.30,5,1.675,0.2591,1.0741,no,yes,
75,ff,27,3.63,5,1.900,0.4965,1.3115,no,yes,
75,ff,125,2.97,5,1.234,0.6390,1.4540,no,yes,
75,ff,125,3.30,5,1.457,0.6592,1.4742,no,yes,
75,ff,125,3.63,5,1.657,0.6242,1.4392,no,yes,
75,ss,-40,2.97,5,1.258,0.4105,1.2255,no,yes,
75,ss,-40,3.30,5,1.612,0.1825,0.9975,no,no,
75,ss,-40,3.63,5,1.933,0.2669,1.0819,no,yes,
75,ss,27,2.97,5,1.095,0.6290,1.4440,no,yes,
75,ss,27,3.30,5,1.418,0.5284,1.3434,no,yes,
75,ss,27,3.63,5,1.710,0.4843,1.2993,no,yes,
75,ss,125,2.97,4,1.891,0.1376,0.9526,no,no,
75,ss,125,3.30,4,2.304,0.2292,1.0442,no,yes,
75,ss,125,3.63,4,2.692,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
75,fs,-40,2.97,5,1.413,0.3125,1.1275,no,yes,
75,fs,-40,3.30,5,1.716,0.1195,0.9345,no,no,
75,fs,-40,3.63,5,1.993,0.3373,1.1523,no,yes,
75,fs,27,2.97,5,1.262,0.5234,1.3384,no,yes,
75,fs,27,3.30,5,1.537,0.3716,1.1866,no,yes,
75,fs,27,3.63,5,1.788,0.4736,1.2886,no,yes,
75,fs,125,2.97,5,1.076,0.8310,1.6460,no,yes,
75,fs,125,3.30,5,1.321,0.7735,1.5885,no,yes,
75,fs,125,3.63,5,1.547,0.7196,1.5346,no,yes,
75,sf,-40,2.97,5,1.479,0.2275,1.0425,no,yes,
75,sf,-40,3.30,5,1.799,0.2349,1.0499,no,yes,
75,sf,-40,3.63,5,2.080,0.3022,1.1172,no,yes,
75,sf,27,2.97,5,1.305,0.4953,1.3103,no,yes,
75,sf,27,3.30,5,1.594,0.3361,1.1511,no,yes,
75,sf,27,3.63,5,1.852,0.4450,1.2600,no,yes,
75,sf,125,2.97,5,1.083,0.7966,1.6116,no,yes,
75,sf,125,3.30,5,1.343,0.7297,1.5447,no,yes,
75,sf,125,3.63,5,1.575,0.5787,1.3937,no,yes,
80,typical,-40,2.97,5,1.560,0.1251,0.9401,no,no,
80,typical,-40,3.30,5,1.891,0.2604,1.0754,no,yes,
80,typical,-40,3.63,5,2.190,0.3632,1.1782,no,yes,
80,typical,27,2.97,5,1.392,0.3418,1.1568,no,yes,
80,typical,27,3.30,5,1.690,0.1873,1.0023,no,yes,
80,typical,27,3.63,5,1.963,0.4166,1.2316,no,yes,
80,typical,125,2.97,5,1.188,0.6349,1.4499,no,yes,
80,typical,125,3.30,5,1.451,0.6046,1.4196,no,yes,
80,typical,125,3.63,5,1.693,0.5535,1.3685,no,yes,
80,ff,-40,2.97,5,1.709,0.1665,0.9815,no,no,
80,ff,-40,3.30,5,2.000,0.2654,1.0804,no,yes,
80,ff,-40,3.63,5,2.259,0.2872,1.1022,no,yes,
80,ff,27,2.97,5,1.539,0.2436,1.0586,no,yes,
80,ff,27,3.30,5,1.803,0.2790,1.0940,no,yes,
80,ff,27,3.63,5,2.042,0.4048,1.2198,no,yes,
80,ff,125,2.97,5,1.336,0.5046,1.3196,no,yes,
80,ff,125,3.30,5,1.574,0.4872,1.3022,no,yes,
80,ff,125,3.63,5,1.789,0.5546,1.3696,no,yes,
80,ss,-40,2.97,5,1.369,0.2968,1.1118,no,yes,
80,ss,-40,3.30,5,1.741,0.1422,0.9572,no,no,
80,ss,-40,3.63,5,2.081,0.2210,1.0360,no,yes,
80,ss,27,2.97,5,1.206,0.5090,1.3240,no,yes,
80,ss,27,3.30,5,1.538,0.3529,1.1679,no,yes,
80,ss,27,3.63,5,1.845,0.4217,1.2367,no,yes,
80,ss,125,2.97,5,0.986,0.7967,1.6117,no,yes,
80,ss,125,3.30,5,1.287,0.7440,1.5590,no,yes,
80,ss,125,3.63,5,1.562,0.6606,1.4756,no,yes,
80,fs,-40,2.97,5,1.525,0.1850,1.0000,no,no,
80,fs,-40,3.30,5,1.846,0.1716,0.9866,no,no,
80,fs,-40,3.63,5,2.140,0.2796,1.0946,no,yes,
80,fs,27,2.97,5,1.365,0.3980,1.2130,no,yes,
80,fs,27,3.30,5,1.655,0.1956,1.0106,no,yes,
80,fs,27,3.63,5,1.922,0.4424,1.2574,no,yes,
80,fs,125,2.97,5,1.175,0.7070,1.5220,no,yes,
80,fs,125,3.30,5,1.431,0.6007,1.4157,no,yes,
80,fs,125,3.63,5,1.670,0.5424,1.3574,no,yes,
80,sf,-40,2.97,5,1.598,0.0875,0.9025,no,no,
80,sf,-40,3.30,5,1.936,0.2683,1.0833,no,yes,
80,sf,-40,3.63,5,2.236,0.2179,1.0329,no,yes,
80,sf,27,2.97,5,1.417,0.3728,1.1878,no,yes,
80,sf,27,3.30,5,1.722,0.2617,1.0767,no,yes,
80,sf,27,3.63,5,1.996,0.3839,1.1989,no,yes,
80,sf,125,2.97,5,1.194,0.6439,1.4589,no,yes,
80,sf,125,3.30,5,1.463,0.5594,1.3744,no,yes,
80,sf,125,3.63,5,1.708,0.4167,1.2317,no,yes,
85,typical,-40,2.97,5,1.671,0.0269,0.8419,no,no,
85,typical,-40,3.30,5,2.023,0.2690,1.0840,no,yes,
85,typical,-40,3.63,5,2.341,0.3050,1.1200,no,yes,
85,typical,27,2.97,5,1.498,0.2106,1.0256,no,yes,
85,typical,27,3.30,5,1.812,0.2126,1.0276,no,yes,
85,typical,27,3.63,5,2.101,0.3513,1.1663,no,yes,
85,typical,125,2.97,5,1.284,0.5124,1.3274,no,yes,
85,typical,125,3.30,5,1.562,0.4405,1.2555,no,yes,
85,typical,125,3.63,5,1.820,0.4897,1.3047,no,yes,
85,ff,-40,2.97,5,1.828,0.2363,1.0513,no,yes,
85,ff,-40,3.30,5,2.137,0.2998,1.1148,no,yes,
85,ff,-40,3.63,5,2.413,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
85,ff,27,2.97,5,1.648,0.1068,0.9218,no,no,
85,ff,27,3.30,5,1.927,0.2981,1.1131,no,yes,
85,ff,27,3.63,5,2.183,0.3142,1.1292,no,yes,
85,ff,125,2.97,5,1.439,0.3703,1.1853,no,yes,
85,ff,125,3.30,5,1.688,0.3779,1.1929,no,yes,
85,ff,125,3.63,5,1.917,0.4873,1.3023,no,yes,
85,ss,-40,2.97,5,1.480,0.1831,0.9981,no,no,
85,ss,-40,3.30,5,1.865,0.1603,0.9753,no,no,
85,ss,-40,3.63,5,2.224,0.1767,0.9917,no,no,
85,ss,27,2.97,5,1.306,0.4010,1.2160,no,yes,
85,ss,27,3.30,5,1.653,0.1892,1.0042,no,yes,
85,ss,27,3.63,5,1.977,0.3610,1.1760,no,yes,
85,ss,125,2.97,5,1.086,0.6795,1.4945,no,yes,
85,ss,125,3.30,5,1.396,0.5835,1.3985,no,yes,
85,ss,125,3.63,5,1.683,0.5035,1.3185,no,yes,
85,fs,-40,2.97,5,1.632,0.0634,0.8784,no,no,
85,fs,-40,3.30,5,1.971,0.2222,1.0372,no,yes,
85,fs,-40,3.63,5,2.283,0.2237,1.0387,no,yes,
85,fs,27,2.97,5,1.467,0.2726,1.0876,no,yes,
85,fs,27,3.30,5,1.773,0.2212,1.0362,no,yes,
85,fs,27,3.63,5,2.056,0.4114,1.2264,no,yes,
85,fs,125,2.97,5,1.268,0.5898,1.4048,no,yes,
85,fs,125,3.30,5,1.539,0.4312,1.2462,no,yes,
85,fs,125,3.63,5,1.793,0.4927,1.3077,no,yes,
85,sf,-40,2.97,5,1.716,0.0603,0.8753,no,no,
85,sf,-40,3.30,5,2.073,0.3018,1.1168,no,yes,
85,sf,-40,3.63,5,2.392,0.1339,0.9489,no,no,
85,sf,27,2.97,5,1.527,0.2523,1.0673,no,yes,
85,sf,27,3.30,5,1.848,0.2751,1.0901,no,yes,
85,sf,27,3.63,5,2.138,0.3231,1.1381,no,yes,
85,sf,125,2.97,5,1.294,0.5054,1.3204,no,yes,
85,sf,125,3.30,5,1.578,0.3969,1.2119,no,yes,
85,sf,125,3.63,5,1.838,0.3426,1.1576,no,yes,
90,typical,-40,2.97,5,1.782,0.0854,0.9004,no,no,
90,typical,-40,3.30,5,2.152,0.2775,1.0925,no,yes,
90,typical,-40,3.63,5,2.488,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
90,typical,27,2.97,5,1.599,0.0870,0.9020,no,no,
90,typical,27,3.30,5,1.930,0.2370,1.0520,no,yes,
90,typical,27,3.63,5,2.236,0.2875,1.1025,no,yes,
90,typical,125,2.97,5,1.379,0.3913,1.2063,no,yes,
90,typical,125,3.30,5,1.670,0.3101,1.1251,no,yes,
90,typical,125,3.63,5,1.942,0.4284,1.2434,no,yes,
90,ff,-40,2.97,5,1.945,0.3048,1.1198,no,yes,
90,ff,-40,3.30,5,2.271,0.3334,1.1484,no,yes,
90,ff,-40,3.63,5,2.566,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
90,ff,27,2.97,5,1.757,0.1816,0.9966,no,no,
90,ff,27,3.30,5,2.052,0.3173,1.1323,no,yes,
90,ff,27,3.63,5,2.323,0.2245,1.0395,no,yes,
90,ff,125,2.97,5,1.538,0.2391,1.0541,no,yes,
90,ff,125,3.30,5,1.803,0.3875,1.2025,no,yes,
90,ff,125,3.63,5,2.044,0.4201,1.2351,no,yes,
90,ss,-40,2.97,5,1.586,0.0746,0.8896,no,no,
90,ss,-40,3.30,5,1.987,0.1779,0.9929,no,no,
90,ss,-40,3.63,5,2.367,0.1325,0.9475,no,no,
90,ss,27,2.97,5,1.406,0.2930,1.1080,no,yes,
90,ss,27,3.30,5,1.768,0.2017,1.0167,no,yes,
90,ss,27,3.63,5,2.108,0.3004,1.1154,no,yes,
90,ss,125,2.97,5,1.185,0.5624,1.3774,no,yes,
90,ss,125,3.30,5,1.504,0.4235,1.2385,no,yes,
90,ss,125,3.63,5,1.804,0.4451,1.2601,no,yes,
90,fs,-40,2.97,5,1.739,0.0930,0.9080,no,no,
90,fs,-40,3.30,5,2.097,0.2729,1.0879,no,yes,
90,fs,-40,3.63,5,2.426,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
90,fs,27,2.97,5,1.566,0.1518,0.9668,no,no,
90,fs,27,3.30,5,1.887,0.2458,1.0608,no,yes,
90,fs,27,3.63,5,2.186,0.3810,1.1960,no,yes,
90,fs,125,2.97,5,1.360,0.4749,1.2899,no,yes,
90,fs,125,3.30,5,1.643,0.2673,1.0823,no,yes,
90,fs,125,3.63,5,1.910,0.4453,1.2603,no,yes,
90,sf,-40,2.97,5,1.832,0.1194,0.9344,no,no,
90,sf,-40,3.30,5,2.206,0.3343,1.1493,no,yes,
90,sf,-40,3.63,5,2.543,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
