# net charge per reference cycle and UP/DN pulse width at every (PVT corner, control voltage, phase offset) point -- the raw evidence the static-offset table reduces
# ref period 80 ns (12.5 MHz) -- sim/supply-sensitivity's own reference (100 MHz / N=8), NOT the parent manifest's 25 MHz
# Icp trim code b1b0=10 (3 unit legs), the nominal setting and the one sim/supply-sensitivity runs its closed loop at
# vctrl_v: control-node voltage, held by an ideal source (open loop)
# dphi_s: FB-relative-to-REF phase offset (s)
# qnet_c: net charge delivered to the control node per reference cycle (C), positive = pump sourcing
# width_up_s/width_dn_s: UP/DN pulse width (s) at the per-corner mid-supply crossing, third reference cycle. An empty cell is an `optional` measurement that did not fire -- that polarity never crossed mid-supply.
process,temp_c,vdd_v,vctrl_v,dphi_s,qnet_c,width_up_s,width_dn_s
ss,27,3.63,2.40,-1n,-6.21116e-15,1.80282e-09,2.83396e-09
ss,27,3.63,2.40,0,-8.51791e-16,1.81441e-09,1.84506e-09
ss,27,3.63,2.40,1n,4.09235e-15,2.75485e-09,1.78354e-09
typical,-40,2.97,0.90,-1n,-9.67243e-15,1.52141e-09,2.54399e-09
typical,-40,2.97,0.90,0,-4.12725e-15,1.53869e-09,1.56063e-09
typical,-40,2.97,0.90,1n,-7.28998e-16,2.51189e-09,1.53235e-09
typical,-40,2.97,1.65,-1n,-5.43677e-15,1.52277e-09,2.54438e-09
typical,-40,2.97,1.65,0,-7.89936e-17,1.53387e-09,1.55492e-09
typical,-40,2.97,1.65,1n,4.51202e-15,2.493e-09,1.51274e-09
typical,-40,2.97,2.40,-1n,-6.40997e-15,1.52729e-09,2.56017e-09
typical,-40,2.97,2.40,0,-1.86748e-15,1.53451e-09,1.56728e-09
typical,-40,2.97,2.40,1n,2.68258e-15,2.47345e-09,1.50469e-09
typical,-40,3.30,0.90,-1n,-1.21872e-14,1.39486e-09,2.41681e-09
typical,-40,3.30,0.90,0,-6.04778e-15,1.41083e-09,1.43229e-09
typical,-40,3.30,0.90,1n,-3.32179e-15,2.38766e-09,1.40747e-09
typical,-40,3.30,1.65,-1n,-7.02315e-15,1.39484e-09,2.41623e-09
typical,-40,3.30,1.65,0,-1.3342e-15,1.40627e-09,1.42715e-09
typical,-40,3.30,1.65,1n,3.88716e-15,2.37096e-09,1.39047e-09
typical,-40,3.30,2.40,-1n,-5.89404e-15,1.39549e-09,2.42537e-09
typical,-40,3.30,2.40,0,-1.40589e-15,1.40198e-09,1.43143e-09
typical,-40,3.30,2.40,1n,3.68053e-15,2.35027e-09,1.3779e-09
typical,-40,3.63,0.90,-1n,-1.39649e-14,1.30218e-09,2.32286e-09
typical,-40,3.63,0.90,0,-7.7269e-15,1.32014e-09,1.34028e-09
typical,-40,3.63,0.90,1n,-4.93604e-15,2.29864e-09,1.31708e-09
typical,-40,3.63,1.65,-1n,-8.68758e-15,1.30278e-09,2.32447e-09
typical,-40,3.63,1.65,0,-2.8688e-15,1.31426e-09,1.33556e-09
typical,-40,3.63,1.65,1n,1.36049e-15,2.28371e-09,1.30339e-09
typical,-40,3.63,2.40,-1n,-6.83791e-15,1.30391e-09,2.3305e-09
typical,-40,3.63,2.40,0,-1.43113e-15,1.31061e-09,1.33684e-09
typical,-40,3.63,2.40,1n,3.30376e-15,2.26586e-09,1.29034e-09
typical,125,2.97,0.90,-1n,-1.08057e-14,2.0865e-09,3.1183e-09
typical,125,2.97,0.90,0,-4.76187e-15,2.11636e-09,2.14712e-09
typical,125,2.97,0.90,1n,-1.28651e-15,3.07561e-09,2.10418e-09
typical,125,2.97,1.65,-1n,-6.21411e-15,2.08786e-09,3.12481e-09
typical,125,2.97,1.65,0,-2.49711e-16,2.10644e-09,2.14281e-09
typical,125,2.97,1.65,1n,4.3804e-15,3.04385e-09,2.07828e-09
typical,125,2.97,2.40,-1n,-7.09699e-15,2.10354e-09,3.1386e-09
typical,125,2.97,2.40,0,-2.49178e-15,2.11698e-09,2.15194e-09
typical,125,2.97,2.40,1n,2.67783e-15,3.03094e-09,2.06345e-09
typical,125,3.30,0.90,-1n,-1.28379e-14,1.91117e-09,2.94087e-09
typical,125,3.30,0.90,0,-6.56996e-15,1.94015e-09,1.96903e-09
typical,125,3.30,0.90,1n,-3.56037e-15,2.904e-09,1.93057e-09
typical,125,3.30,1.65,-1n,-7.8694e-15,1.91194e-09,2.94753e-09
typical,125,3.30,1.65,0,-1.70972e-15,1.93044e-09,1.96566e-09
typical,125,3.30,1.65,1n,3.12993e-15,2.87723e-09,1.91019e-09
typical,125,3.30,2.40,-1n,-6.79986e-15,1.91617e-09,2.95448e-09
typical,125,3.30,2.40,0,-1.51427e-15,1.92879e-09,1.96669e-09
typical,125,3.30,2.40,1n,3.9135e-15,2.85531e-09,1.89085e-09
typical,125,3.63,0.90,-1n,-1.48667e-14,1.77553e-09,2.80168e-09
typical,125,3.63,0.90,0,-8.23516e-15,1.80453e-09,1.83e-09
typical,125,3.63,0.90,1n,-5.64543e-15,2.77248e-09,1.79541e-09
typical,125,3.63,1.65,-1n,-1.00007e-14,1.7766e-09,2.81143e-09
typical,125,3.63,1.65,0,-3.11073e-15,1.7956e-09,1.83017e-09
typical,125,3.63,1.65,1n,8.14e-16,2.74924e-09,1.78137e-09
typical,125,3.63,2.40,-1n,-7.22768e-15,1.7768e-09,2.81634e-09
typical,125,3.63,2.40,0,-1.0624e-15,1.79011e-09,1.82934e-09
typical,125,3.63,2.40,1n,3.51375e-15,2.72573e-09,1.76239e-09
typical,27,2.97,0.90,-1n,-1.03047e-14,1.75681e-09,2.78281e-09
typical,27,2.97,0.90,0,-4.44333e-15,1.77901e-09,1.80435e-09
typical,27,2.97,0.90,1n,-9.10961e-16,2.7458e-09,1.76954e-09
typical,27,2.97,1.65,-1n,-5.87944e-15,1.758e-09,2.78569e-09
typical,27,2.97,1.65,0,-1.22791e-16,1.77165e-09,1.79888e-09
typical,27,2.97,1.65,1n,4.27261e-15,2.72188e-09,1.74742e-09
typical,27,2.97,2.40,-1n,-6.68527e-15,1.76595e-09,2.80134e-09
typical,27,2.97,2.40,0,-2.14445e-15,1.77537e-09,1.81062e-09
typical,27,2.97,2.40,1n,2.66163e-15,2.70366e-09,1.73715e-09
typical,27,3.30,0.90,-1n,-1.25507e-14,1.60688e-09,2.63198e-09
typical,27,3.30,0.90,0,-6.18568e-15,1.62961e-09,1.65375e-09
typical,27,3.30,0.90,1n,-3.1274e-15,2.60053e-09,1.62284e-09
typical,27,3.30,1.65,-1n,-7.70479e-15,1.60802e-09,2.63494e-09
typical,27,3.30,1.65,0,-9.67143e-16,1.62201e-09,1.64855e-09
typical,27,3.30,1.65,1n,3.09761e-15,2.5795e-09,1.60428e-09
typical,27,3.30,2.40,-1n,-6.7265e-15,1.60901e-09,2.64323e-09
typical,27,3.30,2.40,0,-1.68525e-15,1.6191e-09,1.65272e-09
typical,27,3.30,2.40,1n,3.35849e-15,2.55737e-09,1.58912e-09
typical,27,3.63,0.90,-1n,-1.4053e-14,1.49696e-09,2.51986e-09
typical,27,3.63,0.90,0,-7.82023e-15,1.51842e-09,1.5407e-09
typical,27,3.63,0.90,1n,-5.20634e-15,2.49261e-09,1.51285e-09
typical,27,3.63,1.65,-1n,-9.11174e-15,1.49643e-09,2.52338e-09
typical,27,3.63,1.65,0,-2.94092e-15,1.51158e-09,1.53809e-09
typical,27,3.63,1.65,1n,1.3039e-15,2.47443e-09,1.49905e-09
typical,27,3.63,2.40,-1n,-6.69233e-15,1.49718e-09,2.52965e-09
typical,27,3.63,2.40,0,-1.08781e-15,1.50672e-09,1.53877e-09
typical,27,3.63,2.40,1n,3.68227e-15,2.45399e-09,1.48401e-09
