corner,temp_c,vdd,vc,d,corner_id,qnet2,qnet,width_up,width_dn,q_zero,verdict
ss,-40.0,2.97,v1p65,d-1n,ss_-40c_2.97v_v1p65_d-1n,-1.02601e-14,-5.13004e-15,1.87332e-09,2.89129e-09,not measured,PASS
ss,-40.0,2.97,v1p65,d0,ss_-40c_2.97v_v1p65_d0,-8.58765e-17,-4.29382e-17,1.88738e-09,1.90474e-09,-4.29382e-17,PASS
ss,-40.0,2.97,v1p65,d1n,ss_-40c_2.97v_v1p65_d1n,9.14461e-15,4.57231e-15,2.84263e-09,1.85877e-09,not measured,PASS
ss,-40.0,2.97,v2p40,d-1n,ss_-40c_2.97v_v2p40_d-1n,-1.24167e-14,-6.20836e-15,1.87442e-09,2.91335e-09,not measured,PASS
ss,-40.0,2.97,v2p40,d0,ss_-40c_2.97v_v2p40_d0,-4.19456e-15,-2.09728e-15,1.88372e-09,1.92229e-09,-2.09728e-15,PASS
ss,-40.0,2.97,v2p40,d1n,ss_-40c_2.97v_v2p40_d1n,6.49635e-15,3.24818e-15,2.81533e-09,1.85248e-09,not measured,PASS
ss,-40.0,3.3,v0p90,d-1n,ss_-40c_3.30v_v0p90_d-1n,-2.30001e-14,-1.15e-14,1.6941e-09,2.71829e-09,not measured,PASS
ss,-40.0,3.3,v0p90,d0,ss_-40c_3.30v_v0p90_d0,-1.04315e-14,-5.21576e-15,1.71301e-09,1.73653e-09,-5.21576e-15,PASS
ss,-40.0,3.3,v0p90,d1n,ss_-40c_3.30v_v0p90_d1n,-5.46577e-15,-2.73288e-15,2.68617e-09,1.70833e-09,not measured,PASS
ss,-40.0,3.3,v1p65,d-1n,ss_-40c_3.30v_v1p65_d-1n,-1.3006e-14,-6.50302e-15,1.69506e-09,2.71371e-09,not measured,PASS
ss,-40.0,3.3,v1p65,d0,ss_-40c_3.30v_v1p65_d0,-1.31274e-15,-6.56369e-16,1.70903e-09,1.72723e-09,-6.56369e-16,PASS
ss,-40.0,3.3,v1p65,d1n,ss_-40c_3.30v_v1p65_d1n,7.33672e-15,3.66836e-15,2.6717e-09,1.68847e-09,not measured,PASS
ss,-40.0,3.3,v2p40,d-1n,ss_-40c_3.30v_v2p40_d-1n,-1.14458e-14,-5.72291e-15,1.69546e-09,2.7263e-09,not measured,PASS
ss,-40.0,3.3,v2p40,d0,ss_-40c_3.30v_v2p40_d0,-2.33426e-15,-1.16713e-15,1.70492e-09,1.7353e-09,-1.16713e-15,PASS
ss,-40.0,3.3,v2p40,d1n,ss_-40c_3.30v_v2p40_d1n,8.19825e-15,4.09912e-15,2.64778e-09,1.67668e-09,not measured,PASS
ss,-40.0,3.63,v0p90,d-1n,ss_-40c_3.63v_v0p90_d-1n,-2.71935e-14,-1.35967e-14,1.56457e-09,2.58816e-09,not measured,PASS
ss,-40.0,3.63,v0p90,d0,ss_-40c_3.63v_v0p90_d0,-1.37361e-14,-6.86807e-15,1.58365e-09,1.60661e-09,-6.86807e-15,PASS
ss,-40.0,3.63,v0p90,d1n,ss_-40c_3.63v_v0p90_d1n,-1.06408e-14,-5.32041e-15,2.55968e-09,1.58115e-09,not measured,PASS
ss,-40.0,3.63,v1p65,d-1n,ss_-40c_3.63v_v1p65_d-1n,-1.77583e-14,-8.87913e-15,1.5651e-09,2.58449e-09,not measured,PASS
ss,-40.0,3.63,v1p65,d0,ss_-40c_3.63v_v1p65_d0,-4.00089e-15,-2.00044e-15,1.57924e-09,1.59821e-09,-2.00044e-15,PASS
ss,-40.0,3.63,v1p65,d1n,ss_-40c_3.63v_v1p65_d1n,4.80785e-15,2.40392e-15,2.54641e-09,1.56378e-09,not measured,PASS
ss,-40.0,3.63,v2p40,d-1n,ss_-40c_3.63v_v2p40_d-1n,-1.12087e-14,-5.60437e-15,1.56573e-09,2.59093e-09,not measured,PASS
ss,-40.0,3.63,v2p40,d0,ss_-40c_3.63v_v2p40_d0,-1.2509e-15,-6.25451e-16,1.57535e-09,1.60006e-09,-6.25451e-16,PASS
ss,-40.0,3.63,v2p40,d1n,ss_-40c_3.63v_v2p40_d1n,9.26837e-15,4.63418e-15,2.52631e-09,1.54946e-09,not measured,PASS
ss,27.0,2.97,v0p90,d-1n,ss_27c_2.97v_v0p90_d-1n,-1.92149e-14,-9.60743e-15,2.15898e-09,3.18745e-09,not measured,PASS
ss,27.0,2.97,v0p90,d0,ss_27c_2.97v_v0p90_d0,-7.88593e-15,-3.94296e-15,2.18424e-09,2.21183e-09,-3.94296e-15,PASS
ss,27.0,2.97,v0p90,d1n,ss_27c_2.97v_v0p90_d1n,-4.21328e-16,-2.10664e-16,3.14563e-09,2.17175e-09,not measured,PASS
ss,27.0,2.97,v1p65,d-1n,ss_27c_2.97v_v1p65_d-1n,-1.10883e-14,-5.54417e-15,2.1605e-09,3.18474e-09,not measured,PASS
ss,27.0,2.97,v1p65,d0,ss_27c_2.97v_v1p65_d0,-3.08843e-16,-1.54422e-16,2.17841e-09,2.202e-09,-1.54422e-16,PASS
ss,27.0,2.97,v1p65,d1n,ss_27c_2.97v_v1p65_d1n,9.27983e-15,4.63991e-15,3.1236e-09,2.14562e-09,not measured,PASS
ss,27.0,2.97,v2p40,d-1n,ss_27c_2.97v_v2p40_d-1n,-1.34858e-14,-6.7429e-15,2.16477e-09,3.20773e-09,not measured,PASS
ss,27.0,2.97,v2p40,d0,ss_27c_2.97v_v2p40_d0,-4.06685e-15,-2.03343e-15,2.17678e-09,2.2194e-09,-2.03343e-15,PASS
ss,27.0,2.97,v2p40,d1n,ss_27c_2.97v_v2p40_d1n,6.26175e-15,3.13087e-15,3.09512e-09,2.13638e-09,not measured,PASS
ss,27.0,3.3,v0p90,d-1n,ss_27c_3.30v_v0p90_d-1n,-2.40975e-14,-1.20488e-14,1.95269e-09,2.98145e-09,not measured,PASS
ss,27.0,3.3,v0p90,d0,ss_27c_3.30v_v0p90_d0,-1.16485e-14,-5.82427e-15,1.97739e-09,2.00527e-09,-5.82427e-15,PASS
ss,27.0,3.3,v0p90,d1n,ss_27c_3.30v_v0p90_d1n,-5.9672e-15,-2.9836e-15,2.94319e-09,1.96939e-09,not measured,PASS
ss,27.0,3.3,v1p65,d-1n,ss_27c_3.30v_v1p65_d-1n,-1.38362e-14,-6.91812e-15,1.95367e-09,2.97787e-09,not measured,PASS
ss,27.0,3.3,v1p65,d0,ss_27c_3.30v_v1p65_d0,-1.9904e-15,-9.95198e-16,1.97116e-09,1.99483e-09,-9.95198e-16,PASS
ss,27.0,3.3,v1p65,d1n,ss_27c_3.30v_v1p65_d1n,7.24191e-15,3.62095e-15,2.92505e-09,1.94702e-09,not measured,PASS
ss,27.0,3.3,v2p40,d-1n,ss_27c_3.30v_v2p40_d-1n,-1.2732e-14,-6.36601e-15,1.95425e-09,2.99054e-09,not measured,PASS
ss,27.0,3.3,v2p40,d0,ss_27c_3.30v_v2p40_d0,-2.73074e-15,-1.36537e-15,1.96573e-09,2.00148e-09,-1.36537e-15,PASS
ss,27.0,3.3,v2p40,d1n,ss_27c_3.30v_v2p40_d1n,7.48972e-15,3.74486e-15,2.89788e-09,1.93177e-09,not measured,PASS
ss,27.0,3.63,v0p90,d-1n,ss_27c_3.63v_v0p90_d-1n,-2.82963e-14,-1.41481e-14,1.79975e-09,2.82644e-09,not measured,PASS
ss,27.0,3.63,v0p90,d0,ss_27c_3.63v_v0p90_d0,-1.47745e-14,-7.38727e-15,1.82465e-09,1.85056e-09,-7.38727e-15,PASS
ss,27.0,3.63,v0p90,d1n,ss_27c_3.63v_v0p90_d1n,-1.01581e-14,-5.07904e-15,2.79632e-09,1.82031e-09,not measured,PASS
ss,27.0,3.63,v1p65,d-1n,ss_27c_3.63v_v1p65_d-1n,-1.80672e-14,-9.03359e-15,1.80165e-09,2.82647e-09,not measured,PASS
ss,27.0,3.63,v1p65,d0,ss_27c_3.63v_v1p65_d0,-5.40025e-15,-2.70013e-15,1.81927e-09,1.84369e-09,-2.70013e-15,PASS
ss,27.0,3.63,v1p65,d1n,ss_27c_3.63v_v1p65_d1n,3.02778e-15,1.51389e-15,2.77847e-09,1.80095e-09,not measured,PASS
ss,27.0,3.63,v2p40,d-1n,ss_27c_3.63v_v2p40_d-1n,-1.24223e-14,-6.21116e-15,1.80282e-09,2.83396e-09,not measured,PASS
ss,27.0,3.63,v2p40,d0,ss_27c_3.63v_v2p40_d0,-1.70358e-15,-8.51791e-16,1.81441e-09,1.84506e-09,-8.51791e-16,PASS
ss,27.0,3.63,v2p40,d1n,ss_27c_3.63v_v2p40_d1n,8.18469e-15,4.09235e-15,2.75485e-09,1.78354e-09,not measured,PASS
ss,125.0,2.97,v0p90,d-1n,ss_125c_2.97v_v0p90_d-1n,-2.03994e-14,-1.01997e-14,2.5594e-09,3.5946e-09,not measured,PASS
ss,125.0,2.97,v0p90,d0,ss_125c_2.97v_v0p90_d0,-8.54096e-15,-4.27048e-15,2.59305e-09,2.62733e-09,-4.27048e-15,PASS
ss,125.0,2.97,v0p90,d1n,ss_125c_2.97v_v0p90_d1n,-1.38993e-15,-6.94967e-16,3.54565e-09,2.57787e-09,not measured,PASS
ss,125.0,2.97,v1p65,d-1n,ss_125c_2.97v_v1p65_d-1n,-1.18022e-14,-5.90108e-15,2.56109e-09,3.59493e-09,not measured,PASS
ss,125.0,2.97,v1p65,d0,ss_125c_2.97v_v1p65_d0,-1.54813e-16,-7.74067e-17,2.5839e-09,2.61716e-09,-7.74067e-17,PASS
ss,125.0,2.97,v1p65,d1n,ss_125c_2.97v_v1p65_d1n,9.2796e-15,4.6398e-15,3.51525e-09,2.54677e-09,not measured,PASS
ss,125.0,2.97,v2p40,d-1n,ss_125c_2.97v_v2p40_d-1n,-1.37978e-14,-6.89892e-15,2.57213e-09,3.61655e-09,not measured,PASS
ss,125.0,2.97,v2p40,d0,ss_125c_2.97v_v2p40_d0,-3.99165e-15,-1.99582e-15,2.58825e-09,2.63251e-09,-1.99582e-15,PASS
ss,125.0,2.97,v2p40,d1n,ss_125c_2.97v_v2p40_d1n,6.31708e-15,3.15854e-15,3.49053e-09,2.53286e-09,not measured,PASS
ss,125.0,3.3,v0p90,d-1n,ss_125c_3.30v_v0p90_d-1n,-2.47646e-14,-1.23823e-14,2.31799e-09,3.35165e-09,not measured,PASS
ss,125.0,3.3,v0p90,d0,ss_125c_3.30v_v0p90_d0,-1.2258e-14,-6.12899e-15,2.35087e-09,2.38352e-09,-6.12899e-15,PASS
ss,125.0,3.3,v0p90,d1n,ss_125c_3.30v_v0p90_d1n,-6.13028e-15,-3.06514e-15,3.3096e-09,2.34006e-09,not measured,PASS
ss,125.0,3.3,v1p65,d-1n,ss_125c_3.30v_v1p65_d-1n,-1.5137e-14,-7.56851e-15,2.31912e-09,3.35229e-09,not measured,PASS
ss,125.0,3.3,v1p65,d0,ss_125c_3.30v_v1p65_d0,-2.27916e-15,-1.13958e-15,2.34173e-09,2.37447e-09,-1.13958e-15,PASS
ss,125.0,3.3,v1p65,d1n,ss_125c_3.30v_v1p65_d1n,6.75266e-15,3.37633e-15,3.2836e-09,2.31432e-09,not measured,PASS
ss,125.0,3.3,v2p40,d-1n,ss_125c_3.30v_v2p40_d-1n,-1.30352e-14,-6.51758e-15,2.32172e-09,3.36362e-09,not measured,PASS
ss,125.0,3.3,v2p40,d0,ss_125c_3.30v_v2p40_d0,-2.50143e-15,-1.25071e-15,2.33676e-09,2.37843e-09,-1.25071e-15,PASS
ss,125.0,3.3,v2p40,d1n,ss_125c_3.30v_v2p40_d1n,8.49805e-15,4.24903e-15,3.2546e-09,2.294e-09,not measured,PASS
ss,125.0,3.63,v0p90,d-1n,ss_125c_3.63v_v0p90_d-1n,-2.88592e-14,-1.44296e-14,2.13682e-09,3.16784e-09,not measured,PASS
ss,125.0,3.63,v0p90,d0,ss_125c_3.63v_v0p90_d0,-1.57984e-14,-7.8992e-15,2.16873e-09,2.19886e-09,-7.8992e-15,PASS
ss,125.0,3.63,v0p90,d1n,ss_125c_3.63v_v0p90_d1n,-1.05326e-14,-5.26631e-15,3.13233e-09,2.16009e-09,not measured,PASS
ss,125.0,3.63,v1p65,d-1n,ss_125c_3.63v_v1p65_d-1n,-1.89607e-14,-9.48036e-15,2.13777e-09,3.17061e-09,not measured,PASS
ss,125.0,3.63,v1p65,d0,ss_125c_3.63v_v1p65_d0,-5.68369e-15,-2.84184e-15,2.16053e-09,2.19296e-09,-2.84184e-15,PASS
ss,125.0,3.63,v1p65,d1n,ss_125c_3.63v_v1p65_d1n,2.91855e-15,1.45927e-15,3.10966e-09,2.13995e-09,not measured,PASS
ss,125.0,3.63,v2p40,d-1n,ss_125c_3.63v_v2p40_d-1n,-1.37886e-14,-6.89429e-15,2.13833e-09,3.17693e-09,not measured,PASS
ss,125.0,3.63,v2p40,d0,ss_125c_3.63v_v2p40_d0,-1.72146e-15,-8.6073e-16,2.15431e-09,2.19236e-09,-8.6073e-16,PASS
ss,125.0,3.63,v2p40,d1n,ss_125c_3.63v_v2p40_d1n,8.08564e-15,4.04282e-15,3.08314e-09,2.1188e-09,not measured,PASS
fs,-40.0,2.97,v0p90,d-1n,fs_-40c_2.97v_v0p90_d-1n,-1.98676e-14,-9.9338e-15,1.50268e-09,2.52737e-09,not measured,PASS
fs,-40.0,2.97,v0p90,d0,fs_-40c_2.97v_v0p90_d0,-8.20319e-15,-4.10159e-15,1.52015e-09,1.54374e-09,-4.10159e-15,PASS
fs,-40.0,2.97,v0p90,d1n,fs_-40c_2.97v_v0p90_d1n,-1.57016e-15,-7.8508e-16,2.48903e-09,1.51023e-09,not measured,PASS
fs,-40.0,2.97,v1p65,d-1n,fs_-40c_2.97v_v1p65_d-1n,-1.10725e-14,-5.53627e-15,1.50316e-09,2.52854e-09,not measured,PASS
fs,-40.0,2.97,v1p65,d0,fs_-40c_2.97v_v1p65_d0,-4.27372e-16,-2.13686e-16,1.51501e-09,1.53977e-09,-2.13686e-16,PASS
fs,-40.0,2.97,v1p65,d1n,fs_-40c_2.97v_v1p65_d1n,8.70592e-15,4.35296e-15,2.47118e-09,1.49346e-09,not measured,PASS
fs,-40.0,2.97,v2p40,d-1n,fs_-40c_2.97v_v2p40_d-1n,-1.32997e-14,-6.64986e-15,1.50414e-09,2.54619e-09,not measured,PASS
fs,-40.0,2.97,v2p40,d0,fs_-40c_2.97v_v2p40_d0,-4.31801e-15,-2.15901e-15,1.5117e-09,1.55355e-09,-2.15901e-15,PASS
fs,-40.0,2.97,v2p40,d1n,fs_-40c_2.97v_v2p40_d1n,5.40036e-15,2.70018e-15,2.44502e-09,1.48479e-09,not measured,PASS
fs,-40.0,3.3,v0p90,d-1n,fs_-40c_3.30v_v0p90_d-1n,-2.39585e-14,-1.19792e-14,1.37336e-09,2.39594e-09,not measured,PASS
fs,-40.0,3.3,v0p90,d0,fs_-40c_3.30v_v0p90_d0,-1.21488e-14,-6.07439e-15,1.39105e-09,1.41277e-09,-6.07439e-15,PASS
fs,-40.0,3.3,v0p90,d1n,fs_-40c_3.30v_v0p90_d1n,-7.20171e-15,-3.60086e-15,2.36386e-09,1.383e-09,not measured,PASS
fs,-40.0,3.3,v1p65,d-1n,fs_-40c_3.30v_v1p65_d-1n,-1.21587e-14,-6.07937e-15,1.37317e-09,2.3968e-09,not measured,PASS
fs,-40.0,3.3,v1p65,d0,fs_-40c_3.30v_v1p65_d0,-8.97669e-16,-4.48835e-16,1.38545e-09,1.40856e-09,-4.48835e-16,PASS
fs,-40.0,3.3,v1p65,d1n,fs_-40c_3.30v_v1p65_d1n,7.14616e-15,3.57308e-15,2.34811e-09,1.36869e-09,not measured,PASS
fs,-40.0,3.3,v2p40,d-1n,fs_-40c_3.30v_v2p40_d-1n,-1.17328e-14,-5.86639e-15,1.3732e-09,2.40799e-09,not measured,PASS
fs,-40.0,3.3,v2p40,d0,fs_-40c_3.30v_v2p40_d0,-3.79802e-15,-1.89901e-15,1.38089e-09,1.41521e-09,-1.89901e-15,PASS
fs,-40.0,3.3,v2p40,d1n,fs_-40c_3.30v_v2p40_d1n,7.52334e-15,3.76167e-15,2.32565e-09,1.35725e-09,not measured,PASS
fs,-40.0,3.63,v0p90,d-1n,fs_-40c_3.63v_v0p90_d-1n,-2.87258e-14,-1.43629e-14,1.28189e-09,2.30177e-09,not measured,PASS
fs,-40.0,3.63,v0p90,d0,fs_-40c_3.63v_v0p90_d0,-1.55096e-14,-7.75478e-15,1.29941e-09,1.3185e-09,-7.75478e-15,PASS
fs,-40.0,3.63,v0p90,d1n,fs_-40c_3.63v_v0p90_d1n,-1.13346e-14,-5.6673e-15,2.27542e-09,1.29177e-09,not measured,PASS
fs,-40.0,3.63,v1p65,d-1n,fs_-40c_3.63v_v1p65_d-1n,-1.67825e-14,-8.39125e-15,1.28206e-09,2.30494e-09,not measured,PASS
fs,-40.0,3.63,v1p65,d0,fs_-40c_3.63v_v1p65_d0,-4.82242e-15,-2.41121e-15,1.29385e-09,1.31625e-09,-2.41121e-15,PASS
fs,-40.0,3.63,v1p65,d1n,fs_-40c_3.63v_v1p65_d1n,3.68626e-15,1.84313e-15,2.26144e-09,1.28126e-09,not measured,PASS
fs,-40.0,3.63,v2p40,d-1n,fs_-40c_3.63v_v2p40_d-1n,-1.16584e-14,-5.82921e-15,1.28191e-09,2.31261e-09,not measured,PASS
fs,-40.0,3.63,v2p40,d0,fs_-40c_3.63v_v2p40_d0,-1.70855e-15,-8.54277e-16,1.28974e-09,1.31994e-09,-8.54277e-16,PASS
fs,-40.0,3.63,v2p40,d1n,fs_-40c_3.63v_v2p40_d1n,7.52968e-15,3.76484e-15,2.24167e-09,1.26923e-09,not measured,PASS
fs,27.0,2.97,v0p90,d-1n,fs_27c_2.97v_v0p90_d-1n,-2.05527e-14,-1.02764e-14,1.73038e-09,2.75862e-09,not measured,PASS
fs,27.0,2.97,v0p90,d0,fs_27c_2.97v_v0p90_d0,-8.96348e-15,-4.48174e-15,1.75303e-09,1.78023e-09,-4.48174e-15,PASS
fs,27.0,2.97,v0p90,d1n,fs_27c_2.97v_v0p90_d1n,-2.02117e-15,-1.01059e-15,2.71601e-09,1.74018e-09,not measured,PASS
fs,27.0,2.97,v1p65,d-1n,fs_27c_2.97v_v1p65_d-1n,-1.12207e-14,-5.61033e-15,1.7311e-09,2.76311e-09,not measured,PASS
fs,27.0,2.97,v1p65,d0,fs_27c_2.97v_v1p65_d0,-4.85892e-16,-2.42946e-16,1.74621e-09,1.77772e-09,-2.42946e-16,PASS
fs,27.0,2.97,v1p65,d1n,fs_27c_2.97v_v1p65_d1n,8.89905e-15,4.44952e-15,2.6929e-09,1.72129e-09,not measured,PASS
fs,27.0,2.97,v2p40,d-1n,fs_27c_2.97v_v2p40_d-1n,-1.42307e-14,-7.11535e-15,1.7341e-09,2.78112e-09,not measured,PASS
fs,27.0,2.97,v2p40,d0,fs_27c_2.97v_v2p40_d0,-5.12497e-15,-2.56248e-15,1.74363e-09,1.79068e-09,-2.56248e-15,PASS
fs,27.0,2.97,v2p40,d1n,fs_27c_2.97v_v2p40_d1n,4.60388e-15,2.30194e-15,2.66649e-09,1.71024e-09,not measured,PASS
fs,27.0,3.3,v0p90,d-1n,fs_27c_3.30v_v0p90_d-1n,-2.4877e-14,-1.24385e-14,1.58128e-09,2.6066e-09,not measured,PASS
fs,27.0,3.3,v0p90,d0,fs_27c_3.30v_v0p90_d0,-1.25438e-14,-6.27192e-15,1.6034e-09,1.62787e-09,-6.27192e-15,PASS
fs,27.0,3.3,v0p90,d1n,fs_27c_3.30v_v0p90_d1n,-6.58675e-15,-3.29338e-15,2.57085e-09,1.59207e-09,not measured,PASS
fs,27.0,3.3,v1p65,d-1n,fs_27c_3.30v_v1p65_d-1n,-1.45616e-14,-7.28081e-15,1.58174e-09,2.61143e-09,not measured,PASS
fs,27.0,3.3,v1p65,d0,fs_27c_3.30v_v1p65_d0,-2.00667e-15,-1.00334e-15,1.59656e-09,1.62571e-09,-1.00334e-15,PASS
fs,27.0,3.3,v1p65,d1n,fs_27c_3.30v_v1p65_d1n,6.07381e-15,3.0369e-15,2.55139e-09,1.57753e-09,not measured,PASS
fs,27.0,3.3,v2p40,d-1n,fs_27c_3.30v_v2p40_d-1n,-1.3363e-14,-6.68152e-15,1.58105e-09,2.62227e-09,not measured,PASS
fs,27.0,3.3,v2p40,d0,fs_27c_3.30v_v2p40_d0,-3.66299e-15,-1.83149e-15,1.59087e-09,1.63161e-09,-1.83149e-15,PASS
fs,27.0,3.3,v2p40,d1n,fs_27c_3.30v_v2p40_d1n,7.14414e-15,3.57207e-15,2.52547e-09,1.56288e-09,not measured,PASS
fs,27.0,3.63,v0p90,d-1n,fs_27c_3.63v_v0p90_d-1n,-2.9198e-14,-1.4599e-14,1.47055e-09,2.49297e-09,not measured,PASS
fs,27.0,3.63,v0p90,d0,fs_27c_3.63v_v0p90_d0,-1.57181e-14,-7.85903e-15,1.49262e-09,1.51411e-09,-7.85903e-15,PASS
fs,27.0,3.63,v0p90,d1n,fs_27c_3.63v_v0p90_d1n,-1.09365e-14,-5.46827e-15,2.46371e-09,1.48202e-09,not measured,PASS
fs,27.0,3.63,v1p65,d-1n,fs_27c_3.63v_v1p65_d-1n,-1.79666e-14,-8.9833e-15,1.47094e-09,2.4993e-09,not measured,PASS
fs,27.0,3.63,v1p65,d0,fs_27c_3.63v_v1p65_d0,-5.51115e-15,-2.75557e-15,1.48631e-09,1.51411e-09,-2.75557e-15,PASS
fs,27.0,3.63,v1p65,d1n,fs_27c_3.63v_v1p65_d1n,3.8298e-15,1.9149e-15,2.4464e-09,1.47118e-09,not measured,PASS
fs,27.0,3.63,v2p40,d-1n,fs_27c_3.63v_v2p40_d-1n,-1.31262e-14,-6.56308e-15,1.47076e-09,2.50816e-09,not measured,PASS
fs,27.0,3.63,v2p40,d0,fs_27c_3.63v_v2p40_d0,-3.37624e-15,-1.68812e-15,1.48054e-09,1.51744e-09,-1.68812e-15,PASS
fs,27.0,3.63,v2p40,d1n,fs_27c_3.63v_v2p40_d1n,7.24871e-15,3.62435e-15,2.42414e-09,1.45781e-09,not measured,PASS
fs,125.0,2.97,v0p90,d-1n,fs_125c_2.97v_v0p90_d-1n,-2.21527e-14,-1.10763e-14,2.05196e-09,3.08466e-09,not measured,PASS
fs,125.0,2.97,v0p90,d0,fs_125c_2.97v_v0p90_d0,-1.01343e-14,-5.06717e-15,2.08193e-09,2.11355e-09,-5.06717e-15,PASS
fs,125.0,2.97,v0p90,d1n,fs_125c_2.97v_v0p90_d1n,-2.88437e-15,-1.44218e-15,3.03669e-09,2.06447e-09,not measured,PASS
fs,125.0,2.97,v1p65,d-1n,fs_125c_2.97v_v1p65_d-1n,-1.29606e-14,-6.48032e-15,2.05262e-09,3.09445e-09,not measured,PASS
fs,125.0,2.97,v1p65,d0,fs_125c_2.97v_v1p65_d0,-1.1659e-15,-5.82952e-16,2.07207e-09,2.11315e-09,-5.82952e-16,PASS
fs,125.0,2.97,v1p65,d1n,fs_125c_2.97v_v1p65_d1n,8.05825e-15,4.02913e-15,3.0054e-09,2.04261e-09,not measured,PASS
fs,125.0,2.97,v2p40,d-1n,fs_125c_2.97v_v2p40_d-1n,-1.46328e-14,-7.31642e-15,2.06028e-09,3.10978e-09,not measured,PASS
fs,125.0,2.97,v2p40,d0,fs_125c_2.97v_v2p40_d0,-5.64734e-15,-2.82367e-15,2.07448e-09,2.1238e-09,-2.82367e-15,PASS
fs,125.0,2.97,v2p40,d1n,fs_125c_2.97v_v2p40_d1n,5.00221e-15,2.50111e-15,2.98227e-09,2.02754e-09,not measured,PASS
fs,125.0,3.3,v0p90,d-1n,fs_125c_3.30v_v0p90_d-1n,-2.58742e-14,-1.29371e-14,1.87644e-09,2.90526e-09,not measured,PASS
fs,125.0,3.3,v0p90,d0,fs_125c_3.30v_v0p90_d0,-1.31297e-14,-6.56483e-15,1.90592e-09,1.93365e-09,-6.56483e-15,PASS
fs,125.0,3.3,v0p90,d1n,fs_125c_3.30v_v0p90_d1n,-7.55202e-15,-3.77601e-15,2.86619e-09,1.88999e-09,not measured,PASS
fs,125.0,3.3,v1p65,d-1n,fs_125c_3.30v_v1p65_d-1n,-1.50334e-14,-7.51668e-15,1.8771e-09,2.91562e-09,not measured,PASS
fs,125.0,3.3,v1p65,d0,fs_125c_3.30v_v1p65_d0,-2.72266e-15,-1.36133e-15,1.89646e-09,1.93438e-09,-1.36133e-15,PASS
fs,125.0,3.3,v1p65,d1n,fs_125c_3.30v_v1p65_d1n,6.15225e-15,3.07613e-15,2.83949e-09,1.87385e-09,not measured,PASS
fs,125.0,3.3,v2p40,d-1n,fs_125c_3.30v_v2p40_d-1n,-1.42444e-14,-7.12219e-15,1.87739e-09,2.92575e-09,not measured,PASS
fs,125.0,3.3,v2p40,d0,fs_125c_3.30v_v2p40_d0,-3.92772e-15,-1.96386e-15,1.89084e-09,1.93862e-09,-1.96386e-15,PASS
fs,125.0,3.3,v2p40,d1n,fs_125c_3.30v_v2p40_d1n,7.13615e-15,3.56808e-15,2.81202e-09,1.85602e-09,not measured,PASS
fs,125.0,3.63,v0p90,d-1n,fs_125c_3.63v_v0p90_d-1n,-2.99299e-14,-1.49649e-14,1.74234e-09,2.76662e-09,not measured,PASS
fs,125.0,3.63,v0p90,d0,fs_125c_3.63v_v0p90_d0,-1.66047e-14,-8.30236e-15,1.77137e-09,1.79455e-09,-8.30236e-15,PASS
fs,125.0,3.63,v0p90,d1n,fs_125c_3.63v_v0p90_d1n,-1.13352e-14,-5.6676e-15,2.73589e-09,1.7555e-09,not measured,PASS
fs,125.0,3.63,v1p65,d-1n,fs_125c_3.63v_v1p65_d-1n,-1.95281e-14,-9.76404e-15,1.74304e-09,2.77955e-09,not measured,PASS
fs,125.0,3.63,v1p65,d0,fs_125c_3.63v_v1p65_d0,-6.15886e-15,-3.07943e-15,1.76254e-09,1.79842e-09,-3.07943e-15,PASS
fs,125.0,3.63,v1p65,d1n,fs_125c_3.63v_v1p65_d1n,2.84826e-15,1.42413e-15,2.71298e-09,1.7454e-09,not measured,PASS
fs,125.0,3.63,v2p40,d-1n,fs_125c_3.63v_v2p40_d-1n,-1.45581e-14,-7.27907e-15,1.74206e-09,2.78761e-09,not measured,PASS
fs,125.0,3.63,v2p40,d0,fs_125c_3.63v_v2p40_d0,-2.65437e-15,-1.32718e-15,1.75545e-09,1.80046e-09,-1.32718e-15,PASS
fs,125.0,3.63,v2p40,d1n,fs_125c_3.63v_v2p40_d1n,6.93369e-15,3.46684e-15,2.68708e-09,1.72844e-09,not measured,PASS
sf,-40.0,2.97,v0p90,d-1n,sf_-40c_2.97v_v0p90_d-1n,-1.93075e-14,-9.65377e-15,1.5589e-09,2.57983e-09,not measured,PASS
sf,-40.0,2.97,v0p90,d0,sf_-40c_2.97v_v0p90_d0,-8.09417e-15,-4.04708e-15,1.57606e-09,1.59653e-09,-4.04708e-15,PASS
sf,-40.0,2.97,v0p90,d1n,sf_-40c_2.97v_v0p90_d1n,-1.48399e-15,-7.41994e-16,2.55264e-09,1.57249e-09,not measured,PASS
sf,-40.0,2.97,v1p65,d-1n,sf_-40c_2.97v_v1p65_d-1n,-1.07135e-14,-5.35674e-15,1.5603e-09,2.57875e-09,not measured,PASS
sf,-40.0,2.97,v1p65,d0,sf_-40c_2.97v_v1p65_d0,2.55402e-16,1.27701e-16,1.57135e-09,1.58945e-09,1.27701e-16,PASS
sf,-40.0,2.97,v1p65,d1n,sf_-40c_2.97v_v1p65_d1n,8.47762e-15,4.23881e-15,2.53333e-09,1.55074e-09,not measured,PASS
sf,-40.0,2.97,v2p40,d-1n,sf_-40c_2.97v_v2p40_d-1n,-1.22875e-14,-6.14375e-15,1.57048e-09,2.59379e-09,not measured,PASS
