# campaign: vco-tuning-range
# record_id: 20260731-175947-0a12e6c
# generated_utc: 2026-07-31T18:00:13Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/vco.sch -> sim/vco-tuning-range/netlist-snapshots/20260731-175947-0a12e6c.spice
# corners: 7 bundles{typical,ff,ss,fs,sf,all-slow,all-fast} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V x band{0..7} x vctrl{0.9..2.7 in 0.3V} = 3528 points
# dut: 5-stage current-starved single-ended CMOS ring VCO (DR-001 Decision 2),
#   3-bit band select via three cascaded switched-ratio mirror stages
#   (x1.65 / x1.65^2 / x1.65^4), fine control by a source-degenerated V->I
#   converter offset by a 2*Vgs reference so I_sum ~ (Vctrl + Voff)/Rdeg.
#   Topology and sizing rationale: design/README.md.
# fosc_hz: measured at the buffered output CLK over 4 whole cycles after tsettle
# isupply_a: average current out of that instance's own VDD_VCO ammeter over
#   the measurement window (whole block: bias + ring + output buffer + decap)
# bundles: typical/ff/ss/fs/sf are MOS-only (res_typical, moscap_typical);
#   all-slow = ss+res_ss+moscap_ss ; all-fast = ff+res_ff+moscap_ff
bundle,temp_c,vdd_v,band,vctrl_v,fosc_hz,isupply_a
all-fast,125,3.30,0,2.4,1.17454e+07,0.000140313
all-fast,125,3.30,0,2.7,1.30002e+07,0.000147756
all-fast,125,3.30,1,0.9,9545470,0.000112656
all-fast,125,3.30,1,1.2,1.13389e+07,0.00012253
all-fast,125,3.30,1,1.5,1.32204e+07,0.000134745
all-fast,125,3.30,1,1.8,1.51549e+07,0.000145442
all-fast,125,3.30,1,2.1,1.71506e+07,0.000155102
all-fast,125,3.30,1,2.4,1.91723e+07,0.00016747
all-fast,125,3.30,1,2.7,2.1252e+07,0.000178701
all-fast,125,3.30,2,0.9,1.5817e+07,0.000124651
all-fast,125,3.30,2,1.2,1.88438e+07,0.000138294
all-fast,125,3.30,2,1.5,2.20263e+07,0.000151743
all-fast,125,3.30,2,1.8,2.53605e+07,0.00016449
all-fast,125,3.30,2,2.1,2.87604e+07,0.00017648
all-fast,125,3.30,2,2.4,3.22468e+07,0.000190461
all-fast,125,3.30,2,2.7,3.57804e+07,0.000204577
all-fast,125,3.30,3,0.9,2.59681e+07,0.000153872
all-fast,125,3.30,3,1.2,3.10408e+07,0.000172848
all-fast,125,3.30,3,1.5,3.64304e+07,0.000191338
all-fast,125,3.30,3,1.8,4.20428e+07,0.000211441
all-fast,125,3.30,3,2.1,4.78288e+07,0.0002281
all-fast,125,3.30,3,2.4,5.38043e+07,0.000249433
all-fast,125,3.30,3,2.7,5.99455e+07,0.000268633
all-fast,125,3.30,4,0.9,4.57308e+07,0.000172062
all-fast,125,3.30,4,1.2,5.48735e+07,0.000194033
all-fast,125,3.30,4,1.5,6.46225e+07,0.000214588
all-fast,125,3.30,4,1.8,7.48206e+07,0.00023763
all-fast,125,3.30,4,2.1,8.55239e+07,0.000258614
all-fast,125,3.30,4,2.4,9.6493e+07,0.000281732
all-fast,125,3.30,4,2.7,1.07954e+08,0.000305155
all-fast,125,3.30,5,0.9,7.67688e+07,0.000231619
all-fast,125,3.30,5,1.2,9.27296e+07,0.000261029
all-fast,125,3.30,5,1.5,1.09982e+08,0.000292888
all-fast,125,3.30,5,1.8,1.28239e+08,0.000326251
all-fast,125,3.30,5,2.1,1.47433e+08,0.000360185
all-fast,125,3.30,5,2.4,1.67495e+08,0.000394722
all-fast,125,3.30,5,2.7,1.88273e+08,0.000429066
all-fast,125,3.30,6,0.9,1.3467e+08,0.000315746
all-fast,125,3.30,6,1.2,1.64262e+08,0.000361867
all-fast,125,3.30,6,1.5,1.96408e+08,0.000411069
all-fast,125,3.30,6,1.8,2.30404e+08,0.000461984
all-fast,125,3.30,6,2.1,2.65842e+08,0.000513325
all-fast,125,3.30,6,2.4,3.02317e+08,0.000563813
all-fast,125,3.30,6,2.7,3.39305e+08,0.000613336
all-fast,125,3.30,7,0.9,2.36861e+08,0.0004593
all-fast,125,3.30,7,1.2,2.89843e+08,0.000532797
all-fast,125,3.30,7,1.5,3.45987e+08,0.000607418
all-fast,125,3.30,7,1.8,4.03575e+08,0.000682589
all-fast,125,3.30,7,2.1,4.613e+08,0.000756293
all-fast,125,3.30,7,2.4,5.18485e+08,0.000830214
all-fast,125,3.30,7,2.7,5.74292e+08,0.0009065
all-fast,125,3.63,0,0.9,5553130,0.000108619
all-fast,125,3.63,0,1.2,6552520,0.000115673
all-fast,125,3.63,0,1.5,7597460,0.000122626
all-fast,125,3.63,0,1.8,8659950,0.000129788
all-fast,125,3.63,0,2.1,9757100,0.000139531
all-fast,125,3.63,0,2.4,1.08595e+07,0.000145992
all-fast,125,3.63,0,2.7,1.1978e+07,0.00015447
all-fast,125,3.63,1,0.9,8887830,0.000121801
all-fast,125,3.63,1,1.2,1.04993e+07,0.000132195
all-fast,125,3.63,1,1.5,1.21993e+07,0.000143658
all-fast,125,3.63,1,1.8,1.39447e+07,0.000152109
all-fast,125,3.63,1,2.1,1.57357e+07,0.000165468
all-fast,125,3.63,1,2.4,1.75411e+07,0.000175602
all-fast,125,3.63,1,2.7,1.93922e+07,0.000185585
all-fast,125,3.63,2,0.9,1.46381e+07,0.000134038
all-fast,125,3.63,2,1.2,1.73511e+07,0.000147178
all-fast,125,3.63,2,1.5,2.02126e+07,0.000159487
all-fast,125,3.63,2,1.8,2.31675e+07,0.000172343
all-fast,125,3.63,2,2.1,2.61951e+07,0.000186025
all-fast,125,3.63,2,2.4,2.92701e+07,0.000200628
all-fast,125,3.63,2,2.7,3.2434e+07,0.000213425
all-fast,125,3.63,3,0.9,2.37867e+07,0.000164881
all-fast,125,3.63,3,1.2,2.82897e+07,0.000182017
all-fast,125,3.63,3,1.5,3.30634e+07,0.000202456
all-fast,125,3.63,3,1.8,3.79947e+07,0.00021918
all-fast,125,3.63,3,2.1,4.31186e+07,0.000240932
all-fast,125,3.63,3,2.4,4.83752e+07,0.000261057
all-fast,125,3.63,3,2.7,5.37057e+07,0.000279716
all-fast,125,3.63,4,0.9,4.17072e+07,0.000184606
all-fast,125,3.63,4,1.2,4.97872e+07,0.000205029
all-fast,125,3.63,4,1.5,5.83186e+07,0.000224992
all-fast,125,3.63,4,1.8,6.72522e+07,0.000248821
all-fast,125,3.63,4,2.1,7.64996e+07,0.000270238
all-fast,125,3.63,4,2.4,8.60696e+07,0.000296204
all-fast,125,3.63,4,2.7,9.59057e+07,0.000317911
all-fast,125,3.63,5,0.9,6.91535e+07,0.000243253
all-fast,125,3.63,5,1.2,8.30064e+07,0.000273357
all-fast,125,3.63,5,1.5,9.78946e+07,0.000307148
all-fast,125,3.63,5,1.8,1.1357e+08,0.000339491
all-fast,125,3.63,5,2.1,1.30024e+08,0.000374886
all-fast,125,3.63,5,2.4,1.47129e+08,0.000409613
all-fast,125,3.63,5,2.7,1.65032e+08,0.000445558
all-fast,125,3.63,6,0.9,1.19976e+08,0.000328465
all-fast,125,3.63,6,1.2,1.45394e+08,0.000378231
all-fast,125,3.63,6,1.5,1.73011e+08,0.000428531
all-fast,125,3.63,6,1.8,2.0234e+08,0.00047959
all-fast,125,3.63,6,2.1,2.33211e+08,0.000530809
all-fast,125,3.63,6,2.4,2.65169e+08,0.000585623
all-fast,125,3.63,6,2.7,2.97959e+08,0.000637149
all-fast,125,3.63,7,0.9,2.08603e+08,0.000478867
all-fast,125,3.63,7,1.2,2.54856e+08,0.000554422
all-fast,125,3.63,7,1.5,3.04594e+08,0.000631937
all-fast,125,3.63,7,1.8,3.56613e+08,0.000713996
all-fast,125,3.63,7,2.1,4.09909e+08,0.00079137
all-fast,125,3.63,7,2.4,4.63719e+08,0.000867884
all-fast,125,3.63,7,2.7,5.17423e+08,0.000944572
all-slow,-40,2.97,0,0.9,3583780,2.81617e-05
all-slow,-40,2.97,0,1.2,4252080,3.13217e-05
all-slow,-40,2.97,0,1.5,4985800,3.4145e-05
all-slow,-40,2.97,0,1.8,5767200,3.73998e-05
all-slow,-40,2.97,0,2.1,6556000,4.14867e-05
all-slow,-40,2.97,0,2.4,7365970,4.51885e-05
all-slow,-40,2.97,0,2.7,8216920,4.86951e-05
all-slow,-40,2.97,1,0.9,5868770,3.38061e-05
all-slow,-40,2.97,1,1.2,6958940,3.79094e-05
all-slow,-40,2.97,1,1.5,8188540,4.25278e-05
all-slow,-40,2.97,1,1.8,9466040,4.67334e-05
all-slow,-40,2.97,1,2.1,1.07858e+07,5.25625e-05
all-slow,-40,2.97,1,2.4,1.21531e+07,5.67488e-05
all-slow,-40,2.97,1,2.7,1.35428e+07,6.26132e-05
all-slow,-40,2.97,2,0.9,1.00119e+07,3.91664e-05
all-slow,-40,2.97,2,1.2,1.19205e+07,4.35326e-05
all-slow,-40,2.97,2,1.5,1.40163e+07,4.99335e-05
all-slow,-40,2.97,2,1.8,1.62564e+07,5.51553e-05
all-slow,-40,2.97,2,2.1,1.85903e+07,6.0494e-05
all-slow,-40,2.97,2,2.4,2.09808e+07,6.65516e-05
all-slow,-40,2.97,2,2.7,2.34426e+07,7.24261e-05
all-slow,-40,2.97,3,0.9,1.65398e+07,5.12086e-05
all-slow,-40,2.97,3,1.2,1.97676e+07,5.80492e-05
all-slow,-40,2.97,3,1.5,2.33398e+07,6.60623e-05
all-slow,-40,2.97,3,1.8,2.7132e+07,7.4425e-05
all-slow,-40,2.97,3,2.1,3.10733e+07,8.3238e-05
all-slow,-40,2.97,3,2.4,3.51769e+07,9.21986e-05
all-slow,-40,2.97,3,2.7,3.94026e+07,0.000100112
all-slow,-40,2.97,4,0.9,2.78875e+07,5.73029e-05
all-slow,-40,2.97,4,1.2,3.33793e+07,6.49214e-05
all-slow,-40,2.97,4,1.5,3.95892e+07,7.28882e-05
all-slow,-40,2.97,4,1.8,4.61623e+07,8.30931e-05
all-slow,-40,2.97,4,2.1,5.29959e+07,9.32192e-05
all-slow,-40,2.97,4,2.4,6.00718e+07,0.000102396
all-slow,-40,2.97,4,2.7,6.73172e+07,0.000113643
all-slow,-40,2.97,5,0.9,4.70321e+07,7.8274e-05
all-slow,-40,2.97,5,1.2,5.64299e+07,9.1122e-05
all-slow,-40,2.97,5,1.5,6.71211e+07,0.000105202
all-slow,-40,2.97,5,1.8,7.84759e+07,0.000119024
all-slow,-40,2.97,5,2.1,9.03155e+07,0.000134265
all-slow,-40,2.97,5,2.4,1.02367e+08,0.000148916
all-slow,-40,2.97,5,2.7,1.14774e+08,0.000165031
all-slow,-40,2.97,6,0.9,8.32361e+07,0.000114562
all-slow,-40,2.97,6,1.2,1.00143e+08,0.000132943
all-slow,-40,2.97,6,1.5,1.18861e+08,0.000153701
all-slow,-40,2.97,6,1.8,1.38528e+08,0.000174415
all-slow,-40,2.97,6,2.1,1.58826e+08,0.000197692
all-slow,-40,2.97,6,2.4,1.79429e+08,0.000219327
all-slow,-40,2.97,6,2.7,2.00014e+08,0.000240629
all-slow,-40,2.97,7,0.9,1.41271e+08,0.000172249
all-slow,-40,2.97,7,1.2,1.69131e+08,0.000201523
all-slow,-40,2.97,7,1.5,1.9965e+08,0.000234271
all-slow,-40,2.97,7,1.8,2.30919e+08,0.000266435
all-slow,-40,2.97,7,2.1,2.62618e+08,0.000300343
all-slow,-40,2.97,7,2.4,2.9411e+08,0.000332892
all-slow,-40,2.97,7,2.7,3.25221e+08,0.000366074
all-slow,-40,3.30,0,0.9,3202060,3.1941e-05
all-slow,-40,3.30,0,1.2,3774350,3.39666e-05
all-slow,-40,3.30,0,1.5,4405270,3.68996e-05
all-slow,-40,3.30,0,1.8,5068310,4.15197e-05
all-slow,-40,3.30,0,2.1,5745330,4.50468e-05
all-slow,-40,3.30,0,2.4,6429020,4.85835e-05
all-slow,-40,3.30,0,2.7,7107260,5.19016e-05
all-slow,-40,3.30,1,0.9,5161570,3.73492e-05
all-slow,-40,3.30,1,1.2,6092530,4.17082e-05
all-slow,-40,3.30,1,1.5,7114820,4.59178e-05
all-slow,-40,3.30,1,1.8,8199730,5.09363e-05
all-slow,-40,3.30,1,2.1,9312280,5.51564e-05
all-slow,-40,3.30,1,2.4,1.04331e+07,6.07003e-05
all-slow,-40,3.30,1,2.7,1.15989e+07,6.75915e-05
all-slow,-40,3.30,2,0.9,8718210,4.24245e-05
all-slow,-40,3.30,2,1.2,1.03013e+07,4.75646e-05
all-slow,-40,3.30,2,1.5,1.20643e+07,5.34912e-05
all-slow,-40,3.30,2,1.8,1.39011e+07,5.85094e-05
all-slow,-40,3.30,2,2.1,1.5792e+07,6.53483e-05
all-slow,-40,3.30,2,2.4,1.77631e+07,7.13032e-05
all-slow,-40,3.30,2,2.7,1.97274e+07,7.71843e-05
all-slow,-40,3.30,3,0.9,1.41736e+07,5.51e-05
all-slow,-40,3.30,3,1.2,1.67888e+07,6.30875e-05
all-slow,-40,3.30,3,1.5,1.9701e+07,7.15068e-05
all-slow,-40,3.30,3,1.8,2.28111e+07,7.8466e-05
all-slow,-40,3.30,3,2.1,2.60229e+07,8.8442e-05
all-slow,-40,3.30,3,2.4,2.92845e+07,9.75454e-05
all-slow,-40,3.30,3,2.7,3.27408e+07,0.000106453
all-slow,-40,3.30,4,0.9,2.36571e+07,6.08003e-05
all-slow,-40,3.30,4,1.2,2.81432e+07,6.97634e-05
all-slow,-40,3.30,4,1.5,3.3147e+07,7.88112e-05
all-slow,-40,3.30,4,1.8,3.8469e+07,8.91005e-05
all-slow,-40,3.30,4,2.1,4.40247e+07,9.85491e-05
all-slow,-40,3.30,4,2.4,4.97297e+07,0.000108554
all-slow,-40,3.30,4,2.7,5.55227e+07,0.000120247
all-slow,-40,3.30,5,0.9,3.92213e+07,8.60095e-05
all-slow,-40,3.30,5,1.2,4.68721e+07,9.79296e-05
all-slow,-40,3.30,5,1.5,5.54807e+07,0.000111115
all-slow,-40,3.30,5,1.8,6.4694e+07,0.000127749
all-slow,-40,3.30,5,2.1,7.42812e+07,0.000142095
all-slow,-40,3.30,5,2.4,8.41546e+07,0.000157453
all-slow,-40,3.30,5,2.7,9.44208e+07,0.000172643
all-slow,-40,3.30,6,0.9,6.90234e+07,0.00012075
all-slow,-40,3.30,6,1.2,8.28932e+07,0.000140736
all-slow,-40,3.30,6,1.5,9.84472e+07,0.000161514
all-slow,-40,3.30,6,1.8,1.15148e+08,0.00018532
all-slow,-40,3.30,6,2.1,1.32561e+08,0.000206129
all-slow,-40,3.30,6,2.4,1.50636e+08,0.000230002
all-slow,-40,3.30,6,2.7,1.69288e+08,0.000253763
all-slow,-40,3.30,7,0.9,1.17655e+08,0.000181755
all-slow,-40,3.30,7,1.2,1.4182e+08,0.000212534
all-slow,-40,3.30,7,1.5,1.68924e+08,0.000246532
all-slow,-40,3.30,7,1.8,1.97504e+08,0.000281266
all-slow,-40,3.30,7,2.1,2.26891e+08,0.000315565
all-slow,-40,3.30,7,2.4,2.56642e+08,0.000351362
all-slow,-40,3.30,7,2.7,2.86683e+08,0.000386527
all-slow,-40,3.63,0,0.9,2956210,3.57511e-05
all-slow,-40,3.63,0,1.2,3472750,3.84865e-05
all-slow,-40,3.63,0,1.5,4037260,4.2165e-05
all-slow,-40,3.63,0,1.8,4625390,4.63225e-05
all-slow,-40,3.63,0,2.1,5220550,4.89127e-05
all-slow,-40,3.63,0,2.4,5835880,5.27126e-05
all-slow,-40,3.63,0,2.7,6451760,5.78511e-05
all-slow,-40,3.63,1,0.9,4724010,4.23941e-05
all-slow,-40,3.63,1,1.2,5554060,4.65319e-05
all-slow,-40,3.63,1,1.5,6465290,5.07998e-05
all-slow,-40,3.63,1,1.8,7411200,5.66934e-05
all-slow,-40,3.63,1,2.1,8399730,6.06845e-05
all-slow,-40,3.63,1,2.4,9367440,6.65322e-05
all-slow,-40,3.63,1,2.7,1.03878e+07,7.0634e-05
all-slow,-40,3.63,2,0.9,7915380,4.81868e-05
all-slow,-40,3.63,2,1.2,9310030,5.21003e-05
all-slow,-40,3.63,2,1.5,1.08484e+07,5.81611e-05
all-slow,-40,3.63,2,1.8,1.2449e+07,6.45929e-05
all-slow,-40,3.63,2,2.1,1.40788e+07,7.04236e-05
all-slow,-40,3.63,2,2.4,1.57772e+07,7.67407e-05
all-slow,-40,3.63,2,2.7,1.74833e+07,8.3222e-05
all-slow,-40,3.63,3,0.9,1.27193e+07,6.04386e-05
all-slow,-40,3.63,3,1.2,1.49861e+07,6.74732e-05
all-slow,-40,3.63,3,1.5,1.75166e+07,7.69269e-05
all-slow,-40,3.63,3,1.8,2.01617e+07,8.46931e-05
all-slow,-40,3.63,3,2.1,2.28457e+07,9.38789e-05
all-slow,-40,3.63,3,2.4,2.56904e+07,0.000103471
all-slow,-40,3.63,3,2.7,2.85513e+07,0.000111818
all-slow,-40,3.63,4,0.9,2.105e+07,6.75001e-05
all-slow,-40,3.63,4,1.2,2.49026e+07,7.69064e-05
all-slow,-40,3.63,4,1.5,2.91856e+07,8.6402e-05
all-slow,-40,3.63,4,1.8,3.37061e+07,9.55042e-05
all-slow,-40,3.63,4,2.1,3.83737e+07,0.000106043
all-slow,-40,3.63,4,2.4,4.31413e+07,0.000115655
all-slow,-40,3.63,4,2.7,4.80385e+07,0.000125304
all-slow,-40,3.63,5,0.9,3.44144e+07,9.17515e-05
all-slow,-40,3.63,5,1.2,4.08401e+07,0.000105129
all-slow,-40,3.63,5,1.5,4.80565e+07,0.000119497
all-slow,-40,3.63,5,1.8,5.57103e+07,0.000135265
all-slow,-40,3.63,5,2.1,6.37088e+07,0.000151089
all-slow,-40,3.63,5,2.4,7.18528e+07,0.000165685
all-slow,-40,3.63,5,2.7,8.05129e+07,0.000182033
all-slow,-40,3.63,6,0.9,5.97927e+07,0.000131304
all-slow,-40,3.63,6,1.2,7.13434e+07,0.000150962
all-slow,-40,3.63,6,1.5,8.44321e+07,0.000171458
all-slow,-40,3.63,6,1.8,9.83846e+07,0.000194504
all-slow,-40,3.63,6,2.1,1.1296e+08,0.000218482
all-slow,-40,3.63,6,2.4,1.28054e+08,0.00024175
all-slow,-40,3.63,6,2.7,1.43795e+08,0.000265545
all-slow,-40,3.63,7,0.9,1.0056e+08,0.000190944
all-slow,-40,3.63,7,1.2,1.20757e+08,0.000222876
all-slow,-40,3.63,7,1.5,1.43758e+08,0.000257187
all-slow,-40,3.63,7,1.8,1.68306e+08,0.000293467
all-slow,-40,3.63,7,2.1,1.9374e+08,0.000329305
all-slow,-40,3.63,7,2.4,2.20585e+08,0.000366812
all-slow,-40,3.63,7,2.7,2.47751e+08,0.00040423
all-slow,27,2.97,0,0.9,3754370,3.33362e-05
all-slow,27,2.97,0,1.2,4465390,3.67371e-05
all-slow,27,2.97,0,1.5,5236290,3.96906e-05
all-slow,27,2.97,0,1.8,6047130,4.39696e-05
all-slow,27,2.97,0,2.1,6879390,4.7783e-05
all-slow,27,2.97,0,2.4,7723920,5.2566e-05
all-slow,27,2.97,0,2.7,8604950,5.67086e-05
all-slow,27,2.97,1,0.9,6153400,4.01828e-05
all-slow,27,2.97,1,1.2,7317750,4.45206e-05
all-slow,27,2.97,1,1.5,8604110,4.96246e-05
all-slow,27,2.97,1,1.8,9967800,5.49129e-05
all-slow,27,2.97,1,2.1,1.13703e+07,6.0192e-05
all-slow,27,2.97,1,2.4,1.27812e+07,6.54482e-05
all-slow,27,2.97,1,2.7,1.42739e+07,7.16941e-05
all-slow,27,2.97,2,0.9,1.03936e+07,4.51687e-05
all-slow,27,2.97,2,1.2,1.23948e+07,5.06399e-05
all-slow,27,2.97,2,1.5,1.46129e+07,5.66764e-05
all-slow,27,2.97,2,1.8,1.69749e+07,6.3649e-05
all-slow,27,2.97,2,2.1,1.93749e+07,7.00366e-05
all-slow,27,2.97,2,2.4,2.19053e+07,7.599e-05
all-slow,27,2.97,2,2.7,2.44841e+07,8.33038e-05
all-slow,27,2.97,3,0.9,1.72469e+07,5.98048e-05
all-slow,27,2.97,3,1.2,2.06773e+07,6.68424e-05
all-slow,27,2.97,3,1.5,2.44761e+07,7.63508e-05
all-slow,27,2.97,3,1.8,2.84753e+07,8.60218e-05
all-slow,27,2.97,3,2.1,3.26696e+07,9.48481e-05
all-slow,27,2.97,3,2.4,3.70346e+07,0.00010518
all-slow,27,2.97,3,2.7,4.15384e+07,0.000115037
all-slow,27,2.97,4,0.9,2.98503e+07,6.5515e-05
all-slow,27,2.97,4,1.2,3.59113e+07,7.4882e-05
all-slow,27,2.97,4,1.5,4.26706e+07,8.54478e-05
all-slow,27,2.97,4,1.8,4.9833e+07,9.54998e-05
all-slow,27,2.97,4,2.1,5.73019e+07,0.000107005
all-slow,27,2.97,4,2.4,6.51243e+07,0.000117767
all-slow,27,2.97,4,2.7,7.31412e+07,0.000128789
all-slow,27,2.97,5,0.9,5.07193e+07,9.09677e-05
all-slow,27,2.97,5,1.2,6.12736e+07,0.000106432
all-slow,27,2.97,5,1.5,7.30684e+07,0.00012168
all-slow,27,2.97,5,1.8,8.56477e+07,0.000138092
all-slow,27,2.97,5,2.1,9.87559e+07,0.000154146
all-slow,27,2.97,5,2.4,1.12207e+08,0.000170586
all-slow,27,2.97,5,2.7,1.25828e+08,0.000187965
all-slow,27,2.97,6,0.9,8.95822e+07,0.000131851
all-slow,27,2.97,6,1.2,1.08406e+08,0.000152656
all-slow,27,2.97,6,1.5,1.29131e+08,0.000175424
all-slow,27,2.97,6,1.8,1.50701e+08,0.000199688
all-slow,27,2.97,6,2.1,1.72685e+08,0.000224183
all-slow,27,2.97,6,2.4,1.94977e+08,0.000247896
all-slow,27,2.97,6,2.7,2.17225e+08,0.000272376
all-slow,27,2.97,7,0.9,1.53422e+08,0.000197193
all-slow,27,2.97,7,1.2,1.84242e+08,0.000231454
all-slow,27,2.97,7,1.5,2.17284e+08,0.000265901
all-slow,27,2.97,7,1.8,2.50872e+08,0.000301498
all-slow,27,2.97,7,2.1,2.84343e+08,0.000338222
all-slow,27,2.97,7,2.4,3.17331e+08,0.00037361
all-slow,27,2.97,7,2.7,3.49454e+08,0.000410635
all-slow,27,3.30,0,0.9,3355580,3.6273e-05
all-slow,27,3.30,0,1.2,3971940,3.99769e-05
all-slow,27,3.30,0,1.5,4646500,4.30057e-05
all-slow,27,3.30,0,1.8,5339340,4.82258e-05
all-slow,27,3.30,0,2.1,6048440,5.21862e-05
all-slow,27,3.30,0,2.4,6795140,5.58054e-05
all-slow,27,3.30,0,2.7,7533710,5.99236e-05
all-slow,27,3.30,1,0.9,5437850,4.35548e-05
all-slow,27,3.30,1,1.2,6438700,4.82085e-05
all-slow,27,3.30,1,1.5,7549810,5.23122e-05
all-slow,27,3.30,1,1.8,8687700,5.83315e-05
all-slow,27,3.30,1,2.1,9872590,6.44903e-05
all-slow,27,3.30,1,2.4,1.10874e+07,6.94997e-05
all-slow,27,3.30,1,2.7,1.22946e+07,7.53314e-05
all-slow,27,3.30,2,0.9,9099370,4.86488e-05
all-slow,27,3.30,2,1.2,1.08089e+07,5.53597e-05
all-slow,27,3.30,2,1.5,1.26777e+07,6.13613e-05
all-slow,27,3.30,2,1.8,1.46136e+07,6.76517e-05
all-slow,27,3.30,2,2.1,1.66493e+07,7.45077e-05
all-slow,27,3.30,2,2.4,1.87486e+07,8.06346e-05
all-slow,27,3.30,2,2.7,2.08462e+07,8.71599e-05
all-slow,27,3.30,3,0.9,1.48976e+07,6.36229e-05
all-slow,27,3.30,3,1.2,1.77319e+07,7.24968e-05
all-slow,27,3.30,3,1.5,2.08434e+07,8.08211e-05
all-slow,27,3.30,3,1.8,2.41659e+07,9.04483e-05
all-slow,27,3.30,3,2.1,2.75528e+07,0.00010023
all-slow,27,3.30,3,2.4,3.10862e+07,0.000110238
all-slow,27,3.30,3,2.7,3.47503e+07,0.000120151
all-slow,27,3.30,4,0.9,2.54839e+07,7.11725e-05
all-slow,27,3.30,4,1.2,3.04483e+07,7.99138e-05
all-slow,27,3.30,4,1.5,3.5948e+07,9.06552e-05
all-slow,27,3.30,4,1.8,4.17514e+07,0.00010161
all-slow,27,3.30,4,2.1,4.78243e+07,0.00011274
all-slow,27,3.30,4,2.4,5.41084e+07,0.000123544
all-slow,27,3.30,4,2.7,6.06391e+07,0.00013458
all-slow,27,3.30,5,0.9,4.25814e+07,9.75682e-05
all-slow,27,3.30,5,1.2,5.11125e+07,0.00011138
all-slow,27,3.30,5,1.5,6.06693e+07,0.000127044
all-slow,27,3.30,5,1.8,7.08734e+07,0.000144052
all-slow,27,3.30,5,2.1,8.15144e+07,0.000161197
all-slow,27,3.30,5,2.4,9.26377e+07,0.000178101
all-slow,27,3.30,5,2.7,1.04028e+08,0.00019529
all-slow,27,3.30,6,0.9,7.45899e+07,0.000137304
all-slow,27,3.30,6,1.2,9.01228e+07,0.000160698
all-slow,27,3.30,6,1.5,1.07503e+08,0.000184062
all-slow,27,3.30,6,1.8,1.2611e+08,0.000209668
all-slow,27,3.30,6,2.1,1.4539e+08,0.000233899
all-slow,27,3.30,6,2.4,1.65297e+08,0.000258536
all-slow,27,3.30,6,2.7,1.85529e+08,0.000285689
all-slow,27,3.30,7,0.9,1.28665e+08,0.0002063
all-slow,27,3.30,7,1.2,1.5586e+08,0.000240423
all-slow,27,3.30,7,1.5,1.85803e+08,0.000276764
all-slow,27,3.30,7,1.8,2.17029e+08,0.000315648
all-slow,27,3.30,7,2.1,2.48794e+08,0.000354917
all-slow,27,3.30,7,2.4,2.80726e+08,0.000394264
all-slow,27,3.30,7,2.7,3.1266e+08,0.0004338
all-slow,27,3.63,0,0.9,3094780,4.10457e-05
all-slow,27,3.63,0,1.2,3649190,4.44813e-05
all-slow,27,3.63,0,1.5,4242030,4.76818e-05
all-slow,27,3.63,0,1.8,4864860,5.13351e-05
all-slow,27,3.63,0,2.1,5505030,5.65188e-05
all-slow,27,3.63,0,2.4,6149930,5.9856e-05
all-slow,27,3.63,0,2.7,6814930,6.45981e-05
all-slow,27,3.63,1,0.9,4964850,4.70456e-05
all-slow,27,3.63,1,1.2,5858190,5.17805e-05
all-slow,27,3.63,1,1.5,6826930,5.63159e-05
all-slow,27,3.63,1,1.8,7831510,6.23444e-05
all-slow,27,3.63,1,2.1,8864520,6.87091e-05
all-slow,27,3.63,1,2.4,9942220,7.4312e-05
all-slow,27,3.63,1,2.7,1.1004e+07,8.02239e-05
all-slow,27,3.63,2,0.9,8250990,5.3355e-05
all-slow,27,3.63,2,1.2,9749630,5.8605e-05
all-slow,27,3.63,2,1.5,1.13739e+07,6.60985e-05
all-slow,27,3.63,2,1.8,1.3085e+07,7.20385e-05
all-slow,27,3.63,2,2.1,1.48422e+07,7.8824e-05
all-slow,27,3.63,2,2.4,1.66475e+07,8.5963e-05
all-slow,27,3.63,2,2.7,1.84595e+07,9.35306e-05
all-slow,27,3.63,3,0.9,1.33531e+07,6.91399e-05
all-slow,27,3.63,3,1.2,1.58129e+07,7.74643e-05
all-slow,27,3.63,3,1.5,1.85021e+07,8.6532e-05
all-slow,27,3.63,3,1.8,2.13507e+07,9.68686e-05
all-slow,27,3.63,3,2.1,2.42912e+07,0.00010556
all-slow,27,3.63,3,2.4,2.72881e+07,0.000116579
all-slow,27,3.63,3,2.7,3.041e+07,0.000125604
all-slow,27,3.63,4,0.9,2.26899e+07,7.72807e-05
all-slow,27,3.63,4,1.2,2.69528e+07,8.64849e-05
all-slow,27,3.63,4,1.5,3.16476e+07,9.75024e-05
all-slow,27,3.63,4,1.8,3.65785e+07,0.000108264
