corner,temp_c,vdd,trim,corner_id,twin_r,twin_f,verdict
ff,125.0,3.63,c14,ff_125c_3.63v_c14,1.65454e-09,1.62616e-09,PASS
ff,125.0,3.63,c15,ff_125c_3.63v_c15,1.70536e-09,1.67603e-09,PASS
ss,-40.0,2.97,c0,ss_-40c_2.97v_c0,1.13146e-09,1.13708e-09,PASS
ss,-40.0,2.97,c1,ss_-40c_2.97v_c1,1.18301e-09,1.18613e-09,PASS
ss,-40.0,2.97,c2,ss_-40c_2.97v_c2,1.23064e-09,1.23085e-09,PASS
ss,-40.0,2.97,c3,ss_-40c_2.97v_c3,1.28337e-09,1.28138e-09,PASS
ss,-40.0,2.97,c4,ss_-40c_2.97v_c4,1.32971e-09,1.32488e-09,PASS
ss,-40.0,2.97,c5,ss_-40c_2.97v_c5,1.38332e-09,1.37665e-09,PASS
ss,-40.0,2.97,c6,ss_-40c_2.97v_c6,1.43307e-09,1.424e-09,PASS
ss,-40.0,2.97,c7,ss_-40c_2.97v_c7,1.48731e-09,1.47682e-09,PASS
ss,-40.0,2.97,c8,ss_-40c_2.97v_c8,1.53528e-09,1.52281e-09,PASS
ss,-40.0,2.97,c9,ss_-40c_2.97v_c9,1.58997e-09,1.57649e-09,PASS
ss,-40.0,2.97,c10,ss_-40c_2.97v_c10,1.64094e-09,1.62575e-09,PASS
ss,-40.0,2.97,c11,ss_-40c_2.97v_c11,1.69598e-09,1.68017e-09,PASS
ss,-40.0,2.97,c12,ss_-40c_2.97v_c12,1.74502e-09,1.72751e-09,PASS
ss,-40.0,2.97,c13,ss_-40c_2.97v_c13,1.80034e-09,1.78253e-09,PASS
ss,-40.0,2.97,c14,ss_-40c_2.97v_c14,1.85209e-09,1.83323e-09,PASS
ss,-40.0,2.97,c15,ss_-40c_2.97v_c15,1.90762e-09,1.88872e-09,PASS
ss,-40.0,3.3,c0,ss_-40c_3.30v_c0,1.04887e-09,1.04565e-09,PASS
ss,-40.0,3.3,c1,ss_-40c_3.30v_c1,1.09702e-09,1.09166e-09,PASS
ss,-40.0,3.3,c2,ss_-40c_3.30v_c2,1.14184e-09,1.13394e-09,PASS
ss,-40.0,3.3,c3,ss_-40c_3.30v_c3,1.19102e-09,1.18135e-09,PASS
ss,-40.0,3.3,c4,ss_-40c_3.30v_c4,1.23478e-09,1.22271e-09,PASS
ss,-40.0,3.3,c5,ss_-40c_3.30v_c5,1.28471e-09,1.27127e-09,PASS
ss,-40.0,3.3,c6,ss_-40c_3.30v_c6,1.33139e-09,1.31606e-09,PASS
ss,-40.0,3.3,c7,ss_-40c_3.30v_c7,1.38184e-09,1.36551e-09,PASS
ss,-40.0,3.3,c8,ss_-40c_3.30v_c8,1.42691e-09,1.40928e-09,PASS
ss,-40.0,3.3,c9,ss_-40c_3.30v_c9,1.47773e-09,1.45941e-09,PASS
ss,-40.0,3.3,c10,ss_-40c_3.30v_c10,1.52544e-09,1.50592e-09,PASS
ss,-40.0,3.3,c11,ss_-40c_3.30v_c11,1.57655e-09,1.55654e-09,PASS
ss,-40.0,3.3,c12,ss_-40c_3.30v_c12,1.62262e-09,1.6015e-09,PASS
ss,-40.0,3.3,c13,ss_-40c_3.30v_c13,1.67396e-09,1.65248e-09,PASS
ss,-40.0,3.3,c14,ss_-40c_3.30v_c14,1.72233e-09,1.70006e-09,PASS
ss,-40.0,3.3,c15,ss_-40c_3.30v_c15,1.77384e-09,1.75124e-09,PASS
ss,-40.0,3.63,c0,ss_-40c_3.63v_c0,9.87606e-10,9.78845e-10,PASS
ss,-40.0,3.63,c1,ss_-40c_3.63v_c1,1.03323e-09,1.02261e-09,PASS
ss,-40.0,3.63,c2,ss_-40c_3.63v_c2,1.07594e-09,1.06311e-09,PASS
ss,-40.0,3.63,c3,ss_-40c_3.63v_c3,1.12246e-09,1.10814e-09,PASS
ss,-40.0,3.63,c4,ss_-40c_3.63v_c4,1.16424e-09,1.14794e-09,PASS
ss,-40.0,3.63,c5,ss_-40c_3.63v_c5,1.21142e-09,1.19396e-09,PASS
ss,-40.0,3.63,c6,ss_-40c_3.63v_c6,1.25577e-09,1.23678e-09,PASS
ss,-40.0,3.63,c7,ss_-40c_3.63v_c7,1.30339e-09,1.2835e-09,PASS
ss,-40.0,3.63,c8,ss_-40c_3.63v_c8,1.34622e-09,1.32539e-09,PASS
ss,-40.0,3.63,c9,ss_-40c_3.63v_c9,1.39415e-09,1.37259e-09,PASS
ss,-40.0,3.63,c10,ss_-40c_3.63v_c10,1.4394e-09,1.41679e-09,PASS
ss,-40.0,3.63,c11,ss_-40c_3.63v_c11,1.48758e-09,1.46429e-09,PASS
ss,-40.0,3.63,c12,ss_-40c_3.63v_c12,1.53138e-09,1.50714e-09,PASS
ss,-40.0,3.63,c13,ss_-40c_3.63v_c13,1.57976e-09,1.55487e-09,PASS
ss,-40.0,3.63,c14,ss_-40c_3.63v_c14,1.62557e-09,1.59983e-09,PASS
ss,-40.0,3.63,c15,ss_-40c_3.63v_c15,1.6741e-09,1.64769e-09,PASS
ss,27.0,2.97,c0,ss_27c_2.97v_c0,1.29021e-09,1.29397e-09,PASS
ss,27.0,2.97,c1,ss_27c_2.97v_c1,1.34921e-09,1.35021e-09,PASS
ss,27.0,2.97,c2,ss_27c_2.97v_c2,1.40403e-09,1.40185e-09,PASS
ss,27.0,2.97,c3,ss_27c_2.97v_c3,1.46436e-09,1.45981e-09,PASS
ss,27.0,2.97,c4,ss_27c_2.97v_c4,1.51749e-09,1.50996e-09,PASS
ss,27.0,2.97,c5,ss_27c_2.97v_c5,1.57881e-09,1.56936e-09,PASS
ss,27.0,2.97,c6,ss_27c_2.97v_c6,1.63598e-09,1.62404e-09,PASS
ss,27.0,2.97,c7,ss_27c_2.97v_c7,1.69802e-09,1.68464e-09,PASS
ss,27.0,2.97,c8,ss_27c_2.97v_c8,1.75238e-09,1.73732e-09,PASS
ss,27.0,2.97,c9,ss_27c_2.97v_c9,1.81494e-09,1.79886e-09,PASS
ss,27.0,2.97,c10,ss_27c_2.97v_c10,1.87348e-09,1.85574e-09,PASS
ss,27.0,2.97,c11,ss_27c_2.97v_c11,1.93646e-09,1.91807e-09,PASS
ss,27.0,2.97,c12,ss_27c_2.97v_c12,1.99258e-09,1.97267e-09,PASS
ss,27.0,2.97,c13,ss_27c_2.97v_c13,2.0559e-09,2.03562e-09,PASS
ss,27.0,2.97,c14,ss_27c_2.97v_c14,2.11533e-09,2.09405e-09,PASS
ss,27.0,2.97,c15,ss_27c_2.97v_c15,2.17891e-09,2.15744e-09,PASS
ss,27.0,3.3,c0,ss_27c_3.30v_c0,1.1937e-09,1.18882e-09,PASS
ss,27.0,3.3,c1,ss_27c_3.30v_c1,1.24861e-09,1.24137e-09,PASS
ss,27.0,3.3,c2,ss_27c_3.30v_c2,1.2999e-09,1.28991e-09,PASS
ss,27.0,3.3,c3,ss_27c_3.30v_c3,1.35598e-09,1.34403e-09,PASS
ss,27.0,3.3,c4,ss_27c_3.30v_c4,1.40583e-09,1.39142e-09,PASS
ss,27.0,3.3,c5,ss_27c_3.30v_c5,1.46277e-09,1.44682e-09,PASS
ss,27.0,3.3,c6,ss_27c_3.30v_c6,1.51616e-09,1.49822e-09,PASS
ss,27.0,3.3,c7,ss_27c_3.30v_c7,1.57371e-09,1.55462e-09,PASS
ss,27.0,3.3,c8,ss_27c_3.30v_c8,1.62458e-09,1.60434e-09,PASS
ss,27.0,3.3,c9,ss_27c_3.30v_c9,1.68258e-09,1.66148e-09,PASS
ss,27.0,3.3,c10,ss_27c_3.30v_c10,1.73715e-09,1.71475e-09,PASS
ss,27.0,3.3,c11,ss_27c_3.30v_c11,1.79549e-09,1.77244e-09,PASS
ss,27.0,3.3,c12,ss_27c_3.30v_c12,1.84798e-09,1.8238e-09,PASS
ss,27.0,3.3,c13,ss_27c_3.30v_c13,1.90661e-09,1.88188e-09,PASS
ss,27.0,3.3,c14,ss_27c_3.30v_c14,1.96194e-09,1.93631e-09,PASS
ss,27.0,3.3,c15,ss_27c_3.30v_c15,2.02078e-09,1.99465e-09,PASS
ss,27.0,3.63,c0,ss_27c_3.63v_c0,1.12137e-09,1.111e-09,PASS
ss,27.0,3.63,c1,ss_27c_3.63v_c1,1.1732e-09,1.16077e-09,PASS
ss,27.0,3.63,c2,ss_27c_3.63v_c2,1.22185e-09,1.20702e-09,PASS
ss,27.0,3.63,c3,ss_27c_3.63v_c3,1.27472e-09,1.25821e-09,PASS
ss,27.0,3.63,c4,ss_27c_3.63v_c4,1.32209e-09,1.30351e-09,PASS
ss,27.0,3.63,c5,ss_27c_3.63v_c5,1.37573e-09,1.35581e-09,PASS
ss,27.0,3.63,c6,ss_27c_3.63v_c6,1.42625e-09,1.40465e-09,PASS
ss,27.0,3.63,c7,ss_27c_3.63v_c7,1.48042e-09,1.45776e-09,PASS
ss,27.0,3.63,c8,ss_27c_3.63v_c8,1.52861e-09,1.50503e-09,PASS
ss,27.0,3.63,c9,ss_27c_3.63v_c9,1.58317e-09,1.5587e-09,PASS
ss,27.0,3.63,c10,ss_27c_3.63v_c10,1.63473e-09,1.60907e-09,PASS
ss,27.0,3.63,c11,ss_27c_3.63v_c11,1.68959e-09,1.66312e-09,PASS
ss,27.0,3.63,c12,ss_27c_3.63v_c12,1.7393e-09,1.71179e-09,PASS
ss,27.0,3.63,c13,ss_27c_3.63v_c13,1.79441e-09,1.76613e-09,PASS
ss,27.0,3.63,c14,ss_27c_3.63v_c14,1.84663e-09,1.81739e-09,PASS
ss,27.0,3.63,c15,ss_27c_3.63v_c15,1.90193e-09,1.87191e-09,PASS
ss,125.0,2.97,c0,ss_125c_2.97v_c0,1.51942e-09,1.51387e-09,PASS
ss,125.0,2.97,c1,ss_125c_2.97v_c1,1.58916e-09,1.58043e-09,PASS
ss,125.0,2.97,c2,ss_125c_2.97v_c2,1.65459e-09,1.64227e-09,PASS
ss,125.0,2.97,c3,ss_125c_2.97v_c3,1.72589e-09,1.71083e-09,PASS
ss,125.0,2.97,c4,ss_125c_2.97v_c4,1.78901e-09,1.77083e-09,PASS
ss,125.0,2.97,c5,ss_125c_2.97v_c5,1.86146e-09,1.84104e-09,PASS
ss,125.0,2.97,c6,ss_125c_2.97v_c6,1.92957e-09,1.90645e-09,PASS
ss,125.0,2.97,c7,ss_125c_2.97v_c7,2.00288e-09,1.978e-09,PASS
ss,125.0,2.97,c8,ss_125c_2.97v_c8,2.06646e-09,2.0402e-09,PASS
ss,125.0,2.97,c9,ss_125c_2.97v_c9,2.14038e-09,2.11277e-09,PASS
ss,125.0,2.97,c10,ss_125c_2.97v_c10,2.21005e-09,2.18059e-09,PASS
ss,125.0,2.97,c11,ss_125c_2.97v_c11,2.28448e-09,2.25397e-09,PASS
ss,125.0,2.97,c12,ss_125c_2.97v_c12,2.35096e-09,2.31895e-09,PASS
ss,125.0,2.97,c13,ss_125c_2.97v_c13,2.4258e-09,2.39294e-09,PASS
ss,125.0,2.97,c14,ss_125c_2.97v_c14,2.4965e-09,2.46237e-09,PASS
ss,125.0,2.97,c15,ss_125c_2.97v_c15,2.57166e-09,2.53681e-09,PASS
ss,125.0,3.3,c0,ss_125c_3.30v_c0,1.40413e-09,1.39161e-09,PASS
ss,125.0,3.3,c1,ss_125c_3.30v_c1,1.46881e-09,1.45356e-09,PASS
ss,125.0,3.3,c2,ss_125c_3.30v_c2,1.52971e-09,1.51138e-09,PASS
ss,125.0,3.3,c3,ss_125c_3.30v_c3,1.59578e-09,1.57514e-09,PASS
ss,125.0,3.3,c4,ss_125c_3.30v_c4,1.65469e-09,1.63145e-09,PASS
ss,125.0,3.3,c5,ss_125c_3.30v_c5,1.72178e-09,1.69666e-09,PASS
ss,125.0,3.3,c6,ss_125c_3.30v_c6,1.78509e-09,1.75772e-09,PASS
ss,125.0,3.3,c7,ss_125c_3.30v_c7,1.85293e-09,1.82403e-09,PASS
ss,125.0,3.3,c8,ss_125c_3.30v_c8,1.91226e-09,1.88226e-09,PASS
ss,125.0,3.3,c9,ss_125c_3.30v_c9,1.98064e-09,1.94938e-09,PASS
ss,125.0,3.3,c10,ss_125c_3.30v_c10,2.04533e-09,2.01247e-09,PASS
ss,125.0,3.3,c11,ss_125c_3.30v_c11,2.11415e-09,2.0802e-09,PASS
ss,125.0,3.3,c12,ss_125c_3.30v_c12,2.17608e-09,2.14082e-09,PASS
ss,125.0,3.3,c13,ss_125c_3.30v_c13,2.24526e-09,2.20901e-09,PASS
ss,125.0,3.3,c14,ss_125c_3.30v_c14,2.31085e-09,2.27335e-09,PASS
ss,125.0,3.3,c15,ss_125c_3.30v_c15,2.3803e-09,2.34185e-09,PASS
ss,125.0,3.63,c0,ss_125c_3.63v_c0,1.31591e-09,1.29905e-09,PASS
ss,125.0,3.63,c1,ss_125c_3.63v_c1,1.37674e-09,1.35747e-09,PASS
ss,125.0,3.63,c2,ss_125c_3.63v_c2,1.43417e-09,1.41223e-09,PASS
ss,125.0,3.63,c3,ss_125c_3.63v_c3,1.49624e-09,1.47227e-09,PASS
ss,125.0,3.63,c4,ss_125c_3.63v_c4,1.55189e-09,1.52571e-09,PASS
ss,125.0,3.63,c5,ss_125c_3.63v_c5,1.61489e-09,1.58702e-09,PASS
ss,125.0,3.63,c6,ss_125c_3.63v_c6,1.67451e-09,1.6447e-09,PASS
ss,125.0,3.63,c7,ss_125c_3.63v_c7,1.73818e-09,1.70693e-09,PASS
ss,125.0,3.63,c8,ss_125c_3.63v_c8,1.79418e-09,1.76195e-09,PASS
ss,125.0,3.63,c9,ss_125c_3.63v_c9,1.85833e-09,1.82484e-09,PASS
ss,125.0,3.63,c10,ss_125c_3.63v_c10,1.91919e-09,1.88422e-09,PASS
ss,125.0,3.63,c11,ss_125c_3.63v_c11,1.98373e-09,1.94758e-09,PASS
ss,125.0,3.63,c12,ss_125c_3.63v_c12,2.04213e-09,2.00474e-09,PASS
ss,125.0,3.63,c13,ss_125c_3.63v_c13,2.10698e-09,2.06847e-09,PASS
ss,125.0,3.63,c14,ss_125c_3.63v_c14,2.16865e-09,2.12886e-09,PASS
ss,125.0,3.63,c15,ss_125c_3.63v_c15,2.23374e-09,2.19284e-09,PASS
fs,-40.0,2.97,c0,fs_-40c_2.97v_c0,9.82326e-10,9.80789e-10,PASS
fs,-40.0,2.97,c1,fs_-40c_2.97v_c1,1.02832e-09,1.02448e-09,PASS
fs,-40.0,2.97,c2,fs_-40c_2.97v_c2,1.06988e-09,1.0633e-09,PASS
fs,-40.0,2.97,c3,fs_-40c_2.97v_c3,1.1167e-09,1.10824e-09,PASS
fs,-40.0,2.97,c4,fs_-40c_2.97v_c4,1.1557e-09,1.14474e-09,PASS
fs,-40.0,2.97,c5,fs_-40c_2.97v_c5,1.20311e-09,1.19068e-09,PASS
fs,-40.0,2.97,c6,fs_-40c_2.97v_c6,1.24613e-09,1.23172e-09,PASS
fs,-40.0,2.97,c7,fs_-40c_2.97v_c7,1.29396e-09,1.27844e-09,PASS
fs,-40.0,2.97,c8,fs_-40c_2.97v_c8,1.33241e-09,1.31567e-09,PASS
fs,-40.0,2.97,c9,fs_-40c_2.97v_c9,1.38053e-09,1.36293e-09,PASS
fs,-40.0,2.97,c10,fs_-40c_2.97v_c10,1.42434e-09,1.40542e-09,PASS
fs,-40.0,2.97,c11,fs_-40c_2.97v_c11,1.47269e-09,1.45305e-09,PASS
fs,-40.0,2.97,c12,fs_-40c_2.97v_c12,1.51348e-09,1.49262e-09,PASS
fs,-40.0,2.97,c13,fs_-40c_2.97v_c13,1.56202e-09,1.5405e-09,PASS
fs,-40.0,2.97,c14,fs_-40c_2.97v_c14,1.60635e-09,1.58386e-09,PASS
fs,-40.0,2.97,c15,fs_-40c_2.97v_c15,1.65504e-09,1.63189e-09,PASS
fs,-40.0,3.3,c0,fs_-40c_3.30v_c0,9.17843e-10,9.09971e-10,PASS
fs,-40.0,3.3,c1,fs_-40c_3.30v_c1,9.60997e-10,9.51106e-10,PASS
fs,-40.0,3.3,c2,fs_-40c_3.30v_c2,1.00023e-09,9.88002e-10,PASS
fs,-40.0,3.3,c3,fs_-40c_3.30v_c3,1.0441e-09,1.03022e-09,PASS
fs,-40.0,3.3,c4,fs_-40c_3.30v_c4,1.081e-09,1.0651e-09,PASS
fs,-40.0,3.3,c5,fs_-40c_3.30v_c5,1.12539e-09,1.10813e-09,PASS
fs,-40.0,3.3,c6,fs_-40c_3.30v_c6,1.16589e-09,1.14697e-09,PASS
fs,-40.0,3.3,c7,fs_-40c_3.30v_c7,1.21064e-09,1.19057e-09,PASS
fs,-40.0,3.3,c8,fs_-40c_3.30v_c8,1.24688e-09,1.22583e-09,PASS
fs,-40.0,3.3,c9,fs_-40c_3.30v_c9,1.29187e-09,1.26979e-09,PASS
fs,-40.0,3.3,c10,fs_-40c_3.30v_c10,1.33307e-09,1.30972e-09,PASS
fs,-40.0,3.3,c11,fs_-40c_3.30v_c11,1.37828e-09,1.35392e-09,PASS
fs,-40.0,3.3,c12,fs_-40c_3.30v_c12,1.41674e-09,1.39124e-09,PASS
fs,-40.0,3.3,c13,fs_-40c_3.30v_c13,1.4621e-09,1.43563e-09,PASS
fs,-40.0,3.3,c14,fs_-40c_3.30v_c14,1.50375e-09,1.47618e-09,PASS
fs,-40.0,3.3,c15,fs_-40c_3.30v_c15,1.54924e-09,1.52068e-09,PASS
fs,-40.0,3.63,c0,fs_-40c_3.63v_c0,8.69672e-10,8.57827e-10,PASS
fs,-40.0,3.63,c1,fs_-40c_3.63v_c1,9.10702e-10,8.97027e-10,PASS
fs,-40.0,3.63,c2,fs_-40c_3.63v_c2,9.4818e-10,9.32462e-10,PASS
fs,-40.0,3.63,c3,fs_-40c_3.63v_c3,9.89851e-10,9.72589e-10,PASS
fs,-40.0,3.63,c4,fs_-40c_3.63v_c4,1.02516e-09,1.00617e-09,PASS
fs,-40.0,3.63,c5,fs_-40c_3.63v_c5,1.06729e-09,1.04696e-09,PASS
fs,-40.0,3.63,c6,fs_-40c_3.63v_c6,1.10591e-09,1.08406e-09,PASS
fs,-40.0,3.63,c7,fs_-40c_3.63v_c7,1.14836e-09,1.12528e-09,PASS
fs,-40.0,3.63,c8,fs_-40c_3.63v_c8,1.18291e-09,1.15891e-09,PASS
fs,-40.0,3.63,c9,fs_-40c_3.63v_c9,1.22559e-09,1.20041e-09,PASS
fs,-40.0,3.63,c10,fs_-40c_3.63v_c10,1.26482e-09,1.23836e-09,PASS
fs,-40.0,3.63,c11,fs_-40c_3.63v_c11,1.30768e-09,1.28006e-09,PASS
fs,-40.0,3.63,c12,fs_-40c_3.63v_c12,1.34438e-09,1.31561e-09,PASS
fs,-40.0,3.63,c13,fs_-40c_3.63v_c13,1.38739e-09,1.35747e-09,PASS
fs,-40.0,3.63,c14,fs_-40c_3.63v_c14,1.42702e-09,1.39591e-09,PASS
fs,-40.0,3.63,c15,fs_-40c_3.63v_c15,1.47014e-09,1.43788e-09,PASS
fs,27.0,2.97,c0,fs_27c_2.97v_c0,1.1199e-09,1.11469e-09,PASS
fs,27.0,2.97,c1,fs_27c_2.97v_c1,1.17254e-09,1.16465e-09,PASS
fs,27.0,2.97,c2,fs_27c_2.97v_c2,1.22031e-09,1.20937e-09,PASS
fs,27.0,2.97,c3,fs_27c_2.97v_c3,1.27388e-09,1.26071e-09,PASS
fs,27.0,2.97,c4,fs_27c_2.97v_c4,1.31847e-09,1.30264e-09,PASS
fs,27.0,2.97,c5,fs_27c_2.97v_c5,1.37271e-09,1.35508e-09,PASS
fs,27.0,2.97,c6,fs_27c_2.97v_c6,1.42209e-09,1.40224e-09,PASS
fs,27.0,2.97,c7,fs_27c_2.97v_c7,1.47682e-09,1.45552e-09,PASS
fs,27.0,2.97,c8,fs_27c_2.97v_c8,1.52022e-09,1.49769e-09,PASS
fs,27.0,2.97,c9,fs_27c_2.97v_c9,1.57529e-09,1.55156e-09,PASS
fs,27.0,2.97,c10,fs_27c_2.97v_c10,1.62558e-09,1.60026e-09,PASS
fs,27.0,2.97,c11,fs_27c_2.97v_c11,1.68093e-09,1.65455e-09,PASS
fs,27.0,2.97,c12,fs_27c_2.97v_c12,1.72752e-09,1.69974e-09,PASS
fs,27.0,2.97,c13,fs_27c_2.97v_c13,1.7831e-09,1.75435e-09,PASS
fs,27.0,2.97,c14,fs_27c_2.97v_c14,1.83399e-09,1.80398e-09,PASS
fs,27.0,2.97,c15,fs_27c_2.97v_c15,1.88974e-09,1.85878e-09,PASS
fs,27.0,3.3,c0,fs_27c_3.30v_c0,1.04394e-09,1.0328e-09,PASS
fs,27.0,3.3,c1,fs_27c_3.30v_c1,1.09316e-09,1.07967e-09,PASS
fs,27.0,3.3,c2,fs_27c_3.30v_c2,1.13803e-09,1.1219e-09,PASS
fs,27.0,3.3,c3,fs_27c_3.30v_c3,1.18807e-09,1.16997e-09,PASS
fs,27.0,3.3,c4,fs_27c_3.30v_c4,1.23006e-09,1.20973e-09,PASS
fs,27.0,3.3,c5,fs_27c_3.30v_c5,1.2807e-09,1.25871e-09,PASS
fs,27.0,3.3,c6,fs_27c_3.30v_c6,1.327e-09,1.30309e-09,PASS
fs,27.0,3.3,c7,fs_27c_3.30v_c7,1.37807e-09,1.35271e-09,PASS
fs,27.0,3.3,c8,fs_27c_3.30v_c8,1.41886e-09,1.39243e-09,PASS
fs,27.0,3.3,c9,fs_27c_3.30v_c9,1.47023e-09,1.44248e-09,PASS
fs,27.0,3.3,c10,fs_27c_3.30v_c10,1.51734e-09,1.48807e-09,PASS
fs,27.0,3.3,c11,fs_27c_3.30v_c11,1.56896e-09,1.53843e-09,PASS
fs,27.0,3.3,c12,fs_27c_3.30v_c12,1.61272e-09,1.58086e-09,PASS
fs,27.0,3.3,c13,fs_27c_3.30v_c13,1.66453e-09,1.63147e-09,PASS
fs,27.0,3.3,c14,fs_27c_3.30v_c14,1.71217e-09,1.67777e-09,PASS
fs,27.0,3.3,c15,fs_27c_3.30v_c15,1.76413e-09,1.72853e-09,PASS
fs,27.0,3.63,c0,fs_27c_3.63v_c0,9.86464e-10,9.71611e-10,PASS
fs,27.0,3.63,c1,fs_27c_3.63v_c1,1.0331e-09,1.01611e-09,PASS
fs,27.0,3.63,c2,fs_27c_3.63v_c2,1.07578e-09,1.05646e-09,PASS
fs,27.0,3.63,c3,fs_27c_3.63v_c3,1.12316e-09,1.10201e-09,PASS
fs,27.0,3.63,c4,fs_27c_3.63v_c4,1.16315e-09,1.14007e-09,PASS
fs,27.0,3.63,c5,fs_27c_3.63v_c5,1.21107e-09,1.18639e-09,PASS
fs,27.0,3.63,c6,fs_27c_3.63v_c6,1.25505e-09,1.22859e-09,PASS
fs,27.0,3.63,c7,fs_27c_3.63v_c7,1.30335e-09,1.27542e-09,PASS
fs,27.0,3.63,c8,fs_27c_3.63v_c8,1.34214e-09,1.31319e-09,PASS
fs,27.0,3.63,c9,fs_27c_3.63v_c9,1.39072e-09,1.36036e-09,PASS
fs,27.0,3.63,c10,fs_27c_3.63v_c10,1.43542e-09,1.40355e-09,PASS
fs,27.0,3.63,c11,fs_27c_3.63v_c11,1.48421e-09,1.45098e-09,PASS
fs,27.0,3.63,c12,fs_27c_3.63v_c12,1.52582e-09,1.49128e-09,PASS
fs,27.0,3.63,c13,fs_27c_3.63v_c13,1.57479e-09,1.53891e-09,PASS
fs,27.0,3.63,c14,fs_27c_3.63v_c14,1.61996e-09,1.5827e-09,PASS
fs,27.0,3.63,c15,fs_27c_3.63v_c15,1.66907e-09,1.63046e-09,PASS
fs,125.0,2.97,c0,fs_125c_2.97v_c0,1.31756e-09,1.30173e-09,PASS
fs,125.0,2.97,c1,fs_125c_2.97v_c1,1.37976e-09,1.36059e-09,PASS
fs,125.0,2.97,c2,fs_125c_2.97v_c2,1.43665e-09,1.41389e-09,PASS
fs,125.0,2.97,c3,fs_125c_2.97v_c3,1.49993e-09,1.47431e-09,PASS
fs,125.0,2.97,c4,fs_125c_2.97v_c4,1.55273e-09,1.52412e-09,PASS
fs,125.0,2.97,c5,fs_125c_2.97v_c5,1.6168e-09,1.58574e-09,PASS
fs,125.0,2.97,c6,fs_125c_2.97v_c6,1.67552e-09,1.64174e-09,PASS
fs,125.0,2.97,c7,fs_125c_2.97v_c7,1.74017e-09,1.70428e-09,PASS
fs,125.0,2.97,c8,fs_125c_2.97v_c8,1.79068e-09,1.75338e-09,PASS
fs,125.0,2.97,c9,fs_125c_2.97v_c9,1.85575e-09,1.81656e-09,PASS
fs,125.0,2.97,c10,fs_125c_2.97v_c10,1.91551e-09,1.87419e-09,PASS
fs,125.0,2.97,c11,fs_125c_2.97v_c11,1.98093e-09,1.93786e-09,PASS
fs,125.0,2.97,c12,fs_125c_2.97v_c12,2.03598e-09,1.99111e-09,PASS
fs,125.0,2.97,c13,fs_125c_2.97v_c13,2.10167e-09,2.05515e-09,PASS
fs,125.0,2.97,c14,fs_125c_2.97v_c14,2.16213e-09,2.11379e-09,PASS
fs,125.0,2.97,c15,fs_125c_2.97v_c15,2.22804e-09,2.17809e-09,PASS
fs,125.0,3.3,c0,fs_125c_3.30v_c0,1.22554e-09,1.20573e-09,PASS
fs,125.0,3.3,c1,fs_125c_3.30v_c1,1.28348e-09,1.26072e-09,PASS
fs,125.0,3.3,c2,fs_125c_3.30v_c2,1.33663e-09,1.31077e-09,PASS
fs,125.0,3.3,c3,fs_125c_3.30v_c3,1.39555e-09,1.36714e-09,PASS
fs,125.0,3.3,c4,fs_125c_3.30v_c4,1.445e-09,1.41404e-09,PASS
fs,125.0,3.3,c5,fs_125c_3.30v_c5,1.50463e-09,1.47144e-09,PASS
fs,125.0,3.3,c6,fs_125c_3.30v_c6,1.55945e-09,1.52385e-09,PASS
fs,125.0,3.3,c7,fs_125c_3.30v_c7,1.6196e-09,1.582e-09,PASS
fs,125.0,3.3,c8,fs_125c_3.30v_c8,1.66697e-09,1.62806e-09,PASS
fs,125.0,3.3,c9,fs_125c_3.30v_c9,1.7275e-09,1.68673e-09,PASS
fs,125.0,3.3,c10,fs_125c_3.30v_c10,1.78326e-09,1.74048e-09,PASS
fs,125.0,3.3,c11,fs_125c_3.30v_c11,1.8441e-09,1.79954e-09,PASS
fs,125.0,3.3,c12,fs_125c_3.30v_c12,1.89562e-09,1.84936e-09,PASS
fs,125.0,3.3,c13,fs_125c_3.30v_c13,1.95671e-09,1.90872e-09,PASS
fs,125.0,3.3,c14,fs_125c_3.30v_c14,2.01308e-09,1.9633e-09,PASS
fs,125.0,3.3,c15,fs_125c_3.30v_c15,2.07436e-09,2.02288e-09,PASS
fs,125.0,3.63,c0,fs_125c_3.63v_c0,1.15425e-09,1.13213e-09,PASS
fs,125.0,3.63,c1,fs_125c_3.63v_c1,1.20891e-09,1.18414e-09,PASS
fs,125.0,3.63,c2,fs_125c_3.63v_c2,1.25916e-09,1.23165e-09,PASS
fs,125.0,3.63,c3,fs_125c_3.63v_c3,1.31472e-09,1.28488e-09,PASS
fs,125.0,3.63,c4,fs_125c_3.63v_c4,1.36156e-09,1.32948e-09,PASS
fs,125.0,3.63,c5,fs_125c_3.63v_c5,1.41777e-09,1.3836e-09,PASS
fs,125.0,3.63,c6,fs_125c_3.63v_c6,1.46956e-09,1.43321e-09,PASS
fs,125.0,3.63,c7,fs_125c_3.63v_c7,1.52624e-09,1.48796e-09,PASS
fs,125.0,3.63,c8,fs_125c_3.63v_c8,1.57115e-09,1.5316e-09,PASS
fs,125.0,3.63,c9,fs_125c_3.63v_c9,1.62818e-09,1.58678e-09,PASS
fs,125.0,3.63,c10,fs_125c_3.63v_c10,1.68083e-09,1.63753e-09,PASS
fs,125.0,3.63,c11,fs_125c_3.63v_c11,1.73814e-09,1.69305e-09,PASS
fs,125.0,3.63,c12,fs_125c_3.63v_c12,1.7869e-09,1.74018e-09,PASS
