index,time_s,delta_s
698,1.737750366211e-09,6.103516e-15
699,1.737762573242e-09,1.220703e-14
700,1.737765625000e-09,3.051758e-15
701,1.737771728516e-09,6.103516e-15
702,1.737783935547e-09,1.220703e-14
703,1.737786987305e-09,3.051758e-15
704,1.737793090820e-09,6.103516e-15
705,1.737805297852e-09,1.220703e-14
706,1.737808349609e-09,3.051758e-15
707,1.737814453125e-09,6.103516e-15
708,1.737826660156e-09,1.220703e-14
709,1.737829711914e-09,3.051758e-15
710,1.737835815430e-09,6.103516e-15
711,1.737848022461e-09,1.220703e-14
712,1.737851074219e-09,3.051758e-15
713,1.737857177734e-09,6.103516e-15
714,1.737869384766e-09,1.220703e-14
715,1.737872436523e-09,3.051758e-15
716,1.737878540039e-09,6.103516e-15
717,1.737890747070e-09,1.220703e-14
718,1.737893798828e-09,3.051758e-15
719,1.737899902344e-09,6.103516e-15
720,1.737912109375e-09,1.220703e-14
721,1.737915161133e-09,3.051758e-15
722,1.737921264648e-09,6.103516e-15
723,1.737933471680e-09,1.220703e-14
724,1.737936523438e-09,3.051758e-15
725,1.737942626953e-09,6.103516e-15
726,1.737954833984e-09,1.220703e-14
727,1.737957885742e-09,3.051758e-15
728,1.737963989258e-09,6.103516e-15
729,1.737976196289e-09,1.220703e-14
730,1.737979248047e-09,3.051758e-15
731,1.737985351563e-09,6.103516e-15
732,1.737997558594e-09,1.220703e-14
733,1.738000610352e-09,3.051758e-15
734,1.738006713867e-09,6.103516e-15
735,1.738018920898e-09,1.220703e-14
736,1.738021972656e-09,3.051758e-15
737,1.738028076172e-09,6.103516e-15
738,1.738040283203e-09,1.220703e-14
739,1.738043334961e-09,3.051758e-15
740,1.738049438477e-09,6.103516e-15
741,1.738061645508e-09,1.220703e-14
742,1.738064697266e-09,3.051758e-15
743,1.738070800781e-09,6.103516e-15
744,1.738083007813e-09,1.220703e-14
745,1.738086059570e-09,3.051758e-15
746,1.738092163086e-09,6.103516e-15
747,1.738104370117e-09,1.220703e-14
748,1.738107421875e-09,3.051758e-15
749,1.738113525391e-09,6.103516e-15
750,1.738125732422e-09,1.220703e-14
751,1.738128784180e-09,3.051758e-15
752,1.738134887695e-09,6.103516e-15
753,1.738147094727e-09,1.220703e-14
754,1.738150146484e-09,3.051758e-15
755,1.738156250000e-09,6.103516e-15
756,1.738168457031e-09,1.220703e-14
757,1.738171508789e-09,3.051758e-15
758,1.738177612305e-09,6.103516e-15
759,1.738189819336e-09,1.220703e-14
760,1.738192871094e-09,3.051758e-15
761,1.738198974609e-09,6.103516e-15
762,1.738211181641e-09,1.220703e-14
763,1.738214233398e-09,3.051758e-15
764,1.738220336914e-09,6.103516e-15
765,1.738232543945e-09,1.220703e-14
766,1.738235595703e-09,3.051758e-15
767,1.738241699219e-09,6.103516e-15
768,1.738253906250e-09,1.220703e-14
769,1.738256958008e-09,3.051758e-15
770,1.738263061523e-09,6.103516e-15
771,1.738275268555e-09,1.220703e-14
772,1.738278320313e-09,3.051758e-15
773,1.738284423828e-09,6.103516e-15
774,1.738296630859e-09,1.220703e-14
775,1.738299682617e-09,3.051758e-15
776,1.738305786133e-09,6.103516e-15
777,1.738317993164e-09,1.220703e-14
778,1.738321044922e-09,3.051758e-15
779,1.738327148438e-09,6.103516e-15
780,1.738339355469e-09,1.220703e-14
781,1.738342407227e-09,3.051758e-15
782,1.738348510742e-09,6.103516e-15
783,1.738360717773e-09,1.220703e-14
784,1.738363769531e-09,3.051758e-15
785,1.738369873047e-09,6.103516e-15
786,1.738382080078e-09,1.220703e-14
787,1.738385131836e-09,3.051758e-15
788,1.738391235352e-09,6.103516e-15
789,1.738403442383e-09,1.220703e-14
790,1.738406494141e-09,3.051758e-15
791,1.738412597656e-09,6.103516e-15
792,1.738424804688e-09,1.220703e-14
793,1.738427856445e-09,3.051758e-15
794,1.738433959961e-09,6.103516e-15
795,1.738446166992e-09,1.220703e-14
796,1.738449218750e-09,3.051758e-15
797,1.738455322266e-09,6.103516e-15
798,1.738467529297e-09,1.220703e-14
799,1.738470581055e-09,3.051758e-15
800,1.738476684570e-09,6.103516e-15
801,1.738488891602e-09,1.220703e-14
802,1.738491943359e-09,3.051758e-15
803,1.738498046875e-09,6.103516e-15
804,1.738510253906e-09,1.220703e-14
805,1.738513305664e-09,3.051758e-15
806,1.738519409180e-09,6.103516e-15
807,1.738531616211e-09,1.220703e-14
808,1.738534667969e-09,3.051758e-15
809,1.738540771484e-09,6.103516e-15
810,1.738552978516e-09,1.220703e-14
811,1.738556030273e-09,3.051758e-15
812,1.738562133789e-09,6.103516e-15
813,1.738574340820e-09,1.220703e-14
814,1.738577392578e-09,3.051758e-15
815,1.738583496094e-09,6.103516e-15
816,1.738595703125e-09,1.220703e-14
817,1.738598754883e-09,3.051758e-15
818,1.738604858398e-09,6.103516e-15
819,1.738617065430e-09,1.220703e-14
820,1.738620117188e-09,3.051758e-15
821,1.738626220703e-09,6.103516e-15
822,1.738638427734e-09,1.220703e-14
823,1.738641479492e-09,3.051758e-15
824,1.738647583008e-09,6.103516e-15
825,1.738659790039e-09,1.220703e-14
826,1.738662841797e-09,3.051758e-15
827,1.738668945313e-09,6.103516e-15
828,1.738681152344e-09,1.220703e-14
829,1.738684204102e-09,3.051758e-15
830,1.738690307617e-09,6.103516e-15
831,1.738702514648e-09,1.220703e-14
832,1.738705566406e-09,3.051758e-15
833,1.738711669922e-09,6.103516e-15
834,1.738723876953e-09,1.220703e-14
835,1.738726928711e-09,3.051758e-15
836,1.738733032227e-09,6.103516e-15
837,1.738745239258e-09,1.220703e-14
838,1.738748291016e-09,3.051758e-15
839,1.738754394531e-09,6.103516e-15
840,1.738766601563e-09,1.220703e-14
841,1.738769653320e-09,3.051758e-15
842,1.738775756836e-09,6.103516e-15
843,1.738787963867e-09,1.220703e-14
844,1.738791015625e-09,3.051758e-15
845,1.738797119141e-09,6.103516e-15
846,1.738809326172e-09,1.220703e-14
847,1.738812377930e-09,3.051758e-15
848,1.738818481445e-09,6.103516e-15
849,1.738830688477e-09,1.220703e-14
850,1.738833740234e-09,3.051758e-15
851,1.738839843750e-09,6.103516e-15
852,1.738852050781e-09,1.220703e-14
853,1.738855102539e-09,3.051758e-15
854,1.738861206055e-09,6.103516e-15
855,1.738873413086e-09,1.220703e-14
856,1.738876464844e-09,3.051758e-15
857,1.738882568359e-09,6.103516e-15
858,1.738894775391e-09,1.220703e-14
859,1.738897827148e-09,3.051758e-15
860,1.738903930664e-09,6.103516e-15
861,1.738916137695e-09,1.220703e-14
862,1.738919189453e-09,3.051758e-15
863,1.738925292969e-09,6.103516e-15
864,1.738937500000e-09,1.220703e-14
865,1.738940551758e-09,3.051758e-15
866,1.738946655273e-09,6.103516e-15
867,1.738958862305e-09,1.220703e-14
868,1.738961914063e-09,3.051758e-15
869,1.738968017578e-09,6.103516e-15
870,1.738980224609e-09,1.220703e-14
871,1.738983276367e-09,3.051758e-15
872,1.738989379883e-09,6.103516e-15
873,1.739001586914e-09,1.220703e-14
874,1.739004638672e-09,3.051758e-15
875,1.739010742188e-09,6.103516e-15
876,1.739022949219e-09,1.220703e-14
877,1.739026000977e-09,3.051758e-15
878,1.739032104492e-09,6.103516e-15
879,1.739044311523e-09,1.220703e-14
880,1.739047363281e-09,3.051758e-15
881,1.739053466797e-09,6.103516e-15
882,1.739065673828e-09,1.220703e-14
883,1.739068725586e-09,3.051758e-15
884,1.739074829102e-09,6.103516e-15
885,1.739087036133e-09,1.220703e-14
886,1.739090087891e-09,3.051758e-15
887,1.739096191406e-09,6.103516e-15
888,1.739108398438e-09,1.220703e-14
889,1.739111450195e-09,3.051758e-15
890,1.739117553711e-09,6.103516e-15
891,1.739129760742e-09,1.220703e-14
892,1.739132812500e-09,3.051758e-15
893,1.739138916016e-09,6.103516e-15
894,1.739151123047e-09,1.220703e-14
895,1.739154174805e-09,3.051758e-15
896,1.739160278320e-09,6.103516e-15
897,1.739172485352e-09,1.220703e-14
898,1.739175537109e-09,3.051758e-15
899,1.739181640625e-09,6.103516e-15
900,1.739193847656e-09,1.220703e-14
901,1.739196899414e-09,3.051758e-15
902,1.739203002930e-09,6.103516e-15
903,1.739215209961e-09,1.220703e-14
904,1.739218261719e-09,3.051758e-15
905,1.739224365234e-09,6.103516e-15
906,1.739236572266e-09,1.220703e-14
907,1.739239624023e-09,3.051758e-15
908,1.739245727539e-09,6.103516e-15
909,1.739257934570e-09,1.220703e-14
910,1.739260986328e-09,3.051758e-15
911,1.739267089844e-09,6.103516e-15
912,1.739279296875e-09,1.220703e-14
913,1.739282348633e-09,3.051758e-15
914,1.739288452148e-09,6.103516e-15
915,1.739300659180e-09,1.220703e-14
916,1.739303710938e-09,3.051758e-15
917,1.739309814453e-09,6.103516e-15
918,1.739322021484e-09,1.220703e-14
919,1.739325073242e-09,3.051758e-15
920,1.739331176758e-09,6.103516e-15
921,1.739343383789e-09,1.220703e-14
922,1.739346435547e-09,3.051758e-15
923,1.739352539063e-09,6.103516e-15
924,1.739364746094e-09,1.220703e-14
925,1.739367797852e-09,3.051758e-15
926,1.739373901367e-09,6.103516e-15
927,1.739386108398e-09,1.220703e-14
928,1.739389160156e-09,3.051758e-15
929,1.739395263672e-09,6.103516e-15
930,1.739407470703e-09,1.220703e-14
931,1.739410522461e-09,3.051758e-15
932,1.739416625977e-09,6.103516e-15
933,1.739428833008e-09,1.220703e-14
934,1.739431884766e-09,3.051758e-15
935,1.739437988281e-09,6.103516e-15
936,1.739450195313e-09,1.220703e-14
937,1.739453247070e-09,3.051758e-15
938,1.739459350586e-09,6.103516e-15
939,1.739471557617e-09,1.220703e-14
940,1.739474609375e-09,3.051758e-15
941,1.739480712891e-09,6.103516e-15
942,1.739492919922e-09,1.220703e-14
943,1.739495971680e-09,3.051758e-15
944,1.739502075195e-09,6.103516e-15
945,1.739514282227e-09,1.220703e-14
946,1.739517333984e-09,3.051758e-15
947,1.739523437500e-09,6.103516e-15
948,1.739535644531e-09,1.220703e-14
949,1.739538696289e-09,3.051758e-15
950,1.739544799805e-09,6.103516e-15
951,1.739557006836e-09,1.220703e-14
952,1.739560058594e-09,3.051758e-15
953,1.739566162109e-09,6.103516e-15
954,1.739578369141e-09,1.220703e-14
955,1.739581420898e-09,3.051758e-15
956,1.739587524414e-09,6.103516e-15
957,1.739599731445e-09,1.220703e-14
958,1.739602783203e-09,3.051758e-15
959,1.739608886719e-09,6.103516e-15
960,1.739621093750e-09,1.220703e-14
961,1.739624145508e-09,3.051758e-15
962,1.739630249023e-09,6.103516e-15
963,1.739642456055e-09,1.220703e-14
964,1.739645507813e-09,3.051758e-15
965,1.739651611328e-09,6.103516e-15
966,1.739663818359e-09,1.220703e-14
967,1.739666870117e-09,3.051758e-15
968,1.739672973633e-09,6.103516e-15
969,1.739685180664e-09,1.220703e-14
970,1.739688232422e-09,3.051758e-15
971,1.739694335938e-09,6.103516e-15
972,1.739706542969e-09,1.220703e-14
973,1.739709594727e-09,3.051758e-15
974,1.739715698242e-09,6.103516e-15
975,1.739727905273e-09,1.220703e-14
976,1.739730957031e-09,3.051758e-15
977,1.739737060547e-09,6.103516e-15
978,1.739749267578e-09,1.220703e-14
979,1.739752319336e-09,3.051758e-15
980,1.739758422852e-09,6.103516e-15
981,1.739770629883e-09,1.220703e-14
982,1.739773681641e-09,3.051758e-15
983,1.739779785156e-09,6.103516e-15
984,1.739791992188e-09,1.220703e-14
985,1.739795043945e-09,3.051758e-15
986,1.739801147461e-09,6.103516e-15
987,1.739813354492e-09,1.220703e-14
988,1.739816406250e-09,3.051758e-15
989,1.739822509766e-09,6.103516e-15
990,1.739834716797e-09,1.220703e-14
991,1.739837768555e-09,3.051758e-15
992,1.739843872070e-09,6.103516e-15
993,1.739856079102e-09,1.220703e-14
994,1.739859130859e-09,3.051758e-15
995,1.739865234375e-09,6.103516e-15
996,1.739877441406e-09,1.220703e-14
997,1.739880493164e-09,3.051758e-15
998,1.739886596680e-09,6.103516e-15
999,1.739898803711e-09,1.220703e-14
1000,1.739901855469e-09,3.051758e-15
1001,1.739907958984e-09,6.103516e-15
1002,1.739920166016e-09,1.220703e-14
1003,1.739923217773e-09,3.051758e-15
1004,1.739929321289e-09,6.103516e-15
1005,1.739941528320e-09,1.220703e-14
1006,1.739944580078e-09,3.051758e-15
1007,1.739950683594e-09,6.103516e-15
1008,1.739962890625e-09,1.220703e-14
1009,1.739965942383e-09,3.051758e-15
1010,1.739972045898e-09,6.103516e-15
1011,1.739984252930e-09,1.220703e-14
1012,1.739987304688e-09,3.051758e-15
1013,1.739993408203e-09,6.103516e-15
1014,1.740005615234e-09,1.220703e-14
1015,1.740008666992e-09,3.051758e-15
1016,1.740014770508e-09,6.103516e-15
1017,1.740026977539e-09,1.220703e-14
1018,1.740030029297e-09,3.051758e-15
1019,1.740036132813e-09,6.103516e-15
1020,1.740048339844e-09,1.220703e-14
1021,1.740051391602e-09,3.051758e-15
1022,1.740057495117e-09,6.103516e-15
1023,1.740069702148e-09,1.220703e-14
1024,1.740072753906e-09,3.051758e-15
1025,1.740078857422e-09,6.103516e-15
1026,1.740091064453e-09,1.220703e-14
1027,1.740094116211e-09,3.051758e-15
1028,1.740100219727e-09,6.103516e-15
1029,1.740112426758e-09,1.220703e-14
1030,1.740115478516e-09,3.051758e-15
1031,1.740121582031e-09,6.103516e-15
1032,1.740133789063e-09,1.220703e-14
1033,1.740136840820e-09,3.051758e-15
1034,1.740142944336e-09,6.103516e-15
1035,1.740155151367e-09,1.220703e-14
1036,1.740158203125e-09,3.051758e-15
1037,1.740164306641e-09,6.103516e-15
1038,1.740176513672e-09,1.220703e-14
1039,1.740179565430e-09,3.051758e-15
1040,1.740185668945e-09,6.103516e-15
1041,1.740197875977e-09,1.220703e-14
1042,1.740200927734e-09,3.051758e-15
1043,1.740207031250e-09,6.103516e-15
1044,1.740219238281e-09,1.220703e-14
1045,1.740222290039e-09,3.051758e-15
1046,1.740228393555e-09,6.103516e-15
1047,1.740240600586e-09,1.220703e-14
1048,1.740243652344e-09,3.051758e-15
1049,1.740249755859e-09,6.103516e-15
1050,1.740261962891e-09,1.220703e-14
1051,1.740265014648e-09,3.051758e-15
1052,1.740271118164e-09,6.103516e-15
1053,1.740283325195e-09,1.220703e-14
1054,1.740286376953e-09,3.051758e-15
1055,1.740292480469e-09,6.103516e-15
1056,1.740304687500e-09,1.220703e-14
1057,1.740307739258e-09,3.051758e-15
1058,1.740313842773e-09,6.103516e-15
1059,1.740326049805e-09,1.220703e-14
1060,1.740329101563e-09,3.051758e-15
1061,1.740335205078e-09,6.103516e-15
1062,1.740347412109e-09,1.220703e-14
1063,1.740350463867e-09,3.051758e-15
1064,1.740356567383e-09,6.103516e-15
1065,1.740368774414e-09,1.220703e-14
1066,1.740371826172e-09,3.051758e-15
1067,1.740377929688e-09,6.103516e-15
1068,1.740390136719e-09,1.220703e-14
1069,1.740393188477e-09,3.051758e-15
1070,1.740399291992e-09,6.103516e-15
1071,1.740411499023e-09,1.220703e-14
1072,1.740414550781e-09,3.051758e-15
1073,1.740420654297e-09,6.103516e-15
1074,1.740432861328e-09,1.220703e-14
1075,1.740435913086e-09,3.051758e-15
1076,1.740442016602e-09,6.103516e-15
1077,1.740454223633e-09,1.220703e-14
1078,1.740457275391e-09,3.051758e-15
1079,1.740463378906e-09,6.103516e-15
1080,1.740475585938e-09,1.220703e-14
1081,1.740478637695e-09,3.051758e-15
1082,1.740484741211e-09,6.103516e-15
1083,1.740496948242e-09,1.220703e-14
1084,1.740500000000e-09,3.051758e-15
1085,1.740506103516e-09,6.103516e-15
1086,1.740518310547e-09,1.220703e-14
1087,1.740521362305e-09,3.051758e-15
1088,1.740527465820e-09,6.103516e-15
1089,1.740539672852e-09,1.220703e-14
1090,1.740542724609e-09,3.051758e-15
1091,1.740548828125e-09,6.103516e-15
1092,1.740561035156e-09,1.220703e-14
1093,1.740564086914e-09,3.051758e-15
1094,1.740570190430e-09,6.103516e-15
1095,1.740582397461e-09,1.220703e-14
1096,1.740585449219e-09,3.051758e-15
1097,1.740591552734e-09,6.103516e-15
1098,1.740603759766e-09,1.220703e-14
1099,1.740606811523e-09,3.051758e-15
1100,1.740612915039e-09,6.103516e-15
1101,1.740625122070e-09,1.220703e-14
1102,1.740628173828e-09,3.051758e-15
1103,1.740634277344e-09,6.103516e-15
1104,1.740646484375e-09,1.220703e-14
1105,1.740649536133e-09,3.051758e-15
1106,1.740655639648e-09,6.103516e-15
1107,1.740667846680e-09,1.220703e-14
1108,1.740670898438e-09,3.051758e-15
1109,1.740677001953e-09,6.103516e-15
1110,1.740689208984e-09,1.220703e-14
1111,1.740692260742e-09,3.051758e-15
1112,1.740698364258e-09,6.103516e-15
1113,1.740710571289e-09,1.220703e-14
1114,1.740713623047e-09,3.051758e-15
1115,1.740719726563e-09,6.103516e-15
1116,1.740731933594e-09,1.220703e-14
1117,1.740734985352e-09,3.051758e-15
1118,1.740741088867e-09,6.103516e-15
1119,1.740753295898e-09,1.220703e-14
1120,1.740756347656e-09,3.051758e-15
1121,1.740762451172e-09,6.103516e-15
1122,1.740774658203e-09,1.220703e-14
1123,1.740777709961e-09,3.051758e-15
1124,1.740783813477e-09,6.103516e-15
1125,1.740796020508e-09,1.220703e-14
1126,1.740799072266e-09,3.051758e-15
1127,1.740805175781e-09,6.103516e-15
1128,1.740817382813e-09,1.220703e-14
1129,1.740820434570e-09,3.051758e-15
1130,1.740826538086e-09,6.103516e-15
1131,1.740838745117e-09,1.220703e-14
1132,1.740841796875e-09,3.051758e-15
1133,1.740847900391e-09,6.103516e-15
1134,1.740860107422e-09,1.220703e-14
1135,1.740863159180e-09,3.051758e-15
1136,1.740869262695e-09,6.103516e-15
1137,1.740881469727e-09,1.220703e-14
1138,1.740884521484e-09,3.051758e-15
1139,1.740890625000e-09,6.103516e-15
1140,1.740902832031e-09,1.220703e-14
1141,1.740905883789e-09,3.051758e-15
1142,1.740911987305e-09,6.103516e-15
1143,1.740924194336e-09,1.220703e-14
1144,1.740927246094e-09,3.051758e-15
1145,1.740933349609e-09,6.103516e-15
1146,1.740945556641e-09,1.220703e-14
1147,1.740948608398e-09,3.051758e-15
1148,1.740954711914e-09,6.103516e-15
1149,1.740966918945e-09,1.220703e-14
1150,1.740969970703e-09,3.051758e-15
1151,1.740976074219e-09,6.103516e-15
1152,1.740988281250e-09,1.220703e-14
1153,1.740991333008e-09,3.051758e-15
1154,1.740997436523e-09,6.103516e-15
1155,1.741009643555e-09,1.220703e-14
1156,1.741012695313e-09,3.051758e-15
1157,1.741018798828e-09,6.103516e-15
1158,1.741031005859e-09,1.220703e-14
1159,1.741034057617e-09,3.051758e-15
1160,1.741040161133e-09,6.103516e-15
1161,1.741052368164e-09,1.220703e-14
1162,1.741055419922e-09,3.051758e-15
1163,1.741061523438e-09,6.103516e-15
1164,1.741073730469e-09,1.220703e-14
1165,1.741076782227e-09,3.051758e-15
1166,1.741082885742e-09,6.103516e-15
1167,1.741095092773e-09,1.220703e-14
1168,1.741098144531e-09,3.051758e-15
1169,1.741104248047e-09,6.103516e-15
1170,1.741116455078e-09,1.220703e-14
1171,1.741119506836e-09,3.051758e-15
1172,1.741125610352e-09,6.103516e-15
1173,1.741137817383e-09,1.220703e-14
1174,1.741140869141e-09,3.051758e-15
1175,1.741146972656e-09,6.103516e-15
1176,1.741159179688e-09,1.220703e-14
1177,1.741162231445e-09,3.051758e-15
1178,1.741168334961e-09,6.103516e-15
1179,1.741180541992e-09,1.220703e-14
1180,1.741183593750e-09,3.051758e-15
1181,1.741189697266e-09,6.103516e-15
1182,1.741201904297e-09,1.220703e-14
1183,1.741204956055e-09,3.051758e-15
1184,1.741211059570e-09,6.103516e-15
1185,1.741223266602e-09,1.220703e-14
1186,1.741226318359e-09,3.051758e-15
1187,1.741232421875e-09,6.103516e-15
1188,1.741244628906e-09,1.220703e-14
1189,1.741247680664e-09,3.051758e-15
1190,1.741253784180e-09,6.103516e-15
1191,1.741265991211e-09,1.220703e-14
1192,1.741269042969e-09,3.051758e-15
1193,1.741275146484e-09,6.103516e-15
1194,1.741287353516e-09,1.220703e-14
1195,1.741290405273e-09,3.051758e-15
1196,1.741296508789e-09,6.103516e-15
1197,1.741308715820e-09,1.220703e-14
1198,1.741311767578e-09,3.051758e-15
1199,1.741317871094e-09,6.103516e-15
1200,1.741330078125e-09,1.220703e-14
1201,1.741333129883e-09,3.051758e-15
1202,1.741339233398e-09,6.103516e-15
1203,1.741351440430e-09,1.220703e-14
1204,1.741354492188e-09,3.051758e-15
1205,1.741360595703e-09,6.103516e-15
1206,1.741372802734e-09,1.220703e-14
1207,1.741375854492e-09,3.051758e-15
1208,1.741381958008e-09,6.103516e-15
1209,1.741394165039e-09,1.220703e-14
1210,1.741397216797e-09,3.051758e-15
1211,1.741403320313e-09,6.103516e-15
1212,1.741415527344e-09,1.220703e-14
1213,1.741418579102e-09,3.051758e-15
1214,1.741424682617e-09,6.103516e-15
1215,1.741436889648e-09,1.220703e-14
1216,1.741439941406e-09,3.051758e-15
1217,1.741446044922e-09,6.103516e-15
1218,1.741458251953e-09,1.220703e-14
1219,1.741461303711e-09,3.051758e-15
1220,1.741467407227e-09,6.103516e-15
1221,1.741479614258e-09,1.220703e-14
1222,1.741482666016e-09,3.051758e-15
1223,1.741488769531e-09,6.103516e-15
1224,1.741500976563e-09,1.220703e-14
1225,1.741504028320e-09,3.051758e-15
1226,1.741510131836e-09,6.103516e-15
1227,1.741522338867e-09,1.220703e-14
1228,1.741525390625e-09,3.051758e-15
1229,1.741531494141e-09,6.103516e-15
1230,1.741543701172e-09,1.220703e-14
1231,1.741546752930e-09,3.051758e-15
1232,1.741552856445e-09,6.103516e-15
1233,1.741565063477e-09,1.220703e-14
1234,1.741568115234e-09,3.051758e-15
1235,1.741574218750e-09,6.103516e-15
1236,1.741586425781e-09,1.220703e-14
1237,1.741589477539e-09,3.051758e-15
1238,1.741595581055e-09,6.103516e-15
1239,1.741607788086e-09,1.220703e-14
1240,1.741610839844e-09,3.051758e-15
1241,1.741616943359e-09,6.103516e-15
1242,1.741629150391e-09,1.220703e-14
1243,1.741632202148e-09,3.051758e-15
1244,1.741638305664e-09,6.103516e-15
1245,1.741650512695e-09,1.220703e-14
1246,1.741653564453e-09,3.051758e-15
1247,1.741659667969e-09,6.103516e-15
1248,1.741671875000e-09,1.220703e-14
1249,1.741674926758e-09,3.051758e-15
1250,1.741681030273e-09,6.103516e-15
1251,1.741693237305e-09,1.220703e-14
1252,1.741696289063e-09,3.051758e-15
1253,1.741702392578e-09,6.103516e-15
1254,1.741714599609e-09,1.220703e-14
1255,1.741717651367e-09,3.051758e-15
1256,1.741723754883e-09,6.103516e-15
1257,1.741735961914e-09,1.220703e-14
1258,1.741739013672e-09,3.051758e-15
1259,1.741745117188e-09,6.103516e-15
1260,1.741757324219e-09,1.220703e-14
1261,1.741760375977e-09,3.051758e-15
1262,1.741766479492e-09,6.103516e-15
1263,1.741778686523e-09,1.220703e-14
1264,1.741781738281e-09,3.051758e-15
1265,1.741787841797e-09,6.103516e-15
1266,1.741800048828e-09,1.220703e-14
1267,1.741803100586e-09,3.051758e-15
1268,1.741809204102e-09,6.103516e-15
1269,1.741821411133e-09,1.220703e-14
1270,1.741824462891e-09,3.051758e-15
1271,1.741830566406e-09,6.103516e-15
1272,1.741842773438e-09,1.220703e-14
1273,1.741845825195e-09,3.051758e-15
1274,1.741851928711e-09,6.103516e-15
1275,1.741864135742e-09,1.220703e-14
1276,1.741867187500e-09,3.051758e-15
1277,1.741873291016e-09,6.103516e-15
1278,1.741885498047e-09,1.220703e-14
1279,1.741888549805e-09,3.051758e-15
1280,1.741894653320e-09,6.103516e-15
1281,1.741906860352e-09,1.220703e-14
1282,1.741909912109e-09,3.051758e-15
1283,1.741916015625e-09,6.103516e-15
1284,1.741928222656e-09,1.220703e-14
1285,1.741931274414e-09,3.051758e-15
1286,1.741937377930e-09,6.103516e-15
1287,1.741949584961e-09,1.220703e-14
1288,1.741952636719e-09,3.051758e-15
1289,1.741958740234e-09,6.103516e-15
1290,1.741970947266e-09,1.220703e-14
1291,1.741973999023e-09,3.051758e-15
1292,1.741980102539e-09,6.103516e-15
1293,1.741992309570e-09,1.220703e-14
1294,1.741995361328e-09,3.051758e-15
1295,1.742001464844e-09,6.103516e-15
1296,1.742013671875e-09,1.220703e-14
1297,1.742016723633e-09,3.051758e-15
1298,1.742022827148e-09,6.103516e-15
1299,1.742035034180e-09,1.220703e-14
1300,1.742038085938e-09,3.051758e-15
1301,1.742044189453e-09,6.103516e-15
1302,1.742056396484e-09,1.220703e-14
1303,1.742059448242e-09,3.051758e-15
1304,1.742065551758e-09,6.103516e-15
1305,1.742077758789e-09,1.220703e-14
1306,1.742080810547e-09,3.051758e-15
1307,1.742086914063e-09,6.103516e-15
1308,1.742099121094e-09,1.220703e-14
1309,1.742102172852e-09,3.051758e-15
1310,1.742108276367e-09,6.103516e-15
1311,1.742120483398e-09,1.220703e-14
1312,1.742123535156e-09,3.051758e-15
1313,1.742129638672e-09,6.103516e-15
1314,1.742141845703e-09,1.220703e-14
1315,1.742144897461e-09,3.051758e-15
1316,1.742151000977e-09,6.103516e-15
1317,1.742163208008e-09,1.220703e-14
1318,1.742166259766e-09,3.051758e-15
1319,1.742172363281e-09,6.103516e-15
1320,1.742184570313e-09,1.220703e-14
1321,1.742187622070e-09,3.051758e-15
1322,1.742193725586e-09,6.103516e-15
1323,1.742205932617e-09,1.220703e-14
1324,1.742208984375e-09,3.051758e-15
1325,1.742215087891e-09,6.103516e-15
1326,1.742227294922e-09,1.220703e-14
1327,1.742230346680e-09,3.051758e-15
1328,1.742236450195e-09,6.103516e-15
1329,1.742248657227e-09,1.220703e-14
1330,1.742251708984e-09,3.051758e-15
1331,1.742257812500e-09,6.103516e-15
1332,1.742270019531e-09,1.220703e-14
1333,1.742273071289e-09,3.051758e-15
1334,1.742279174805e-09,6.103516e-15
1335,1.742291381836e-09,1.220703e-14
1336,1.742294433594e-09,3.051758e-15
1337,1.742300537109e-09,6.103516e-15
1338,1.742312744141e-09,1.220703e-14
1339,1.742315795898e-09,3.051758e-15
1340,1.742321899414e-09,6.103516e-15
1341,1.742334106445e-09,1.220703e-14
1342,1.742337158203e-09,3.051758e-15
1343,1.742343261719e-09,6.103516e-15
1344,1.742355468750e-09,1.220703e-14
1345,1.742358520508e-09,3.051758e-15
1346,1.742364624023e-09,6.103516e-15
1347,1.742376831055e-09,1.220703e-14
1348,1.742379882813e-09,3.051758e-15
1349,1.742385986328e-09,6.103516e-15
1350,1.742398193359e-09,1.220703e-14
1351,1.742401245117e-09,3.051758e-15
1352,1.742407348633e-09,6.103516e-15
1353,1.742419555664e-09,1.220703e-14
1354,1.742422607422e-09,3.051758e-15
1355,1.742428710938e-09,6.103516e-15
1356,1.742440917969e-09,1.220703e-14
1357,1.742443969727e-09,3.051758e-15
1358,1.742450073242e-09,6.103516e-15
1359,1.742462280273e-09,1.220703e-14
1360,1.742465332031e-09,3.051758e-15
1361,1.742471435547e-09,6.103516e-15
1362,1.742483642578e-09,1.220703e-14
1363,1.742486694336e-09,3.051758e-15
1364,1.742492797852e-09,6.103516e-15
1365,1.742505004883e-09,1.220703e-14
1366,1.742508056641e-09,3.051758e-15
1367,1.742514160156e-09,6.103516e-15
1368,1.742526367188e-09,1.220703e-14
1369,1.742529418945e-09,3.051758e-15
1370,1.742535522461e-09,6.103516e-15
1371,1.742547729492e-09,1.220703e-14
1372,1.742550781250e-09,3.051758e-15
1373,1.742556884766e-09,6.103516e-15
1374,1.742569091797e-09,1.220703e-14
1375,1.742572143555e-09,3.051758e-15
1376,1.742578247070e-09,6.103516e-15
1377,1.742590454102e-09,1.220703e-14
