bundle,res_sec,moscap_sec,mimcap_sec,temp_c,vctrl_v,r_ohm,c1_f,c2_f,pm_min_deg,at_fref_hz,at_ndiv,at_trim_units,at_fc_hz
rss-mss-xtyp,ss,ss,typical,-40,1.35,93351.3,1.32408e-10,2.01273e-12,36.48,2.5e+07,6,4,1.13513e+06
rss-mss-xtyp,ss,ss,typical,-40,1.8,93351.3,1.32819e-10,2.01273e-12,36.48,2.5e+07,6,4,1.13514e+06
rss-mss-xtyp,ss,ss,typical,-40,2.25,93351.5,1.32925e-10,2.01273e-12,36.48,2.5e+07,6,4,1.13514e+06
rss-mss-xtyp,ss,ss,typical,-40,2.7,93351.5,1.32952e-10,2.01273e-12,36.48,2.5e+07,6,4,1.13514e+06
rss-mss-xtyp,ss,ss,typical,27,0.9,92495.8,1.30831e-10,2.01518e-12,36.77,2.5e+07,6,4,1.13222e+06
rss-mss-xtyp,ss,ss,typical,27,1.35,92496.1,1.32408e-10,2.01518e-12,36.77,2.5e+07,6,4,1.13227e+06
rss-mss-xtyp,ss,ss,typical,27,1.8,92496.2,1.32819e-10,2.01518e-12,36.77,2.5e+07,6,4,1.13228e+06
rss-mss-xtyp,ss,ss,typical,27,2.25,92496.2,1.32925e-10,2.01518e-12,36.77,2.5e+07,6,4,1.13229e+06
rss-mss-xtyp,ss,ss,typical,27,2.7,92496.2,1.32952e-10,2.01518e-12,36.77,2.5e+07,6,4,1.13229e+06
rss-mss-xtyp,ss,ss,typical,125,0.9,92293.9,1.30831e-10,2.01694e-12,36.82,2.5e+07,6,4,1.13129e+06
rss-mss-xtyp,ss,ss,typical,125,1.35,92294.2,1.32408e-10,2.01694e-12,36.82,2.5e+07,6,4,1.13133e+06
rss-mss-xtyp,ss,ss,typical,125,1.8,92294.3,1.32819e-10,2.01694e-12,36.83,2.5e+07,6,4,1.13135e+06
rss-mss-xtyp,ss,ss,typical,125,2.25,92294.3,1.32925e-10,2.01694e-12,36.83,2.5e+07,6,4,1.13135e+06
rss-mss-xtyp,ss,ss,typical,125,2.7,92294.3,1.32952e-10,2.01694e-12,36.83,2.5e+07,6,4,1.13135e+06
rss-mtyp-xff,ss,typical,ff,-40,0.9,93354.5,1.18942e-10,1.81378e-12,38.22,2.5e+07,6,4,1.18125e+06
rss-mtyp-xff,ss,typical,ff,-40,1.35,93354.7,1.20376e-10,1.81378e-12,38.22,2.5e+07,6,4,1.1813e+06
rss-mtyp-xff,ss,typical,ff,-40,1.8,93354.8,1.2075e-10,1.81378e-12,38.23,2.5e+07,6,4,1.18131e+06
rss-mtyp-xff,ss,typical,ff,-40,2.25,93354.8,1.20846e-10,1.81378e-12,38.23,2.5e+07,6,4,1.18132e+06
rss-mtyp-xff,ss,typical,ff,-40,2.7,93354.8,1.20871e-10,1.81378e-12,38.23,2.5e+07,6,4,1.18132e+06
rss-mtyp-xff,ss,typical,ff,27,0.9,92499.3,1.18942e-10,1.81599e-12,38.52,2.5e+07,6,4,1.17801e+06
rss-mtyp-xff,ss,typical,ff,27,1.35,92499.6,1.20376e-10,1.81599e-12,38.52,2.5e+07,6,4,1.17806e+06
rss-mtyp-xff,ss,typical,ff,27,1.8,92499.7,1.2075e-10,1.81599e-12,38.52,2.5e+07,6,4,1.17807e+06
rss-mtyp-xff,ss,typical,ff,27,2.25,92499.6,1.20846e-10,1.81599e-12,38.52,2.5e+07,6,4,1.17808e+06
rss-mtyp-xff,ss,typical,ff,27,2.7,92499.7,1.20871e-10,1.81599e-12,38.52,2.5e+07,6,4,1.17808e+06
rss-mtyp-xff,ss,typical,ff,125,0.9,92297.3,1.18942e-10,1.81757e-12,38.58,2.5e+07,6,4,1.17697e+06
rss-mtyp-xff,ss,typical,ff,125,1.35,92297.6,1.20376e-10,1.81757e-12,38.58,2.5e+07,6,4,1.17703e+06
rss-mtyp-xff,ss,typical,ff,125,1.8,92297.7,1.2075e-10,1.81757e-12,38.58,2.5e+07,6,4,1.17704e+06
rss-mtyp-xff,ss,typical,ff,125,2.25,92297.7,1.20846e-10,1.81757e-12,38.58,2.5e+07,6,4,1.17704e+06
rss-mtyp-xff,ss,typical,ff,125,2.7,92297.7,1.20871e-10,1.81757e-12,38.58,2.5e+07,6,4,1.17704e+06
rss-mtyp-xss,ss,typical,ss,-40,0.9,93344.3,1.18942e-10,2.21168e-12,34.93,2.5e+07,6,4,1.09306e+06
rss-mtyp-xss,ss,typical,ss,-40,1.35,93344.7,1.20376e-10,2.21168e-12,34.93,2.5e+07,6,4,1.09311e+06
rss-mtyp-xss,ss,typical,ss,-40,1.8,93344.8,1.2075e-10,2.21168e-12,34.93,2.5e+07,6,4,1.09312e+06
rss-mtyp-xss,ss,typical,ss,-40,2.25,93344.8,1.20846e-10,2.21168e-12,34.93,2.5e+07,6,4,1.09313e+06
rss-mtyp-xss,ss,typical,ss,-40,2.7,93344.8,1.20871e-10,2.21168e-12,34.93,2.5e+07,6,4,1.09313e+06
rss-mtyp-xss,ss,typical,ss,27,0.9,92489.3,1.18942e-10,2.21438e-12,35.21,2.5e+07,6,4,1.09047e+06
rss-mtyp-xss,ss,typical,ss,27,1.35,92489.7,1.20376e-10,2.21438e-12,35.21,2.5e+07,6,4,1.09051e+06
rss-mtyp-xss,ss,typical,ss,27,1.8,92489.8,1.2075e-10,2.21438e-12,35.21,2.5e+07,6,4,1.09053e+06
rss-mtyp-xss,ss,typical,ss,27,2.25,92489.8,1.20846e-10,2.21438e-12,35.21,2.5e+07,6,4,1.09053e+06
rss-mtyp-xss,ss,typical,ss,27,2.7,92489.8,1.20871e-10,2.21438e-12,35.21,2.5e+07,6,4,1.09053e+06
rss-mtyp-xss,ss,typical,ss,125,0.9,92287.5,1.18942e-10,2.2163e-12,35.26,2.5e+07,6,4,1.08959e+06
rss-mtyp-xss,ss,typical,ss,125,1.35,92287.8,1.20376e-10,2.2163e-12,35.26,2.5e+07,6,4,1.08964e+06
rss-mtyp-xss,ss,typical,ss,125,1.8,92287.9,1.2075e-10,2.2163e-12,35.26,2.5e+07,6,4,1.08965e+06
rss-mtyp-xss,ss,typical,ss,125,2.25,92287.9,1.20846e-10,2.2163e-12,35.26,2.5e+07,6,4,1.08966e+06
rss-mtyp-xss,ss,typical,ss,125,2.7,92287.9,1.20871e-10,2.2163e-12,35.26,2.5e+07,6,4,1.08966e+06
rss-mtyp-xtyp,ss,typical,typical,-40,0.9,93349,1.18942e-10,2.01273e-12,36.47,2.5e+07,6,4,1.1347e+06
rss-mtyp-xtyp,ss,typical,typical,-40,1.35,93349.3,1.20376e-10,2.01273e-12,36.47,2.5e+07,6,4,1.13475e+06
rss-mtyp-xtyp,ss,typical,typical,-40,1.8,93349.3,1.2075e-10,2.01273e-12,36.47,2.5e+07,6,4,1.13477e+06
rss-mtyp-xtyp,ss,typical,typical,-40,2.25,93349.4,1.20846e-10,2.01273e-12,36.47,2.5e+07,6,4,1.13477e+06
rss-mtyp-xtyp,ss,typical,typical,-40,2.7,93349.4,1.20871e-10,2.01273e-12,36.47,2.5e+07,6,4,1.13477e+06
rss-mtyp-xtyp,ss,typical,typical,27,0.9,92493.9,1.18942e-10,2.01518e-12,36.75,2.5e+07,6,4,1.13184e+06
rss-mtyp-xtyp,ss,typical,typical,27,1.35,92494.3,1.20376e-10,2.01518e-12,36.75,2.5e+07,6,4,1.13189e+06
rss-mtyp-xtyp,ss,typical,typical,27,1.8,92494.3,1.2075e-10,2.01518e-12,36.75,2.5e+07,6,4,1.13191e+06
rss-mtyp-xtyp,ss,typical,typical,27,2.25,92494.3,1.20846e-10,2.01518e-12,36.75,2.5e+07,6,4,1.13191e+06
rss-mtyp-xtyp,ss,typical,typical,27,2.7,92494.3,1.20871e-10,2.01518e-12,36.75,2.5e+07,6,4,1.13191e+06
rss-mtyp-xtyp,ss,typical,typical,125,0.9,92292,1.18942e-10,2.01694e-12,36.81,2.5e+07,6,4,1.13091e+06
rss-mtyp-xtyp,ss,typical,typical,125,1.35,92292.3,1.20376e-10,2.01694e-12,36.81,2.5e+07,6,4,1.13096e+06
rss-mtyp-xtyp,ss,typical,typical,125,1.8,92292.4,1.2075e-10,2.01694e-12,36.81,2.5e+07,6,4,1.13097e+06
rss-mtyp-xtyp,ss,typical,typical,125,2.25,92292.4,1.20846e-10,2.01694e-12,36.81,2.5e+07,6,4,1.13097e+06
rss-mtyp-xtyp,ss,typical,typical,125,2.7,92292.5,1.20871e-10,2.01694e-12,36.81,2.5e+07,6,4,1.13097e+06
rtyp-mff-xff,typical,ff,ff,-40,0.9,77824.2,1.07054e-10,1.81446e-12,31.94,1e+06,32,1,12197.9
rtyp-mff-xff,typical,ff,ff,-40,1.35,77824.5,1.08344e-10,1.81446e-12,32.13,1e+06,32,1,12138.8
rtyp-mff-xff,typical,ff,ff,-40,1.8,77824.5,1.08681e-10,1.81446e-12,32.18,1e+06,32,1,12123.6
rtyp-mff-xff,typical,ff,ff,-40,2.25,77824.5,1.08767e-10,1.81446e-12,32.19,1e+06,32,1,12119.7
rtyp-mff-xff,typical,ff,ff,-40,2.7,77824.5,1.08789e-10,1.81446e-12,32.19,1e+06,32,1,12118.7
rtyp-mff-xff,typical,ff,ff,27,0.9,77107.6,1.07054e-10,1.81666e-12,31.67,1e+06,32,1,12178.9
rtyp-mff-xff,typical,ff,ff,27,1.35,77107.9,1.08344e-10,1.81666e-12,31.85,1e+06,32,1,12119.6
rtyp-mff-xff,typical,ff,ff,27,1.8,77108,1.08681e-10,1.81666e-12,31.90,1e+06,32,1,12104.3
rtyp-mff-xff,typical,ff,ff,27,2.25,77108,1.08767e-10,1.81666e-12,31.92,1e+06,32,1,12100.4
rtyp-mff-xff,typical,ff,ff,27,2.7,77107.9,1.08789e-10,1.81666e-12,31.92,1e+06,32,1,12099.4
rtyp-mff-xff,typical,ff,ff,125,0.9,76933.8,1.07054e-10,1.81824e-12,31.60,1e+06,32,1,12174.2
rtyp-mff-xff,typical,ff,ff,125,1.35,76934.1,1.08344e-10,1.81824e-12,31.79,1e+06,32,1,12114.9
rtyp-mff-xff,typical,ff,ff,125,1.8,76934.2,1.08681e-10,1.81824e-12,31.84,1e+06,32,1,12099.6
rtyp-mff-xff,typical,ff,ff,125,2.25,76934.2,1.08767e-10,1.81824e-12,31.85,1e+06,32,1,12095.7
rtyp-mff-xff,typical,ff,ff,125,2.7,76934.2,1.08789e-10,1.81824e-12,31.85,1e+06,32,1,12094.7
rtyp-mff-xss,typical,ff,ss,-40,0.9,77818.5,1.07054e-10,2.21235e-12,31.76,1e+06,32,1,12171.8
rtyp-mff-xss,typical,ff,ss,-40,1.35,77818.7,1.08344e-10,2.21235e-12,31.95,1e+06,32,1,12113
rtyp-mff-xss,typical,ff,ss,-40,1.8,77818.8,1.08681e-10,2.21235e-12,31.99,1e+06,32,1,12097.8
rtyp-mff-xss,typical,ff,ss,-40,2.25,77818.8,1.08767e-10,2.21235e-12,32.01,1e+06,32,1,12093.9
rtyp-mff-xss,typical,ff,ss,-40,2.7,77818.8,1.08789e-10,2.21235e-12,32.01,1e+06,32,1,12092.9
rtyp-mff-xss,typical,ff,ss,27,0.9,77102.1,1.07054e-10,2.21504e-12,31.48,1e+06,32,1,12152.8
rtyp-mff-xss,typical,ff,ss,27,1.35,77102.3,1.08344e-10,2.21504e-12,31.67,1e+06,32,1,12093.8
rtyp-mff-xss,typical,ff,ss,27,1.8,77102.4,1.08681e-10,2.21504e-12,31.72,1e+06,32,1,12078.6
rtyp-mff-xss,typical,ff,ss,27,2.25,77102.4,1.08767e-10,2.21504e-12,31.73,1e+06,32,1,12074.8
rtyp-mff-xss,typical,ff,ss,27,2.7,77102.4,1.08789e-10,2.21504e-12,31.74,1e+06,32,1,12073.8
rtyp-mff-xss,typical,ff,ss,125,0.9,76928.3,1.07054e-10,2.21697e-12,31.42,1e+06,32,1,12148.1
rtyp-mff-xss,typical,ff,ss,125,1.35,76928.6,1.08344e-10,2.21697e-12,31.60,1e+06,32,1,12089.2
rtyp-mff-xss,typical,ff,ss,125,1.8,76928.6,1.08681e-10,2.21697e-12,31.65,1e+06,32,1,12073.9
rtyp-mff-xss,typical,ff,ss,125,2.25,76928.6,1.08767e-10,2.21697e-12,31.67,1e+06,32,1,12070
rtyp-mff-xss,typical,ff,ss,125,2.7,76928.7,1.08789e-10,2.21697e-12,31.67,1e+06,32,1,12069
rtyp-mff-xtyp,typical,ff,typical,-40,0.9,77821.1,1.07054e-10,2.0134e-12,31.85,1e+06,32,1,12184.8
rtyp-mff-xtyp,typical,ff,typical,-40,1.35,77821.4,1.08344e-10,2.0134e-12,32.04,1e+06,32,1,12125.9
rtyp-mff-xtyp,typical,ff,typical,-40,1.8,77821.4,1.08681e-10,2.0134e-12,32.09,1e+06,32,1,12110.7
rtyp-mff-xtyp,typical,ff,typical,-40,2.25,77821.5,1.08767e-10,2.0134e-12,32.10,1e+06,32,1,12106.8
rtyp-mff-xtyp,typical,ff,typical,-40,2.7,77821.5,1.08789e-10,2.0134e-12,32.10,1e+06,32,1,12105.8
rtyp-mff-xtyp,typical,ff,typical,27,0.9,77104.6,1.07054e-10,2.01585e-12,31.58,1e+06,32,1,12165.8
rtyp-mff-xtyp,typical,ff,typical,27,1.35,77104.9,1.08344e-10,2.01585e-12,31.76,1e+06,32,1,12106.7
rtyp-mff-xtyp,typical,ff,typical,27,1.8,77105,1.08681e-10,2.01585e-12,31.81,1e+06,32,1,12091.5
rtyp-mff-xtyp,typical,ff,typical,27,2.25,77105,1.08767e-10,2.01585e-12,31.82,1e+06,32,1,12087.6
rtyp-mff-xtyp,typical,ff,typical,27,2.7,77105,1.08789e-10,2.01585e-12,31.83,1e+06,32,1,12086.6
rtyp-mff-xtyp,typical,ff,typical,125,0.9,76930.9,1.07054e-10,2.0176e-12,31.51,1e+06,32,1,12161.2
rtyp-mff-xtyp,typical,ff,typical,125,1.35,76931.1,1.08344e-10,2.0176e-12,31.70,1e+06,32,1,12102
rtyp-mff-xtyp,typical,ff,typical,125,1.8,76931.2,1.08681e-10,2.0176e-12,31.74,1e+06,32,1,12086.8
rtyp-mff-xtyp,typical,ff,typical,125,2.25,76931.2,1.08767e-10,2.0176e-12,31.76,1e+06,32,1,12082.9
rtyp-mff-xtyp,typical,ff,typical,125,2.7,76931.2,1.08789e-10,2.0176e-12,31.76,1e+06,32,1,12081.9
rtyp-mss-xff,typical,ss,ff,-40,0.9,77827.6,1.30831e-10,1.81446e-12,35.20,1e+06,32,1,11262.4
rtyp-mss-xff,typical,ss,ff,-40,1.35,77827.9,1.32408e-10,1.81446e-12,35.40,1e+06,32,1,11209.9
rtyp-mss-xff,typical,ss,ff,-40,1.8,77828,1.3282e-10,1.81446e-12,35.45,1e+06,32,1,11196.6
rtyp-mss-xff,typical,ss,ff,-40,2.25,77828,1.32925e-10,1.81446e-12,35.47,1e+06,32,1,11193.1
rtyp-mss-xff,typical,ss,ff,-40,2.7,77827.9,1.32953e-10,1.81446e-12,35.47,1e+06,32,1,11192.3
rtyp-mss-xff,typical,ss,ff,27,0.9,77111,1.30831e-10,1.81666e-12,34.90,1e+06,32,1,11240.9
rtyp-mss-xff,typical,ss,ff,27,1.35,77111.2,1.32408e-10,1.81666e-12,35.10,1e+06,32,1,11188.6
rtyp-mss-xff,typical,ss,ff,27,1.8,77111.3,1.3282e-10,1.81666e-12,35.16,1e+06,32,1,11175.2
rtyp-mss-xff,typical,ss,ff,27,2.25,77111.3,1.32925e-10,1.81666e-12,35.17,1e+06,32,1,11171.8
rtyp-mss-xff,typical,ss,ff,27,2.7,77111.3,1.32953e-10,1.81666e-12,35.17,1e+06,32,1,11170.9
rtyp-mss-xff,typical,ss,ff,125,0.9,76937.1,1.30831e-10,1.81824e-12,34.83,1e+06,32,1,11235.7
rtyp-mss-xff,typical,ss,ff,125,1.35,76937.4,1.32408e-10,1.81824e-12,35.03,1e+06,32,1,11183.4
rtyp-mss-xff,typical,ss,ff,125,1.8,76937.5,1.3282e-10,1.81824e-12,35.08,1e+06,32,1,11170
rtyp-mss-xff,typical,ss,ff,125,2.25,76937.5,1.32926e-10,1.81824e-12,35.10,1e+06,32,1,11166.6
rtyp-mss-xff,typical,ss,ff,125,2.7,76937.5,1.32953e-10,1.81824e-12,35.10,1e+06,32,1,11165.7
rtyp-mss-xss,typical,ss,ss,-40,0.9,77822,1.30831e-10,2.21235e-12,35.03,1e+06,32,1,11241.8
rtyp-mss-xss,typical,ss,ss,-40,1.35,77822.1,1.32408e-10,2.21235e-12,35.23,1e+06,32,1,11189.9
rtyp-mss-xss,typical,ss,ss,-40,1.8,77822.1,1.3282e-10,2.21235e-12,35.28,1e+06,32,1,11176.6
rtyp-mss-xss,typical,ss,ss,-40,2.25,77822.2,1.32926e-10,2.21235e-12,35.30,1e+06,32,1,11173.2
rtyp-mss-xss,typical,ss,ss,-40,2.7,77822.2,1.32953e-10,2.21235e-12,35.30,1e+06,32,1,11172.3
rtyp-mss-xss,typical,ss,ss,27,0.9,77105.7,1.30831e-10,2.21504e-12,34.73,1e+06,32,1,11220.4
rtyp-mss-xss,typical,ss,ss,27,1.35,77105.8,1.32408e-10,2.21504e-12,34.94,1e+06,32,1,11168.6
rtyp-mss-xss,typical,ss,ss,27,1.8,77105.8,1.3282e-10,2.21504e-12,34.99,1e+06,32,1,11155.3
rtyp-mss-xss,typical,ss,ss,27,2.25,77105.8,1.32926e-10,2.21504e-12,35.00,1e+06,32,1,11151.9
rtyp-mss-xss,typical,ss,ss,27,2.7,77105.8,1.32953e-10,2.21504e-12,35.01,1e+06,32,1,11151
rtyp-mss-xss,typical,ss,ss,125,0.9,76932,1.30831e-10,2.21697e-12,34.66,1e+06,32,1,11215.3
rtyp-mss-xss,typical,ss,ss,125,1.35,76932,1.32408e-10,2.21697e-12,34.86,1e+06,32,1,11163.5
rtyp-mss-xss,typical,ss,ss,125,1.8,76932.1,1.3282e-10,2.21697e-12,34.92,1e+06,32,1,11150.1
rtyp-mss-xss,typical,ss,ss,125,2.25,76932.1,1.32926e-10,2.21697e-12,34.93,1e+06,32,1,11146.7
rtyp-mss-xss,typical,ss,ss,125,2.7,76932.1,1.32953e-10,2.21697e-12,34.93,1e+06,32,1,11145.8
rtyp-mss-xtyp,typical,ss,typical,-40,0.9,77824.5,1.30831e-10,2.0134e-12,35.11,1e+06,32,1,11252.1
rtyp-mss-xtyp,typical,ss,typical,-40,1.35,77824.8,1.32408e-10,2.0134e-12,35.32,1e+06,32,1,11199.9
rtyp-mss-xtyp,typical,ss,typical,-40,1.8,77824.8,1.3282e-10,2.0134e-12,35.37,1e+06,32,1,11186.6
rtyp-mss-xtyp,typical,ss,typical,-40,2.25,77824.8,1.32925e-10,2.0134e-12,35.38,1e+06,32,1,11183.2
rtyp-mss-xtyp,typical,ss,typical,-40,2.7,77824.8,1.32953e-10,2.0134e-12,35.39,1e+06,32,1,11182.3
rtyp-mss-xtyp,typical,ss,typical,27,0.9,77108,1.30831e-10,2.01585e-12,34.82,1e+06,32,1,11230.7
rtyp-mss-xtyp,typical,ss,typical,27,1.35,77108.3,1.32408e-10,2.01585e-12,35.02,1e+06,32,1,11178.6
rtyp-mss-xtyp,typical,ss,typical,27,1.8,77108.3,1.3282e-10,2.01585e-12,35.07,1e+06,32,1,11165.2
rtyp-mss-xtyp,typical,ss,typical,27,2.25,77108.3,1.32926e-10,2.01585e-12,35.09,1e+06,32,1,11161.8
rtyp-mss-xtyp,typical,ss,typical,27,2.7,77108.3,1.32953e-10,2.01585e-12,35.09,1e+06,32,1,11160.9
rtyp-mss-xtyp,typical,ss,typical,125,0.9,76934.2,1.30831e-10,2.0176e-12,34.74,1e+06,32,1,11225.4
rtyp-mss-xtyp,typical,ss,typical,125,1.35,76934.5,1.32408e-10,2.0176e-12,34.95,1e+06,32,1,11173.4
rtyp-mss-xtyp,typical,ss,typical,125,1.8,76934.5,1.3282e-10,2.0176e-12,35.00,1e+06,32,1,11160
rtyp-mss-xtyp,typical,ss,typical,125,2.25,76934.5,1.32926e-10,2.0176e-12,35.01,1e+06,32,1,11156.6
rtyp-mss-xtyp,typical,ss,typical,125,2.7,76934.6,1.32953e-10,2.0176e-12,35.02,1e+06,32,1,11155.7
rtyp-mtyp-xff,typical,typical,ff,-40,0.9,77826.1,1.18942e-10,1.81446e-12,33.62,1e+06,32,1,11692.8
rtyp-mtyp-xff,typical,typical,ff,-40,1.35,77826.4,1.20376e-10,1.81446e-12,33.82,1e+06,32,1,11637.5
rtyp-mtyp-xff,typical,typical,ff,-40,1.8,77826.4,1.2075e-10,1.81446e-12,33.87,1e+06,32,1,11623.3
rtyp-mtyp-xff,typical,typical,ff,-40,2.25,77826.4,1.20846e-10,1.81446e-12,33.89,1e+06,32,1,11619.6
rtyp-mtyp-xff,typical,typical,ff,-40,2.7,77826.5,1.20871e-10,1.81446e-12,33.89,1e+06,32,1,11618.7
rtyp-mtyp-xff,typical,typical,ff,27,0.9,77109.4,1.18942e-10,1.81666e-12,33.34,1e+06,32,1,11672.7
rtyp-mtyp-xff,typical,typical,ff,27,1.35,77109.8,1.20376e-10,1.81666e-12,33.53,1e+06,32,1,11617.2
rtyp-mtyp-xff,typical,typical,ff,27,1.8,77109.8,1.2075e-10,1.81666e-12,33.58,1e+06,32,1,11602.9
rtyp-mtyp-xff,typical,typical,ff,27,2.25,77109.9,1.20846e-10,1.81666e-12,33.60,1e+06,32,1,11599.2
rtyp-mtyp-xff,typical,typical,ff,27,2.7,77109.9,1.20871e-10,1.81666e-12,33.60,1e+06,32,1,11598.3
rtyp-mtyp-xff,typical,typical,ff,125,0.9,76935.7,1.18942e-10,1.81824e-12,33.27,1e+06,32,1,11667.8
rtyp-mtyp-xff,typical,typical,ff,125,1.35,76936,1.20376e-10,1.81824e-12,33.46,1e+06,32,1,11612.3
rtyp-mtyp-xff,typical,typical,ff,125,1.8,76936,1.2075e-10,1.81824e-12,33.51,1e+06,32,1,11597.9
rtyp-mtyp-xff,typical,typical,ff,125,2.25,76936,1.20846e-10,1.81824e-12,33.53,1e+06,32,1,11594.3
rtyp-mtyp-xff,typical,typical,ff,125,2.7,76936.1,1.20871e-10,1.81824e-12,33.53,1e+06,32,1,11593.3
rtyp-mtyp-xss,typical,typical,ss,-40,0.9,77820.4,1.18943e-10,2.21235e-12,33.45,1e+06,32,1,11669.9
rtyp-mtyp-xss,typical,typical,ss,-40,1.35,77820.6,1.20376e-10,2.21235e-12,33.65,1e+06,32,1,11614.9
rtyp-mtyp-xss,typical,typical,ss,-40,1.8,77820.7,1.2075e-10,2.21235e-12,33.70,1e+06,32,1,11600.7
rtyp-mtyp-xss,typical,typical,ss,-40,2.25,77820.7,1.20846e-10,2.21235e-12,33.71,1e+06,32,1,11597.1
rtyp-mtyp-xss,typical,typical,ss,-40,2.7,77820.7,1.20871e-10,2.21235e-12,33.71,1e+06,32,1,11596.2
rtyp-mtyp-xss,typical,typical,ss,27,0.9,77103.9,1.18943e-10,2.21504e-12,33.16,1e+06,32,1,11649.8
rtyp-mtyp-xss,typical,typical,ss,27,1.35,77104.2,1.20376e-10,2.21504e-12,33.36,1e+06,32,1,11594.7
rtyp-mtyp-xss,typical,typical,ss,27,1.8,77104.2,1.2075e-10,2.21504e-12,33.41,1e+06,32,1,11580.4
rtyp-mtyp-xss,typical,typical,ss,27,2.25,77104.2,1.20846e-10,2.21504e-12,33.42,1e+06,32,1,11576.8
rtyp-mtyp-xss,typical,typical,ss,27,2.7,77104.3,1.20871e-10,2.21504e-12,33.43,1e+06,32,1,11575.9
rtyp-mtyp-xss,typical,typical,ss,125,0.9,76930.3,1.18943e-10,2.21697e-12,33.09,1e+06,32,1,11644.9
rtyp-mtyp-xss,typical,typical,ss,125,1.35,76930.4,1.20376e-10,2.21697e-12,33.29,1e+06,32,1,11589.7
rtyp-mtyp-xss,typical,typical,ss,125,1.8,76930.5,1.2075e-10,2.21697e-12,33.34,1e+06,32,1,11575.5
rtyp-mtyp-xss,typical,typical,ss,125,2.25,76930.5,1.20846e-10,2.21697e-12,33.35,1e+06,32,1,11571.8
rtyp-mtyp-xss,typical,typical,ss,125,2.7,76930.5,1.20871e-10,2.21697e-12,33.36,1e+06,32,1,11570.9
rtyp-mtyp-xtyp,typical,typical,typical,-40,0.9,77823,1.18942e-10,2.0134e-12,33.54,1e+06,32,1,11681.3
rtyp-mtyp-xtyp,typical,typical,typical,-40,1.35,77823.3,1.20376e-10,2.0134e-12,33.73,1e+06,32,1,11626.2
rtyp-mtyp-xtyp,typical,typical,typical,-40,1.8,77823.4,1.2075e-10,2.0134e-12,33.78,1e+06,32,1,11612
rtyp-mtyp-xtyp,typical,typical,typical,-40,2.25,77823.3,1.20846e-10,2.0134e-12,33.80,1e+06,32,1,11608.3
rtyp-mtyp-xtyp,typical,typical,typical,-40,2.7,77823.3,1.20871e-10,2.0134e-12,33.80,1e+06,32,1,11607.4
rtyp-mtyp-xtyp,typical,typical,typical,27,0.9,77106.5,1.18943e-10,2.01585e-12,33.25,1e+06,32,1,11661.2
rtyp-mtyp-xtyp,typical,typical,typical,27,1.35,77106.7,1.20376e-10,2.01585e-12,33.45,1e+06,32,1,11605.9
rtyp-mtyp-xtyp,typical,typical,typical,27,1.8,77106.8,1.2075e-10,2.01585e-12,33.50,1e+06,32,1,11591.7
rtyp-mtyp-xtyp,typical,typical,typical,27,2.25,77106.8,1.20846e-10,2.01585e-12,33.51,1e+06,32,1,11588
rtyp-mtyp-xtyp,typical,typical,typical,27,2.7,77106.8,1.20871e-10,2.01585e-12,33.51,1e+06,32,1,11587.1
rtyp-mtyp-xtyp,typical,typical,typical,125,0.9,76932.7,1.18942e-10,2.0176e-12,33.18,1e+06,32,1,11656.3
rtyp-mtyp-xtyp,typical,typical,typical,125,1.35,76933,1.20376e-10,2.0176e-12,33.38,1e+06,32,1,11601
rtyp-mtyp-xtyp,typical,typical,typical,125,1.8,76933.1,1.2075e-10,2.0176e-12,33.43,1e+06,32,1,11586.7
rtyp-mtyp-xtyp,typical,typical,typical,125,2.25,76933,1.20846e-10,2.0176e-12,33.44,1e+06,32,1,11583
rtyp-mtyp-xtyp,typical,typical,typical,125,2.7,76933,1.20871e-10,2.0176e-12,33.44,1e+06,32,1,11582.1
