corner,temp_c,vdd,corner_id,twin_c0,twin_c1,twin_c2,twin_c3,twin_c4,twin_c5,twin_c6,twin_c7,twin_c8,twin_c9,twin_c10,twin_c11,twin_c12,twin_c13,twin_c14,twin_c15,t8p_a,t8p_b,tcq_raw,tdo_raw,verdict
moscap_ss,-40.0,2.97,moscap_ss_-40c_2.97v,9.67257e-10,1.01211e-09,1.05277e-09,1.09854e-09,1.13705e-09,1.1835e-09,1.2258e-09,1.27273e-09,1.31133e-09,1.3586e-09,1.40182e-09,1.44936e-09,1.48992e-09,1.53767e-09,1.58149e-09,1.6294e-09,1.49695e-07,2.00713e-08,2.32181e-10,5.73457e-08,PASS
moscap_ss,-40.0,3.3,moscap_ss_-40c_3.30v,9.05925e-10,9.48173e-10,9.86719e-10,1.02977e-09,1.06638e-09,1.11001e-09,1.15e-09,1.19405e-09,1.23057e-09,1.27491e-09,1.31569e-09,1.36025e-09,1.39864e-09,1.44339e-09,1.48468e-09,1.52956e-09,1.74476e-07,2.34253e-08,2.19994e-08,1.08308e-09,PASS
moscap_ss,-40.0,3.63,moscap_ss_-40c_3.63v,8.59789e-10,9.00066e-10,9.37009e-10,9.78002e-10,1.01315e-09,1.05465e-09,1.09289e-09,1.13475e-09,1.16967e-09,1.2118e-09,1.25073e-09,1.29305e-09,1.32978e-09,1.37227e-09,1.41165e-09,1.45426e-09,1.95571e-07,2.71306e-08,4.91342e-08,2.55091e-08,PASS
moscap_ss,27.0,2.97,moscap_ss_27c_2.97v,1.10193e-09,1.15318e-09,1.19985e-09,1.25215e-09,1.29614e-09,1.34922e-09,1.39773e-09,1.45137e-09,1.49497e-09,1.549e-09,1.59856e-09,1.65292e-09,1.69923e-09,1.75384e-09,1.8041e-09,1.85891e-09,1.37163e-07,1.86525e-08,1.74323e-08,1.35099e-09,PASS
moscap_ss,27.0,3.3,moscap_ss_27c_3.30v,1.0296e-09,1.07769e-09,1.1217e-09,1.17073e-09,1.21232e-09,1.26203e-09,1.30769e-09,1.35788e-09,1.399e-09,1.44954e-09,1.49612e-09,1.54694e-09,1.5906e-09,1.64164e-09,1.68882e-09,1.74003e-09,1.59746e-07,2.10926e-08,2.67695e-10,6.12132e-08,PASS
moscap_ss,27.0,3.63,moscap_ss_27c_3.63v,9.74556e-10,1.02025e-09,1.06223e-09,1.10877e-09,1.14851e-09,1.19566e-09,1.23913e-09,1.28671e-09,1.3259e-09,1.37379e-09,1.41809e-09,1.46622e-09,1.50782e-09,1.55616e-09,1.60099e-09,1.64947e-09,1.79395e-07,2.39536e-08,2.26618e-08,1.16549e-09,PASS
moscap_ss,125.0,2.97,moscap_ss_125c_2.97v,1.29633e-09,1.35678e-09,1.41229e-09,1.47399e-09,1.52607e-09,1.5887e-09,1.64634e-09,1.70965e-09,1.76048e-09,1.82427e-09,1.88314e-09,1.94733e-09,2.00206e-09,2.06658e-09,2.12626e-09,2.19102e-09,1.22926e-07,1.81268e-08,1.5694e-08,1.62255e-09,PASS
moscap_ss,125.0,3.3,moscap_ss_125c_3.30v,1.20851e-09,1.26503e-09,1.31708e-09,1.37472e-09,1.42368e-09,1.48215e-09,1.53613e-09,1.5952e-09,1.64299e-09,1.7025e-09,1.75758e-09,1.81744e-09,1.86881e-09,1.92896e-09,1.98476e-09,2.04512e-09,1.42655e-07,1.93049e-08,2.99392e-10,5.49738e-08,PASS
moscap_ss,125.0,3.63,moscap_ss_125c_3.63v,1.1402e-09,1.19367e-09,1.24303e-09,1.29752e-09,1.34403e-09,1.39927e-09,1.45041e-09,1.50619e-09,1.55157e-09,1.60775e-09,1.65989e-09,1.71639e-09,1.76512e-09,1.82188e-09,1.87466e-09,1.93161e-09,1.60235e-07,2.11231e-08,2.68854e-10,6.14344e-08,PASS
mimcap_ff,-40.0,2.97,mimcap_ff_-40c_2.97v,9.67257e-10,1.01211e-09,1.05277e-09,1.09854e-09,1.13705e-09,1.1835e-09,1.2258e-09,1.27273e-09,1.31133e-09,1.3586e-09,1.40182e-09,1.44936e-09,1.48992e-09,1.53767e-09,1.58149e-09,1.6294e-09,1.49695e-07,2.00713e-08,2.32181e-10,5.73457e-08,PASS
mimcap_ff,-40.0,3.3,mimcap_ff_-40c_3.30v,9.05925e-10,9.48173e-10,9.86719e-10,1.02977e-09,1.06638e-09,1.11001e-09,1.15e-09,1.19405e-09,1.23057e-09,1.27491e-09,1.31569e-09,1.36025e-09,1.39864e-09,1.44339e-09,1.48468e-09,1.52956e-09,1.74476e-07,2.34253e-08,2.19994e-08,1.08308e-09,PASS
mimcap_ff,-40.0,3.63,mimcap_ff_-40c_3.63v,8.59789e-10,9.00066e-10,9.37009e-10,9.78002e-10,1.01315e-09,1.05465e-09,1.09289e-09,1.13475e-09,1.16967e-09,1.2118e-09,1.25073e-09,1.29305e-09,1.32978e-09,1.37227e-09,1.41165e-09,1.45426e-09,1.95571e-07,2.71306e-08,4.91342e-08,2.55091e-08,PASS
mimcap_ff,27.0,2.97,mimcap_ff_27c_2.97v,1.10193e-09,1.15318e-09,1.19985e-09,1.25215e-09,1.29614e-09,1.34922e-09,1.39773e-09,1.45137e-09,1.49497e-09,1.549e-09,1.59856e-09,1.65292e-09,1.69923e-09,1.75384e-09,1.8041e-09,1.85891e-09,1.37163e-07,1.86525e-08,1.74323e-08,1.35099e-09,PASS
mimcap_ff,27.0,3.3,mimcap_ff_27c_3.30v,1.0296e-09,1.07769e-09,1.1217e-09,1.17073e-09,1.21232e-09,1.26203e-09,1.30769e-09,1.35788e-09,1.399e-09,1.44954e-09,1.49612e-09,1.54694e-09,1.5906e-09,1.64164e-09,1.68882e-09,1.74003e-09,1.59746e-07,2.10926e-08,2.67695e-10,6.12132e-08,PASS
mimcap_ff,27.0,3.63,mimcap_ff_27c_3.63v,9.74556e-10,1.02025e-09,1.06223e-09,1.10877e-09,1.14851e-09,1.19566e-09,1.23913e-09,1.28671e-09,1.3259e-09,1.37379e-09,1.41809e-09,1.46622e-09,1.50782e-09,1.55616e-09,1.60099e-09,1.64947e-09,1.79395e-07,2.39536e-08,2.26618e-08,1.16549e-09,PASS
mimcap_ff,125.0,2.97,mimcap_ff_125c_2.97v,1.29633e-09,1.35678e-09,1.41229e-09,1.47399e-09,1.52607e-09,1.5887e-09,1.64634e-09,1.70965e-09,1.76048e-09,1.82427e-09,1.88314e-09,1.94733e-09,2.00206e-09,2.06658e-09,2.12626e-09,2.19102e-09,1.22926e-07,1.81268e-08,1.5694e-08,1.62255e-09,PASS
mimcap_ff,125.0,3.3,mimcap_ff_125c_3.30v,1.20851e-09,1.26503e-09,1.31708e-09,1.37472e-09,1.42368e-09,1.48215e-09,1.53613e-09,1.5952e-09,1.64299e-09,1.7025e-09,1.75758e-09,1.81744e-09,1.86881e-09,1.92896e-09,1.98476e-09,2.04512e-09,1.42655e-07,1.93049e-08,2.99392e-10,5.49738e-08,PASS
mimcap_ff,125.0,3.63,mimcap_ff_125c_3.63v,1.1402e-09,1.19367e-09,1.24303e-09,1.29752e-09,1.34403e-09,1.39927e-09,1.45041e-09,1.50619e-09,1.55157e-09,1.60775e-09,1.65989e-09,1.71639e-09,1.76512e-09,1.82188e-09,1.87466e-09,1.93161e-09,1.60235e-07,2.11231e-08,2.68854e-10,6.14344e-08,PASS
mimcap_ss,-40.0,2.97,mimcap_ss_-40c_2.97v,9.67257e-10,1.01211e-09,1.05277e-09,1.09854e-09,1.13705e-09,1.1835e-09,1.2258e-09,1.27273e-09,1.31133e-09,1.3586e-09,1.40182e-09,1.44936e-09,1.48992e-09,1.53767e-09,1.58149e-09,1.6294e-09,1.49695e-07,2.00713e-08,2.32181e-10,5.73457e-08,PASS
mimcap_ss,-40.0,3.3,mimcap_ss_-40c_3.30v,9.05925e-10,9.48173e-10,9.86719e-10,1.02977e-09,1.06638e-09,1.11001e-09,1.15e-09,1.19405e-09,1.23057e-09,1.27491e-09,1.31569e-09,1.36025e-09,1.39864e-09,1.44339e-09,1.48468e-09,1.52956e-09,1.74476e-07,2.34253e-08,2.19994e-08,1.08308e-09,PASS
mimcap_ss,-40.0,3.63,mimcap_ss_-40c_3.63v,8.59789e-10,9.00066e-10,9.37009e-10,9.78002e-10,1.01315e-09,1.05465e-09,1.09289e-09,1.13475e-09,1.16967e-09,1.2118e-09,1.25073e-09,1.29305e-09,1.32978e-09,1.37227e-09,1.41165e-09,1.45426e-09,1.95571e-07,2.71306e-08,4.91342e-08,2.55091e-08,PASS
mimcap_ss,27.0,2.97,mimcap_ss_27c_2.97v,1.10193e-09,1.15318e-09,1.19985e-09,1.25215e-09,1.29614e-09,1.34922e-09,1.39773e-09,1.45137e-09,1.49497e-09,1.549e-09,1.59856e-09,1.65292e-09,1.69923e-09,1.75384e-09,1.8041e-09,1.85891e-09,1.37163e-07,1.86525e-08,1.74323e-08,1.35099e-09,PASS
mimcap_ss,27.0,3.3,mimcap_ss_27c_3.30v,1.0296e-09,1.07769e-09,1.1217e-09,1.17073e-09,1.21232e-09,1.26203e-09,1.30769e-09,1.35788e-09,1.399e-09,1.44954e-09,1.49612e-09,1.54694e-09,1.5906e-09,1.64164e-09,1.68882e-09,1.74003e-09,1.59746e-07,2.10926e-08,2.67695e-10,6.12132e-08,PASS
mimcap_ss,27.0,3.63,mimcap_ss_27c_3.63v,9.74556e-10,1.02025e-09,1.06223e-09,1.10877e-09,1.14851e-09,1.19566e-09,1.23913e-09,1.28671e-09,1.3259e-09,1.37379e-09,1.41809e-09,1.46622e-09,1.50782e-09,1.55616e-09,1.60099e-09,1.64947e-09,1.79395e-07,2.39536e-08,2.26618e-08,1.16549e-09,PASS
mimcap_ss,125.0,2.97,mimcap_ss_125c_2.97v,1.29633e-09,1.35678e-09,1.41229e-09,1.47399e-09,1.52607e-09,1.5887e-09,1.64634e-09,1.70965e-09,1.76048e-09,1.82427e-09,1.88314e-09,1.94733e-09,2.00206e-09,2.06658e-09,2.12626e-09,2.19102e-09,1.22926e-07,1.81268e-08,1.5694e-08,1.62255e-09,PASS
mimcap_ss,125.0,3.3,mimcap_ss_125c_3.30v,1.20851e-09,1.26503e-09,1.31708e-09,1.37472e-09,1.42368e-09,1.48215e-09,1.53613e-09,1.5952e-09,1.64299e-09,1.7025e-09,1.75758e-09,1.81744e-09,1.86881e-09,1.92896e-09,1.98476e-09,2.04512e-09,1.42655e-07,1.93049e-08,2.99392e-10,5.49738e-08,PASS
mimcap_ss,125.0,3.63,mimcap_ss_125c_3.63v,1.1402e-09,1.19367e-09,1.24303e-09,1.29752e-09,1.34403e-09,1.39927e-09,1.45041e-09,1.50619e-09,1.55157e-09,1.60775e-09,1.65989e-09,1.71639e-09,1.76512e-09,1.82188e-09,1.87466e-09,1.93161e-09,1.60235e-07,2.11231e-08,2.68854e-10,6.14344e-08,PASS
all-slow,-40.0,2.97,all-slow_-40c_2.97v,1.13146e-09,1.18301e-09,1.23063e-09,1.28336e-09,1.32971e-09,1.38332e-09,1.43307e-09,1.48731e-09,1.53528e-09,1.58997e-09,1.64094e-09,1.69597e-09,1.74502e-09,1.80034e-09,1.85209e-09,1.90762e-09,1.73435e-07,2.51877e-08,2.19758e-08,1.47549e-09,PASS
all-slow,-40.0,3.3,all-slow_-40c_3.30v,1.04886e-09,1.09702e-09,1.14184e-09,1.19102e-09,1.23478e-09,1.28471e-09,1.33139e-09,1.38184e-09,1.42691e-09,1.47773e-09,1.52544e-09,1.57655e-09,1.62262e-09,1.67396e-09,1.72233e-09,1.77384e-09,2.08185e-07,2.82693e-08,5.23768e-08,2.74072e-08,PASS
all-slow,-40.0,3.63,all-slow_-40c_3.63v,9.87596e-10,1.03322e-09,1.07593e-09,1.12246e-09,1.16424e-09,1.21141e-09,1.25576e-09,1.30338e-09,1.34622e-09,1.39415e-09,1.4394e-09,1.48758e-09,1.53138e-09,1.57976e-09,1.62557e-09,1.6741e-09,2.37634e-07,3.24936e-08,5.96669e-08,3.09167e-08,PASS
all-slow,27.0,2.97,all-slow_27c_2.97v,1.29021e-09,1.34921e-09,1.40403e-09,1.46435e-09,1.51749e-09,1.57881e-09,1.63598e-09,1.69802e-09,1.75238e-09,1.81494e-09,1.87348e-09,1.93646e-09,1.99258e-09,2.0559e-09,2.11533e-09,2.17891e-09,1.60485e-07,2.37627e-08,3.633e-10,6.18817e-08,PASS
all-slow,27.0,3.3,all-slow_27c_3.30v,1.1937e-09,1.2486e-09,1.2999e-09,1.35597e-09,1.40583e-09,1.46277e-09,1.51616e-09,1.57371e-09,1.62458e-09,1.68258e-09,1.73715e-09,1.79549e-09,1.84798e-09,1.90661e-09,1.96194e-09,2.02078e-09,1.91609e-07,2.58546e-08,3.11299e-10,7.33414e-08,PASS
all-slow,27.0,3.63,all-slow_27c_3.63v,1.12137e-09,1.1732e-09,1.22184e-09,1.27472e-09,1.32209e-09,1.37573e-09,1.42624e-09,1.48042e-09,1.52861e-09,1.58317e-09,1.63473e-09,1.68959e-09,1.7393e-09,1.79441e-09,1.84663e-09,1.90193e-09,2.18683e-07,2.96389e-08,5.49647e-08,2.87094e-08,PASS
all-slow,125.0,2.97,all-slow_125c_2.97v,1.51942e-09,1.58916e-09,1.65459e-09,1.72589e-09,1.78901e-09,1.86146e-09,1.92957e-09,2.00288e-09,2.06646e-09,2.14038e-09,2.21005e-09,2.28448e-09,2.35096e-09,2.4258e-09,2.4965e-09,2.57166e-09,1.46706e-07,2.21947e-08,3.71104e-08,2.03379e-08,PASS
all-slow,125.0,3.3,all-slow_125c_3.30v,1.40413e-09,1.46881e-09,1.52971e-09,1.59578e-09,1.65469e-09,1.72178e-09,1.78509e-09,1.85293e-09,1.91226e-09,1.98064e-09,2.04533e-09,2.11415e-09,2.17608e-09,2.24526e-09,2.31085e-09,2.3803e-09,1.7343e-07,2.38992e-08,4.3684e-08,2.34801e-08,PASS
all-slow,125.0,3.63,all-slow_125c_3.63v,1.31591e-09,1.37674e-09,1.43417e-09,1.49624e-09,1.55189e-09,1.61489e-09,1.67451e-09,1.73818e-09,1.79418e-09,1.85833e-09,1.91919e-09,1.98373e-09,2.04213e-09,2.10698e-09,2.16865e-09,2.23374e-09,1.97471e-07,2.63906e-08,2.50803e-08,1.68291e-09,PASS
all-fast,-40.0,2.97,all-fast_-40c_2.97v,8.47453e-10,8.87341e-10,9.22862e-10,9.63478e-10,9.9622e-10,1.03736e-09,1.07417e-09,1.11568e-09,1.14741e-09,1.18918e-09,1.2267e-09,1.26869e-09,1.30302e-09,1.34518e-09,1.38316e-09,1.42545e-09,1.18193e-07,1.54863e-08,1.81533e-10,4.53318e-08,PASS
all-fast,-40.0,3.3,all-fast_-40c_3.30v,8.01838e-10,8.39737e-10,8.7368e-10,9.12224e-10,9.43582e-10,9.82591e-10,1.01767e-09,1.05701e-09,1.08726e-09,1.12683e-09,1.16255e-09,1.2023e-09,1.23506e-09,1.27497e-09,1.31108e-09,1.3511e-09,1.35092e-07,1.77382e-08,1.70498e-08,9.10713e-10,PASS
all-fast,-40.0,3.63,all-fast_-40c_3.63v,7.6707e-10,8.03454e-10,8.36186e-10,8.73152e-10,9.03434e-10,9.4082e-10,9.74584e-10,1.01226e-09,1.04138e-09,1.07927e-09,1.1136e-09,1.15166e-09,1.18321e-09,1.22141e-09,1.2561e-09,1.2944e-09,1.49483e-07,2.03949e-08,5.62419e-08,3.82565e-08,PASS
all-fast,27.0,2.97,all-fast_27c_2.97v,9.62851e-10,1.00829e-09,1.04889e-09,1.09518e-09,1.13242e-09,1.17932e-09,1.22138e-09,1.26872e-09,1.3044e-09,1.35205e-09,1.39494e-09,1.44285e-09,1.48191e-09,1.53002e-09,1.57345e-09,1.62172e-09,1.06879e-07,1.41035e-08,2.69417e-08,1.45158e-08,PASS
all-fast,27.0,3.3,all-fast_27c_3.30v,9.0843e-10,9.51448e-10,9.90051e-10,1.03383e-09,1.06932e-09,1.11364e-09,1.15356e-09,1.19828e-09,1.2322e-09,1.2772e-09,1.31786e-09,1.36308e-09,1.40021e-09,1.44562e-09,1.48676e-09,1.5323e-09,1.22499e-07,1.59085e-08,2.09405e-10,4.69858e-08,PASS
all-fast,27.0,3.63,all-fast_27c_3.63v,8.66405e-10,9.07561e-10,9.44621e-10,9.86464e-10,1.02058e-09,1.06293e-09,1.10119e-09,1.14389e-09,1.17643e-09,1.21939e-09,1.25833e-09,1.30149e-09,1.33711e-09,1.38044e-09,1.41981e-09,1.46326e-09,1.3604e-07,1.78808e-08,5.12087e-08,3.49865e-08,PASS
all-fast,125.0,2.97,all-fast_125c_2.97v,1.12884e-09,1.18224e-09,1.23028e-09,1.2847e-09,1.32856e-09,1.38372e-09,1.43349e-09,1.4892e-09,1.53061e-09,1.58672e-09,1.63747e-09,1.6939e-09,1.73989e-09,1.79658e-09,1.84797e-09,1.90486e-09,9.32804e-08,1.29546e-08,2.6484e-10,3.63211e-08,PASS
all-fast,125.0,3.3,all-fast_125c_3.30v,1.06162e-09,1.11196e-09,1.15738e-09,1.20865e-09,1.2502e-09,1.30214e-09,1.34913e-09,1.40157e-09,1.44081e-09,1.4936e-09,1.54148e-09,1.59456e-09,1.63807e-09,1.69139e-09,1.73985e-09,1.79334e-09,1.06894e-07,1.40974e-08,1.35937e-08,1.22637e-09,PASS
all-fast,125.0,3.63,all-fast_125c_3.63v,1.00855e-09,1.05651e-09,1.09987e-09,1.14866e-09,1.18838e-09,1.2378e-09,1.2826e-09,1.33246e-09,1.36995e-09,1.42014e-09,1.46575e-09,1.5162e-09,1.55774e-09,1.6084e-09,1.65454e-09,1.70536e-09,1.18934e-07,1.55741e-08,2.9968e-08,1.60205e-08,PASS
