corner,temp_c,vdd,terr,trim,corner_id,twin_r,twin_f,ta_asrt,tb_asrt,tc_asrt,td_asrt,te_asrt,la_lvl,lb_lvl,lc_lvl,ld_lvl,le_lvl,va_lvl,te_deas,le_pre,iavg,lock_pass,verdict
mimcap_ff,125.0,2.97,e4.0n,c7,mimcap_ff_125c_2.97v_e4.0n_c7,1.72507e-09,1.69632e-09,not measured,1.65663e-06,not measured,not measured,1.65663e-06,5.25325e-08,2.97,5.25336e-08,5.15569e-08,4.74986e-08,0.0207806,2.40526e-06,2.97,-0.000168452,1.0,PASS
mimcap_ff,125.0,3.3,e4.0n,c7,mimcap_ff_125c_3.30v_e4.0n_c7,1.60943e-09,1.57675e-09,not measured,1.44026e-06,not measured,not measured,1.44026e-06,5.57033e-08,3.3,5.57025e-08,5.45049e-08,4.92678e-08,0.030512,2.40523e-06,3.3,-0.000181966,1.0,PASS
mimcap_ff,125.0,3.63,e4.0n,c7,mimcap_ff_125c_3.63v_e4.0n_c7,1.52074e-09,1.48837e-09,not measured,1.27323e-06,not measured,not measured,1.27323e-06,5.96933e-08,3.63,5.98533e-08,5.75095e-08,5.48428e-08,0.0422865,2.40506e-06,3.63,-0.000195069,1.0,PASS
mimcap_ss,-40.0,2.97,e4.0n,c7,mimcap_ss_-40c_2.97v_e4.0n_c7,1.28371e-09,1.2702e-09,not measured,9.89688e-07,not measured,not measured,9.89688e-07,-6.38482e-10,2.97,-5.12898e-10,2.33534e-09,6.91545e-09,0.0398013,2.40486e-06,2.97,-0.000132454,1.0,PASS
mimcap_ss,-40.0,3.3,e4.0n,c7,mimcap_ss_-40c_3.30v_e4.0n_c7,1.19968e-09,1.18215e-09,not measured,8.55427e-07,not measured,not measured,8.55427e-07,-1.40906e-09,3.3,-4.31377e-10,2.6324e-09,9.27894e-09,0.0542381,2.40466e-06,3.3,-0.000152323,1.0,PASS
mimcap_ss,-40.0,3.63,e4.0n,c7,mimcap_ss_-40c_3.63v_e4.0n_c7,1.14339e-09,1.12565e-09,not measured,7.58912e-07,not measured,not measured,7.58912e-07,9.16127e-09,3.63,9.16463e-09,5.97506e-09,2.39782e-09,0.0721016,2.40448e-06,3.63,-0.000173152,1.0,PASS
mimcap_ss,27.0,2.97,e4.0n,c7,mimcap_ss_27c_2.97v_e4.0n_c7,1.46321e-09,1.44464e-09,not measured,1.25792e-06,not measured,not measured,1.25792e-06,5.22003e-09,2.97,5.28306e-09,4.83641e-09,5.1055e-09,0.0314178,2.40506e-06,2.97,-0.000137996,1.0,PASS
mimcap_ss,27.0,3.3,e4.0n,c7,mimcap_ss_27c_3.30v_e4.0n_c7,1.37267e-09,1.34566e-09,not measured,1.08963e-06,not measured,not measured,1.08963e-06,3.14816e-09,3.3,3.28383e-09,4.27582e-09,7.56635e-09,0.043725,2.40487e-06,3.3,-0.000156119,1.0,PASS
mimcap_ss,27.0,3.63,e4.0n,c7,mimcap_ss_27c_3.63v_e4.0n_c7,1.2972e-09,1.2754e-09,not measured,9.64714e-07,not measured,not measured,9.64714e-07,2.34995e-09,3.63,2.79823e-09,4.66064e-09,8.9671e-09,0.0582147,2.40482e-06,3.63,-0.000176301,1.0,PASS
mimcap_ss,125.0,2.97,e4.0n,c7,mimcap_ss_125c_2.97v_e4.0n_c7,1.72507e-09,1.69632e-09,not measured,1.65663e-06,not measured,not measured,1.65663e-06,5.25325e-08,2.97,5.25336e-08,5.15569e-08,4.74986e-08,0.0207806,2.40526e-06,2.97,-0.000168452,1.0,PASS
mimcap_ss,125.0,3.3,e4.0n,c7,mimcap_ss_125c_3.30v_e4.0n_c7,1.60943e-09,1.57675e-09,not measured,1.44026e-06,not measured,not measured,1.44026e-06,5.57033e-08,3.3,5.57025e-08,5.45049e-08,4.92678e-08,0.030512,2.40523e-06,3.3,-0.000181966,1.0,PASS
mimcap_ss,125.0,3.63,e4.0n,c7,mimcap_ss_125c_3.63v_e4.0n_c7,1.52074e-09,1.48837e-09,not measured,1.27323e-06,not measured,not measured,1.27323e-06,5.96933e-08,3.63,5.98533e-08,5.75095e-08,5.48428e-08,0.0422865,2.40506e-06,3.63,-0.000195069,1.0,PASS
ff,-40.0,2.97,e4.0n,c11,ff_-40c_2.97v_e4.0n_c11,1.27342e-09,1.26247e-09,not measured,8.56811e-07,not measured,not measured,8.56811e-07,4.60757e-10,2.97,1.26591e-09,3.54711e-09,-9.37422e-11,0.0547606,2.40455e-06,2.97,-0.000153233,1.0,PASS
ff,-40.0,3.3,e4.0n,c11,ff_-40c_3.30v_e4.0n_c11,1.20642e-09,1.1941e-09,not measured,7.54742e-07,not measured,not measured,7.54742e-07,6.54922e-09,3.3,6.53784e-09,5.43075e-09,-1.29734e-09,0.0744253,2.40448e-06,3.3,-0.000176569,1.0,PASS
ff,-40.0,3.63,e4.0n,c11,ff_-40c_3.63v_e4.0n_c11,1.15976e-09,1.14453e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,7.11487e-09,3.63,7.08762e-09,5.89774e-09,-1.85666e-10,0.0965449,2.40426e-06,3.63,-0.000199869,1.0,PASS
ff,27.0,2.97,e4.0n,c11,ff_27c_2.97v_e4.0n_c11,1.45226e-09,1.43449e-09,not measured,1.09628e-06,not measured,not measured,1.09628e-06,1.78609e-09,2.97,1.88467e-09,4.36189e-09,9.37145e-09,0.0424502,2.40488e-06,2.97,-0.000158319,1.0,PASS
ff,27.0,3.3,e4.0n,c11,ff_27c_3.30v_e4.0n_c11,1.3743e-09,1.34861e-09,not measured,9.6484e-07,not measured,not measured,9.6484e-07,2.23233e-10,3.3,1.82093e-10,4.2433e-09,9.57533e-09,0.0569424,2.40466e-06,3.3,-0.000180206,1.0,PASS
ff,27.0,3.63,e4.0n,c11,ff_27c_3.63v_e4.0n_c11,1.31028e-09,1.2888e-09,not measured,8.64921e-07,not measured,not measured,8.64921e-07,1.0843e-08,3.63,1.08919e-08,8.28928e-09,4.69833e-09,0.0745096,2.40462e-06,3.63,-0.000203869,1.0,PASS
ff,125.0,2.97,e4.0n,c11,ff_125c_2.97v_e4.0n_c11,1.70641e-09,1.6791e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.84678e-07,2.97,4.84795e-07,4.85451e-07,4.85831e-07,0.0315501,2.40512e-06,2.97,-0.000191042,1.0,PASS
ff,125.0,3.3,e4.0n,c11,ff_125c_3.30v_e4.0n_c11,1.60955e-09,1.57658e-09,not measured,1.28244e-06,not measured,not measured,1.28244e-06,5.14164e-07,3.3,5.14252e-07,5.14665e-07,5.17846e-07,0.0427802,2.40503e-06,3.3,-0.000206103,1.0,PASS
ff,125.0,3.63,e4.0n,c11,ff_125c_3.63v_e4.0n_c11,1.5342e-09,1.49895e-09,not measured,1.14417e-06,not measured,not measured,1.14417e-06,5.54608e-07,3.63,5.54665e-07,5.55884e-07,5.59752e-07,0.0562384,2.40489e-06,3.63,-0.000222346,1.0,PASS
all-fast,-40.0,2.97,e4.0n,c11,all-fast_-40c_2.97v_e4.0n_c11,1.27342e-09,1.26247e-09,not measured,8.56811e-07,not measured,not measured,8.56811e-07,4.60757e-10,2.97,1.26591e-09,3.54711e-09,-9.37422e-11,0.0547606,2.40455e-06,2.97,-0.000153233,1.0,PASS
all-fast,-40.0,3.3,e4.0n,c11,all-fast_-40c_3.30v_e4.0n_c11,1.20642e-09,1.1941e-09,not measured,7.54742e-07,not measured,not measured,7.54742e-07,6.54922e-09,3.3,6.53784e-09,5.43075e-09,-1.29734e-09,0.0744253,2.40448e-06,3.3,-0.000176569,1.0,PASS
all-fast,-40.0,3.63,e4.0n,c11,all-fast_-40c_3.63v_e4.0n_c11,1.15976e-09,1.14453e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,7.11487e-09,3.63,7.08762e-09,5.89774e-09,-1.85666e-10,0.0965449,2.40426e-06,3.63,-0.000199869,1.0,PASS
all-fast,27.0,2.97,e4.0n,c11,all-fast_27c_2.97v_e4.0n_c11,1.45226e-09,1.43449e-09,not measured,1.09628e-06,not measured,not measured,1.09628e-06,1.78609e-09,2.97,1.88467e-09,4.36189e-09,9.37145e-09,0.0424502,2.40488e-06,2.97,-0.000158319,1.0,PASS
all-fast,27.0,3.3,e4.0n,c11,all-fast_27c_3.30v_e4.0n_c11,1.3743e-09,1.34861e-09,not measured,9.6484e-07,not measured,not measured,9.6484e-07,2.23233e-10,3.3,1.82093e-10,4.2433e-09,9.57533e-09,0.0569424,2.40466e-06,3.3,-0.000180206,1.0,PASS
all-fast,27.0,3.63,e4.0n,c11,all-fast_27c_3.63v_e4.0n_c11,1.31028e-09,1.2888e-09,not measured,8.64921e-07,not measured,not measured,8.64921e-07,1.0843e-08,3.63,1.08919e-08,8.28928e-09,4.69833e-09,0.0745096,2.40462e-06,3.63,-0.000203869,1.0,PASS
all-fast,125.0,2.97,e4.0n,c11,all-fast_125c_2.97v_e4.0n_c11,1.70641e-09,1.6791e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.84678e-07,2.97,4.84795e-07,4.85451e-07,4.85831e-07,0.0315501,2.40512e-06,2.97,-0.000191042,1.0,PASS
all-fast,125.0,3.3,e4.0n,c11,all-fast_125c_3.30v_e4.0n_c11,1.60955e-09,1.57658e-09,not measured,1.28244e-06,not measured,not measured,1.28244e-06,5.14164e-07,3.3,5.14252e-07,5.14665e-07,5.17846e-07,0.0427802,2.40503e-06,3.3,-0.000206103,1.0,PASS
all-fast,125.0,3.63,e4.0n,c11,all-fast_125c_3.63v_e4.0n_c11,1.5342e-09,1.49895e-09,not measured,1.14417e-06,not measured,not measured,1.14417e-06,5.54608e-07,3.63,5.54665e-07,5.55884e-07,5.59752e-07,0.0562384,2.40489e-06,3.63,-0.000222346,1.0,PASS
typical,27.0,3.3,e0.2n,c7,typical_27c_3.30v_e0.2n_c7,1.36559e-09,1.34106e-09,1.08958e-06,1.08958e-06,not measured,not measured,1.08958e-06,3.3,3.3,3.90083e-09,4.83155e-09,8.16469e-09,3.16828,2.4048e-06,3.3,-0.000127579,1.0,PASS
typical,27.0,3.3,e0.5n,c7,typical_27c_3.30v_e0.5n_c7,1.36148e-09,1.34222e-09,1.08959e-06,1.08959e-06,not measured,not measured,1.08959e-06,3.3,3.3,6.9057e-09,5.78932e-09,8.22018e-09,3.16828,2.40494e-06,3.3,-0.000137941,1.0,PASS
typical,27.0,3.3,e0.8n,c7,typical_27c_3.30v_e0.8n_c7,1.36355e-09,1.34172e-09,1.08964e-06,1.08964e-06,not measured,not measured,1.08964e-06,3.3,3.3,3.17212e-09,4.08634e-09,8.18102e-09,3.16828,2.40485e-06,3.3,-0.000151024,1.0,PASS
typical,27.0,3.3,e1.0n,c7,typical_27c_3.30v_e1.0n_c7,1.36689e-09,1.34246e-09,1.08965e-06,1.08965e-06,not measured,not measured,1.08965e-06,3.3,3.3,4.95318e-09,5.68829e-09,8.18688e-09,3.16828,2.40486e-06,3.3,-0.000152087,1.0,PASS
typical,27.0,3.3,e1.2n,c7,typical_27c_3.30v_e1.2n_c7,1.3702e-09,1.34534e-09,1.08965e-06,1.08965e-06,not measured,not measured,1.08965e-06,3.3,3.3,4.02403e-09,4.61729e-09,8.17606e-09,3.16828,2.40486e-06,3.3,-0.000152352,1.0,PASS
typical,27.0,3.3,e1.5n,c7,typical_27c_3.30v_e1.5n_c7,1.37153e-09,1.34558e-09,not measured,1.08958e-06,not measured,not measured,1.08958e-06,3.88165e-09,3.3,4.14291e-09,4.70737e-09,8.12753e-09,0.191903,2.40491e-06,3.3,-0.00015575,1.0,PASS
typical,27.0,3.3,e2.0n,c7,typical_27c_3.30v_e2.0n_c7,1.37267e-09,1.34566e-09,not measured,1.08963e-06,not measured,not measured,1.08963e-06,3.89629e-09,3.3,3.97604e-09,4.6492e-09,6.34759e-09,0.0631946,2.40486e-06,3.3,-0.000155955,1.0,PASS
typical,27.0,3.3,e3.0n,c7,typical_27c_3.30v_e3.0n_c7,1.37267e-09,1.34566e-09,not measured,1.08963e-06,not measured,not measured,1.08963e-06,4.66995e-09,3.3,4.87111e-09,5.0591e-09,1.04931e-08,0.0470735,2.40499e-06,3.3,-0.000156214,1.0,PASS
typical,27.0,3.3,e5.0n,c7,typical_27c_3.30v_e5.0n_c7,1.37267e-09,1.34566e-09,not measured,1.08963e-06,not measured,not measured,1.08963e-06,4.04254e-09,3.3,4.20066e-09,4.7312e-09,8.5584e-09,0.0410082,2.40491e-06,3.3,-0.000156119,1.0,PASS
typical,27.0,3.3,e10.0n,c7,typical_27c_3.30v_e10.0n_c7,1.37267e-09,1.34566e-09,not measured,1.08962e-06,not measured,not measured,1.08962e-06,3.91144e-09,3.3,3.91144e-09,4.58633e-09,8.16597e-09,0.0287759,2.40481e-06,3.3,-0.000156071,1.0,PASS
ss,125.0,2.97,e0.2n,c3,ss_125c_2.97v_e0.2n_c3,1.73768e-09,1.71453e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,9.55384e-09,1.13842e-08,1.29208e-08,2.34821,2.40539e-06,2.97,-0.000157348,1.0,PASS
ss,125.0,2.97,e0.5n,c3,ss_125c_2.97v_e0.5n_c3,1.72961e-09,1.71036e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,9.56233e-09,1.11662e-08,1.28969e-08,2.34821,2.40548e-06,2.97,-0.000162119,1.0,PASS
ss,125.0,2.97,e0.8n,c3,ss_125c_2.97v_e0.8n_c3,1.73621e-09,1.71755e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,9.58072e-09,1.15234e-08,1.29543e-08,2.34821,2.40546e-06,2.97,-0.000170602,1.0,PASS
ss,125.0,2.97,e1.0n,c3,ss_125c_2.97v_e1.0n_c3,1.73639e-09,1.71931e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,9.12638e-09,1.07772e-08,1.29124e-08,2.34821,2.40546e-06,2.97,-0.000174846,1.0,PASS
ss,125.0,2.97,e1.2n,c3,ss_125c_2.97v_e1.2n_c3,1.73837e-09,1.72106e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,1.20869e-08,1.22516e-08,1.29185e-08,2.34821,2.40542e-06,2.97,-0.000175959,1.0,PASS
ss,125.0,2.97,e1.5n,c3,ss_125c_2.97v_e1.5n_c3,1.73169e-09,1.71487e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,8.1264e-09,1.02707e-08,1.28763e-08,2.34821,2.40549e-06,2.97,-0.000176295,1.0,PASS
ss,125.0,2.97,e2.0n,c3,ss_125c_2.97v_e2.0n_c3,1.73676e-09,1.71697e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,1.23606e-08,2.97,8.891e-09,1.06679e-08,1.28975e-08,0.0801748,2.40543e-06,2.97,-0.000158664,1.0,PASS
ss,125.0,2.97,e3.0n,c3,ss_125c_2.97v_e3.0n_c3,1.73988e-09,1.71863e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,8.12938e-09,2.97,8.59954e-09,1.05301e-08,1.4349e-08,0.0190977,2.40542e-06,2.97,-0.000159297,1.0,PASS
ss,125.0,2.97,e5.0n,c3,ss_125c_2.97v_e5.0n_c3,1.73988e-09,1.71863e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,8.89051e-09,2.97,9.34354e-09,1.08903e-08,1.23385e-08,0.0119902,2.40542e-06,2.97,-0.000159331,1.0,PASS
ss,125.0,2.97,e10.0n,c3,ss_125c_2.97v_e10.0n_c3,1.73988e-09,1.71863e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,9.52619e-09,2.97,9.52619e-09,1.09815e-08,1.29155e-08,0.00714814,2.40544e-06,2.97,-0.000159314,1.0,PASS
ff,125.0,2.97,e0.2n,c11,ff_125c_2.97v_e0.2n_c11,1.70515e-09,1.67385e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.85253e-07,4.84976e-07,4.86757e-07,2.64352,2.40504e-06,2.97,-0.000172435,1.0,PASS
ff,125.0,2.97,e0.5n,c11,ff_125c_2.97v_e0.5n_c11,1.69737e-09,1.66931e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.85245e-07,4.84556e-07,4.8675e-07,2.64352,2.40501e-06,2.97,-0.000179461,1.0,PASS
ff,125.0,2.97,e0.8n,c11,ff_125c_2.97v_e0.8n_c11,1.7006e-09,1.67539e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.84035e-07,4.84451e-07,4.8676e-07,2.64352,2.40508e-06,2.97,-0.000191322,1.0,PASS
ff,125.0,2.97,e1.0n,c11,ff_125c_2.97v_e1.0n_c11,1.70172e-09,1.67535e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.88419e-07,4.87167e-07,4.86877e-07,2.64352,2.40508e-06,2.97,-0.000198918,1.0,PASS
ff,125.0,2.97,e1.2n,c11,ff_125c_2.97v_e1.2n_c11,1.70438e-09,1.67653e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.83293e-07,4.84732e-07,4.86868e-07,2.64352,2.40507e-06,2.97,-0.000200489,1.0,PASS
ff,125.0,2.97,e1.5n,c11,ff_125c_2.97v_e1.5n_c11,1.70008e-09,1.67206e-09,1.45747e-06,1.45747e-06,not measured,not measured,1.45747e-06,2.97,2.97,4.8564e-07,4.85879e-07,4.86776e-07,2.64352,2.405e-06,2.97,-0.00020099,1.0,PASS
ff,125.0,2.97,e2.0n,c11,ff_125c_2.97v_e2.0n_c11,1.70604e-09,1.67686e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.82305e-07,2.97,4.82253e-07,4.84278e-07,4.86349e-07,0.0870658,2.40506e-06,2.97,-0.000190222,1.0,PASS
ff,125.0,2.97,e3.0n,c11,ff_125c_2.97v_e3.0n_c11,1.70641e-09,1.6791e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.86039e-07,2.97,4.86046e-07,4.86098e-07,4.87426e-07,0.0367364,2.40507e-06,2.97,-0.000190981,1.0,PASS
ff,125.0,2.97,e5.0n,c11,ff_125c_2.97v_e5.0n_c11,1.70641e-09,1.6791e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.85519e-07,2.97,4.85647e-07,4.85888e-07,4.87496e-07,0.0292934,2.40513e-06,2.97,-0.000191046,1.0,PASS
ff,125.0,2.97,e10.0n,c11,ff_125c_2.97v_e10.0n_c11,1.70641e-09,1.6791e-09,not measured,1.45747e-06,not measured,not measured,1.45747e-06,4.85377e-07,2.97,4.85377e-07,4.85749e-07,4.86759e-07,0.0201757,2.40507e-06,2.97,-0.000191024,1.0,PASS
fs,125.0,2.97,e0.2n,c6,fs_125c_2.97v_e0.2n_c6,1.6868e-09,1.64666e-09,1.87304e-06,1.87304e-06,not measured,not measured,1.87304e-06,2.97,2.97,1.4561e-08,1.32027e-08,1.01366e-08,2.30765,2.40484e-06,2.97,-0.000192458,1.0,PASS
fs,125.0,2.97,e0.5n,c6,fs_125c_2.97v_e0.5n_c6,1.6786e-09,1.64128e-09,1.87304e-06,1.87304e-06,not measured,not measured,1.87304e-06,2.97,2.97,1.45624e-08,1.35428e-08,1.01331e-08,2.30765,2.40494e-06,2.97,-0.000198876,1.0,PASS
fs,125.0,2.97,e0.8n,c6,fs_125c_2.97v_e0.8n_c6,1.68551e-09,1.6488e-09,1.87304e-06,1.87304e-06,not measured,not measured,1.87304e-06,2.97,2.97,1.41762e-08,1.26188e-08,1.01366e-08,2.30765,2.40485e-06,2.97,-0.000209225,1.0,PASS
fs,125.0,2.97,e1.0n,c6,fs_125c_2.97v_e1.0n_c6,1.68976e-09,1.65238e-09,1.87304e-06,1.87304e-06,not measured,not measured,1.87304e-06,2.97,2.97,1.6787e-08,1.46024e-08,1.01561e-08,2.30765,2.40485e-06,2.97,-0.000214111,1.0,PASS
fs,125.0,2.97,e1.2n,c6,fs_125c_2.97v_e1.2n_c6,1.68892e-09,1.64718e-09,1.87304e-06,1.87304e-06,not measured,not measured,1.87304e-06,2.97,2.97,1.24971e-08,1.25581e-08,1.01427e-08,2.30765,2.40484e-06,2.97,-0.000215141,1.0,PASS
fs,125.0,2.97,e1.5n,c6,fs_125c_2.97v_e1.5n_c6,1.68337e-09,1.64329e-09,1.87304e-06,1.87304e-06,not measured,not measured,1.87304e-06,2.97,2.97,1.53286e-08,1.39577e-08,1.01484e-08,2.30765,2.40494e-06,2.97,-0.000215475,1.0,PASS
fs,125.0,2.97,e2.0n,c6,fs_125c_2.97v_e2.0n_c6,1.68991e-09,1.64943e-09,not measured,1.87304e-06,not measured,not measured,1.87304e-06,1.50025e-08,2.97,1.48665e-08,1.36786e-08,1.0111e-08,0.0532132,2.40486e-06,2.97,-0.000190389,1.0,PASS
fs,125.0,2.97,e3.0n,c6,fs_125c_2.97v_e3.0n_c6,1.68991e-09,1.65181e-09,not measured,1.87304e-06,not measured,not measured,1.87304e-06,1.55339e-08,2.97,1.55472e-08,1.4068e-08,1.1092e-08,0.0191884,2.40486e-06,2.97,-0.00019041,1.0,PASS
fs,125.0,2.97,e5.0n,c6,fs_125c_2.97v_e5.0n_c6,1.68991e-09,1.65181e-09,not measured,1.87304e-06,not measured,not measured,1.87304e-06,1.47463e-08,2.97,1.47526e-08,1.3667e-08,1.05131e-08,0.0143258,2.4049e-06,2.97,-0.000190464,1.0,PASS
fs,125.0,2.97,e10.0n,c6,fs_125c_2.97v_e10.0n_c6,1.68991e-09,1.65181e-09,not measured,1.87304e-06,not measured,not measured,1.87304e-06,1.45656e-08,2.97,1.45656e-08,1.35731e-08,1.01326e-08,0.00871633,2.40485e-06,2.97,-0.000190474,1.0,PASS
ss,-40.0,3.63,e0.2n,c3,ss_-40c_3.63v_e0.2n_c3,1.13158e-09,1.11816e-09,8.60733e-07,8.60733e-07,not measured,not measured,8.60733e-07,3.63,3.63,4.98476e-09,4.58432e-09,8.01293e-09,3.58571,2.4047e-06,3.63,-0.000123585,1.0,PASS
ss,-40.0,3.63,e0.5n,c3,ss_-40c_3.63v_e0.5n_c3,1.12442e-09,1.11294e-09,8.6073e-07,8.6073e-07,not measured,not measured,8.6073e-07,3.63,3.63,1.79511e-09,3.98006e-09,7.99251e-09,3.58571,2.40483e-06,3.63,-0.000137883,1.0,PASS
ss,-40.0,3.63,e0.8n,c3,ss_-40c_3.63v_e0.8n_c3,1.1333e-09,1.10918e-09,8.6073e-07,8.6073e-07,not measured,not measured,8.6073e-07,3.63,3.63,5.09888e-09,5.10484e-09,7.98977e-09,3.58571,2.4048e-06,3.63,-0.000145454,1.0,PASS
ss,-40.0,3.63,e1.0n,c3,ss_-40c_3.63v_e1.0n_c3,1.13267e-09,1.10939e-09,8.6073e-07,8.6073e-07,not measured,not measured,8.6073e-07,3.63,3.63,7.56845e-09,5.88527e-09,8.03242e-09,3.58571,2.40478e-06,3.63,-0.000145045,1.0,PASS
ss,-40.0,3.63,e1.2n,c3,ss_-40c_3.63v_e1.2n_c3,1.13566e-09,1.11715e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,8.43377e-10,3.63,4.12207e-09,4.13237e-09,8.09208e-09,0.269386,2.40481e-06,3.63,-0.000149164,1.0,PASS
ss,-40.0,3.63,e1.5n,c3,ss_-40c_3.63v_e1.5n_c3,1.13566e-09,1.11714e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,8.34412e-09,3.63,8.29171e-09,6.14617e-09,5.7021e-09,0.107897,2.40473e-06,3.63,-0.00014957,1.0,PASS
ss,-40.0,3.63,e2.0n,c3,ss_-40c_3.63v_e2.0n_c3,1.13566e-09,1.11714e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,5.10298e-09,3.63,4.65834e-09,4.41836e-09,8.78255e-09,0.0697956,2.40481e-06,3.63,-0.000149634,1.0,PASS
ss,-40.0,3.63,e3.0n,c3,ss_-40c_3.63v_e3.0n_c3,1.13566e-09,1.11714e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,7.04804e-09,3.63,6.83011e-09,5.47529e-09,8.32572e-09,0.0599821,2.40482e-06,3.63,-0.000149869,1.0,PASS
ss,-40.0,3.63,e5.0n,c3,ss_-40c_3.63v_e5.0n_c3,1.13566e-09,1.11714e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,6.39957e-09,3.63,6.13638e-09,5.13747e-09,7.25592e-09,0.0529453,2.40482e-06,3.63,-0.000149871,1.0,PASS
ss,-40.0,3.63,e10.0n,c3,ss_-40c_3.63v_e10.0n_c3,1.13566e-09,1.11714e-09,not measured,8.6073e-07,not measured,not measured,8.6073e-07,5.69835e-09,3.63,5.69835e-09,4.91937e-09,7.94142e-09,0.0375469,2.40485e-06,3.63,-0.0001498,1.0,PASS
ff,-40.0,3.63,e0.2n,c11,ff_-40c_3.63v_e0.2n_c11,1.16036e-09,1.13696e-09,6.79576e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,1.12542e-08,6.97623e-09,-4.32495e-10,3.61732,2.40422e-06,3.63,-0.000161788,1.0,PASS
ff,-40.0,3.63,e0.5n,c11,ff_-40c_3.63v_e0.5n_c11,1.15398e-09,1.13631e-09,6.79576e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,9.16291e-09,5.62233e-09,-2.06847e-10,3.61732,2.40413e-06,3.63,-0.000178732,1.0,PASS
ff,-40.0,3.63,e0.8n,c11,ff_-40c_3.63v_e0.8n_c11,1.15722e-09,1.1332e-09,6.79576e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,7.66703e-09,4.95955e-09,-2.32945e-10,3.61732,2.40407e-06,3.63,-0.00019348,1.0,PASS
ff,-40.0,3.63,e1.0n,c11,ff_-40c_3.63v_e1.0n_c11,1.1569e-09,1.14019e-09,6.79576e-07,6.79576e-07,not measured,not measured,6.79576e-07,3.63,3.63,7.53963e-09,6.02773e-09,-2.24998e-10,3.61732,2.40423e-06,3.63,-0.000194375,1.0,PASS
ff,-40.0,3.63,e1.2n,c11,ff_-40c_3.63v_e1.2n_c11,1.15976e-09,1.14462e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,9.23563e-09,3.63,9.38228e-09,7.12236e-09,-4.20271e-10,0.752238,2.40416e-06,3.63,-0.00021781,1.0,PASS
ff,-40.0,3.63,e1.5n,c11,ff_-40c_3.63v_e1.5n_c11,1.15976e-09,1.14453e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,6.30283e-09,3.63,6.66695e-09,5.45635e-09,8.25629e-10,0.163238,2.40416e-06,3.63,-0.000199699,1.0,PASS
ff,-40.0,3.63,e2.0n,c11,ff_-40c_3.63v_e2.0n_c11,1.15976e-09,1.14453e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,7.38892e-09,3.63,7.18209e-09,6.02386e-09,-2.22194e-09,0.113315,2.40425e-06,3.63,-0.000199905,1.0,PASS
ff,-40.0,3.63,e3.0n,c11,ff_-40c_3.63v_e3.0n_c11,1.15976e-09,1.14453e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,9.04323e-09,3.63,9.13782e-09,6.89274e-09,1.47502e-09,0.10236,2.40428e-06,3.63,-0.000199861,1.0,PASS
ff,-40.0,3.63,e5.0n,c11,ff_-40c_3.63v_e5.0n_c11,1.15976e-09,1.14453e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,8.49442e-09,3.63,8.52205e-09,6.61099e-09,-8.54048e-10,0.0909544,2.40413e-06,3.63,-0.000199866,1.0,PASS
