# campaign: cp-compliance (switching)
# record_id: 20260731-122451-63e4b47
# generated_utc: 2026-07-31T12:25:07Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points; DC bench run at all 4 Icp trim codes (180 runs), switching bench run at Vctrl {0.9, 1.65, 2.4} V at the nominal trim code (135 runs)
# Both polarities driven from the SAME control edge, one instance each, at the
# nominal trim code (b1 b0 = 1 0).
# iup_ss/idn_ss: steady-state current late in the 5 ns control pulse (A)
# qup/qdn: charge delivered over the switching event, including the tail-node
#   charge-sharing transient (C).  Sign convention: qup > 0 (sourced into the
#   control node), qdn < 0 (sunk out of it).
# wup/wdn: effective pulse width each polarity presents to the loop, q/i_ss (s)
# wskew: wup - wdn, the effective UP/DN TIMING mismatch (s) -- the quantity
#   that turns charge-pump asymmetry into static phase error
# ton_*/toff_*: 50%-of-i_ss crossing referenced to the 50% control edge (s)
process,temp_c,vdd_v,vctrl_v,iup_ss_a,idn_ss_a,qup_c,qdn_c,wup_s,wdn_s,wskew_s,ton_up_s,ton_dn_s,toff_up_s,toff_dn_s
typical,-40,3.63,2.4,5.2097E-06,-4.99228E-06,-1.19343E-14,-4.53752E-14,-2.29078E-09,9.08907E-09,-1.13799E-08,-9.99858E-11,-8.16452E-13,-9.99359E-11,2.29499E-11
typical,27,2.97,0.9,5.26156E-06,-5.17455E-06,3.3331E-14,-5.98289E-15,6.33481E-09,1.15621E-09,5.1786E-09,-9.99455E-11,1.12207E-10,-9.99096E-11,4.07904E-11
typical,27,2.97,1.65,5.24734E-06,-5.19882E-06,1.10974E-14,-3.5536E-14,2.11486E-09,6.83539E-09,-4.72053E-09,-9.99823E-11,3.19213E-11,-9.99233E-11,3.32524E-11
typical,27,2.97,2.4,5.22409E-06,-5.20985E-06,-3.13883E-14,-4.51994E-14,-6.00839E-09,8.67577E-09,-1.46842E-08,-9.99824E-11,5.60109E-11,-9.99199E-11,3.10816E-11
typical,27,3.30,0.9,5.26588E-06,-5.17474E-06,3.73949E-14,4.45956E-15,7.10136E-09,-8.61794E-10,7.96315E-09,-9.9945E-11,1.12188E-10,-9.99214E-11,3.83007E-11
typical,27,3.30,1.65,5.24899E-06,-5.19904E-06,1.80002E-14,-3.25062E-14,3.42926E-09,6.25234E-09,-2.82308E-09,-9.9984E-11,2.1285E-11,-9.99311E-11,3.03555E-11
typical,27,3.30,2.4,5.24901E-06,-5.22012E-06,-2.26786E-14,-4.97747E-14,-4.32053E-09,9.53517E-09,-1.38557E-08,-9.99841E-11,5.04912E-11,-9.99277E-11,2.67055E-11
typical,27,3.63,0.9,5.26753E-06,-5.17496E-06,4.25295E-14,1.69486E-14,8.07389E-09,-3.27511E-09,1.1349E-08,-9.99465E-11,1.12569E-10,-9.99209E-11,3.58373E-11
typical,27,3.63,1.65,5.24647E-06,-5.19922E-06,2.56022E-14,-2.78912E-14,4.8799E-09,5.36451E-09,-4.84608E-10,-9.99854E-11,1.9039E-11,-9.9929E-11,2.86884E-11
typical,27,3.63,2.4,5.26392E-06,-5.22449E-06,-1.36291E-14,-4.88776E-14,-2.58915E-09,9.35547E-09,-1.19446E-08,-9.99856E-11,7.52809E-12,-9.99331E-11,2.4248E-11
typical,125,2.97,0.9,5.40743E-06,-5.38838E-06,3.70527E-14,-6.53436E-15,6.85218E-09,1.21268E-09,5.63951E-09,-9.9963E-11,1.26953E-10,-9.99089E-11,4.57868E-11
typical,125,2.97,1.65,5.33089E-06,-5.41149E-06,9.54281E-15,-3.90246E-14,1.7901E-09,7.21143E-09,-5.42134E-09,-9.99819E-11,4.79596E-11,-9.99166E-11,3.76312E-11
typical,125,2.97,2.4,5.24977E-06,-5.42266E-06,-3.45776E-14,-5.09645E-14,-6.5865E-09,9.39843E-09,-1.59849E-08,-9.99822E-11,5.07955E-11,-9.99189E-11,3.41822E-11
typical,125,3.30,0.9,5.4211E-06,-5.38902E-06,4.23036E-14,4.36684E-15,7.80352E-09,-8.10321E-10,8.61385E-09,-9.99608E-11,1.28042E-10,-9.99172E-11,4.33631E-11
typical,125,3.30,1.65,5.34207E-06,-5.41212E-06,1.78774E-14,-3.47642E-14,3.34654E-09,6.4234E-09,-3.07686E-09,-9.99837E-11,4.74121E-11,-9.99241E-11,3.3401E-11
typical,125,3.30,2.4,5.29303E-06,-5.4331E-06,-2.42403E-14,-5.42409E-14,-4.57966E-09,9.98341E-09,-1.45631E-08,-9.9984E-11,4.71248E-11,-9.99256E-11,3.04703E-11
typical,125,3.63,0.9,5.43055E-06,-5.38965E-06,4.76333E-14,1.6513E-14,8.77135E-09,-3.06384E-09,1.18352E-08,-9.9959E-11,1.28857E-10,-9.99256E-11,4.20211E-11
typical,125,3.63,1.65,5.34877E-06,-5.41266E-06,2.5897E-14,-2.94747E-14,4.84167E-09,5.44552E-09,-6.03851E-10,-9.99851E-11,1.00076E-10,-9.99325E-11,3.133E-11
typical,125,3.63,2.4,5.31989E-06,-5.43642E-06,-1.47137E-14,-5.2328E-14,-2.76579E-09,9.62545E-09,-1.23912E-08,-9.99854E-11,4.11979E-11,-9.99313E-11,2.75558E-11
