# gf180-pll :: pll-top-smoke acquisition transient
# record_id: 20260801-085349-0e5c22d
# corner: typical_27c_3.30v (typical,res_typical,moscap_typical,mimcap_typical)
# config: N=8 band=5 icp_code=2 fref=9e6
# decimation: nearest-sample at 20e-9 s from the full ngspice trace
t_s,vctrl_v,lock_v,fb_v
9.64279716e-06,1.52786,-5.08429e-09,-1.51778e-06
9.66279908e-06,1.51369,-2.72196e-08,3.3
9.68283914e-06,1.49887,5.66023e-09,3.3
9.70288753e-06,1.48581,5.65279e-09,-3.94244e-06
9.72291328e-06,1.47487,3.37648e-08,-1.81099e-08
9.74291854e-06,1.50999,-5.29273e-09,-2.53177e-06
9.76295158e-06,1.52221,-5.24607e-08,3.3
9.78298475e-06,1.50648,5.65957e-09,3.3
9.80302051e-06,1.49268,5.6589e-09,3.3
9.82302556e-06,1.48055,5.64033e-09,0.000254252
9.84305311e-06,1.49065,1.64537e-08,1.13443e-06
9.86313288e-06,1.52555,-5.18173e-09,-5.25674e-06
9.8832096e-06,1.51429,3.4807e-08,3.3
9.90327529e-06,1.4997,5.66017e-09,3.3
9.92329575e-06,1.48687,5.65365e-09,1.92924e-06
9.94336186e-06,1.47555,5.61449e-09,1.16444e-06
9.96338934e-06,1.50751,-5.38085e-09,-5.86696e-07
9.98339812e-06,1.52269,-4.80228e-08,3.3
1.00034112e-05,1.50715,5.659e-09,3.3
1.00234592e-05,1.49357,5.65924e-09,3.29996
1.00435124e-05,1.48161,5.64217e-09,-2.87644e-06
1.00635439e-05,1.48766,-6.77642e-09,-8.92895e-07
1.00836285e-05,1.52335,-6.56079e-09,-2.26188e-06
1.01036415e-05,1.51484,2.86645e-08,3.3
1.01236962e-05,1.50049,5.66045e-09,3.3
1.01437107e-05,1.48788,5.65441e-09,-1.42326e-06
1.01637548e-05,1.47675,5.61816e-09,-4.74725e-06
1.01837631e-05,1.50476,8.70984e-09,-1.64665e-06
1.02037819e-05,1.52324,-3.08558e-08,3.30001
1.02238209e-05,1.50781,5.65899e-09,3.3
1.02439017e-05,1.49443,5.65949e-09,3.3
1.02639733e-05,1.48266,5.6436e-09,6.31849e-06
1.02839996e-05,1.48456,4.20552e-08,3.28862e-07
1.03040206e-05,1.5209,3.93588e-08,1.70977e-06
1.03240399e-05,1.51542,2.88652e-08,3.3
1.03441211e-05,1.50129,5.66033e-09,3.3
1.03641425e-05,1.48887,5.65518e-09,9.09338e-06
1.03841719e-05,1.47793,5.62194e-09,-1.88135e-06
1.04042377e-05,1.50214,1.4639e-08,-0.000644511
1.04242936e-05,1.52369,4.41691e-08,3.30001
1.04443258e-05,1.5084,-3.20735e-08,3.3
1.04643368e-05,1.49528,5.6598e-09,3.3
1.04843741e-05,1.48372,5.64552e-09,8.08883e-07
1.05044351e-05,1.48156,-7.73316e-08,-5.10871e-08
1.0524515e-05,1.51854,3.92133e-08,1.43033e-06
1.05445862e-05,1.5158,-1.95705e-08,3.3
1.05646407e-05,1.50194,5.66015e-09,3.3
1.05846608e-05,1.48974,5.65617e-09,0.000120187
1.06046788e-05,1.47899,5.62491e-09,0.0095693
1.06246915e-05,1.49937,-4.78069e-10,1.48594e-06
1.06447899e-05,1.52405,-3.73807e-08,3.3
1.06648047e-05,1.50893,-3.64822e-08,3.29999
1.06848654e-05,1.49601,5.65984e-09,3.3
1.07049559e-05,1.48462,5.6468e-09,6.50966e-06
1.07250382e-05,1.47929,1.76036e-06,1.11054e-07
1.07450529e-05,1.51617,7.43076e-09,-2.69011e-06
1.0765055e-05,1.5161,2.98852e-08,3.30001
1.07850613e-05,1.50252,5.65986e-09,3.29998
1.08050722e-05,1.49054,5.65647e-09,3.3
1.08251625e-05,1.47994,5.62769e-09,-2.05991e-06
1.08452035e-05,1.49651,-1.76541e-08,-1.2103e-06
1.08652077e-05,1.52424,5.34273e-08,3.3
1.08852875e-05,1.50936,5.24272e-08,3.3
1.09053379e-05,1.49667,5.65983e-09,3.3
1.09254095e-05,1.48549,5.64795e-09,-4.1879e-06
1.09454399e-05,1.47718,-8.67945e-08,1.49312e-07
1.09655173e-05,1.51353,2.51612e-08,-1.19581e-05
1.09855383e-05,1.51646,3.23702e-08,3.30001
1.10055917e-05,1.50308,5.65994e-09,3.3
1.10256185e-05,1.4913,5.65687e-09,3.3
1.1045712e-05,1.48088,5.63048e-09,-5.87923e-06
1.10657494e-05,1.49365,1.00009e-08,-1.24483e-06
1.10858002e-05,1.52428,4.86868e-08,3.30001
1.11058283e-05,1.50996,4.88533e-08,3.3
1.11259164e-05,1.49745,5.66001e-09,3.29999
1.11459986e-05,1.48644,5.64902e-09,-5.43861e-06
1.11660301e-05,1.47677,5.59495e-09,-7.84973e-05
1.1186094e-05,1.51117,-2.20471e-10,-6.5775e-06
1.12061182e-05,1.51685,-2.91613e-08,3.3
1.12261209e-05,1.50373,5.65988e-09,3.3
1.12462031e-05,1.4921,5.65736e-09,3.3
1.12662652e-05,1.48187,5.63289e-09,3.43522e-06
1.12863446e-05,1.49084,1.64228e-08,-1.56619e-07
1.13063455e-05,1.52398,7.13872e-08,3.30002
1.13264101e-05,1.51042,-5.09474e-08,3.3
1.13464496e-05,1.49815,5.65995e-09,3.3
1.13665423e-05,1.48731,5.65043e-09,-1.01155e-05
1.13865597e-05,1.47781,5.60005e-09,4.29555e-06
1.14065605e-05,1.50849,-5.85645e-09,5.96437e-07
1.14266485e-05,1.51738,3.98501e-08,3.3
1.14467431e-05,1.5044,5.65976e-09,3.3
1.14668209e-05,1.49296,5.65781e-09,3.3
1.14868389e-05,1.48291,5.63516e-09,-2.2176e-07
1.15068778e-05,1.48788,-3.94052e-09,-1.11543e-06
1.15269026e-05,1.52274,3.20821e-05,3.30006
1.15469877e-05,1.51092,-2.94649e-08,3.29994
1.15670499e-05,1.49883,5.66027e-09,3.29954
1.1587097e-05,1.4882,5.65126e-09,-6.93827e-07
1.16071283e-05,1.47884,5.60488e-09,-8.87582e-07
1.16272259e-05,1.50614,1.6914e-08,-1.55025e-06
1.16472733e-05,1.51771,-5.26253e-08,3.3
1.1667289e-05,1.50497,5.65972e-09,3.3
1.16872996e-05,1.49375,5.65821e-09,3.3
1.17073587e-05,1.48384,5.63753e-09,2.39351e-06
1.17274126e-05,1.48489,1.41655e-08,4.02634e-06
1.17474497e-05,1.52294,-5.85456e-09,-0.00339429
1.17675396e-05,1.51129,-2.78984e-08,3.3
1.17875469e-05,1.49944,5.65995e-09,3.3
1.18076097e-05,1.48898,5.65239e-09,-1.88522e-06
1.18276448e-05,1.47978,5.60923e-09,-2.59645e-06
1.18476494e-05,1.50318,-5.97614e-09,-1.48604e-06
1.18677114e-05,1.51797,-2.99709e-08,3.3
1.1887733e-05,1.50541,4.05116e-08,3.3
1.19078134e-05,1.49434,5.65864e-09,3.3
1.19278188e-05,1.48464,5.64008e-09,-2.02161e-06
1.1947839e-05,1.48191,6.48288e-07,0.00175992
1.19679046e-05,1.52024,-5.86974e-09,1.91071e-06
1.19879274e-05,1.51176,-2.92151e-08,3.3
1.20079887e-05,1.50007,5.66007e-09,3.3
1.20280811e-05,1.48976,5.65321e-09,-3.71881e-06
1.20481035e-05,1.48072,5.61347e-09,5.9586e-06
1.20681443e-05,1.50028,1.70789e-08,2.04216e-06
1.20881798e-05,1.51854,3.94525e-08,3.3
1.21082116e-05,1.50606,3.87916e-08,3.3
1.21282907e-05,1.49516,5.65888e-09,3.29995
1.21483244e-05,1.48559,5.64172e-09,-3.4555e-06
1.21684094e-05,1.47997,-3.00346e-08,-3.33256e-08
1.21884473e-05,1.51778,-6.01828e-09,2.61612e-06
1.22084622e-05,1.51221,4.47186e-08,3.3
1.22285085e-05,1.50072,5.66014e-09,3.3
1.22485138e-05,1.49061,5.65452e-09,-4.27614e-06
1.22685915e-05,1.48168,5.6178e-09,-4.70547e-06
1.22886108e-05,1.49727,-6.22283e-09,-1.47013e-06
1.23086233e-05,1.519,-3.60584e-08,3.30002
1.23287012e-05,1.50656,4.65462e-08,3.30001
1.23487815e-05,1.49584,5.65909e-09,3.3
1.23688545e-05,1.4864,5.64362e-09,-2.183e-06
1.23888889e-05,1.47811,5.57046e-09,-2.48327e-06
1.24089521e-05,1.51511,1.7063e-08,-2.48023e-06
1.24290371e-05,1.51258,-5.18285e-08,3.3
1.24490388e-05,1.50131,5.65998e-09,3.3
1.24690693e-05,1.49135,5.65494e-09,3.40104e-05
1.24891567e-05,1.48256,5.62161e-09,-8.51332e-06
1.25091569e-05,1.49426,-1.14619e-08,-0.000299615
1.2529256e-05,1.51929,-2.21093e-08,3.3
1.25493273e-05,1.50694,-2.12596e-08,3.3
1.25693883e-05,1.49641,5.65911e-09,3.3
1.25894435e-05,1.48715,5.64512e-09,-1.86531e-06
1.26095196e-05,1.47898,5.57698e-09,1.50376e-07
1.26295441e-05,1.51252,-3.30078e-08,7.07896e-07
1.26495659e-05,1.51293,-6.73045e-08,3.29999
1.26695749e-05,1.50185,5.65973e-09,3.3
1.26895797e-05,1.49207,5.65548e-09,-0.005387
1.27095837e-05,1.48346,5.62503e-09,0.00433265
1.27296761e-05,1.49107,-2.52329e-08,-2.66833e-07
1.27497143e-05,1.51973,3.17394e-08,3.30001
1.27698117e-05,1.50745,3.1227e-08,3.3
1.27898288e-05,1.49711,5.65957e-09,3.3
1.28098414e-05,1.48801,5.64674e-09,4.96561e-06
1.28298901e-05,1.47997,5.58537e-09,-4.93156e-06
1.28499505e-05,1.50956,3.88892e-09,-1.92282e-06
1.28699591e-05,1.51321,-3.00672e-08,3.29999
1.28899714e-05,1.50232,5.65956e-09,3.29986
1.29100305e-05,1.49268,5.65643e-09,3.3
1.29300419e-05,1.48421,5.6288e-09,-2.38253e-06
1.29500779e-05,1.48755,5.2084e-11,7.02494e-07
1.29701273e-05,1.51988,-3.30863e-08,3.3
1.29901822e-05,1.50795,4.34663e-08,3.3
1.30102454e-05,1.49775,5.65987e-09,3.3
1.30302931e-05,1.48877,5.64857e-09,-1.5422e-06
1.30502934e-05,1.48088,5.59238e-09,3.58336e-06
1.30703366e-05,1.50645,-2.28559e-09,0.000689231
1.30904015e-05,1.5136,-4.57646e-08,3.3
1.31104113e-05,1.50289,5.59488e-08,3.3
1.31304846e-05,1.49339,5.65705e-09,3.3
1.31505181e-05,1.48505,5.63174e-09,-5.18049e-07
1.31705646e-05,1.48455,3.62417e-07,-2.15266e-07
1.31905971e-05,1.51694,5.26124e-08,3.30001
1.32106764e-05,1.50823,4.03792e-08,3.3
1.32306922e-05,1.49823,5.65966e-09,3.3
1.32507882e-05,1.48939,5.64964e-09,1.02003e-06
1.32708142e-05,1.48163,5.59804e-09,-1.68582e-06
1.32908544e-05,1.50343,1.06052e-08,4.67286e-07
1.33109231e-05,1.51399,5.23286e-08,3.30001
1.33309309e-05,1.50344,-3.99555e-08,3.3
1.33510238e-05,1.49408,5.65723e-09,3.3
1.3371123e-05,1.48584,5.63419e-09,2.58135e-06
1.33912225e-05,1.4824,4.1e-05,2.82645e-08
1.34112311e-05,1.51872,2.72415e-07,3.30003
1.34312685e-05,1.5087,-4.14088e-08,3.29999
1.34513e-05,1.49884,5.65972e-09,3.30127
1.347139e-05,1.49014,5.65101e-09,-1.82491e-06
1.34914697e-05,1.48248,5.60303e-09,-5.70623e-08
1.351149e-05,1.50071,1.74223e-08,2.37643e-07
1.35314939e-05,1.5143,-4.11747e-08,3.29999
1.3551534e-05,1.50389,5.14844e-08,3.30001
1.35715554e-05,1.49471,5.65799e-09,3.3
1.35916361e-05,1.48661,5.63697e-09,2.03672e-06
1.36116857e-05,1.48105,1.57927e-08,-3.52604e-08
1.36316939e-05,1.51864,1.73323e-08,0.281276
1.36517378e-05,1.50913,-3.09581e-08,3.29999
1.36717654e-05,1.49943,5.65953e-09,3.3
1.36918034e-05,1.49088,5.65204e-09,1.60595e-06
1.37118481e-05,1.48334,5.60876e-09,2.11057e-06
1.3731878e-05,1.4973,-9.38028e-10,9.2878e-07
1.37519513e-05,1.51451,-4.26354e-08,3.3
1.37720367e-05,1.50421,5.28516e-08,3.3
1.37920737e-05,1.49519,5.65831e-09,3.3
1.38120951e-05,1.48725,5.63944e-09,2.95499e-06
1.38321489e-05,1.48025,5.55317e-09,-0.00482203
1.38522092e-05,1.51574,1.73336e-08,-5.60457e-07
1.38723066e-05,1.5094,-1.12836e-08,3.3
1.38923876e-05,1.49984,5.65988e-09,3.3
1.39124693e-05,1.49142,5.653e-09,2.21866e-06
1.39324909e-05,1.48403,5.61313e-09,-7.18265e-09
1.3952534e-05,1.49429,1.75297e-08,1.53659e-07
1.3972571e-05,1.51492,-2.59992e-09,3.30001
1.39925788e-05,1.50472,1.37385e-08,3.3
1.40125833e-05,1.49585,5.6589e-09,3.29993
1.40326317e-05,1.48802,5.64121e-09,5.14526e-06
1.40526604e-05,1.48113,5.56237e-09,6.07392e-06
1.4072721e-05,1.51292,1.74298e-08,9.56017e-07
1.40927578e-05,1.50984,-1.46301e-08,3.3
1.41128098e-05,1.50044,5.65982e-09,3.3
1.41328844e-05,1.49215,5.65412e-09,2.18697e-06
1.4152937e-05,1.48485,5.61761e-09,1.49926e-06
1.41729707e-05,1.49084,1.74643e-08,-1.13664e-07
1.41929965e-05,1.51539,3.77617e-08,3.29994
1.42130022e-05,1.5052,-2.58492e-08,3.3
1.42330802e-05,1.49643,5.65889e-09,3.3
1.42530921e-05,1.48873,5.64345e-09,6.64479e-06
1.42731025e-05,1.48195,5.5718e-09,-5.31053e-06
1.42931115e-05,1.50974,-6.51061e-09,2.94841e-07
1.4313153e-05,1.51012,-5.36274e-08,3.3
1.43331692e-05,1.50089,6.37742e-08,3.3
1.43532167e-05,1.49274,5.65501e-09,4.33556e-05
1.43733037e-05,1.48555,5.62216e-09,-1.00476e-05
1.43933098e-05,1.48724,8.64937e-08,-5.04602e-08
1.4413353e-05,1.51583,2.58119e-08,3.30001
1.44334248e-05,1.50559,2.53995e-08,3.3
1.44534281e-05,1.49699,5.65904e-09,3.3
1.44734512e-05,1.48941,5.64554e-09,-5.53483e-06
1.44934867e-05,1.48273,5.58063e-09,6.35315e-06
1.4513538e-05,1.50652,-6.60478e-09,6.72339e-07
1.4533561e-05,1.51054,-1.42986e-08,3.3
1.45536175e-05,1.50144,-1.39188e-08,3.29997
1.45736817e-05,1.4934,5.65571e-09,3.29643
1.45937784e-05,1.48631,5.62606e-09,6.66402e-06
1.4613832e-05,1.4846,1.28421e-05,1.46697e-08
1.46338831e-05,1.5161,-2.23938e-08,3.3
1.4653941e-05,1.50597,-2.17578e-08,3.3
1.46739734e-05,1.4975,5.65921e-09,3.3
1.46940672e-05,1.49001,5.64715e-09,-5.15644e-06
1.47141401e-05,1.48342,5.58713e-09,-3.72596e-06
1.47342166e-05,1.50374,1.76197e-08,-2.43276e-06
1.47542328e-05,1.51073,-1.41595e-08,3.29692
1.47743277e-05,1.50178,2.5032e-08,3.30038
1.47944211e-05,1.49387,5.65626e-09,3.3
1.48144494e-05,1.48693,5.62909e-09,-1.90681e-06
1.48345293e-05,1.48273,-3.81553e-08,5.90842e-08
1.4854543e-05,1.51593,2.83705e-08,3.3
1.48745827e-05,1.50617,2.79014e-08,3.3
1.48946428e-05,1.49784,5.65938e-09,3.30001
1.49146843e-05,1.4905,5.64842e-09,4.18048e-06
1.4934691e-05,1.48406,5.59367e-09,-5.98041e-06
1.49547398e-05,1.50048,1.76413e-08,0.00334869
1.4974816e-05,1.51096,-5.30813e-08,3.3
1.49948401e-05,1.50219,6.32073e-08,3.30001
1.50149376e-05,1.4944,5.65687e-09,3.3
1.50350056e-05,1.48756,5.63234e-09,-2.36613e-06
1.50550531e-05,1.48154,5.5237e-09,-3.7862e-06
1.50750717e-05,1.51574,-3.53733e-08,3.30001
1.50951473e-05,1.5066,4.15408e-08,3.3
1.51151774e-05,1.4984,5.65941e-09,3.3
1.51352069e-05,1.49118,5.64985e-09,0.000116733
1.5155208e-05,1.48482,5.60037e-09,6.66169e-06
1.51752707e-05,1.49724,-6.76267e-09,8.6436e-07
1.51953068e-05,1.51123,6.49336e-08,3.3
1.52153244e-05,1.50259,6.36094e-08,3.3
1.5235367e-05,1.49495,5.65748e-09,3.3
1.52554599e-05,1.4882,5.63548e-09,-3.40809e-06
1.52755222e-05,1.48227,5.53696e-09,3.10422e-06
1.52955678e-05,1.51274,4.72327e-07,3.30014
1.53156322e-05,1.50691,5.20821e-08,3.29997
1.5335732e-05,1.49881,5.65945e-09,3.3
1.53557356e-05,1.49172,5.65122e-09,3.24449e-06
1.53757419e-05,1.48546,5.60552e-09,4.92707e-06
1.53958278e-05,1.49388,-6.95249e-09,8.70895e-07
1.54159155e-05,1.51136,-4.84862e-08,3.3
1.54359368e-05,1.50284,5.86833e-08,3.3
1.54560207e-05,1.49532,5.65776e-09,3.3
1.5476026e-05,1.48872,5.63788e-09,-2.18024e-06
1.54960324e-05,1.48291,5.54783e-09,-5.49525e-06
1.5516088e-05,1.51321,-6.69563e-09,1.96513e-06
1.55360904e-05,1.5072,-2.82845e-08,3.3
1.555613e-05,1.49925,5.65953e-09,3.3
1.55761973e-05,1.49224,5.65255e-09,2.45608e-07
1.55962343e-05,1.48608,5.61128e-09,-2.06271e-06
1.56162357e-05,1.49026,-2.249e-10,7.63502e-07
1.56362665e-05,1.5118,6.50031e-08,3.3
1.56562846e-05,1.50332,-5.24282e-08,3.3
1.56763651e-05,1.4959,5.65828e-09,3.3
1.56964286e-05,1.48937,5.64051e-09,5.36853e-06
1.57164804e-05,1.48363,5.55924e-09,2.59882e-06
1.57364943e-05,1.50992,-6.76016e-09,1.25405e-06
1.57565281e-05,1.50754,-4.82867e-08,3.3
1.57765524e-05,1.49973,-4.72207e-08,3.3
1.57966237e-05,1.49282,5.65353e-09,3.49925e-06
1.58166471e-05,1.48675,5.61631e-09,8.93913e-06
1.58366903e-05,1.48713,1.27595e-06,4.70317e-07
1.5856776e-05,1.5122,6.36701e-09,3.30004
1.58768526e-05,1.50368,6.34823e-09,3.2979
1.58969351e-05,1.49638,5.65845e-09,3.3
1.59169688e-05,1.48996,5.64251e-09,3.40754e-06
1.59370017e-05,1.48431,5.56843e-09,4.00515e-06
1.59570303e-05,1.50682,-2.66053e-08,-1.99612e-06
1.59770518e-05,1.50782,-4.92559e-08,3.3
1.59970651e-05,1.50013,-4.80297e-08,3.3
1.60170822e-05,1.49335,5.6544e-09,6.42577e-06
1.60371664e-05,1.48736,5.62111e-09,5.66397e-06
1.60571825e-05,1.48475,1.11516e-08,-0.0025758
1.60772344e-05,1.51252,-2.26012e-09,3.3
1.60972901e-05,1.50397,1.34009e-08,3.3
1.61172985e-05,1.49681,5.65859e-09,3.3
1.61373515e-05,1.49049,5.64491e-09,1.61399e-06
1.61573699e-05,1.48493,5.5785e-09,-2.04924e-06
1.61774066e-05,1.5032,2.54133e-08,-6.45471e-07
1.61974561e-05,1.50811,2.26961e-08,3.30001
1.62174639e-05,1.50055,-1.10497e-08,3.3
1.62375021e-05,1.49386,5.65548e-09,0.891683
1.62575846e-05,1.48796,5.62521e-09,5.9743e-07
1.6277634e-05,1.48277,5.49438e-09,-1.5552e-06
1.62976846e-05,1.51293,4.8918e-08,3.30001
1.63177105e-05,1.50442,-3.66819e-08,3.3
1.63377338e-05,1.49735,5.6588e-09,3.3
1.63577368e-05,1.49113,5.64698e-09,-3.54694e-06
1.63777699e-05,1.48564,5.58729e-09,2.05625e-06
1.63978631e-05,1.49971,3.08633e-08,-4.30396e-06
1.64179139e-05,1.50829,-2.04754e-08,3.29599
1.64379241e-05,1.50087,3.12424e-08,3.3
1.64579512e-05,1.49429,5.65609e-09,3.3
1.64780211e-05,1.48849,5.62916e-09,-2.54789e-06
1.64981178e-05,1.48338,5.51071e-09,1.68177e-06
1.65181355e-05,1.51291,2.86875e-08,3.30001
1.65382139e-05,1.50473,-1.65911e-08,3.3
1.65582945e-05,1.49775,5.65905e-09,3.29999
1.65783249e-05,1.49162,5.64827e-09,-8.71942e-07
1.65983725e-05,1.48622,5.59405e-09,-1.04604e-05
1.66184491e-05,1.49637,-2.86598e-08,0.00443342
1.66385082e-05,1.50858,-6.66626e-08,3.3
1.66585755e-05,1.50125,-6.50993e-08,3.3
1.66785858e-05,1.49478,5.65654e-09,3.3
1.66986098e-05,1.48908,5.63244e-09,5.2275e-06
1.67186131e-05,1.48406,5.5251e-09,-5.47177e-06
1.67386173e-05,1.51235,7.62102e-08,3.30002
1.67586782e-05,1.50503,-5.17822e-08,3.3
1.67787138e-05,1.49817,5.65914e-09,3.3
1.67987458e-05,1.49213,5.64974e-09,0.00689294
1.68188385e-05,1.4868,5.60069e-09,-2.07344e-06
1.68388599e-05,1.49265,-2.52996e-08,-4.3724e-07
1.68589106e-05,1.50896,-1.21465e-08,3.3
1.68789515e-05,1.50172,-1.17629e-08,3.3
1.68990456e-05,1.49531,5.65705e-09,3.3
1.69190463e-05,1.48969,5.63549e-09,-5.00105e-06
1.69391387e-05,1.48472,5.53815e-09,-6.42644e-06
1.69591594e-05,1.51297,-3.62854e-08,3.36813
1.69791957e-05,1.50531,2.64395e-08,3.30025
1.69992115e-05,1.49857,2.60289e-08,3.30001
1.70192642e-05,1.49261,5.65127e-09,-1.12501e-06
1.70393557e-05,1.48736,5.60665e-09,1.7529e-06
1.70593857e-05,1.48945,4.05322e-07,-1.7779e-09
1.70794426e-05,1.50916,5.59177e-08,3.3
1.70995159e-05,1.50199,-4.34127e-08,3.3
1.71195574e-05,1.4957,5.6577e-09,3.3
1.71395643e-05,1.49017,5.63821e-09,-2.079e-06
1.71596052e-05,1.48529,5.55041e-09,3.40072e-05
1.717964e-05,1.50934,2.61126e-09,-1.19839e-06
1.71996695e-05,1.50559,-3.85156e-08,3.3
1.72196869e-05,1.49894,4.89324e-08,3.3
1.7239758e-05,1.49308,5.65246e-09,-4.01248e-06
1.72598135e-05,1.48792,5.61231e-09,4.67051e-06
1.7279868e-05,1.48676,5.62522e-05,3.53471e-08
1.72999198e-05,1.50945,-2.07622e-08,3.29999
1.73200194e-05,1.50229,3.15316e-08,3.3
1.73401163e-05,1.49608,5.65813e-09,3.29998
1.73601327e-05,1.49064,5.64073e-09,2.86183e-07
1.73802228e-05,1.48583,5.5604e-09,3.67066e-07
1.74002889e-05,1.50629,7.31269e-09,1.1109e-06
1.74203718e-05,1.50573,4.13513e-08,3.3
1.74404609e-05,1.49918,-2.93116e-08,3.3
1.74604717e-05,1.49344,5.65295e-09,1.72811e-06
1.7480497e-05,1.48837,5.61664e-09,5.72157e-06
1.75005196e-05,1.48583,5.66996e-09,2.39682e-08
1.75206141e-05,1.50962,-3.77753e-08,3.29999
1.75407e-05,1.50246,4.82188e-08,3.3
1.75607785e-05,1.49637,5.65819e-09,3.3
1.75808063e-05,1.49102,5.64271e-09,-9.62973e-07
1.76008516e-05,1.4863,5.56959e-09,1.39979e-06
1.76208713e-05,1.50295,-2.49845e-08,-7.65644e-07
1.76408885e-05,1.50583,-1.58711e-08,3.3
1.76609624e-05,1.49941,2.67523e-08,3.3
1.76810463e-05,1.49375,5.65402e-09,-4.23647e-05
1.77010826e-05,1.48877,5.62129e-09,-7.57365e-06
1.77211566e-05,1.48438,5.4773e-09,-0.000423621
1.7741187e-05,1.50992,-4.2342e-08,3.3
1.77612522e-05,1.50271,5.26534e-08,3.3
1.77812693e-05,1.49673,5.65843e-09,3.3
1.78013407e-05,1.49145,5.6447e-09,-4.00855e-07
1.78213797e-05,1.48681,5.5785e-09,-1.57466e-07
1.7841428e-05,1.49947,-2.51755e-08,1.03442e-06
1.78614746e-05,1.50604,1.95166e-08,3.3
1.78815087e-05,1.49974,-7.93919e-09,3.3
1.79015502e-05,1.49417,5.65497e-09,2.64581
1.79216435e-05,1.48926,5.62506e-09,5.73053e-06
1.79417115e-05,1.48493,5.49463e-09,5.11113e-06
1.79617905e-05,1.51015,6.55681e-08,3.30001
1.79818283e-05,1.50297,-5.30621e-08,3.3
1.80018949e-05,1.49707,5.65851e-09,3.3
1.80219811e-05,1.49187,5.64649e-09,-2.36362e-06
1.80420779e-05,1.48729,5.58582e-09,-1.46355e-06
1.80620827e-05,1.4962,1.51565e-08,2.48762e-07
1.80821364e-05,1.50621,4.32678e-08,3.30059
1.81021928e-05,1.50002,-3.11604e-08,3.30152
1.81222899e-05,1.49452,5.65531e-09,3.3
1.81423242e-05,1.4897,5.62854e-09,5.04061e-06
1.81624236e-05,1.48544,5.50874e-09,-5.49082e-06
1.81824303e-05,1.51011,-1.91448e-08,3.3
1.82024956e-05,1.5032,2.97561e-08,3.3
1.82225593e-05,1.4974,5.61451e-09,3.3
1.82425681e-05,1.4923,5.64802e-09,4.26283e-07
1.82625883e-05,1.48781,5.59351e-09,7.55063e-06
1.8282603e-05,1.49273,-3.26371e-11,0.00269836
1.83026459e-05,1.50652,5.70775e-08,3.30001
1.83226889e-05,1.50042,-4.46702e-08,3.29999
1.8342717e-05,1.49501,5.65634e-09,3.3
1.83627377e-05,1.49026,5.63228e-09,-5.04467e-06
1.83828064e-05,1.48606,5.52535e-09,2.55943e-06
1.84028488e-05,1.50957,6.89732e-08,3.30001
1.842293e-05,1.50351,-4.2645e-08,3.3
1.84429576e-05,1.4978,-4.168e-08,3.30001
1.84630051e-05,1.49276,5.64972e-09,0.00720048
1.84830207e-05,1.48833,5.60102e-09,5.37204e-07
1.85031149e-05,1.48966,3.93338e-06,4.99141e-09
1.85231434e-05,1.50666,-3.22779e-08,3.3
1.85432185e-05,1.50064,4.27745e-08,3.3
1.85632801e-05,1.49532,5.65678e-09,3.3
1.85833737e-05,1.49062,5.63508e-09,1.16015e-07
1.86034333e-05,1.4865,5.53785e-09,-9.38192e-07
1.86234614e-05,1.5097,-7.04751e-09,3.33524
1.86434975e-05,1.50368,3.72947e-08,3.29995
1.8663581e-05,1.49804,-2.53828e-08,3.3
1.86835939e-05,1.4931,5.65099e-09,-6.48405e-07
1.87035959e-05,1.48875,5.60678e-09,-1.34061e-06
1.87236241e-05,1.48719,-5.0134e-08,5.46384e-08
1.8743666e-05,1.50684,-2.82612e-08,3.3
1.87636668e-05,1.50089,-2.78393e-08,3.3
1.87837281e-05,1.49565,5.65734e-09,3.3
1.88037403e-05,1.49105,5.63861e-09,-4.96073e-06
1.88237751e-05,1.48699,5.55233e-09,0.00107636
1.88438579e-05,1.50604,-7.09169e-09,1.15535e-06
1.88639231e-05,1.50391,4.2034e-08,3.30001
1.88839613e-05,1.49837,4.1315e-08,3.3
1.89039713e-05,1.4935,5.65224e-09,-3.12858e-06
1.89239876e-05,1.48921,5.61284e-09,-4.41847e-06
1.8944013e-05,1.48543,5.44368e-09,-2.34307e-06
1.89640517e-05,1.50723,4.29136e-08,3.30001
1.8984116e-05,1.50123,4.21007e-08,3.3
1.90041677e-05,1.49606,5.65757e-09,3.29973
1.90242647e-05,1.4915,5.64069e-09,-1.45509e-06
1.90443344e-05,1.48749,5.5626e-09,1.16139e-06
1.90644287e-05,1.50262,-6.88937e-09,-1.18593e-06
1.90844902e-05,1.50412,-2.67863e-08,3.3
1.91045157e-05,1.49868,-2.61499e-08,3.3
1.91245288e-05,1.49388,5.65315e-09,6.78308e-06
1.91446041e-05,1.48964,5.61786e-09,6.19562e-07
1.91646413e-05,1.48591,5.46462e-09,5.39788e-07
1.91846913e-05,1.50744,6.57455e-08,3.30004
1.92047255e-05,1.50139,6.45812e-08,3.3
1.92248209e-05,1.4963,5.65756e-09,3.3
1.92449101e-05,1.49182,5.64293e-09,-1.21241e-06
1.92649661e-05,1.48789,5.57183e-09,5.60312e-07
1.92850575e-05,1.49917,1.29891e-09,1.1463e-06
1.93051265e-05,1.50419,4.70385e-08,3.30001
1.93251591e-05,1.49885,-3.49197e-08,3.29999
1.93452422e-05,1.49412,5.65396e-09,4.02018e-05
